"grappe","dist_popcenter","dist_border","dist_road","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2017_tot","h2017_wetQ","h2017_wetQstart","ndvi_avg","ndvi_max","h2017_ndvi_avg","h2017_ndvi_max","type","lat_dd_mod","lon_dd_mod","hors_mali","hors_mali_utm","erreur_projection","hors_mali_reel","proche_frontiere","dans_eau_suspect","zone_humide_twi","zone_non_cultivee","zone_inhabitee","erreur_saisie","derive_gps","exploitation","passage","cluster","doublon","nb_grappes_cluster","nb_passages_cluster","nb_exploitations_cluster","origine_doublon","distance_centre","suspect_distance","score","niveau","decision","surface_gps_m2","surface_gps_ha","hybrid_V8_prop","surface_cultivee_ha"
556,57,170,4,97,263,265,574,198,456,150,29,312,1.5,280,15,1,1,1,3,1,1,1,529,410,18,566,19,452,0.205,0.2479,0.2384,0.2877,"offset",13.9626594036,-5.54793148314,0,0,0,0,37929.3666393553,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",82355.5894556499,0,0,"Bon","Garder",31401.5737457671,3.14015737457671,0.29,0.910645638627246
557,60,171,2,99,263,265,574,198,455,150,30,312,1.5,280,15,1,1,1,3,1,1,1,533,412,18,570,19,454,0.2036,0.2482,0.2242,0.2711,"offset",13.9432889665,-5.52373271047,0,0,0,0,35547.0318039799,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",84172.4454611871,0,0,"Bon","Garder",31401.5737458006,3.14015737458006,0.3,0.942047212374019
558,56,169,5,97,264,265,573,199,456,140,25,312,1.4,280,14,1,1,1,3,1,1,1,527,409,17,564,19,452,0.2136,0.2596,0.258,0.3116,"offset",13.9733100128,-5.56278399396,0,0,0,0,39416.3975573315,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",81242.7966959154,0,0,"Bon","Garder",31401.5737457538,3.14015737457538,0.25,0.785039343643846
559,51,164,9,99,264,266,568,200,456,110,20,312,1.3,280,15,1,1,1,3,1,1,1,520,405,17,571,19,462,0.2495,0.3065,0.3108,0.3664,"offset",14.0219165408,-5.58479661559,0,0,0,0,41303.4405234831,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",81221.5320643352,0,0,"Bon","Garder",31401.5737457266,3.14015737457266,0.2,0.628031474914532
560,49,155,15,106,266,268,558,201,452,60,2,312,1.3,280,14,1,1,1,3,1,1,1,511,400,18,584,19,474,0.2323,0.294,0.2666,0.3078,"offset",14.1134863098,-5.54828429668,0,0,0,0,34019.5410547975,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",89768.988610608,0,0,"Bon","Garder",31401.5737457236,3.14015737457236,0.02,0.0628031474914472
561,47,145,24,113,267,270,546,201,446,80,0,312,1.3,279,14,1,1,1,2,1,1,1,496,390,18,586,19,441,0.2165,0.2725,0.2325,0.2658,"offset",14.1960764276,-5.55174684268,0,0,0,0,26125.7884021158,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",94633.3467665076,0,0,"Bon","Garder",31401.5737457601,3.14015737457601,0,0
562,56,150,17,115,266,269,551,202,449,70,4,312,1.5,279,14,1,1,1,3,1,1,1,510,399,18,577,19,459,0.2316,0.2935,0.2714,0.324,"offset",14.1287053472,-5.47983087557,0,0,0,0,28550.1449130235,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",97246.3767112463,0,0,"Bon","Garder",31401.5737457608,3.14015737457608,0.04,0.125606294983043
563,58,155,5,117,270,269,626,206,478,80,12,312,1.3,275,14,1,1,1,1,1,1,2,568,427,17,732,19,593,0.2393,0.3042,0.2639,0.3179,"offset",13.712430963,-5.21146268235,0,0,0,0,29602.2162716315,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",114764.61802297,0,0,"Bon","Garder",31401.5737457604,3.14015737457604,0.12,0.376818884949124
564,57,153,5,120,270,269,622,206,476,90,13,312,1.4,275,14,1,1,1,1,1,1,2,562,422,18,711,19,573,0.2379,0.3047,0.2633,0.3138,"offset",13.7319094244,-5.18405692512,0,0,0,0,26597.2815471647,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",117830.840148786,0,0,"Bon","Garder",31401.5737457874,3.14015737457874,0.13,0.408220458695236
565,67,167,5,106,268,267,634,208,483,80,2,312,1.3,277,14,1,1,1,1,1,1,2,570,433,18,730,19,597,0.2367,0.3012,0.2395,0.3027,"offset",13.7126105616,-5.35320400689,0,0,0,0,35667.8335806347,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",98986.0484574887,0,0,"Bon","Garder",31401.5737457697,3.14015737457697,0.02,0.0628031474915394
566,71,169,8,108,267,267,611,202,470,70,3,312,1.3,277,14,1,1,1,1,1,1,2,542,413,18,644,19,534,0.2157,0.2732,0.2284,0.2822,"offset",13.7884693315,-5.36614962274,0,0,0,0,29043.8209764416,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",97906.696105529,0,0,"Bon","Garder",31401.573745765,3.1401573745765,0.03,0.0942047212372951
567,59,150,12,137,270,271,584,204,459,30,5,312,1.3,275,14,1,1,1,3,1,1,1,528,401,18,572,19,450,0.2315,0.2947,0.2615,0.3292,"offset",13.9301111877,-5.13359657926,0,0,0,0,3191.53068562434,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",125870.21854107,0,0,"Bon","Garder",31401.573745766,3.1401573745766,0.05,0.15700786872883
568,51,139,5,143,271,272,596,205,464,80,2,312,1.4,275,15,1,1,1,3,1,1,1,534,402,18,598,19,455,0.2,0.247,0.2321,0.2979,"offset",13.8472925352,-5.02006885712,0,0,0,0,11730.4546681186,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",136911.606265011,0,0,"Bon","Garder",31401.5737457962,3.14015737457962,0.02,0.0628031474915925
569,41,124,17,139,274,272,631,208,481,110,10,312,1.4,274,14,1,1,2,1,1,1,2,605,454,18,662,19,505,0.227,0.2909,0.2464,0.3091,"offset",13.6638450334,-4.93366119789,0,0,0,0,6251.18145087019,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",145807.060786525,0,0,"Bon","Garder",31401.5737457532,3.14015737457532,0.1,0.314015737457532
570,42,124,14,136,273,272,623,207,476,80,6,312,1.3,273,14,1,1,2,1,1,1,2,601,452,18,648,17,485,0.2198,0.2833,0.2484,0.3158,"offset",13.7015578609,-4.92051976118,0,0,0,0,4808.27909023391,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",147159.972279173,0,0,"Bon","Garder",31401.5737457441,3.14015737457441,0.06,0.188409442474464
571,49,135,4,144,271,272,603,205,467,70,2,312,1.4,275,15,1,1,1,3,1,1,1,537,404,18,608,19,456,0.2098,0.2615,0.2413,0.3109,"offset",13.8171315865,-4.99072787889,0,0,0,0,12019.4428532286,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",139826.561037495,0,0,"Bon","Garder",31401.5737457911,3.14015737457911,0.02,0.0628031474915822
572,6,145,3,97,273,273,544,202,446,710,45,312,1.2,281,15,1,1,1,1,1,1,2,501,395,18,612,18,458,0.2384,0.2954,0.278,0.3333,"offset",14.2569531993,-5.9631977467,0,0,0,0,45912.0454081226,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",69503.5432463025,0,0,"Bon","Garder",31401.5737457771,3.14015737457771,0.45,1.41307081855997
573,16,135,3,108,273,273,529,197,435,350,48,312,1,280,15,1,1,1,2,1,1,3,482,380,18,596,17,448,0.3171,0.4011,0.3678,0.4328,"offset",14.3872473423,-6.03036559761,0,0,0,0,42717.8607161353,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",80666.8928640691,0,0,"Bon","Garder",31401.5737457876,3.14015737457876,0.48,1.50727553979781
574,24,129,4,115,273,273,522,194,429,230,48,312,0.9,279,17,1,1,1,2,1,1,3,475,373,18,572,18,425,0.3173,0.397,0.3742,0.4352,"offset",14.4622584633,-6.02977802032,0,0,0,0,40118.1985723947,0,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",88964.6815751482,0,1,"A_verifier","Verifier_manuel",31401.5737457755,3.14015737457755,0.48,1.50727553979722
575,11,142,3,101,273,273,536,199,440,270,46,312,1,281,15,1,1,1,2,1,1,3,490,386,18,598,17,448,0.3168,0.3999,0.3694,0.4403,"offset",14.3279892807,-6.04674213999,0,0,0,0,44323.7862235713,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",73622.6561408965,0,0,"Bon","Garder",31401.5737457557,3.14015737457557,0.46,1.44447239230476
576,9,140,5,102,273,273,541,202,444,790,44,312,1.4,281,14,1,1,1,1,1,1,2,495,392,18,616,17,469,0.2296,0.2863,0.2506,0.3047,"offset",14.3003963588,-5.92046690093,0,0,0,0,39028.0633115362,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",76121.0760384422,0,0,"Bon","Garder",31401.573745803,3.1401573745803,0.44,1.38166924481533
577,9,140,3,102,273,273,539,201,443,690,45,312,1.3,281,15,1,1,1,1,1,1,2,494,390,18,613,17,464,0.2394,0.2996,0.2719,0.342,"offset",14.3076465447,-5.94530682308,0,0,0,0,40559.3134270658,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",75607.0872734065,0,0,"Bon","Garder",31401.5737457413,3.14015737457413,0.45,1.41307081855836
578,7,143,3,99,273,273,542,202,445,660,45,312,1.2,281,15,1,1,1,1,1,1,2,499,393,18,612,17,460,0.2433,0.3019,0.2812,0.3433,"offset",14.2801282778,-5.96269221812,0,0,0,0,44079.3925543854,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",71918.7000775843,0,0,"Bon","Garder",31401.5737457713,3.14015737457713,0.45,1.41307081855971
579,6,147,2,95,273,273,544,202,446,630,44,312,1.1,281,15,1,1,1,2,1,1,3,502,396,18,611,18,454,0.2499,0.313,0.303,0.3509,"offset",14.2502549271,-5.99292530934,0,0,0,0,48872.2641107332,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",67386.3415347288,0,0,"Bon","Garder",31401.5737458116,3.14015737458116,0.44,1.38166924481571
580,7,150,2,92,273,273,545,201,446,510,45,312,1.1,281,15,1,1,1,2,1,1,3,499,393,18,603,18,450,0.2766,0.344,0.3267,0.3931,"offset",14.2419749208,-6.05505805377,0,0,0,0,48881.2076064109,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",63943.0287028217,0,0,"Bon","Garder",31401.5737457459,3.14015737457459,0.45,1.41307081855857
581,7,150,2,92,273,273,545,201,446,520,44,312,1.1,281,15,1,1,1,2,1,1,3,500,394,18,606,18,451,0.2707,0.3373,0.3212,0.3821,"offset",14.2430527196,-6.03519591932,0,0,0,0,50715.0403530173,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",64813.6168384635,0,1,"A_verifier","Verifier_manuel",31401.5737458006,3.14015737458006,0.44,1.38166924481523
582,9,156,4,87,273,272,555,205,455,380,42,312,1.1,281,15,1,1,1,2,1,1,3,513,404,18,627,18,469,0.2295,0.2934,0.2236,0.2623,"offset",14.1580440245,-5.94916732089,0,0,0,0,53416.0468636482,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",60391.2854904106,0,1,"A_verifier","Verifier_manuel",31401.5737457105,3.14015737457105,0.42,1.31886609731984
583,19,159,16,85,270,270,569,210,468,240,16,312,1.8,281,13,1,1,2,1,1,1,2,516,407,18,623,19,471,0.2287,0.294,0.2273,0.2761,"offset",14.1432387465,-5.85334047337,0,0,0,0,49013.9938398618,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",65479.0803959558,0,0,"Bon","Garder",31401.5737457445,3.14015737457445,0.16,0.502425179931913
584,9,156,2,86,273,272,552,203,451,570,45,312,1.2,281,15,1,1,1,2,1,1,3,512,403,18,631,18,468,0.2359,0.2998,0.2439,0.2934,"offset",14.1640454752,-6.00337896728,0,0,0,0,56692.6241067259,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",57965.7178651398,0,1,"A_verifier","Verifier_manuel",31401.5737457876,3.14015737457876,0.45,1.41307081856044
585,29,180,4,62,272,269,569,203,459,150,36,312,1.2,283,14,1,1,1,2,1,1,3,531,414,18,644,19,492,0.26,0.3241,0.3391,0.4017,"offset",13.9711770035,-6.07666322947,0,0,0,0,68948.0395602853,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",34679.3637923871,0,1,"A_verifier","Verifier_manuel",31401.5737457399,3.14015737457399,0.36,1.13045665484664
586,27,175,6,68,272,270,564,203,457,130,35,312,1.1,282,14,1,1,1,2,1,1,3,526,411,18,647,19,490,0.2628,0.3288,0.3255,0.383,"offset",14.0197730949,-6.06803621007,0,0,0,0,65029.9589352863,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",39968.9851691129,0,1,"A_verifier","Verifier_manuel",31401.5737458158,3.14015737458158,0.35,1.09905508110355
588,56,102,2,146,273,273,483,179,398,220,43,312,1.1,276,14,1,1,1,2,1,1,3,453,357,18,569,17,415,0.2757,0.341,0.3431,0.4206,"offset",14.7598200995,-6.0971062742,0,0,0,0,35747.3526090513,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",121074.895428601,0,0,"Bon","Garder",31401.5737457771,3.14015737457771,0.43,1.35026767106842
589,49,107,1,140,273,273,497,184,408,300,39,312,1.1,277,15,1,1,1,2,1,1,3,463,365,18,603,17,448,0.2326,0.2864,0.2926,0.3726,"offset",14.6631644554,-6.07432569444,0,0,0,0,34860.537527834,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",110461.467929153,0,0,"Bon","Garder",31401.5737457806,3.14015737457806,0.39,1.22466137608544
590,68,88,7,159,274,274,451,167,370,250,43,312,1,275,15,1,1,1,2,1,1,3,435,345,18,588,18,417,0.251,0.3272,0.2804,0.3538,"offset",14.8941130512,-6.03051173552,0,0,0,0,46985.8216777908,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",137492.436672711,0,0,"Bon","Garder",31401.5737457778,3.14015737457778,0.43,1.35026767106845
591,65,91,6,157,274,274,459,170,376,240,40,312,1,276,15,1,1,1,2,1,1,3,439,348,18,588,17,419,0.2383,0.2972,0.2707,0.3572,"offset",14.8601675535,-6.02249216713,0,0,0,0,46809.871279092,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",133802.683476043,0,0,"Bon","Garder",31401.5737457061,3.14015737457061,0.4,1.25606294982824
592,69,100,10,156,274,274,455,170,377,80,29,312,1,273,36,1,1,1,2,1,1,3,436,345,18,549,18,387,0.2502,0.3276,0.314,0.3994,"offset",14.8769739746,-6.13448122996,0,0,0,0,35342.8901524173,0,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",134019.382740806,0,1,"A_verifier","Verifier_manuel",31401.5737457615,3.14015737457615,0.29,0.910645638627084
593,62,96,5,153,274,274,467,173,384,210,42,312,1,275,14,1,1,1,2,1,1,3,443,350,18,570,18,405,0.2538,0.3158,0.3069,0.3757,"offset",14.8297686598,-6.06132452599,0,0,0,0,41716.0116978099,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",129620.291592009,0,0,"Bon","Garder",31401.5737457401,3.14015737457401,0.42,1.31886609732108
594,16,100,10,164,279,272,697,215,521,100,9,312,1.5,284,14,1,1,1,1,1,1,1,638,484,18,693,19,553,0.2486,0.3182,0.2811,0.3739,"offset",13.3408229119,-4.79361367337,0,0,0,0,29211.8455634739,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",166873.931448971,0,0,"Bon","Garder",31401.5737457592,3.14015737457592,0.09,0.282614163711833
595,23,125,6,140,277,269,722,223,528,130,26,312,1.2,296,14,1,1,2,1,1,1,2,663,488,18,698,19,548,0.2721,0.3451,0.2891,0.4001,"offset",13.1340620026,-5.0115966788,0,0,0,0,46690.8852603194,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",152295.743220216,0,0,"Bon","Garder",31401.5737457748,3.14015737457748,0.26,0.816440917390145
596,35,129,5,127,276,269,737,226,532,130,28,312,1.4,289,15,1,1,2,1,1,1,2,675,482,17,726,19,574,0.2666,0.3397,0.2938,0.3637,"offset",13.119014096,-5.15860046937,0,0,0,0,38830.7124123381,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",138597.321535096,0,0,"Bon","Garder",31401.5737457753,3.14015737457753,0.28,0.879244064881708
597,42,109,14,142,275,267,758,231,550,60,37,312,1.3,304,14,1,1,2,1,1,1,2,692,490,18,787,19,588,0.2896,0.3696,0.3084,0.4117,"offset",12.9449828828,-5.05839713225,0,0,0,0,24881.3037151164,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",158535.554083456,0,0,"Bon","Garder",31401.5737457373,3.14015737457373,0.37,1.16185822859228
598,53,113,20,126,275,268,768,224,542,50,34,312,1.2,291,15,1,1,1,1,1,1,2,680,478,18,768,19,589,0.2898,0.3707,0.3001,0.369,"offset",12.8781032313,-5.27195682651,0,0,0,0,9386.77585516214,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",144346.92913151,0,0,"Bon","Garder",31401.573745738,3.1401573745738,0.34,1.06765350735509
599,56,78,4,159,273,266,803,233,576,110,44,312,1.3,313,14,1,1,2,1,1,1,2,725,493,18,885,19,678,0.2931,0.3719,0.2932,0.3475,"offset",12.6485331742,-5.02298658494,0,0,0,0,7551.56792930261,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",182472.281124808,0,0,"Bon","Garder",31401.5737457718,3.14015737457718,0.44,1.38166924481396
600,59,83,3,158,274,266,793,234,572,100,43,312,1.3,312,14,1,1,2,1,1,1,2,701,480,18,932,19,696,0.2904,0.3684,0.2847,0.3512,"offset",12.7288047415,-5.02318170891,0,0,0,0,11201.3775075588,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",176466.197917973,0,0,"Bon","Garder",31401.5737457478,3.14015737457478,0.43,1.35026767106716
601,66,71,5,169,273,266,829,240,594,110,45,312,1.2,316,15,1,1,2,1,1,1,2,714,486,18,924,19,664,0.2916,0.375,0.3125,0.3625,"offset",12.6496859029,-4.89546866045,0,0,0,0,5551.00125847214,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",193182.43470699,0,0,"Bon","Garder",31401.5737457774,3.14015737457774,0.45,1.41307081855998
602,53,90,3,160,275,267,785,238,573,200,41,312,1.2,307,14,1,1,2,1,1,1,2,682,479,18,952,19,638,0.2879,0.3609,0.3008,0.3985,"offset",12.8352395195,-4.92681797753,0,0,0,0,26426.746084045,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",177691.974621037,0,0,"Bon","Garder",31401.5737457846,3.14015737457846,0.41,1.28746452357717
603,50,93,3,159,275,267,781,238,571,210,40,312,1.3,306,14,1,1,2,1,1,1,2,687,485,18,932,19,628,0.2833,0.3571,0.2969,0.3932,"offset",12.8577070405,-4.9406181932,0,0,0,0,26194.6884842475,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",174977.48112153,0,0,"Bon","Garder",31401.5737457762,3.14015737457762,0.4,1.25606294983105
604,16,117,4,152,278,270,723,223,534,120,43,312,1.3,286,14,1,1,1,1,1,1,2,683,503,18,691,19,539,0.2669,0.3426,0.2739,0.3886,"offset",13.1552031316,-4.89242600464,0,0,0,0,49803.1768176616,0,0,0,0,0,0,2,1,0,0,746,1,4,"Non_doublon",163369.722084877,0,0,"Bon","Garder",31401.5737457736,3.14015737457736,0.43,1.35026767106827
605,23,115,3,153,278,270,736,226,541,120,43,312,1.2,286,14,1,1,1,1,1,1,2,679,502,18,670,19,526,0.2813,0.3588,0.2852,0.3873,"offset",13.092487109,-4.88828083055,0,0,0,0,45860.5481036121,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",166729.298853422,0,0,"Bon","Garder",31401.5737457499,3.14015737457499,0.43,1.35026767106725
606,26,137,19,127,275,270,679,215,503,40,37,312,1.3,277,14,1,1,1,2,2,1,1,637,471,18,669,19,526,0.2364,0.3044,0.2575,0.3233,"offset",13.4407054269,-5.10135873621,0,0,0,0,32248.9665982863,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",130849.050601771,0,0,"Bon","Garder",31401.5737457883,3.14015737457883,0.37,1.16185822859417
607,35,86,5,184,277,272,689,214,513,110,15,312,1.5,288,15,1,1,1,2,1,1,1,628,467,18,650,19,501,0.2367,0.3063,0.2576,0.3431,"offset",13.4632875027,-4.62930614263,0,0,0,0,13113.2354260863,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",181869.884490899,0,0,"Bon","Garder",31401.5737457743,3.14015737457743,0.15,0.471023606186615
608,42,77,4,193,276,272,686,216,510,50,18,312,1.3,284,14,1,1,1,1,1,1,1,617,456,18,634,19,479,0.2433,0.31,0.2669,0.3435,"offset",13.4885224528,-4.53457172096,0,0,0,0,12369.5852445034,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",191877.650729473,0,0,"Bon","Garder",31401.5737457627,3.14015737457627,0.18,0.565228327423729
609,34,86,6,178,277,272,690,214,513,110,15,312,1.5,289,15,1,1,1,2,1,1,1,629,468,18,650,19,502,0.2355,0.3048,0.2555,0.3462,"offset",13.455604337,-4.63602217568,0,0,0,0,14147.3516665353,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",181273.830793342,0,0,"Bon","Garder",31401.5737457457,3.14015737457457,0.15,0.471023606186185
610,27,90,4,174,278,271,704,213,521,110,27,312,1.3,291,14,1,1,2,1,1,1,2,648,479,18,675,19,524,0.2568,0.3302,0.2809,0.3755,"offset",13.3605990624,-4.67668029652,0,0,0,0,25868.3019074558,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",178958.918282335,0,0,"Bon","Garder",31401.5737457988,3.14015737457988,0.27,0.847842491136567
611,25,90,3,174,278,271,711,213,524,110,29,312,1.2,287,14,1,1,1,1,1,1,2,654,483,18,693,19,538,0.26,0.3359,0.277,0.3448,"offset",13.3025933817,-4.68417008045,0,0,0,0,32452.9353830735,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",179774.973890007,0,0,"Bon","Garder",31401.5737457641,3.14015737457641,0.29,0.910645638627159
612,27,88,3,176,278,271,707,213,522,120,28,312,1.3,292,14,1,1,2,1,1,1,2,647,478,18,672,19,521,0.257,0.3306,0.2772,0.3552,"offset",13.3349083968,-4.65446968576,0,0,0,0,28064.2201671465,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",182048.119232455,0,0,"Bon","Garder",31401.5737457504,3.14015737457504,0.28,0.87924406488101
613,1,115,1,150,279,271,697,217,519,3800,4,312,1.1,286,14,1,1,2,1,1,1,2,664,493,18,723,19,582,0.2408,0.3111,0.2674,0.3231,"comm_ctr",13.3003121831,-4.89832143025,0,0,0,0,33384.8784412344,0,0,0,0,0,0,1,1,14,1,5,1,1,"Meme_zone_jittering_legitime",156976.612525773,0,1,"A_verifier","Fusionner_jittering",31401.5737457876,3.14015737457876,0.04,0.12560629498315
614,1,115,1,150,279,271,697,217,519,3800,4,312,1.1,286,14,1,1,2,1,1,1,2,664,493,18,723,19,582,0.2408,0.3111,0.2674,0.3231,"comm_ctr",13.3003121831,-4.89832143025,0,0,0,0,33384.8784412344,0,0,0,0,0,0,1,1,14,1,5,1,1,"Meme_zone_jittering_legitime",156976.612525773,0,1,"A_verifier","Fusionner_jittering",31401.5737457876,3.14015737457876,0.04,0.12560629498315
615,1,115,1,150,279,271,697,217,519,3800,4,312,1.1,286,14,1,1,2,1,1,1,2,664,493,18,723,19,582,0.2408,0.3111,0.2674,0.3231,"comm_ctr",13.3003121831,-4.89832143025,0,0,0,0,33384.8784412344,0,0,0,0,0,0,1,1,14,1,5,1,1,"Meme_zone_jittering_legitime",156976.612525773,0,1,"A_verifier","Fusionner_jittering",31401.5737457876,3.14015737457876,0.04,0.12560629498315
616,1,115,1,150,279,271,697,217,519,3800,4,312,1.1,286,14,1,1,2,1,1,1,2,664,493,18,723,19,582,0.2408,0.3111,0.2674,0.3231,"comm_ctr",13.3003121831,-4.89832143025,0,0,0,0,33384.8784412344,0,0,0,0,0,0,1,1,14,1,5,1,1,"Meme_zone_jittering_legitime",156976.612525773,0,1,"A_verifier","Fusionner_jittering",31401.5737457876,3.14015737457876,0.04,0.12560629498315
617,1,115,1,150,279,271,697,217,519,3800,4,312,1.1,286,14,1,1,2,1,1,1,2,664,493,18,723,19,582,0.2408,0.3111,0.2674,0.3231,"comm_ctr",13.3003121831,-4.89832143025,0,0,0,0,33384.8784412344,0,0,0,0,0,0,1,1,14,1,5,1,1,"Meme_zone_jittering_legitime",156976.612525773,0,1,"A_verifier","Fusionner_jittering",31401.5737457876,3.14015737457876,0.04,0.12560629498315
618,32,84,2,181,277,271,710,212,522,170,33,312,1.2,293,14,1,1,1,1,1,1,2,640,473,18,648,19,501,0.2518,0.3233,0.2674,0.331,"offset",13.3321400016,-4.59250839791,0,0,0,0,27814.9511384953,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",188826.06638292,0,0,"Bon","Garder",31401.5737458051,3.14015737458051,0.33,1.03625193361157
619,40,76,4,195,276,272,678,215,505,60,16,312,1.4,283,14,1,1,2,1,1,1,2,610,452,18,637,19,479,0.2367,0.301,0.2631,0.3284,"offset",13.5445603149,-4.51104108628,0,0,0,0,8094.84296322124,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",193721.748824667,0,0,"Bon","Garder",31401.5737457508,3.14015737457508,0.16,0.502425179932013
620,38,77,4,193,275,272,670,214,501,70,9,312,1.5,283,14,1,1,2,1,1,1,2,608,451,18,645,19,488,0.2317,0.295,0.2577,0.3208,"offset",13.5742773418,-4.52117209443,0,0,0,0,4580.23426822039,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",192284.492723188,0,0,"Bon","Garder",31401.5737457993,3.14015737457993,0.09,0.282614163712193
621,73,42,26,223,270,265,706,216,516,60,15,312,1.9,383,14,1,1,3,1,1,1,3,603,427,18,762,19,588,0.2576,0.3242,0.2719,0.366,"offset",13.2774637278,-4.2042648574,0,0,0,0,478.997723021756,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",232349.82339248,0,0,"Bon","Garder",31401.573745765,3.1401573745765,0.15,0.471023606186475
622,68,49,19,217,271,265,720,218,525,60,19,312,1.8,374,14,1,1,2,1,1,1,3,622,440,18,714,19,537,0.2605,0.3294,0.2752,0.3735,"offset",13.2622816392,-4.25533963508,0,0,0,0,2556.78953486797,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",227191.10135913,0,0,"Bon","Garder",31401.5737457566,3.14015737457566,0.19,0.596629901169376
623,62,53,17,212,272,267,714,217,523,60,20,312,1.6,345,14,1,1,2,1,1,1,2,641,458,18,672,19,498,0.2587,0.3244,0.2797,0.3465,"offset",13.2872432215,-4.3156047149,0,0,0,0,9557.6656698564,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",220011.541484705,0,0,"Bon","Garder",31401.5737457378,3.14015737457378,0.2,0.628031474914756
624,61,52,23,212,273,268,696,214,512,60,19,312,1.7,330,13,1,1,2,1,1,1,3,597,430,18,669,19,500,0.2635,0.3299,0.2897,0.3577,"offset",13.3860472746,-4.31773957719,0,0,0,0,17760.8695835305,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",217540.115258562,0,0,"Bon","Garder",31401.5737457885,3.14015737457885,0.19,0.596629901169982
