"grappe","dist_popcenter","dist_border","dist_road","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2017_tot","h2017_wetQ","h2017_wetQstart","ndvi_avg","ndvi_max","h2017_ndvi_avg","h2017_ndvi_max","type","lat_dd_mod","lon_dd_mod","hors_mali","hors_mali_utm","erreur_projection","hors_mali_reel","proche_frontiere","dans_eau_suspect","zone_humide_twi","zone_non_cultivee","zone_inhabitee","erreur_saisie","derive_gps","exploitation","passage","cluster","doublon","nb_grappes_cluster","nb_passages_cluster","nb_exploitations_cluster","origine_doublon","distance_centre","suspect_distance","score","niveau","decision","surface_gps_m2","surface_gps_ha","hybrid_V8_prop","surface_cultivee_ha"
626,84,79,36,224,270,263,789,227,563,40,37,312,2.8,390,14,1,1,3,1,1,1,3,709,488,18,889,19,565,0.2828,0.3563,0.2865,0.3806,"offset",12.7916138384,-4.31356530864,0,0,0,0,7306.15982639979,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",239285.368599811,0,0,"Bon","Garder",31401.5737457969,3.14015737457969,0.37,1.16185822859449
627,82,81,37,220,270,262,795,228,567,30,30,312,3,399,13,1,1,3,1,1,1,3,706,485,18,880,19,559,0.285,0.3614,0.2913,0.3894,"offset",12.8018923981,-4.35959899472,0,0,0,0,7253.23523459295,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",234172.302939194,0,0,"Bon","Garder",31401.573745766,3.1401573745766,0.3,0.942047212372979
628,39,91,20,183,276,269,756,224,553,100,40,312,1.2,295,14,1,1,2,1,1,1,2,671,485,18,725,19,567,0.278,0.3589,0.3018,0.4056,"offset",13.0712602459,-4.62414749332,0,0,0,0,30657.7659896453,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",194625.989197614,0,0,"Bon","Garder",31401.5737457704,3.14015737457704,0.4,1.25606294983082
629,76,69,23,221,271,264,776,227,557,50,28,312,2.2,375,13,1,1,3,1,1,1,3,668,457,18,873,19,572,0.2854,0.3624,0.2945,0.3839,"offset",12.9390353789,-4.29677962847,0,0,0,0,6399.5616056785,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",234075.110218443,0,0,"Bon","Garder",31401.5737457662,3.14015737457662,0.28,0.879244064881453
630,65,78,20,208,272,266,783,230,566,100,46,312,1.5,350,15,1,1,2,1,1,1,2,684,474,18,812,19,566,0.2827,0.3628,0.3037,0.4017,"offset",12.9498307764,-4.41174407699,0,0,0,0,15405.5185131311,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",221796.917481061,0,0,"Bon","Garder",31401.5737458076,3.14015737458076,0.46,1.44447239230715
631,56,86,23,198,274,268,783,230,568,160,42,312,1.4,318,14,1,1,2,1,1,1,2,678,476,18,747,19,550,0.2816,0.3623,0.3154,0.4362,"offset",12.9791913819,-4.53121304564,0,0,0,0,24686.2025325701,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",208264.971389285,0,0,"Bon","Garder",31401.5737457389,3.14015737457389,0.42,1.31886609732104
632,36,72,5,141,273,274,550,184,421,60,4,312,1.6,285,13,1,1,2,1,1,1,2,532,397,18,670,19,519,0.2274,0.2861,0.2362,0.2868,"offset",13.8763008251,-4.2182200405,0,0,0,0,822.367231767005,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",226088.222762219,0,0,"Bon","Garder",31401.5737457918,3.14015737457918,0.04,0.125606294983167
633,45,62,15,201,272,272,561,186,428,40,5,312,2.1,304,14,1,1,2,1,1,1,2,535,396,18,717,19,562,0.2341,0.2937,0.2428,0.277,"offset",13.8392346602,-4.13851961243,0,0,0,0,9646.60643650717,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",234635.763737006,0,0,"Bon","Garder",31401.5737457566,3.14015737457566,0.05,0.157007868728783
634,43,62,14,214,272,272,563,187,429,50,9,312,1.9,299,14,1,1,2,1,1,1,2,534,396,18,699,19,545,0.2343,0.2951,0.2453,0.2807,"offset",13.8480786929,-4.16026426095,0,0,0,0,7353.50213415148,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",232284.014802735,0,0,"Bon","Garder",31401.5737457415,3.14015737457415,0.09,0.282614163711674
635,41,61,14,228,273,272,571,189,434,50,15,312,1.5,293,14,1,1,2,1,1,1,2,539,398,18,696,19,539,0.2484,0.3147,0.2609,0.3093,"offset",13.7825995511,-4.19165834583,0,0,0,0,11094.9119524903,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",228419.507980599,0,0,"Bon","Garder",31401.5737457515,3.14015737457515,0.15,0.471023606186273
636,55,43,30,232,273,270,616,198,461,80,20,312,2,306,14,1,1,3,1,1,1,3,565,408,18,712,19,540,0.2622,0.3332,0.2726,0.3639,"offset",13.6367301546,-4.13065969627,0,0,0,0,15247.1014311906,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",235249.885079362,0,0,"Bon","Garder",31401.5737457464,3.14015737457464,0.2,0.628031474914928
637,55,44,29,231,273,270,615,198,461,70,21,312,2,305,14,1,1,3,1,1,1,3,561,407,18,697,19,521,0.2578,0.3272,0.2657,0.359,"offset",13.6226713233,-4.18185557787,0,0,0,0,21076.0825107399,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",229623.628718695,0,0,"Bon","Garder",31401.573745786,3.1401573745786,0.21,0.659433048661506
642,22,140,3,22,280,280,476,160,377,160,22,312,1.4,272,14,1,1,1,3,1,1,1,514,413,18,599,19,476,0.1905,0.2346,0.1973,0.2375,"offset",14.63466744,-4.07339348065,0,0,0,0,80160.1824868729,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",263530.422128032,0,1,"A_verifier","Verifier_manuel",31401.5737458239,3.14015737458239,0.22,0.690834622408126
643,20,139,3,20,280,280,477,160,377,190,22,312,1.4,272,14,1,1,1,3,1,1,1,517,413,18,605,19,482,0.1887,0.2305,0.1954,0.2285,"offset",14.6140940229,-4.05652990345,0,0,0,0,77928.7897489194,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",264318.214025637,0,1,"A_verifier","Verifier_manuel",31401.5737457548,3.14015737457548,0.22,0.690834622406605
644,47,138,4,47,278,279,451,154,360,120,9,312,2.1,272,15,1,1,3,1,1,1,3,483,388,18,681,19,522,0.1938,0.2358,0.214,0.2562,"offset",14.8079033959,-3.92598810853,0,0,0,0,79631.3281522197,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",286792.197581157,0,1,"A_verifier","Verifier_manuel",31401.5737457373,3.14015737457373,0.09,0.282614163711636
645,30,150,10,30,278,279,461,157,367,80,10,312,1.7,267,14,1,1,1,3,1,1,1,497,404,18,603,19,471,0.1815,0.2415,0.1963,0.2334,"offset",14.7442125379,-4.07445299289,0,0,0,0,90145.6461732474,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",268723.703053457,0,1,"A_verifier","Verifier_manuel",31401.5737457646,3.14015737457646,0.1,0.314015737457646
646,38,151,11,38,278,279,450,154,360,130,7,312,1.7,265,15,1,1,1,3,1,1,1,486,395,18,623,19,482,0.1982,0.2393,0.2417,0.3085,"offset",14.8087663504,-4.04997574225,0,0,0,0,82247.8632293096,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",274494.186912325,0,1,"A_verifier","Verifier_manuel",31401.5737457788,3.14015737457788,0.07,0.219811016220451
649,47,142,4,47,277,279,447,154,357,140,10,312,1.6,269,14,1,1,1,3,1,1,1,485,391,18,688,19,526,0.1914,0.2337,0.2139,0.2494,"offset",14.8380084321,-3.95715094301,0,0,0,0,76675.7254147337,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",285228.073688384,0,1,"A_verifier","Verifier_manuel",31401.5737457694,3.14015737457694,0.1,0.314015737457695
651,102,170,8,110,276,281,337,132,291,100,17,311,2.2,265,13,1,1,1,2,2,1,1,403,325,18,629,17,527,0.1422,0.1709,0.1588,0.183,"offset",15.4162549463,-3.86361529124,0,0,0,0,9207.52801384262,0,0,0,0,0,0,2,1,0,0,746,1,4,"Non_doublon",329256.93312362,0,0,"Bon","Garder",31401.5737458016,3.14015737458016,0.17,0.533826753678627
653,95,172,4,131,277,282,327,129,283,70,7,311,2.2,266,14,1,1,1,2,2,1,1,400,323,19,641,17,531,0.1806,0.2263,0.1617,0.1975,"offset",15.4835430449,-3.78366334078,0,0,0,0,2047.78474035356,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",341034.692199999,0,0,"Bon","Garder",31401.5737457683,3.14015737457683,0.07,0.219811016220378
654,98,170,4,120,277,281,330,129,285,110,8,311,2.1,265,14,1,1,1,2,2,1,1,404,324,18,631,17,523,0.165,0.2007,0.1623,0.1887,"offset",15.4291620711,-3.78275127756,0,0,0,0,8291.77456131554,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",337407.921605468,0,0,"Bon","Garder",31401.5737457578,3.14015737457578,0.08,0.251212589966062
655,18,115,3,18,280,279,494,166,388,110,15,312,1.7,276,15,1,1,1,2,1,1,1,520,411,18,610,19,457,0.1982,0.2462,0.2151,0.2646,"offset",14.3881134384,-4.06189096008,0,0,0,0,52006.4505463112,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",254725.583785184,0,1,"A_verifier","Verifier_manuel",31401.5737457718,3.14015737457718,0.15,0.471023606186577
656,12,118,6,12,279,279,495,167,390,70,18,312,1.4,268,15,1,1,1,2,1,1,1,519,410,18,614,17,459,0.2117,0.2576,0.2355,0.2735,"offset",14.3899236197,-4.13974665144,0,0,0,0,51968.9315372079,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",246546.01091054,0,1,"A_verifier","Verifier_manuel",31401.573745783,3.1401573745783,0.18,0.565228327424093
657,26,104,3,26,278,278,501,169,392,100,18,312,1.6,274,15,1,1,1,1,1,1,1,514,406,18,603,19,461,0.2086,0.2624,0.2335,0.2873,"offset",14.2882417129,-4.10087544923,0,0,0,0,40233.3003310808,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",247297.912860234,0,0,"Bon","Garder",31401.5737458311,3.14015737458312,0.18,0.565228327424961
660,1,129,1,1,280,280,496,166,392,11650,9,312,2.2,264,14,1,1,1,2,2,1,1,504,407,18,592,17,467,0.2237,0.2741,0.2813,0.3481,"comm_ctr",14.4861414433,-4.19140071844,0,0,0,0,63536.9317701953,1,0,0,0,0,0,1,1,15,1,10,1,1,"Meme_zone_jittering_legitime",244870.571277203,0,2,"A_verifier","Fusionner_jittering",31401.5737457583,3.14015737457583,0.09,0.282614163711824
661,1,129,1,1,280,280,496,166,392,11650,9,312,2.2,264,14,1,1,1,2,2,1,1,504,407,18,592,17,467,0.2237,0.2741,0.2813,0.3481,"comm_ctr",14.4861414433,-4.19140071844,0,0,0,0,63536.9317701953,1,0,0,0,0,0,1,1,15,1,10,1,1,"Meme_zone_jittering_legitime",244870.571277203,0,2,"A_verifier","Fusionner_jittering",31401.5737457583,3.14015737457583,0.09,0.282614163711824
662,1,129,1,1,280,280,496,166,392,11650,9,312,2.2,264,14,1,1,1,2,2,1,1,504,407,18,592,17,467,0.2237,0.2741,0.2813,0.3481,"comm_ctr",14.4861414433,-4.19140071844,0,0,0,0,63536.9317701953,1,0,0,0,0,0,1,1,15,1,10,1,1,"Meme_zone_jittering_legitime",244870.571277203,0,2,"A_verifier","Fusionner_jittering",31401.5737457583,3.14015737457583,0.09,0.282614163711824
663,1,129,1,1,280,280,496,166,392,11650,9,312,2.2,264,14,1,1,1,2,2,1,1,504,407,18,592,17,467,0.2237,0.2741,0.2813,0.3481,"comm_ctr",14.4861414433,-4.19140071844,0,0,0,0,63536.9317701953,1,0,0,0,0,0,1,1,15,1,10,1,1,"Meme_zone_jittering_legitime",244870.571277203,0,2,"A_verifier","Fusionner_jittering",31401.5737457583,3.14015737457583,0.09,0.282614163711824
664,1,129,1,1,280,280,496,166,392,11650,9,312,2.2,264,14,1,1,1,2,2,1,1,504,407,18,592,17,467,0.2237,0.2741,0.2813,0.3481,"comm_ctr",14.4861414433,-4.19140071844,0,0,0,0,63536.9317701953,1,0,0,0,0,0,1,1,15,1,10,1,1,"Meme_zone_jittering_legitime",244870.571277203,0,2,"A_verifier","Fusionner_jittering",31401.5737457583,3.14015737457583,0.09,0.282614163711824
665,1,129,1,1,280,280,496,166,392,11650,9,312,2.2,264,14,1,1,1,2,2,1,1,504,407,18,592,17,467,0.2237,0.2741,0.2813,0.3481,"comm_ctr",14.4861414433,-4.19140071844,0,0,0,0,63536.9317701953,1,0,0,0,0,0,1,1,15,1,10,1,1,"Meme_zone_jittering_legitime",244870.571277203,0,2,"A_verifier","Fusionner_jittering",31401.5737457583,3.14015737457583,0.09,0.282614163711824
666,1,129,1,1,280,280,496,166,392,11650,9,312,2.2,264,14,1,1,1,2,2,1,1,504,407,18,592,17,467,0.2237,0.2741,0.2813,0.3481,"comm_ctr",14.4861414433,-4.19140071844,0,0,0,0,63536.9317701953,1,0,0,0,0,0,1,1,15,1,10,1,1,"Meme_zone_jittering_legitime",244870.571277203,0,2,"A_verifier","Fusionner_jittering",31401.5737457583,3.14015737457583,0.09,0.282614163711824
667,1,129,1,1,280,280,496,166,392,11650,9,312,2.2,264,14,1,1,1,2,2,1,1,504,407,18,592,17,467,0.2237,0.2741,0.2813,0.3481,"comm_ctr",14.4861414433,-4.19140071844,0,0,0,0,63536.9317701953,1,0,0,0,0,0,1,1,15,1,10,1,1,"Meme_zone_jittering_legitime",244870.571277203,0,2,"A_verifier","Fusionner_jittering",31401.5737457583,3.14015737457583,0.09,0.282614163711824
668,1,129,1,1,280,280,496,166,392,11650,9,312,2.2,264,14,1,1,1,2,2,1,1,504,407,18,592,17,467,0.2237,0.2741,0.2813,0.3481,"comm_ctr",14.4861414433,-4.19140071844,0,0,0,0,63536.9317701953,1,0,0,0,0,0,1,1,15,1,10,1,1,"Meme_zone_jittering_legitime",244870.571277203,0,2,"A_verifier","Fusionner_jittering",31401.5737457583,3.14015737457583,0.09,0.282614163711824
669,1,129,1,1,280,280,496,166,392,11650,9,312,2.2,264,14,1,1,1,2,2,1,1,504,407,18,592,17,467,0.2237,0.2741,0.2813,0.3481,"comm_ctr",14.4861414433,-4.19140071844,0,0,0,0,63536.9317701953,1,0,0,0,0,0,1,1,15,1,10,1,1,"Meme_zone_jittering_legitime",244870.571277203,0,2,"A_verifier","Fusionner_jittering",31401.5737457583,3.14015737457583,0.09,0.282614163711824
670,64,91,4,64,266,266,520,173,406,110,17,312,3,417,13,1,1,2,1,1,1,3,511,393,18,638,19,473,0.2076,0.2569,0.2129,0.2583,"offset",14.3060534208,-3.63277151827,0,0,0,0,66628.6573268194,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",298311.797940153,0,1,"A_verifier","Verifier_manuel",31401.5737457538,3.14015737457538,0.17,0.533826753677815
671,71,87,14,71,266,266,509,169,398,100,17,312,3.2,439,13,1,1,3,1,1,1,3,499,383,18,672,19,501,0.2045,0.255,0.2004,0.2326,"offset",14.4494230043,-3.54584782855,0,0,0,0,84940.0990725153,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",311787.358302392,0,1,"A_verifier","Verifier_manuel",31401.5737457514,3.14015737457514,0.17,0.533826753677774
672,79,79,14,79,264,264,525,173,407,150,31,312,8.5,457,13,1,1,3,1,1,1,3,513,396,18,679,19,527,0.2248,0.2798,0.2278,0.2938,"offset",14.2996806626,-3.50608874116,0,0,0,0,71948.3061394738,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",311903.13126154,0,1,"A_verifier","Verifier_manuel",31401.5737457774,3.14015737457774,0.31,0.973448786119098
673,86,72,18,87,268,268,519,172,403,200,32,312,10.4,405,13,1,1,2,1,1,1,2,509,391,18,692,19,550,0.236,0.298,0.2552,0.3425,"offset",14.2924487506,-3.40460555942,0,0,0,0,67768.7054484591,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",322773.482815596,0,1,"A_verifier","Verifier_manuel",31401.5737457594,3.14015737457594,0.32,1.0048503598643
674,27,124,2,27,278,277,488,164,384,70,11,312,4.4,309,13,1,1,3,1,1,1,3,494,389,18,640,19,478,0.1883,0.2282,0.1988,0.228,"offset",14.4910439933,-3.91228762532,0,0,0,0,67366.4647884678,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",274253.587293059,0,1,"A_verifier","Verifier_manuel",31401.5737457662,3.14015737457662,0.11,0.345417311203428
675,57,127,12,57,274,276,453,155,361,50,18,312,10.9,328,14,1,1,3,1,1,1,3,494,391,19,726,19,550,0.2113,0.2537,0.2172,0.2508,"offset",14.8018530928,-3.7804198709,0,0,0,0,80139.7802112642,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",301156.199493818,0,1,"A_verifier","Verifier_manuel",31401.5737457429,3.14015737457429,0.18,0.565228327423372
676,58,124,14,58,272,274,456,155,363,50,19,312,11.9,364,14,1,1,3,1,1,1,3,496,392,18,724,19,549,0.2121,0.2541,0.2168,0.2488,"offset",14.800847083,-3.7689686365,0,0,0,0,80379.4161983548,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",302268.933842487,0,1,"A_verifier","Verifier_manuel",31401.5737457376,3.14015737457375,0.19,0.596629901169013
677,56,68,43,99,261,262,502,164,392,340,25,312,5.6,558,12,1,1,3,1,1,1,3,516,400,18,717,19,579,0.2369,0.2972,0.2217,0.302,"offset",14.5886172115,-3.29793229888,0,0,0,0,80736.4689868449,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",342776.742719612,0,1,"A_verifier","Verifier_manuel",31401.5737457462,3.14015737457462,0.25,0.785039343643654
678,62,104,27,62,268,269,484,162,382,50,14,312,4.2,418,13,1,1,3,1,1,1,3,511,396,18,667,19,509,0.1908,0.2345,0.2014,0.2567,"offset",14.6267065832,-3.65048783122,0,0,0,0,93869.4414149283,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",306930.18307498,0,1,"A_verifier","Verifier_manuel",31401.5737457841,3.14015737457841,0.14,0.439622032440978
679,67,110,27,67,264,265,473,159,375,30,21,312,10,502,13,1,1,3,1,1,1,3,509,394,18,725,19,546,0.2043,0.259,0.2147,0.2529,"offset",14.7514253288,-3.64015043095,0,0,0,0,85275.9899627675,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",313180.674238192,0,1,"A_verifier","Verifier_manuel",31401.5737457764,3.14015737457764,0.21,0.659433048661305
680,68,106,27,76,259,261,472,158,374,50,25,312,6.3,583,13,1,1,3,1,1,1,3,507,393,19,750,19,585,0.2131,0.2766,0.2151,0.2516,"offset",14.852246223,-3.59271410728,0,0,0,0,73871.3679344915,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",322595.002848108,0,1,"A_verifier","Verifier_manuel",31401.5737457986,3.14015737457986,0.25,0.785039343644964
681,67,113,23,68,263,264,467,158,371,30,27,312,12.2,521,13,1,1,3,1,1,1,3,504,391,19,738,19,564,0.2126,0.2761,0.2148,0.2562,"offset",14.8148396468,-3.64819394948,0,0,0,0,77977.8434638811,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",315206.972945335,0,1,"A_verifier","Verifier_manuel",31401.5737458004,3.14015737458004,0.27,0.847842491136611
682,46,97,20,102,263,265,453,152,362,80,15,312,8.6,551,13,1,1,3,1,1,1,3,500,394,18,741,19,585,0.2065,0.2476,0.2065,0.2384,"offset",14.953305259,-3.35778342859,0,0,0,0,69630.1206371804,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",351221.319842215,0,1,"A_verifier","Verifier_manuel",31401.5737457634,3.14015737457634,0.15,0.471023606186451
683,55,99,25,91,258,261,466,156,370,30,15,312,3.2,610,13,1,1,3,1,1,1,3,512,404,18,758,19,599,0.2046,0.243,0.2222,0.2582,"offset",14.87547696,-3.43474898583,0,0,0,0,74647.0869289218,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",339788.953308936,0,1,"A_verifier","Verifier_manuel",31401.5737457585,3.14015737457585,0.15,0.471023606186378
684,41,60,38,115,268,268,490,159,384,240,17,312,9.6,479,13,2,2,2,1,1,1,1,514,399,18,722,19,582,0.2495,0.3192,0.2329,0.3516,"offset",14.6728446023,-3.14171699347,0,0,0,0,79281.4588447581,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",362264.888392731,0,1,"A_verifier","Verifier_manuel",31401.573745741,3.1401573745741,0.17,0.533826753677598
685,52,64,45,104,264,264,499,163,390,270,26,312,8.1,526,13,2,1,2,1,1,1,1,516,399,18,722,19,586,0.2527,0.3267,0.224,0.3001,"offset",14.6129794383,-3.24306404704,0,0,0,0,79330.5034973689,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",349438.465439959,0,1,"A_verifier","Verifier_manuel",31401.5737457142,3.14015737457142,0.26,0.816440917388568
686,38,88,21,107,261,262,466,154,370,40,17,312,8,594,15,2,1,2,1,1,1,2,499,389,18,746,19,584,0.1865,0.2218,0.2006,0.2437,"offset",14.8711649704,-3.28639993453,0,0,0,0,81717.4353826033,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",354852.047728373,0,1,"A_verifier","Verifier_manuel",31401.573745784,3.1401573745784,0.17,0.533826753678328
687,41,62,38,113,265,266,491,160,385,230,16,312,8.6,515,13,2,2,2,1,1,1,1,514,396,18,725,19,582,0.2356,0.2958,0.2258,0.3134,"offset",14.7009307205,-3.1663428888,0,0,0,0,83491.06119235,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",360655.381139018,0,1,"A_verifier","Verifier_manuel",31401.5737457686,3.14015737457686,0.16,0.502425179932298
693,79,76,21,82,265,265,513,169,400,160,31,312,6.2,456,12,1,1,3,1,1,1,3,501,386,18,676,19,533,0.2265,0.2826,0.2233,0.2979,"offset",14.4073623016,-3.42891796246,0,0,0,0,77693.8594237567,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",323115.809480459,0,1,"A_verifier","Verifier_manuel",31401.5737457605,3.14015737457605,0.31,0.973448786118575
694,71,63,35,96,270,270,504,166,393,380,31,312,8.6,394,13,2,2,1,1,1,1,1,506,391,18,677,19,541,0.24,0.3039,0.2417,0.3143,"offset",14.4523444119,-3.31693346654,0,0,0,0,70845.3164600974,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",336476.115928222,0,1,"A_verifier","Verifier_manuel",31401.5737457334,3.14015737457334,0.31,0.973448786117734
695,67,62,38,98,270,269,503,165,392,380,28,312,10.5,416,13,2,2,1,1,1,1,1,511,397,18,676,19,541,0.2541,0.3243,0.2559,0.3559,"offset",14.5061954158,-3.28719959412,0,0,0,0,72798.9080689042,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",341275.725519502,0,1,"A_verifier","Verifier_manuel",31401.5737457692,3.14015737457692,0.28,0.879244064881538
696,86,67,6,86,275,274,522,172,404,220,17,312,3,301,14,3,3,1,1,1,1,1,535,414,18,678,19,534,0.2375,0.296,0.2526,0.3298,"offset",14.1300981567,-3.4858440516,0,0,0,0,53266.9923962161,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",310529.196614167,0,1,"A_verifier","Verifier_manuel",31401.5737457511,3.14015737457511,0.17,0.533826753677768
697,86,63,3,86,275,274,526,173,406,180,12,312,2.1,292,14,3,3,1,1,1,1,1,545,421,18,660,19,522,0.2389,0.2991,0.2449,0.3153,"offset",14.0787224514,-3.51994651063,0,0,0,0,50127.538750213,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",305918.841143539,0,1,"A_verifier","Verifier_manuel",31401.5737457484,3.14015737457484,0.12,0.376818884948981
698,85,65,4,85,275,274,525,173,406,190,10,312,2.6,295,14,3,3,1,1,1,1,1,543,421,18,664,19,527,0.2393,0.2996,0.2461,0.3151,"offset",14.0962594537,-3.51630781947,0,0,0,0,51586.2435344452,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",306600.628726626,0,1,"A_verifier","Verifier_manuel",31401.5737457516,3.14015737457516,0.1,0.314015737457516
699,121,24,14,121,281,276,551,176,419,100,3,312,1.8,259,16,2,2,1,1,1,1,1,574,427,18,746,19,534,0.2304,0.2989,0.2237,0.2916,"offset",13.7501753101,-3.3561659644,0,0,0,0,9768.67961977369,0,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",321320.109055724,0,1,"A_verifier","Verifier_manuel",31401.5737457852,3.14015737457852,0.03,0.0942047212373555
700,121,30,22,121,281,276,543,174,413,150,0,312,1.8,260,13,3,2,1,1,1,1,1,580,434,18,740,18,536,0.2286,0.2909,0.2285,0.3005,"offset",13.8123348648,-3.29608399944,0,0,0,0,11389.2644594703,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",328172.634591316,0,0,"Bon","Garder",31401.5737457866,3.14015737457866,0,0
701,113,31,5,115,279,274,566,181,429,90,0,312,1.7,262,15,2,1,1,1,1,1,1,576,425,18,713,19,554,0.2555,0.3263,0.2587,0.3338,"offset",13.6595532493,-3.53566224637,0,0,0,0,28030.3401062745,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",301380.577379308,0,0,"Bon","Garder",31401.5737457639,3.14015737457639,0,0
702,124,23,15,133,281,273,586,185,442,60,4,312,2,257,15,1,1,1,2,1,1,2,589,436,18,757,19,582,0.2717,0.349,0.2853,0.3464,"offset",13.5160488898,-3.46345070549,0,0,0,0,20203.0079523725,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",310190.676275569,0,0,"Bon","Garder",31401.5737457813,3.14015737457813,0.04,0.125606294983125
703,127,22,17,136,282,274,588,185,444,80,5,312,2.1,257,15,1,1,1,2,1,1,2,589,436,18,770,19,585,0.2709,0.3491,0.2927,0.3365,"offset",13.4980207308,-3.43924387906,0,0,0,0,17815.1732766157,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",313035.281019712,0,0,"Bon","Garder",31401.573745758,3.1401573745758,0.05,0.15700786872879
704,99,45,4,99,275,272,555,180,422,120,3,312,2,291,13,3,3,1,1,1,1,1,567,421,18,688,19,533,0.2413,0.3039,0.2352,0.2904,"offset",13.7791192382,-3.62866798275,0,0,0,0,39165.313963424,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",291052.727749052,0,0,"Bon","Garder",31401.5737457888,3.14015737457888,0.03,0.0942047212373663
705,94,37,14,103,274,270,573,185,433,130,10,312,3.2,304,13,3,3,1,1,1,1,1,572,423,18,654,19,498,0.2424,0.3064,0.2459,0.2992,"offset",13.6856243445,-3.72460907556,0,0,0,0,27856.5520353351,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",280300.299771958,0,0,"Bon","Garder",31401.5737457911,3.14015737457911,0.1,0.314015737457911
706,98,34,13,108,275,272,576,185,435,140,2,312,2,285,13,3,3,1,1,1,1,1,579,428,18,673,19,513,0.2406,0.304,0.242,0.2901,"offset",13.6547568896,-3.68734995289,0,0,0,0,30825.4706202089,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",284511.574508642,0,0,"Bon","Garder",31401.5737457594,3.14015737457594,0.02,0.0628031474915189
