"grappe","dist_popcenter","dist_border","dist_road","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2017_tot","h2017_wetQ","h2017_wetQstart","ndvi_avg","ndvi_max","h2017_ndvi_avg","h2017_ndvi_max","type","lat_dd_mod","lon_dd_mod"
1,19,94,4,19,292,284,624,210,504,140,10,312,1.5,64,14,1,1,1,1,1,1,1,560,426,18,644,18,498,0.2921,0.3839,0.3142,0.3503,"offset",14.6111907855,-11.3652868033
2,16,92,3,16,292,284,627,210,506,130,7,312,1.5,63,14,1,1,1,1,1,1,1,564,429,19,646,18,505,0.2846,0.3727,0.3023,0.3472,"offset",14.5785269451,-11.3795467759
3,12,77,4,12,292,286,618,210,506,50,3,312,1.6,46,14,1,1,1,1,1,1,1,561,425,19,632,18,504,0.2774,0.3587,0.291,0.3263,"offset",14.5727195171,-11.5036226588
4,5,82,1,5,292,283,638,212,515,2250,25,312,2.1,42,14,1,1,1,1,1,1,1,573,446,19,662,18,530,0.2709,0.3443,0.2643,0.3368,"offset",14.469902561,-11.4219397555
5,7,79,2,7,292,282,643,214,520,1770,26,312,3.4,50,14,1,1,1,1,1,1,1,586,450,19,685,18,545,0.2797,0.3566,0.255,0.3253,"offset",14.4322335689,-11.4794761157
6,66,34,16,66,295,294,529,192,431,220,12,312,1.9,27,14,1,1,1,1,1,1,1,523,393,19,624,17,483,0.2775,0.3537,0.2968,0.3293,"offset",14.6976500984,-11.9773298154
7,50,41,5,50,298,301,586,202,472,150,34,312,1.7,34,13,1,1,1,1,1,1,1,548,414,19,636,17,488,0.299,0.3791,0.2971,0.3368,"offset",14.6190630039,-11.8564269967
8,41,49,2,41,299,302,605,206,488,200,29,312,1.8,35,15,1,1,1,1,1,1,1,548,414,19,650,17,490,0.2977,0.3787,0.2968,0.3321,"offset",14.6113794257,-11.7734347613
9,23,63,3,23,294,292,622,213,511,290,29,312,2,39,15,1,1,1,1,1,1,1,556,422,19,656,18,515,0.296,0.3748,0.2846,0.3147,"offset",14.5191721805,-11.6417013219
10,89,42,11,89,294,296,388,139,329,140,0,312,1.6,68,13,3,3,3,2,2,2,3,441,335,19,535,17,415,0.2143,0.274,0.2116,0.2613,"comm_ctr",15.2077182238,-11.7025599862
11,89,42,11,89,294,296,388,139,329,140,0,312,1.6,68,13,3,3,3,2,2,2,3,441,335,19,535,17,415,0.2143,0.274,0.2116,0.2613,"comm_ctr",15.2077182238,-11.7025599862
12,85,49,16,85,294,296,406,145,342,110,0,312,1.5,59,14,3,3,3,2,2,2,3,461,350,19,546,17,431,0.2231,0.2898,0.2324,0.294,"offset",15.1057046743,-11.7890592616
13,85,49,16,85,294,296,406,145,342,110,0,312,1.5,59,14,3,3,3,2,2,2,3,462,351,19,547,17,431,0.2242,0.292,0.2378,0.293,"offset",15.1009695301,-11.7750559887
14,55,97,4,55,292,285,599,204,484,130,10,312,1.6,62,13,1,1,1,1,1,1,1,542,413,19,666,18,510,0.2618,0.3372,0.2546,0.2957,"offset",14.8115993635,-11.0736546191
15,47,113,2,47,290,278,714,226,552,40,25,312,5.9,64,14,1,1,3,1,1,1,3,634,465,19,775,18,589,0.3176,0.4182,0.3064,0.4125,"offset",14.0800534197,-11.274553953
16,50,90,13,50,292,286,593,203,482,40,15,312,1.7,85,14,2,1,1,1,1,1,1,524,399,19,649,18,508,0.3102,0.4028,0.2863,0.33,"offset",14.8499673458,-11.2068458508
17,67,83,4,67,286,274,781,245,599,70,0,312,2.2,129,13,1,1,3,1,1,1,2,629,465,19,845,18,636,0.3255,0.4159,0.302,0.418,"offset",13.9032596845,-11.6874899933
18,23,60,11,23,292,288,645,219,527,60,14,312,1.7,59,13,1,1,1,1,1,1,1,568,430,19,667,18,523,0.3067,0.3936,0.3008,0.3656,"offset",14.4585204297,-11.6653834606
19,46,121,4,46,291,282,653,218,519,200,8,312,1.9,59,13,1,1,1,1,1,1,1,581,443,19,703,18,537,0.3011,0.3937,0.2957,0.3831,"offset",14.5795779148,-11.067755869
20,48,119,5,48,291,282,649,217,516,210,5,312,1.9,58,13,1,1,1,1,1,1,1,580,442,19,686,18,523,0.2812,0.3683,0.262,0.3345,"offset",14.6320361194,-11.0342754551
21,38,116,3,38,292,282,649,217,517,180,9,312,1.7,58,14,1,1,1,1,1,1,1,578,441,19,703,18,535,0.2906,0.376,0.287,0.3628,"offset",14.5962812367,-11.1208660629
22,44,120,3,44,291,282,653,218,519,200,7,312,1.9,58,13,1,1,1,1,1,1,1,582,443,19,709,18,541,0.3028,0.3971,0.3022,0.3873,"offset",14.5680777886,-11.0783077163
23,58,132,4,58,290,280,673,223,530,160,15,312,2.4,72,14,2,2,1,1,1,1,1,581,437,18,698,18,540,0.3243,0.4316,0.3061,0.3895,"offset",14.5556556647,-10.9042910067
25,1,83,1,1,293,282,638,211,513,10440,13,312,2.2,40,14,1,1,1,1,1,1,1,570,447,19,669,18,534,0.272,0.3463,0.2546,0.3309,"comm_ctr",14.44691466,-11.4379091583
26,1,83,1,1,293,282,638,211,513,10440,13,312,2.2,40,14,1,1,1,1,1,1,1,570,447,19,669,18,534,0.272,0.3463,0.2546,0.3309,"comm_ctr",14.44691466,-11.4379091583
27,1,83,1,1,293,282,638,211,513,10440,13,312,2.2,40,14,1,1,1,1,1,1,1,570,447,19,669,18,534,0.272,0.3463,0.2546,0.3309,"comm_ctr",14.44691466,-11.4379091583
28,1,83,1,1,293,282,638,211,513,10440,13,312,2.2,40,14,1,1,1,1,1,1,1,570,447,19,669,18,534,0.272,0.3463,0.2546,0.3309,"comm_ctr",14.44691466,-11.4379091583
29,1,83,1,1,293,282,638,211,513,10440,13,312,2.2,40,14,1,1,1,1,1,1,1,570,447,19,669,18,534,0.272,0.3463,0.2546,0.3309,"comm_ctr",14.44691466,-11.4379091583
30,1,83,1,1,293,282,638,211,513,10440,13,312,2.2,40,14,1,1,1,1,1,1,1,570,447,19,669,18,534,0.272,0.3463,0.2546,0.3309,"comm_ctr",14.44691466,-11.4379091583
31,1,83,1,1,293,282,638,211,513,10440,13,312,2.2,40,14,1,1,1,1,1,1,1,570,447,19,669,18,534,0.272,0.3463,0.2546,0.3309,"comm_ctr",14.44691466,-11.4379091583
32,1,83,1,1,293,282,638,211,513,10440,13,312,2.2,40,14,1,1,1,1,1,1,1,570,447,19,669,18,534,0.272,0.3463,0.2546,0.3309,"comm_ctr",14.44691466,-11.4379091583
33,1,83,1,1,293,282,638,211,513,10440,13,312,2.2,40,14,1,1,1,1,1,1,1,570,447,19,669,18,534,0.272,0.3463,0.2546,0.3309,"comm_ctr",14.44691466,-11.4379091583
35,98,166,3,98,285,274,780,247,598,140,19,312,2.1,103,15,1,1,2,1,1,1,2,682,500,18,807,18,611,0.3276,0.4151,0.3244,0.434,"offset",13.8078066976,-10.824939455
36,96,164,2,96,285,274,779,247,598,150,18,312,2.1,103,15,1,1,2,1,1,1,2,677,494,18,802,18,607,0.3276,0.4168,0.3256,0.4377,"offset",13.8366097217,-10.8416405104
37,127,211,3,152,280,268,929,278,689,60,9,312,1.8,166,14,1,1,3,1,1,1,2,751,543,18,746,17,567,0.3738,0.4647,0.3911,0.4504,"offset",13.3335644806,-10.6403860601
38,111,229,4,169,280,267,966,286,712,100,11,312,3.7,173,18,1,1,3,1,1,1,3,774,555,18,814,17,587,0.2781,0.3458,0.2454,0.3001,"offset",13.2050761102,-10.4641181376
39,112,171,27,130,276,267,763,243,581,110,21,312,2.8,291,13,1,1,2,1,1,1,4,616,454,18,709,18,531,0.3207,0.4197,0.3247,0.3895,"offset",14.4202157344,-10.2525884712
40,112,170,23,125,277,268,756,241,576,100,15,312,3.5,281,14,1,1,2,1,1,1,3,601,443,18,735,18,545,0.3178,0.4134,0.3097,0.3747,"offset",14.4821609362,-10.274939305
41,111,168,13,116,278,269,742,235,564,30,10,312,3.8,273,14,1,1,2,1,1,1,3,584,431,18,735,18,559,0.3107,0.41,0.297,0.3462,"offset",14.5599033787,-10.3629821967
42,103,165,15,103,281,271,736,235,563,120,15,312,3.4,216,13,2,1,2,1,1,1,3,593,437,19,730,18,556,0.3223,0.4205,0.3225,0.3835,"offset",14.5042969245,-10.5363369907
43,100,159,17,137,275,267,747,238,570,40,21,312,2.4,319,13,1,1,2,1,1,1,3,598,441,18,711,18,519,0.3261,0.4236,0.313,0.3859,"offset",14.5213168473,-10.1734784921
44,100,164,18,100,282,272,735,236,564,80,33,312,4.8,203,14,2,1,2,1,1,1,2,606,443,19,724,18,546,0.3278,0.4268,0.3285,0.3826,"offset",14.4562237433,-10.5555119698
45,130,190,34,144,279,269,794,256,608,60,18,312,2.1,223,14,1,1,2,1,1,1,3,638,466,18,710,18,547,0.3273,0.4227,0.3175,0.395,"offset",14.1681496751,-10.1422616123
46,120,200,55,120,274,264,814,259,620,40,23,312,4,306,13,1,1,3,1,1,1,4,667,488,18,731,18,562,0.3496,0.4459,0.3666,0.4292,"offset",14.0617885206,-10.4176547791
47,127,206,54,127,274,263,821,261,624,50,21,312,3,313,13,1,1,3,1,1,1,4,670,490,18,698,18,540,0.3502,0.449,0.3782,0.4413,"offset",14.0246953724,-10.3245264331
48,130,208,52,130,272,262,832,264,631,30,17,312,2.3,331,13,1,1,3,1,1,1,4,672,491,18,687,18,540,0.3528,0.4511,0.3774,0.4404,"offset",13.9670484462,-10.3209334282
49,98,165,2,98,285,273,781,246,598,130,18,312,2,103,15,1,1,2,1,1,1,2,694,508,18,814,18,634,0.3283,0.4223,0.3246,0.4148,"offset",13.7567823683,-10.8482399691
50,96,161,1,96,285,273,784,246,600,140,16,312,2.5,108,15,1,1,2,1,1,1,2,691,505,18,811,18,649,0.3294,0.4277,0.3272,0.4418,"offset",13.7500570882,-10.893384839
51,113,222,17,156,280,268,902,273,672,20,0,312,2.1,174,14,1,1,3,1,1,1,3,742,535,18,837,17,620,0.3754,0.4788,0.3929,0.4915,"offset",13.3995416673,-10.4504301244
52,121,215,41,142,279,268,849,268,642,30,2,312,4.4,190,14,2,2,1,1,1,1,1,701,507,18,789,18,592,0.3647,0.4644,0.3602,0.4333,"offset",13.7149058152,-10.3432634612
53,105,186,47,105,276,266,791,252,604,50,23,312,3.4,277,14,1,1,3,1,1,1,4,649,476,18,760,18,585,0.3424,0.4515,0.3179,0.4043,"comm_ctr",14.1872362677,-10.5240217719
54,116,188,37,116,276,267,782,249,596,120,27,312,5.5,286,11,1,1,3,1,1,1,4,636,465,18,708,18,541,0.3268,0.4298,0.3243,0.3822,"offset",14.3308562103,-10.3313252307
55,93,174,42,93,278,268,772,247,591,40,25,312,3.5,255,14,1,1,3,1,1,1,4,625,453,18,746,18,573,0.3343,0.4307,0.3289,0.4009,"offset",14.3006417384,-10.5724190557
56,84,166,42,84,278,267,769,246,589,60,24,312,3,267,13,1,1,3,1,1,1,4,641,469,19,745,18,571,0.3452,0.4411,0.3369,0.4216,"offset",14.2246096425,-10.6949025823
57,73,114,6,238,277,272,642,216,519,70,40,312,1.5,289,14,3,3,1,1,1,1,1,545,402,19,575,18,427,0.2794,0.3544,0.2831,0.3442,"offset",14.665402976,-9.25274872507
58,114,145,5,277,279,274,641,214,517,50,48,312,1.5,245,13,3,3,1,1,1,1,1,570,424,18,643,18,513,0.3016,0.3874,0.2793,0.3392,"offset",14.4829455605,-8.84469086354
59,106,139,6,266,279,272,648,217,523,40,38,312,1.5,251,13,3,3,1,1,1,1,1,573,426,18,610,18,459,0.3036,0.3862,0.299,0.3633,"offset",14.4868365952,-8.98058594547
60,41,85,5,229,280,278,593,203,481,60,19,312,1.7,276,14,3,3,1,1,1,1,1,507,379,19,516,18,382,0.2729,0.343,0.2862,0.3383,"offset",14.9094698259,-9.37186240732
61,32,67,7,237,280,282,542,187,443,90,0,312,1.7,283,13,3,3,1,1,1,1,1,480,360,19,499,18,393,0.2425,0.3007,0.2456,0.3096,"offset",15.0802888304,-9.32869505812
62,34,72,7,236,280,281,554,191,452,70,0,312,1.6,288,13,3,3,1,1,1,1,1,482,362,19,499,18,391,0.2531,0.3141,0.264,0.33,"offset",15.0588688183,-9.32976857901
63,83,137,5,202,276,269,708,233,559,90,12,312,1.7,302,21,2,2,1,1,1,1,1,577,423,18,645,18,479,0.2965,0.3845,0.2965,0.3636,"offset",14.4664485766,-9.52984348885
64,77,125,3,226,277,271,672,224,539,180,17,312,1.4,280,16,2,2,1,1,1,1,1,552,407,18,608,18,438,0.2905,0.3648,0.267,0.3217,"offset",14.5684421397,-9.35954956799
65,77,127,2,218,276,270,683,227,545,220,22,312,1.3,298,21,2,2,1,1,1,1,1,560,411,18,621,18,445,0.2976,0.3752,0.2841,0.3418,"offset",14.5287250755,-9.43778984554
66,101,155,20,201,277,269,732,239,574,180,21,312,1.6,271,13,2,1,1,1,1,1,1,599,438,18,669,18,489,0.2914,0.3766,0.2761,0.3463,"offset",14.3114187669,-9.55690391058
67,102,155,24,207,276,268,730,238,574,220,25,312,1.8,290,13,1,1,2,1,1,1,3,595,435,18,669,18,490,0.2943,0.3819,0.2792,0.3489,"offset",14.3110739705,-9.52432336417
68,111,136,7,284,279,275,609,205,494,30,21,312,1.1,254,19,3,3,1,1,1,1,1,541,403,18,617,18,480,0.2864,0.3662,0.276,0.3429,"offset",14.6431209878,-8.78243878954
69,127,145,24,304,278,274,591,199,478,50,32,312,1.5,263,14,3,3,1,1,1,1,1,539,405,18,566,18,434,0.2919,0.3724,0.2677,0.3159,"comm_ctr",14.6014907682,-8.62239183103
70,85,144,5,148,276,268,718,231,551,90,17,312,5.2,312,13,2,2,1,1,1,1,1,582,432,19,694,18,506,0.3183,0.4088,0.2951,0.3623,"offset",14.625607947,-10.065638628
71,109,167,5,170,279,271,759,246,588,50,18,312,1.8,230,14,2,2,1,1,1,1,1,612,450,18,654,18,479,0.3006,0.3899,0.2908,0.3568,"offset",14.2813251684,-9.84004653199
72,178,205,1,178,282,267,1114,322,814,110,0,312,7.5,174,14,1,1,3,2,1,1,3,893,635,19,1147,18,898,0.3613,0.4507,0.3333,0.3812,"offset",12.8425482393,-11.2985420703
73,180,211,3,181,275,260,1148,330,834,120,2,312,10.4,289,14,1,1,4,1,1,1,4,893,638,19,1086,18,857,0.3435,0.4268,0.333,0.3825,"offset",12.8315115563,-11.1945714938
74,181,208,1,181,281,266,1128,325,822,120,4,312,9.4,185,13,1,1,3,2,1,1,3,897,637,19,1143,18,890,0.3637,0.4524,0.3494,0.3899,"offset",12.8168418212,-11.2798846836
75,184,222,3,192,273,258,1189,338,859,80,2,312,8.8,300,13,1,1,4,1,1,1,4,891,632,19,1030,18,764,0.3499,0.43,0.3413,0.3755,"offset",12.729651017,-11.1904540489
76,178,227,3,196,270,255,1209,343,870,70,2,312,10.1,347,13,1,1,4,1,1,1,4,887,629,19,940,17,723,0.3454,0.4342,0.3269,0.3819,"offset",12.6937516395,-11.0986627639
77,174,227,4,194,267,252,1211,343,870,70,1,312,11,395,13,1,1,4,1,1,1,3,877,617,19,930,17,715,0.346,0.4322,0.333,0.3992,"offset",12.7331379677,-11.027869421
78,173,229,3,196,268,253,1216,344,873,60,1,312,10.7,369,13,1,1,4,1,1,1,3,875,616,19,920,17,709,0.3503,0.4399,0.3338,0.39,"offset",12.7088250617,-11.0186784971
79,176,241,9,209,278,263,1222,344,877,50,0,312,4.8,199,13,1,1,3,2,1,1,3,910,642,19,1009,17,766,0.3711,0.4574,0.376,0.4239,"offset",12.5708904244,-11.0408721863
80,96,125,8,96,284,271,869,271,656,30,14,312,2.3,148,13,1,1,3,1,1,1,2,699,507,19,863,18,660,0.3422,0.438,0.3622,0.4096,"offset",13.5997918952,-11.4689492795
81,170,225,8,190,266,251,1197,340,861,60,0,312,10.2,418,13,1,1,4,1,1,1,3,876,616,19,938,17,718,0.3407,0.4245,0.3369,0.4062,"offset",12.7788436279,-11.0138674214
82,174,209,8,176,269,254,1147,330,831,80,2,312,9.7,381,14,1,1,4,1,1,1,4,875,621,18,1019,18,779,0.356,0.4567,0.3453,0.3999,"offset",12.8873679231,-11.1100800341
83,164,229,8,192,269,254,1199,339,861,40,0,312,6.4,354,13,1,1,3,1,1,1,3,874,614,19,913,17,699,0.3395,0.4225,0.325,0.4114,"offset",12.7618825364,-10.9717098028
84,166,237,3,202,274,259,1221,343,874,40,0,312,6,263,13,1,1,3,1,1,1,3,878,617,19,922,17,705,0.3613,0.4503,0.3532,0.4156,"offset",12.6833456302,-10.96186063
86,172,218,63,276,261,249,1296,359,898,10,0,313,5.6,479,13,1,1,5,1,1,1,5,963,652,18,1070,17,769,0.3495,0.4376,0.3472,0.4119,"offset",12.0345688277,-10.7475835733
87,121,214,7,234,266,252,1206,341,853,20,0,312,3.8,400,12,1,1,4,1,1,1,3,896,620,19,944,17,671,0.3695,0.4503,0.3616,0.4441,"comm_ctr",12.5595006842,-10.4521030139
88,127,210,18,243,269,255,1221,344,860,10,0,312,6,361,14,1,1,4,1,1,1,3,921,632,19,990,17,713,0.3651,0.4518,0.3703,0.4286,"offset",12.4472700155,-10.4967255659
89,136,176,2,136,278,264,981,292,725,50,5,312,5.5,245,13,1,1,3,1,1,1,3,768,551,18,855,18,661,0.3556,0.442,0.3529,0.4024,"offset",13.273547258,-11.1266972815
90,158,195,9,158,272,258,1072,313,783,50,0,312,5.9,333,14,1,1,4,1,1,1,3,803,574,18,855,18,642,0.3577,0.4501,0.3569,0.403,"offset",13.0837269238,-11.0904587781
91,14,178,10,265,277,260,921,274,675,90,21,312,1.7,335,14,1,1,2,1,1,1,2,839,605,18,704,17,522,0.3361,0.4236,0.3313,0.4507,"offset",13.1164030995,-9.39049878936
92,6,170,2,265,277,259,976,287,707,1320,25,312,3.2,333,14,1,1,3,1,1,1,2,842,606,18,748,17,556,0.3423,0.4271,0.3272,0.376,"offset",12.9805963752,-9.47700147728
93,11,172,5,269,277,259,944,281,690,200,22,312,1.9,345,13,1,1,2,1,1,1,2,845,606,18,726,17,525,0.3352,0.4218,0.3178,0.4454,"offset",13.0502186523,-9.39355547145
95,7,178,3,260,277,260,953,281,693,980,25,312,3,333,14,1,1,2,1,1,1,2,813,606,18,678,17,520,0.3327,0.4202,0.3116,0.4238,"offset",13.0685048095,-9.49286490615
96,29,203,3,236,277,263,908,269,670,60,16,312,2.1,297,13,1,1,3,1,1,1,2,774,557,18,697,17,515,0.3278,0.4143,0.3243,0.3802,"offset",13.269662933,-9.66447211145
97,25,194,17,254,275,260,869,260,644,90,35,312,1.8,344,13,1,1,2,1,1,1,2,794,575,18,722,17,532,0.3268,0.41,0.3165,0.4102,"offset",13.2597176167,-9.45498334456
98,36,201,27,253,275,261,843,254,630,80,29,312,2,339,13,1,1,4,1,1,1,3,753,550,18,721,17,536,0.3289,0.4208,0.3283,0.3983,"offset",13.3460197408,-9.37820546912
99,34,196,28,258,275,261,846,255,632,90,23,312,2.1,340,13,1,1,4,1,1,1,3,769,561,18,718,17,529,0.3323,0.4271,0.3312,0.4242,"offset",13.3015793496,-9.34914999684
100,38,199,13,230,275,261,981,287,714,90,23,312,2.1,312,14,1,1,2,1,1,1,2,768,552,18,710,17,508,0.3475,0.444,0.321,0.4321,"offset",13.102356253,-9.79866038198
101,59,147,42,279,271,256,1122,314,788,80,0,312,4,373,13,1,1,5,1,1,1,5,853,584,18,890,17,616,0.3504,0.4313,0.351,0.4409,"offset",12.5613191215,-9.7414854348
102,59,202,52,276,274,261,840,260,638,10,3,312,1.4,338,14,1,1,4,1,1,1,3,712,519,18,784,17,566,0.3393,0.4339,0.3355,0.4087,"offset",13.4342616439,-9.07892010526
103,56,196,47,279,274,261,850,262,644,10,10,312,1.2,334,14,1,1,4,1,1,1,3,726,529,18,795,17,578,0.3477,0.4412,0.3461,0.4176,"offset",13.3812723005,-9.08175857195
104,79,205,57,293,273,262,843,265,645,10,6,312,4.9,334,16,1,1,4,1,1,1,3,702,513,18,743,17,534,0.3423,0.4339,0.3761,0.4406,"offset",13.5175119936,-8.92491745548
106,33,177,23,279,275,260,893,271,667,50,20,312,1.6,338,14,1,1,4,1,1,1,3,791,567,18,771,17,560,0.3518,0.4455,0.3489,0.4325,"offset",13.1683671192,-9.21717505078
107,100,210,2,184,279,269,813,259,623,50,4,312,2.8,214,13,2,2,1,1,1,1,1,681,499,18,762,18,589,0.3303,0.4249,0.3379,0.4188,"offset",13.8323812722,-9.86192850859
108,102,207,3,185,279,269,808,257,619,10,3,312,1.8,210,13,2,2,1,1,1,1,1,671,492,18,747,18,574,0.3281,0.4233,0.3419,0.4209,"offset",13.904452401,-9.86299828833
109,47,132,8,309,274,259,1034,307,759,20,16,312,2.1,349,14,1,1,5,1,1,1,4,851,590,18,857,17,623,0.3455,0.4247,0.3611,0.4539,"offset",12.7659306283,-9.15019422566
110,48,131,10,311,274,259,1034,307,760,20,17,312,2.2,352,14,1,1,5,1,1,1,4,849,587,18,860,17,625,0.3433,0.4248,0.359,0.4534,"offset",12.7540668909,-9.13213660659
111,42,137,7,304,275,259,1024,304,752,20,11,312,1.7,344,14,1,1,4,1,1,1,4,853,594,18,842,17,618,0.3526,0.4362,0.358,0.4374,"offset",12.7953066413,-9.19836725439
112,74,231,12,195,274,262,967,286,711,100,0,312,3.3,285,14,1,1,3,1,1,1,3,758,541,18,812,18,585,0.3479,0.4373,0.342,0.4318,"offset",13.2186727828,-10.1397981835
113,79,230,4,196,277,264,984,289,721,100,17,312,3.6,239,13,1,1,3,1,1,1,2,769,548,18,848,17,598,0.3461,0.4352,0.343,0.4309,"offset",13.1708212541,-10.2025897279
114,1,175,1,262,278,259,967,285,701,3870,14,312,5.2,336,13,1,1,3,1,1,1,2,827,608,18,703,17,536,0.3363,0.4247,0.3137,0.4222,"comm_ctr",13.0402206091,-9.49194039264
115,1,175,1,262,278,259,967,285,701,3870,14,312,5.2,336,13,1,1,3,1,1,1,2,827,608,18,703,17,536,0.3363,0.4247,0.3137,0.4222,"comm_ctr",13.0402206091,-9.49194039264
116,1,175,1,262,278,259,967,285,701,3870,14,312,5.2,336,13,1,1,3,1,1,1,2,827,608,18,703,17,536,0.3363,0.4247,0.3137,0.4222,"comm_ctr",13.0402206091,-9.49194039264
117,1,175,1,262,278,259,967,285,701,3870,14,312,5.2,336,13,1,1,3,1,1,1,2,827,608,18,703,17,536,0.3363,0.4247,0.3137,0.4222,"comm_ctr",13.0402206091,-9.49194039264
118,1,175,1,262,278,259,967,285,701,3870,14,312,5.2,336,13,1,1,3,1,1,1,2,827,608,18,703,17,536,0.3363,0.4247,0.3137,0.4222,"comm_ctr",13.0402206091,-9.49194039264
119,7,66,2,214,281,283,569,203,464,570,3,312,1.8,270,13,3,3,1,1,1,1,1,477,363,19,550,17,446,0.2365,0.3091,0.2088,0.2565,"offset",15.1469245151,-9.61388307354
120,15,47,3,230,285,289,488,177,404,180,0,312,1.6,216,17,3,3,1,1,1,1,1,450,343,19,496,17,414,0.248,0.3255,0.2328,0.297,"offset",15.3289902895,-9.49833234279
121,41,80,2,187,282,283,445,159,365,50,0,312,2.6,260,14,3,3,5,3,3,3,5,438,326,19,518,17,414,0.2721,0.3699,0.2957,0.4008,"offset",15.3681203383,-9.91369801137
122,34,87,18,183,280,279,538,187,433,120,0,312,1.9,287,13,3,3,5,3,1,1,5,481,361,19,567,17,446,0.2545,0.3364,0.2572,0.2993,"offset",15.1400744869,-9.88585879092
123,34,29,2,249,286,291,409,149,343,130,0,312,1.6,225,14,3,3,1,1,1,1,1,417,318,19,428,18,367,0.2446,0.3169,0.2119,0.2858,"offset",15.4660462027,-9.36631772221
124,65,75,7,272,279,280,502,173,413,60,0,312,1.2,308,14,3,3,1,1,1,1,1,457,342,19,451,18,371,0.2461,0.3046,0.2612,0.3346,"offset",15.1099417027,-8.97018330418
125,59,74,7,265,279,281,510,176,419,30,8,312,1.1,306,14,3,3,1,1,1,1,1,467,351,19,473,18,375,0.2551,0.32,0.2552,0.3081,"offset",15.0923282793,-9.07159002774
126,75,81,9,281,279,280,499,172,409,60,0,312,1.4,314,14,3,3,1,1,1,1,1,455,339,19,448,18,373,0.2514,0.323,0.2673,0.3321,"offset",15.0855540013,-8.88572132546
127,86,143,4,137,277,270,699,223,534,50,18,312,1.9,293,13,2,2,1,1,1,1,1,572,427,18,693,18,515,0.3203,0.4117,0.2795,0.3519,"offset",14.6908215921,-10.1988729495
128,53,104,17,215,278,274,643,218,517,30,19,312,1.5,290,17,3,3,1,1,1,1,1,538,401,19,622,18,465,0.2995,0.3846,0.2945,0.3866,"offset",14.7646298107,-9.4767466543
129,54,107,17,211,278,274,650,220,521,30,19,312,1.5,285,17,3,3,1,1,1,1,1,538,400,19,634,18,479,0.297,0.3828,0.288,0.3928,"offset",14.7535609384,-9.51069543396
130,60,55,14,275,282,286,440,154,365,20,6,312,1.7,273,14,3,3,1,1,1,1,1,439,331,18,458,17,373,0.2438,0.3116,0.2535,0.3047,"offset",15.2941133092,-9.02586642943
131,53,55,11,267,281,285,459,160,380,70,4,312,1.6,295,13,3,3,1,1,1,1,1,446,337,19,471,18,375,0.2408,0.3073,0.2582,0.31,"offset",15.2249386431,-9.10516124985
132,27,60,4,238,282,284,518,180,425,100,0,312,1.7,267,13,2,2,1,1,1,1,1,458,347,19,503,17,404,0.2053,0.2605,0.1977,0.2578,"offset",15.1551843731,-9.3229209888
133,26,59,3,238,282,285,516,180,424,90,0,312,1.7,262,13,1,2,1,1,1,1,1,432,337,19,488,17,404,0.2043,0.2597,0.1977,0.2676,"offset",15.1897077057,-9.35249376986
134,30,60,4,241,281,284,515,178,423,80,0,312,1.7,275,13,3,2,1,1,1,1,1,465,348,19,509,18,403,0.2141,0.2713,0.2028,0.2626,"offset",15.1475735281,-9.2870121623
135,36,59,2,247,281,283,502,173,412,70,0,312,1.6,292,13,3,3,1,1,1,1,1,460,345,19,512,18,406,0.2203,0.2786,0.213,0.2747,"offset",15.1588462765,-9.26296043238
136,34,53,6,248,281,284,486,168,400,190,4,312,1.7,294,13,3,3,1,1,1,1,1,451,339,19,513,17,419,0.2124,0.2679,0.2176,0.2955,"offset",15.222646373,-9.28188030275
137,37,56,4,249,280,284,490,170,403,150,0,312,1.6,298,13,3,3,1,1,1,1,1,453,341,19,516,17,413,0.2188,0.2777,0.2211,0.2899,"offset",15.1865954213,-9.25625617939
138,0,59,0,217,283,285,559,203,458,1340,7,312,2,237,14,3,3,1,1,1,1,1,459,350,19,521,17,432,0.2181,0.2853,0.2013,0.2523,"comm_ctr",15.2326637317,-9.589654904
139,0,59,0,217,283,285,559,203,458,1340,7,312,2,237,14,3,3,1,1,1,1,1,459,350,19,521,17,432,0.2181,0.2853,0.2013,0.2523,"comm_ctr",15.2326637317,-9.589654904
140,0,59,0,217,283,285,559,203,458,1340,7,312,2,237,14,3,3,1,1,1,1,1,459,350,19,521,17,432,0.2181,0.2853,0.2013,0.2523,"comm_ctr",15.2326637317,-9.589654904
141,92,121,21,92,288,280,603,198,480,70,32,312,1.4,109,14,1,1,1,1,1,1,1,536,402,19,642,18,464,0.3028,0.4043,0.3096,0.3741,"offset",14.8541519679,-10.7216999988
142,96,125,23,96,288,279,607,198,482,50,27,312,1.7,115,15,2,1,1,1,1,1,1,525,394,19,642,18,463,0.3065,0.4066,0.2997,0.3593,"offset",14.8724888669,-10.6543555042
143,98,131,11,123,289,281,542,175,436,120,15,312,6,104,16,2,2,1,1,1,1,1,511,383,18,590,18,411,0.3039,0.405,0.3115,0.4047,"offset",15.096798108,-10.4770466525
