"grappe","dist_popcenter","dist_border","dist_road","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2017_tot","h2017_wetQ","h2017_wetQstart","ndvi_avg","ndvi_max","h2017_ndvi_avg","h2017_ndvi_max","type","lat_dd_mod","lon_dd_mod"
834,163,418,53,163,285,328,78,30,64,0,0,311,1.3,278,17,5,5,5,5,5,5,5,141,99,18,198,17,168,0.13,0.1432,0.1265,0.1325,"comm_ctr",18.2199405958,-2.78184827216
835,163,418,53,163,285,328,78,30,64,0,0,311,1.3,278,17,5,5,5,5,5,5,5,141,99,18,198,17,168,0.13,0.1432,0.1265,0.1325,"comm_ctr",18.2199405958,-2.78184827216
836,163,418,53,163,285,328,78,30,64,0,0,311,1.3,278,17,5,5,5,5,5,5,5,141,99,18,198,17,168,0.13,0.1432,0.1265,0.1325,"comm_ctr",18.2199405958,-2.78184827216
837,163,418,53,163,285,328,78,30,64,0,0,311,1.3,278,17,5,5,5,5,5,5,5,141,99,18,198,17,168,0.13,0.1432,0.1265,0.1325,"comm_ctr",18.2199405958,-2.78184827216
838,163,418,53,163,285,328,78,30,64,0,0,311,1.3,278,17,5,5,5,5,5,5,5,141,99,18,198,17,168,0.13,0.1432,0.1265,0.1325,"comm_ctr",18.2199405958,-2.78184827216
839,0,269,1,0,282,310,177,73,153,4040,0,311,1.9,269,13,4,4,3,4,4,3,3,197,163,18,550,17,439,0.1367,0.1576,0.1313,0.1477,"comm_ctr",16.7523805009,-3.00070128436
840,0,269,1,0,282,310,177,73,153,4040,0,311,1.9,269,13,4,4,3,4,4,3,3,197,163,18,550,17,439,0.1367,0.1576,0.1313,0.1477,"comm_ctr",16.7523805009,-3.00070128436
842,0,269,1,0,282,310,177,73,153,4040,0,311,1.9,269,13,4,4,3,4,4,3,3,197,163,18,550,17,439,0.1367,0.1576,0.1313,0.1477,"comm_ctr",16.7523805009,-3.00070128436
844,32,210,5,100,280,291,241,102,208,120,3,311,1.5,267,15,1,1,1,2,2,1,1,297,244,18,541,17,464,0.1213,0.1403,0.1176,0.1372,"offset",16.1180354942,-3.65678436439
845,22,218,5,91,281,293,238,99,206,50,4,311,1.6,267,14,1,1,1,2,2,1,1,291,238,18,537,17,452,0.1197,0.1371,0.1291,0.1474,"offset",16.1728406948,-3.59871987431
846,27,215,6,95,281,292,240,101,208,60,4,311,1.5,268,14,1,1,1,2,2,1,1,295,242,18,537,17,455,0.1196,0.1402,0.1255,0.1443,"offset",16.1479910856,-3.60964883689
847,12,234,10,59,284,300,238,98,206,150,11,311,1.7,266,13,1,1,1,2,2,1,1,265,216,18,612,17,475,0.1283,0.1511,0.14,0.1612,"offset",16.34261361,-3.33989419355
848,12,235,10,59,284,300,237,97,205,140,10,311,1.7,266,13,1,1,1,2,2,1,1,264,215,18,605,17,469,0.1274,0.1494,0.1418,0.1607,"offset",16.3507645364,-3.35326602463
849,31,249,17,33,284,305,219,90,191,60,13,311,1.3,265,14,1,1,1,2,2,1,1,237,194,18,547,17,434,0.1361,0.1604,0.1545,0.1773,"offset",16.5349124164,-3.1878481993
850,31,248,18,33,284,305,222,92,194,80,17,311,1.3,265,14,1,1,1,2,2,1,1,240,196,18,539,17,436,0.1459,0.1747,0.1628,0.1961,"offset",16.5176346693,-3.15942372511
851,30,248,20,39,284,304,222,91,193,80,7,311,1.4,266,14,1,1,1,2,2,1,1,234,190,18,548,17,428,0.1328,0.155,0.1581,0.1884,"offset",16.5033717055,-3.25541997663
852,30,240,21,42,285,304,235,97,206,90,26,311,1.4,266,14,1,1,1,2,2,1,1,250,204,18,576,17,441,0.1396,0.1667,0.1517,0.1789,"offset",16.4355311333,-3.20743256611
853,18,218,19,65,284,299,261,107,227,160,26,311,1.9,268,13,1,1,1,2,2,1,1,279,227,18,662,17,541,0.1583,0.1948,0.1679,0.1921,"offset",16.2241411477,-3.24264052666
854,13,222,14,65,284,300,255,105,222,150,20,311,1.8,267,14,1,1,1,2,2,1,1,278,228,18,671,19,534,0.1409,0.1676,0.1434,0.1572,"offset",16.2520110831,-3.2992540681
855,17,223,18,61,284,300,256,106,223,130,24,311,1.6,267,14,1,1,1,2,2,1,1,275,223,18,652,19,512,0.1457,0.1766,0.1402,0.1647,"offset",16.2866046464,-3.23789415151
856,20,217,21,65,284,300,262,108,228,180,24,311,1.8,268,13,1,1,1,2,2,1,1,279,226,18,655,17,537,0.1624,0.2005,0.1758,0.2065,"offset",16.2258834209,-3.22157219631
857,20,207,19,81,283,296,265,108,229,80,21,311,1.9,269,14,1,1,1,2,2,1,1,301,248,18,594,17,512,0.1734,0.2172,0.1934,0.2319,"offset",16.0764353352,-3.30160553125
858,49,216,15,87,281,297,197,76,167,20,0,311,2.4,278,13,2,2,1,1,1,1,1,244,195,18,491,17,425,0.1794,0.2141,0.1825,0.2622,"offset",16.4661602843,-3.77998639096
859,33,232,2,70,282,299,203,77,171,350,0,311,1.5,269,15,1,1,1,2,2,1,1,243,196,18,480,17,397,0.1534,0.1779,0.1405,0.1786,"comm_ctr",16.4856801233,-3.62150617925
861,24,246,14,54,283,302,218,87,187,50,3,311,1.6,264,15,1,1,1,2,2,1,1,240,195,18,551,19,424,0.1371,0.1567,0.1573,0.1734,"offset",16.4812064875,-3.38516937541
862,35,255,8,46,283,304,203,81,174,30,0,311,1.4,265,14,1,1,1,2,2,1,1,226,182,18,524,17,405,0.1467,0.1837,0.1491,0.1697,"offset",16.5778909148,-3.4232253206
863,33,254,15,37,284,305,212,86,183,40,0,311,1.3,266,14,1,1,1,2,2,1,1,223,181,18,546,17,426,0.1356,0.1575,0.1564,0.1794,"offset",16.5495758587,-3.28154903986
870,44,197,3,108,280,290,233,99,202,400,0,311,1.4,268,14,1,1,1,2,2,1,1,281,230,18,542,17,452,0.1352,0.1556,0.1458,0.1789,"offset",16.187836411,-3.81477041647
871,44,197,2,108,280,290,235,100,204,320,0,311,1.3,267,14,1,1,1,2,2,1,1,285,235,18,541,17,457,0.1277,0.1457,0.1307,0.1578,"offset",16.1596468609,-3.80093609049
872,41,200,2,106,280,290,234,100,203,330,0,311,1.3,267,14,1,1,1,2,2,1,1,287,235,18,542,17,460,0.126,0.1452,0.1313,0.1632,"offset",16.1555624601,-3.75945312109
873,40,201,2,106,280,290,235,100,204,300,0,311,1.3,267,14,1,1,1,2,2,1,1,290,238,18,543,17,464,0.1269,0.1465,0.131,0.1628,"offset",16.1353478669,-3.74766613221
874,41,200,2,106,280,290,234,100,203,330,0,311,1.3,267,14,1,1,1,2,2,1,1,289,237,18,542,17,462,0.1264,0.1453,0.1287,0.1581,"offset",16.1393233567,-3.76976531341
875,39,202,2,105,280,290,233,99,202,350,0,311,1.3,267,14,1,1,1,2,2,1,1,287,235,18,542,17,462,0.1259,0.1457,0.1326,0.1665,"offset",16.1549272916,-3.74526597945
876,41,201,2,106,280,290,233,99,202,370,0,311,1.3,267,14,1,1,1,2,2,1,1,285,233,18,541,17,458,0.1282,0.1469,0.1353,0.1649,"offset",16.1649351625,-3.76726772453
877,35,207,3,99,280,292,227,96,196,340,0,311,1.5,268,14,1,1,1,2,2,1,1,281,229,18,541,17,459,0.1397,0.1611,0.1658,0.1915,"offset",16.2053758132,-3.70237436169
878,136,255,4,162,291,306,160,70,139,30,0,311,1.4,261,15,2,2,1,1,1,1,1,195,154,18,377,17,309,0.1365,0.1546,0.149,0.178,"offset",16.9899260495,-1.64587808011
879,102,261,5,102,289,304,174,73,150,30,0,311,1.3,261,36,2,1,1,1,1,1,1,205,163,18,402,17,358,0.1521,0.1733,0.142,0.1847,"offset",16.8301905029,-2.05501331253
880,78,165,4,105,286,297,306,111,256,150,12,311,1.3,268,14,3,3,1,1,1,1,1,362,286,18,678,19,580,0.1936,0.2619,0.1989,0.2627,"offset",15.8195002098,-2.79305235054
881,85,147,13,122,287,295,324,116,269,0,0,311,2.1,286,13,3,2,1,1,1,1,1,374,297,18,644,19,537,0.163,0.2113,0.1908,0.2705,"comm_ctr",15.7144273516,-2.67123499087
882,70,118,31,151,288,293,357,124,294,0,0,311,1.6,292,13,3,3,1,1,1,1,1,405,318,18,684,19,552,0.1931,0.2522,0.2188,0.2872,"offset",15.475104571,-2.55355865266
883,73,165,13,124,285,295,308,113,258,50,9,311,1.2,271,20,3,3,1,1,1,1,1,367,294,18,631,19,528,0.2027,0.2798,0.2203,0.2915,"offset",15.7984882976,-2.90959994698
884,85,147,13,122,287,295,324,116,269,0,0,311,2.1,286,13,3,2,1,1,1,1,1,374,297,18,644,19,537,0.163,0.2113,0.1908,0.2705,"comm_ctr",15.7144273516,-2.67123499087
885,123,86,1,256,295,303,282,104,235,0,0,311,1.5,328,14,1,1,2,1,1,1,2,315,260,18,657,19,517,0.1364,0.1685,0.1372,0.171,"comm_ctr",15.61578637,-1.01310666371
886,123,86,1,256,295,303,282,104,235,0,0,311,1.5,328,14,1,1,2,1,1,1,2,315,260,18,657,19,517,0.1364,0.1685,0.1372,0.171,"comm_ctr",15.61578637,-1.01310666371
887,123,86,1,256,295,303,282,104,235,0,0,311,1.5,328,14,1,1,2,1,1,1,2,315,260,18,657,19,517,0.1364,0.1685,0.1372,0.171,"comm_ctr",15.61578637,-1.01310666371
888,123,86,1,256,295,303,282,104,235,0,0,311,1.5,328,14,1,1,2,1,1,1,2,315,260,18,657,19,517,0.1364,0.1685,0.1372,0.171,"comm_ctr",15.61578637,-1.01310666371
889,123,86,1,256,295,303,282,104,235,0,0,311,1.5,328,14,1,1,2,1,1,1,2,315,260,18,657,19,517,0.1364,0.1685,0.1372,0.171,"comm_ctr",15.61578637,-1.01310666371
890,58,259,5,58,287,307,184,76,158,30,2,311,1.2,261,15,1,1,1,2,2,1,1,199,156,18,467,17,381,0.1479,0.1887,0.1303,0.1438,"offset",16.7620621149,-2.48629679138
891,67,258,5,67,287,307,183,76,157,50,4,311,1.2,261,16,1,1,1,2,2,1,1,202,159,18,454,17,371,0.1391,0.1826,0.13,0.1561,"offset",16.8001376597,-2.37858642202
892,81,260,4,81,288,306,177,74,153,30,0,311,1.2,262,36,1,1,1,2,2,1,1,198,158,18,402,18,341,0.1417,0.1654,0.125,0.1506,"offset",16.8280268465,-2.2399180667
893,83,236,25,83,289,305,203,83,174,0,0,311,2.2,269,13,3,3,1,1,1,1,1,224,179,18,424,17,364,0.1649,0.2021,0.1624,0.2068,"comm_ctr",16.6296384585,-2.23564931046
894,83,236,25,83,289,305,203,83,174,0,0,311,2.2,269,13,3,3,1,1,1,1,1,224,179,18,424,17,364,0.1649,0.2021,0.1624,0.2068,"comm_ctr",16.6296384585,-2.23564931046
895,111,209,43,177,292,305,187,78,161,0,0,311,2.3,290,13,2,2,1,1,1,1,1,212,169,18,488,17,397,0.1398,0.1566,0.1291,0.1446,"comm_ctr",16.6920224388,-1.30217145069
896,111,209,43,177,292,305,187,78,161,0,0,311,2.3,290,13,2,2,1,1,1,1,1,212,169,18,488,17,397,0.1398,0.1566,0.1291,0.1446,"comm_ctr",16.6920224388,-1.30217145069
898,44,202,6,114,279,288,260,109,225,70,0,311,1.5,267,15,1,1,1,2,2,1,1,323,264,18,582,17,502,0.1467,0.1727,0.1447,0.1626,"offset",15.9806570407,-3.71115502226
899,27,214,8,97,281,291,245,102,212,60,4,311,1.6,267,15,1,1,1,2,2,1,1,302,248,18,537,17,461,0.1251,0.1471,0.1222,0.1479,"offset",16.1029236703,-3.58331557809
900,71,184,12,141,277,283,299,122,259,60,0,311,1.9,264,14,1,1,1,2,2,1,1,348,284,18,619,17,516,0.1537,0.1837,0.153,0.1789,"offset",15.74430058,-3.80244436608
912,27,168,5,27,299,318,185,73,157,100,0,311,2,251,13,1,1,1,2,1,1,1,229,193,18,437,18,361,0.1442,0.164,0.1433,0.1597,"offset",16.5025124269,-0.095810243393
913,25,166,5,25,299,318,186,73,158,100,0,311,2.2,251,13,1,1,1,2,1,1,1,230,193,18,437,18,360,0.1461,0.1655,0.1636,0.1906,"offset",16.482703901,-0.121796825942
914,11,153,3,11,299,319,194,76,164,390,0,311,2.7,254,13,1,1,1,2,1,1,1,242,202,18,436,17,356,0.146,0.1672,0.1634,0.183,"offset",16.3731380627,-0.0678348615434
915,7,150,2,7,300,320,196,76,165,3050,0,311,2.2,254,15,2,1,1,2,1,1,1,225,192,18,424,17,339,0.1476,0.1692,0.1621,0.1902,"offset",16.3461006286,-0.0268676010672
916,6,147,2,6,300,320,197,76,166,2830,0,311,2.1,255,15,2,1,1,2,1,1,1,246,202,18,440,17,369,0.1398,0.1595,0.1481,0.1676,"offset",16.3086158086,-0.101702038372
917,6,139,4,6,299,319,202,79,170,2810,0,311,2,260,15,3,3,1,1,1,1,1,224,192,18,424,17,341,0.1391,0.1604,0.1436,0.167,"offset",16.2342219599,0.00165574679275
918,10,135,7,10,298,317,206,81,174,100,0,311,2.5,267,13,3,3,1,1,1,1,1,241,202,18,430,17,351,0.1402,0.1607,0.1519,0.1777,"offset",16.1847927725,0.0203062303446
919,9,136,6,9,299,318,204,79,172,560,0,311,2.2,264,13,3,3,1,1,1,1,1,242,202,18,429,17,354,0.1494,0.1727,0.1572,0.1789,"offset",16.1837410873,-0.0733762786557
920,13,131,9,13,297,316,207,81,175,60,0,311,2.7,275,13,3,3,1,1,1,1,1,233,197,18,436,17,365,0.16,0.1927,0.1948,0.2534,"offset",16.1045523586,-0.0613604559164
921,134,232,101,135,294,318,168,70,143,0,0,311,1.8,316,13,2,2,1,1,1,1,1,193,159,18,520,14,381,0.1469,0.1628,0.1439,0.1656,"comm_ctr",17.0466590685,0.887503515061
922,134,232,101,135,294,318,168,70,143,0,0,311,1.8,316,13,2,2,1,1,1,1,1,193,159,18,520,14,381,0.1469,0.1628,0.1439,0.1656,"comm_ctr",17.0466590685,0.887503515061
925,125,229,93,126,295,318,168,71,143,0,0,311,2.5,305,13,2,2,1,1,1,1,1,197,163,18,515,14,385,0.1481,0.1658,0.1546,0.178,"comm_ctr",16.9706389445,0.824220026455
926,125,229,93,126,295,318,168,71,143,0,0,311,2.5,305,13,2,2,1,1,1,1,1,197,163,18,515,14,385,0.1481,0.1658,0.1546,0.178,"comm_ctr",16.9706389445,0.824220026455
927,28,123,6,28,296,313,232,98,198,80,0,311,2.1,253,14,3,3,1,1,1,1,1,239,199,18,448,17,371,0.1428,0.1687,0.1424,0.1656,"offset",16.0791761074,0.11773004185
928,49,104,6,49,293,307,243,104,208,70,0,311,1.9,256,15,3,3,1,1,1,1,1,268,217,18,474,17,395,0.1578,0.1866,0.1444,0.1664,"offset",15.9041298323,0.171529576948
929,57,97,6,57,292,305,247,106,211,80,0,311,2.1,253,15,3,3,1,1,1,1,1,271,219,18,490,17,416,0.1531,0.1792,0.1407,0.1707,"offset",15.8493696989,0.243630759598
930,44,109,6,44,294,308,241,103,206,60,0,311,2.5,259,13,3,3,1,1,1,1,1,263,214,18,449,17,374,0.1485,0.1779,0.157,0.2047,"offset",15.9539981908,0.198166400282
933,1,144,1,1,300,320,198,76,166,8910,0,311,1.5,255,15,2,1,1,2,1,1,1,223,190,18,429,17,349,0.1393,0.1593,0.1468,0.1687,"comm_ctr",16.2720998213,-0.0444270043749
934,1,144,1,1,300,320,198,76,166,8910,0,311,1.5,255,15,2,1,1,2,1,1,1,223,190,18,429,17,349,0.1393,0.1593,0.1468,0.1687,"comm_ctr",16.2720998213,-0.0444270043749
935,1,144,1,1,300,320,198,76,166,8910,0,311,1.5,255,15,2,1,1,2,1,1,1,223,190,18,429,17,349,0.1393,0.1593,0.1468,0.1687,"comm_ctr",16.2720998213,-0.0444270043749
936,1,144,1,1,300,320,198,76,166,8910,0,311,1.5,255,15,2,1,1,2,1,1,1,223,190,18,429,17,349,0.1393,0.1593,0.1468,0.1687,"comm_ctr",16.2720998213,-0.0444270043749
937,1,144,1,1,300,320,198,76,166,8910,0,311,1.5,255,15,2,1,1,2,1,1,1,223,190,18,429,17,349,0.1393,0.1593,0.1468,0.1687,"comm_ctr",16.2720998213,-0.0444270043749
938,69,89,6,69,290,301,253,111,217,80,0,311,1.9,253,14,3,3,1,1,1,1,1,272,218,18,542,17,467,0.153,0.1824,0.1518,0.1763,"offset",15.7943578508,0.36216371812
939,73,86,7,73,289,300,256,112,219,90,0,311,2,256,14,3,3,1,1,1,1,1,273,219,18,523,17,440,0.1589,0.1891,0.1564,0.2054,"offset",15.7116616704,0.348802215101
940,69,89,6,69,290,301,253,111,217,80,0,311,2,254,14,3,3,1,1,1,1,1,272,218,18,531,17,454,0.1556,0.1856,0.1524,0.175,"offset",15.7672167373,0.333971248629
941,90,75,2,90,287,296,268,118,228,240,0,311,1.4,251,14,2,2,1,1,1,1,1,281,225,18,491,16,418,0.1475,0.1737,0.1411,0.1648,"offset",15.6548021789,0.53808935518
942,89,74,3,89,287,296,268,117,228,190,0,311,1.5,250,14,3,2,1,1,1,1,1,283,227,18,503,16,426,0.1514,0.1979,0.1396,0.1632,"offset",15.6398231157,0.481194877425
943,128,47,3,128,289,296,280,115,238,90,0,311,1.6,245,14,2,2,1,1,1,1,1,284,232,18,476,16,389,0.172,0.2138,0.162,0.1969,"offset",15.4048510281,0.720679833287
944,110,61,7,110,288,296,276,117,234,70,0,311,1.7,246,13,2,2,1,1,1,1,1,292,235,18,479,16,394,0.161,0.192,0.1528,0.1781,"offset",15.544921922,0.612179778359
947,134,41,2,134,290,296,285,115,241,80,0,311,1.6,244,14,3,2,1,1,1,1,1,287,235,18,465,16,373,0.1615,0.1955,0.1636,0.2029,"offset",15.3279315829,0.744718222898
948,136,37,2,136,290,296,290,116,245,90,0,311,1.6,242,14,3,3,1,1,1,1,1,292,238,18,451,16,356,0.1483,0.1738,0.1444,0.1725,"offset",15.2741115265,0.709647957812
949,136,38,2,136,290,296,289,116,244,90,0,311,1.5,242,14,3,3,1,1,1,1,1,292,238,18,452,16,357,0.1478,0.1731,0.1442,0.1713,"offset",15.273914207,0.714778197328
950,148,23,3,148,290,295,307,118,256,70,0,311,1.5,246,14,3,3,1,1,1,1,1,305,249,18,433,16,339,0.1618,0.1933,0.1447,0.1736,"offset",15.167054928,0.708095499731
951,148,23,3,148,290,295,307,118,256,70,0,311,1.5,246,14,3,3,1,1,1,1,1,305,250,18,438,16,343,0.1621,0.1925,0.1513,0.1787,"offset",15.162145551,0.729397690385
954,101,50,43,101,292,301,276,106,231,0,0,311,1.7,280,13,1,1,3,1,1,1,3,305,249,18,534,17,427,0.1651,0.2051,0.1666,0.2488,"comm_ctr",15.3326944589,-0.0541630407222
955,101,50,43,101,292,301,276,106,231,0,0,311,1.7,280,13,1,1,3,1,1,1,3,305,249,18,534,17,427,0.1651,0.2051,0.1666,0.2488,"comm_ctr",15.3326944589,-0.0541630407222
956,101,50,43,101,292,301,276,106,231,0,0,311,1.7,280,13,1,1,3,1,1,1,3,305,249,18,534,17,427,0.1651,0.2051,0.1666,0.2488,"comm_ctr",15.3326944589,-0.0541630407222
957,21,196,6,61,297,314,166,66,140,100,0,311,1.9,257,14,1,1,1,2,1,1,1,208,169,18,523,18,359,0.1274,0.1411,0.1204,0.1251,"offset",16.7890512369,-0.235261091297
958,19,198,6,64,297,313,164,66,138,80,1,311,1.8,257,14,1,1,1,2,1,1,1,206,167,18,508,18,352,0.1261,0.1399,0.1211,0.13,"offset",16.7999821672,-0.273903188109
959,29,188,5,54,297,314,170,68,144,50,0,311,1.8,255,14,1,1,1,2,1,1,1,229,185,18,500,18,363,0.1236,0.1405,0.1113,0.1231,"offset",16.7071813415,-0.233220886114
963,123,251,6,175,291,307,158,70,137,70,0,311,1.6,261,15,3,3,1,1,1,1,1,191,152,18,429,17,322,0.1372,0.1538,0.148,0.169,"offset",16.996740258,-1.51032571871
964,122,251,6,175,291,307,158,70,137,70,0,311,1.5,260,15,3,3,1,1,1,1,1,190,151,18,425,17,320,0.1292,0.1455,0.1414,0.1558,"offset",17.0203738423,-1.49837888883
965,118,249,7,171,292,307,158,70,137,80,0,311,1.6,260,15,3,3,1,1,1,1,1,190,151,18,438,17,329,0.1378,0.1552,0.1424,0.1643,"offset",16.9930796156,-1.45199316045
966,123,251,6,175,291,307,158,70,137,70,0,311,1.6,261,15,3,3,1,1,1,1,1,191,152,18,427,17,322,0.1348,0.1503,0.1463,0.1643,"offset",17.0053868068,-1.50765732229
967,92,239,8,150,293,308,156,68,135,30,0,311,2,262,13,3,3,1,1,1,1,1,191,150,17,419,18,312,0.1384,0.1539,0.1306,0.1485,"offset",17.0128564376,-1.2057416428
968,69,228,9,129,294,309,157,66,135,50,2,311,1.4,259,36,3,3,1,1,1,1,1,184,147,18,382,18,315,0.1389,0.1716,0.128,0.1411,"offset",16.9778853979,-1.01252096721
969,57,224,8,119,294,311,156,65,134,40,2,311,1.6,259,15,3,3,1,1,1,1,1,183,144,18,412,17,328,0.1399,0.1689,0.1279,0.1357,"offset",16.9751408266,-0.868797946766
972,231,135,8,231,295,311,233,95,199,0,0,311,2.7,339,13,2,2,1,1,1,1,1,259,218,18,517,16,448,0.1623,0.1952,0.1647,0.196,"comm_ctr",16.0003713392,2.09607471277
973,231,135,8,231,295,311,233,95,199,0,0,311,2.7,339,13,2,2,1,1,1,1,1,259,218,18,517,16,448,0.1623,0.1952,0.1647,0.196,"comm_ctr",16.0003713392,2.09607471277
976,231,135,8,231,295,311,233,95,199,0,0,311,2.7,339,13,2,2,1,1,1,1,1,259,218,18,517,16,448,0.1623,0.1952,0.1647,0.196,"comm_ctr",16.0003713392,2.09607471277
985,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
986,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
987,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
988,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
989,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
990,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
991,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
992,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
993,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
994,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
995,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
996,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
997,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
998,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
999,3,145,1,7,275,261,934,289,683,10490,0,312,2.5,343,16,1,1,5,1,1,1,5,839,599,18,824,18,577,0.2793,0.3474,0.2263,0.2803,"comm_ctr",12.6721845678,-7.95012437422
1000,3,141,1,3,276,263,943,289,686,11650,0,312,3.7,335,13,1,1,3,1,1,1,3,841,598,18,829,18,575,0.2699,0.3361,0.2023,0.2639,"comm_ctr",12.6543816667,-7.97670044367
1001,3,141,1,3,276,263,943,289,686,11650,0,312,3.7,335,13,1,1,3,1,1,1,3,841,598,18,829,18,575,0.2699,0.3361,0.2023,0.2639,"comm_ctr",12.6543816667,-7.97670044367
1002,3,141,1,3,276,263,943,289,686,11650,0,312,3.7,335,13,1,1,3,1,1,1,3,841,598,18,829,18,575,0.2699,0.3361,0.2023,0.2639,"comm_ctr",12.6543816667,-7.97670044367
1003,3,141,1,3,276,263,943,289,686,11650,0,312,3.7,335,13,1,1,3,1,1,1,3,841,598,18,829,18,575,0.2699,0.3361,0.2023,0.2639,"comm_ctr",12.6543816667,-7.97670044367
1004,3,141,1,3,276,263,943,289,686,11650,0,312,3.7,335,13,1,1,3,1,1,1,3,841,598,18,829,18,575,0.2699,0.3361,0.2023,0.2639,"comm_ctr",12.6543816667,-7.97670044367
1005,3,141,1,3,276,263,943,289,686,11650,0,312,3.7,335,13,1,1,3,1,1,1,3,841,598,18,829,18,575,0.2699,0.3361,0.2023,0.2639,"comm_ctr",12.6543816667,-7.97670044367
1006,3,141,1,3,276,263,943,289,686,11650,0,312,3.7,335,13,1,1,3,1,1,1,3,841,598,18,829,18,575,0.2699,0.3361,0.2023,0.2639,"comm_ctr",12.6543816667,-7.97670044367
1007,3,141,1,3,276,263,943,289,686,11650,0,312,3.7,335,13,1,1,3,1,1,1,3,841,598,18,829,18,575,0.2699,0.3361,0.2023,0.2639,"comm_ctr",12.6543816667,-7.97670044367
1008,3,141,1,3,276,263,943,289,686,11650,0,312,3.7,335,13,1,1,3,1,1,1,3,841,598,18,829,18,575,0.2699,0.3361,0.2023,0.2639,"comm_ctr",12.6543816667,-7.97670044367
1009,3,141,1,3,276,263,943,289,686,11650,0,312,3.7,335,13,1,1,3,1,1,1,3,841,598,18,829,18,575,0.2699,0.3361,0.2023,0.2639,"comm_ctr",12.6543816667,-7.97670044367
1010,2,138,1,2,278,264,960,292,699,10000,0,312,5.4,350,15,1,1,4,1,1,1,4,834,592,18,834,17,584,0.2475,0.3047,0.1765,0.2233,"comm_ctr",12.6542221461,-8.0177238395
1011,2,138,1,2,278,264,960,292,699,10000,0,312,5.4,350,15,1,1,4,1,1,1,4,834,592,18,834,17,584,0.2475,0.3047,0.1765,0.2233,"comm_ctr",12.6542221461,-8.0177238395
1012,2,138,1,2,278,264,960,292,699,10000,0,312,5.4,350,15,1,1,4,1,1,1,4,834,592,18,834,17,584,0.2475,0.3047,0.1765,0.2233,"comm_ctr",12.6542221461,-8.0177238395
1013,2,138,1,2,278,264,960,292,699,10000,0,312,5.4,350,15,1,1,4,1,1,1,4,834,592,18,834,17,584,0.2475,0.3047,0.1765,0.2233,"comm_ctr",12.6542221461,-8.0177238395
