"grappe","exploitation","passage","s3q00","s3q01","s3q02","s3q03","s3q04","s3q05","s3q06","s3q07","s3q08","s3q08a","s3q09","s3q09a"
106,9,2,2,1,2,2,1,2,1,2,2,,,
107,1,2,,,,,,,,,,,,
107,2,2,,,,,,,,,,,,
107,4,2,,,,,,,,,,,,
107,5,2,,,,,,,,,,,,
107,6,2,2,1,2,1,1,2,2,2,2,,,
107,7,2,,,,,,,,,,,,
107,8,2,,,,,,,,,,,,
108,1,2,,,,,,,,,,,,
108,2,2,,,,,,,,,,,,
108,3,2,2,1,2,2,1,2,2,2,2,,,
108,4,2,,,,,,,,,,,,
108,5,2,,,,,,,,,,,,
108,7,2,,,,,,,,,,,,
108,8,2,,,,,,,,,,,,
108,9,2,2,1,2,1,2,2,1,2,2,,,
109,1,2,,,,,,,,,,,,
109,2,2,,,,,,,,,,,,
109,4,2,,,,,,,,,,,,
109,5,2,,,,,,,,,,,,
109,6,2,2,1,1,1,1,2,1,2,2,,,
109,7,2,,,,,,,,,,,,
109,8,2,,,,,,,,,,,,
110,3,2,2,5,98,98,98,98,98,98,98,,,
110,9,2,2,1,2,2,2,2,2,2,2,,,
111,1,2,,,,,,,,,,,,
111,2,2,,,,,,,,,,,,
111,4,2,,,,,,,,,,,,
111,5,2,,,,,,,,,,,,
111,6,2,2,1,1,1,1,1,1,1,1,2,,
111,7,2,,,,,,,,,,,,
111,8,2,,,,,,,,,,,,
112,1,2,,,,,,,,,,,,
112,2,2,,,,,,,,,,,,
112,3,2,2,1,2,2,1,2,2,2,1,1,,
112,4,2,,,,,,,,,,,,
112,5,2,,,,,,,,,,,,
112,7,2,,,,,,,,,,,,
112,8,2,,,,,,,,,,,,
112,9,2,2,1,1,2,2,2,2,1,2,,,
113,1,2,,,,,,,,,,,,
113,2,2,,,,,,,,,,,,
113,4,2,,,,,,,,,,,,
113,5,2,,,,,,,,,,,,
113,6,2,2,1,1,1,1,2,1,2,2,,,
113,7,2,,,,,,,,,,,,
113,8,2,,,,,,,,,,,,
114,1,2,2,1,2,2,2,2,2,2,2,,,
114,3,2,2,1,2,2,2,2,2,2,2,,,
114,5,2,2,1,2,2,2,2,2,2,2,,,
114,7,2,2,1,2,2,2,2,2,2,2,,,
114,9,2,2,1,2,2,2,2,2,2,2,,,
115,2,2,2,1,2,2,2,2,2,2,2,,,
115,4,2,2,1,2,2,2,2,2,2,2,,,
115,6,2,2,1,2,2,2,2,2,2,2,,,
115,8,2,2,1,2,2,2,2,2,2,2,,,
116,1,2,2,1,2,2,1,2,2,2,2,,,
116,3,2,2,1,2,1,1,2,2,2,2,,,
116,5,2,2,1,2,2,1,2,2,2,2,,,
116,7,2,2,1,2,2,1,2,2,2,2,,,
116,9,2,2,1,2,1,1,2,2,2,2,,,
117,2,2,2,1,2,2,1,2,1,2,2,,,
117,4,2,2,1,2,2,2,2,2,2,2,,,
117,6,2,2,1,2,2,1,2,2,2,2,,,
117,8,2,2,1,2,2,2,2,2,2,2,,,
118,1,2,2,1,2,2,2,2,2,2,2,,,
118,3,2,2,1,2,2,2,2,2,2,2,,,
118,5,2,2,1,2,2,2,2,2,2,2,,,
118,7,2,2,1,1,2,2,2,2,2,2,,,
118,9,2,2,1,2,2,2,2,2,2,2,,,
119,1,2,,,,,,,,,,,,
119,2,2,,,,,,,,,,,,
119,4,2,,,,,,,,,,,,
119,5,2,,,,,,,,,,,,
119,6,2,2,1,2,2,2,2,2,2,2,,,
119,7,2,,,,,,,,,,,,
119,8,2,,,,,,,,,,,,
120,1,2,,,,,,,,,,,,
120,2,2,,,,,,,,,,,,
120,3,2,2,1,2,2,2,2,2,2,2,,,
120,4,2,,,,,,,,,,,,
120,5,2,,,,,,,,,,,,
120,8,2,,,,,,,,,,,,
120,9,2,2,1,1,2,1,2,1,2,2,,,
121,1,2,,,,,,,,,,,,
121,2,2,,,,,,,,,,,,
121,4,2,,,,,,,,,,,,
121,5,2,,,,,,,,,,,,
121,6,2,2,1,2,2,2,2,2,2,2,,,
121,7,2,,,,,,,,,,,,
121,8,2,,,,,,,,,,,,
122,1,2,,,,,,,,,,,,
122,2,2,,,,,,,,,,,,
122,3,2,2,1,2,2,2,2,2,2,2,,,
122,4,2,,,,,,,,,,,,
122,5,2,,,,,,,,,,,,
122,7,2,,,,,,,,,,,,
122,8,2,,,,,,,,,,,,
122,9,2,2,1,2,2,2,2,2,2,2,,,
123,1,2,,,,,,,,,,,,
123,2,2,,,,,,,,,,,,
123,4,2,,,,,,,,,,,,
123,5,2,,,,,,,,,,,,
123,6,2,2,1,2,2,2,2,2,2,2,,,
123,7,2,,,,,,,,,,,,
123,8,2,,,,,,,,,,,,
124,1,2,,,,,,,,,,,,
124,2,2,,,,,,,,,,,,
124,3,2,2,1,2,2,1,2,2,2,2,,,
124,4,2,,,,,,,,,,,,
124,5,2,,,,,,,,,,,,
124,7,2,,,,,,,,,,,,
124,8,2,,,,,,,,,,,,
124,9,2,2,1,2,2,1,2,2,2,2,,,
125,1,2,,,,,,,,,,,,
125,2,2,,,,,,,,,,,,
125,4,2,,,,,,,,,,,,
125,5,2,,,,,,,,,,,,
125,6,2,2,1,2,2,1,2,2,2,2,,,
125,7,2,,,,,,,,,,,,
125,8,2,,,,,,,,,,,,
126,2,2,,,,,,,,,,,,
126,3,2,2,1,1,2,1,2,2,2,2,,,
126,4,2,,,,,,,,,,,,
126,5,2,,,,,,,,,,,,
126,7,2,,,,,,,,,,,,
126,8,2,,,,,,,,,,,,
126,9,2,2,1,2,2,1,2,2,2,2,,,
127,1,2,,,,,,,,,,,,
127,4,2,,,,,,,,,,,,
127,6,2,2,1,1,2,1,2,2,2,2,,,
127,7,2,,,,,,,,,,,,
127,8,2,,,,,,,,,,,,
128,1,2,,,,,,,,,,,,
128,2,2,,,,,,,,,,,,
128,3,2,2,1,2,2,2,2,2,2,2,,,
128,4,2,,,,,,,,,,,,
128,5,2,,,,,,,,,,,,
128,7,2,,,,,,,,,,,,
128,8,2,,,,,,,,,,,,
128,9,2,2,1,2,2,2,2,2,2,2,,,
129,1,2,,,,,,,,,,,,
129,2,2,,,,,,,,,,,,
129,4,2,,,,,,,,,,,,
129,5,2,,,,,,,,,,,,
129,6,2,2,1,1,1,2,1,1,1,1,2,,
130,1,2,,,,,,,,,,,,
130,2,2,,,,,,,,,,,,
130,3,2,2,1,1,2,1,2,1,2,2,,,
130,5,2,,,,,,,,,,,,
130,7,2,,,,,,,,,,,,
130,8,2,,,,,,,,,,,,
130,9,2,2,1,1,2,2,2,1,2,2,,,
131,1,2,,,,,,,,,,,,
131,2,2,,,,,,,,,,,,
131,4,2,,,,,,,,,,,,
131,5,2,,,,,,,,,,,,
131,6,2,2,1,2,2,1,2,1,2,2,,,
131,7,2,,,,,,,,,,,,
131,8,2,,,,,,,,,,,,
132,2,2,,,,,,,,,,,,
132,3,2,2,1,2,2,2,2,2,2,2,,,
132,4,2,,,,,,,,,,,,
132,5,2,,,,,,,,,,,,
132,8,2,,,,,,,,,,,,
132,9,2,2,1,2,2,2,2,2,2,2,,,
133,1,2,,,,,,,,,,,,
133,2,2,,,,,,,,,,,,
133,4,2,,,,,,,,,,,,
133,5,2,,,,,,,,,,,,
133,6,2,2,1,2,2,2,2,2,2,2,,,
133,7,2,,,,,,,,,,,,
133,8,2,,,,,,,,,,,,
134,1,2,,,,,,,,,,,,
134,2,2,,,,,,,,,,,,
134,3,2,2,1,1,2,1,2,2,1,1,1,,
134,4,2,,,,,,,,,,,,
134,5,2,,,,,,,,,,,,
134,7,2,,,,,,,,,,,,
134,8,2,,,,,,,,,,,,
134,9,2,2,8,1,1,1,2,1,2,1,1,,
135,1,2,,,,,,,,,,,,
135,2,2,,,,,,,,,,,,
135,4,2,,,,,,,,,,,,
135,6,2,2,1,1,2,1,2,1,2,98,,,
135,7,2,,,,,,,,,,,,
135,8,2,,,,,,,,,,,,
136,1,2,,,,,,,,,,,,
136,2,2,,,,,,,,,,,,
136,3,2,2,1,1,2,1,2,2,2,2,,,
136,4,2,,,,,,,,,,,,
136,5,2,,,,,,,,,,,,
136,7,2,,,,,,,,,,,,
136,8,2,,,,,,,,,,,,
136,9,2,2,1,2,1,1,2,2,2,98,,,
137,1,2,,,,,,,,,,,,
137,2,2,,,,,,,,,,,,
137,4,2,,,,,,,,,,,,
137,6,2,2,1,1,2,1,2,2,2,2,,,
137,7,2,,,,,,,,,,,,
137,8,2,,,,,,,,,,,,
138,1,2,2,1,1,1,1,2,1,2,1,2,,
138,3,2,2,1,2,2,2,1,1,1,1,2,,
138,5,2,2,1,2,2,2,2,2,2,2,,,
138,7,2,2,1,1,1,1,1,1,1,1,2,,
138,9,2,2,1,2,2,2,2,2,2,2,,,
139,2,2,2,1,2,2,2,2,1,2,2,,,
139,4,2,2,1,2,2,1,2,2,2,2,,,
139,6,2,2,1,2,2,1,2,1,2,2,,,
139,8,2,2,1,2,2,1,2,1,2,2,,,
140,1,2,2,1,2,2,2,2,2,2,2,,,
140,3,2,2,1,2,2,2,2,2,2,2,,,
140,5,2,2,1,2,2,2,2,2,2,2,,,
140,7,2,2,1,2,2,2,2,2,2,2,,,
140,9,2,2,1,2,2,2,2,2,2,2,,,
141,1,2,,,,,,,,,,,,
141,2,2,,,,,,,,,,,,
141,4,2,,,,,,,,,,,,
141,5,2,,,,,,,,,,,,
141,6,2,2,1,2,2,2,2,2,2,2,,,
141,7,2,,,,,,,,,,,,
141,8,2,,,,,,,,,,,,
142,1,2,,,,,,,,,,,,
142,2,2,,,,,,,,,,,,
142,3,2,2,8,1,2,1,2,1,2,2,,,
142,4,2,,,,,,,,,,,,
142,5,2,,,,,,,,,,,,
142,7,2,,,,,,,,,,,,
142,8,2,,,,,,,,,,,,
142,9,2,2,1,1,2,1,2,1,2,2,,,
143,2,2,,,,,,,,,,,,
143,5,2,,,,,,,,,,,,
143,6,2,2,1,1,1,1,2,1,98,98,,,
143,7,2,,,,,,,,,,,,
143,8,2,,,,,,,,,,,,
144,1,2,,,,,,,,,,,,
144,2,2,,,,,,,,,,,,
144,3,2,2,1,2,2,2,2,2,2,2,,,
144,4,2,,,,,,,,,,,,
144,5,2,,,,,,,,,,,,
144,7,2,,,,,,,,,,,,
144,8,2,,,,,,,,,,,,
144,9,2,2,1,2,2,2,2,2,2,2,,,
145,1,2,,,,,,,,,,,,
145,2,2,,,,,,,,,,,,
145,4,2,,,,,,,,,,,,
145,5,2,,,,,,,,,,,,
145,6,2,2,1,1,1,1,98,1,1,1,2,,
145,7,2,,,,,,,,,,,,
145,8,2,,,,,,,,,,,,
146,1,2,,,,,,,,,,,,
146,2,2,,,,,,,,,,,,
146,3,2,2,1,98,98,98,98,98,98,98,,,
146,4,2,,,,,,,,,,,,
146,5,2,,,,,,,,,,,,
146,7,2,,,,,,,,,,,,
146,8,2,,,,,,,,,,,,
146,9,2,2,1,98,98,98,98,98,98,98,,,
147,1,2,,,,,,,,,,,,
147,2,2,,,,,,,,,,,,
147,4,2,,,,,,,,,,,,
147,5,2,,,,,,,,,,,,
147,6,2,2,1,2,2,2,2,2,2,2,,,
147,7,2,,,,,,,,,,,,
147,8,2,,,,,,,,,,,,
148,1,2,,,,,,,,,,,,
148,2,2,,,,,,,,,,,,
148,3,2,2,1,2,2,2,2,2,2,2,,,
148,4,2,,,,,,,,,,,,
148,5,2,,,,,,,,,,,,
148,7,2,,,,,,,,,,,,
148,8,2,,,,,,,,,,,,
148,9,2,2,1,2,2,2,2,2,2,2,,,
149,1,2,,,,,,,,,,,,
149,2,2,,,,,,,,,,,,
149,4,2,,,,,,,,,,,,
149,5,2,,,,,,,,,,,,
149,6,2,2,1,2,2,2,2,2,2,2,,,
149,7,2,,,,,,,,,,,,
149,8,2,,,,,,,,,,,,
150,1,2,,,,,,,,,,,,
150,2,2,,,,,,,,,,,,
150,3,2,2,1,1,1,2,1,1,1,1,2,,
150,4,2,,,,,,,,,,,,
150,5,2,,,,,,,,,,,,
150,7,2,,,,,,,,,,,,
150,8,2,,,,,,,,,,,,
150,9,2,2,1,2,2,2,2,2,2,2,,,
151,1,2,,,,,,,,,,,,
151,2,2,,,,,,,,,,,,
151,4,2,,,,,,,,,,,,
151,5,2,,,,,,,,,,,,
151,6,2,2,1,1,2,1,2,2,2,2,,,
151,7,2,,,,,,,,,,,,
151,8,2,,,,,,,,,,,,
152,1,2,,,,,,,,,,,,
152,2,2,,,,,,,,,,,,
152,3,2,2,1,1,2,1,2,1,1,2,,,
152,4,2,,,,,,,,,,,,
152,5,2,,,,,,,,,,,,
152,7,2,,,,,,,,,,,,
152,8,2,,,,,,,,,,,,
152,9,2,2,1,1,2,2,2,1,1,2,,,
153,1,2,,,,,,,,,,,,
153,2,2,,,,,,,,,,,,
153,4,2,,,,,,,,,,,,
153,5,2,,,,,,,,,,,,
153,6,2,2,4,1,2,1,2,1,2,2,,,
153,7,2,,,,,,,,,,,,
153,8,2,,,,,,,,,,,,
155,1,2,,,,,,,,,,,,
155,2,2,,,,,,,,,,,,
155,4,2,,,,,,,,,,,,
155,5,2,,,,,,,,,,,,
155,6,2,2,1,2,2,2,2,2,2,2,,,
155,7,2,,,,,,,,,,,,
155,8,2,,,,,,,,,,,,
156,1,2,,,,,,,,,,,,
156,2,2,,,,,,,,,,,,
156,3,2,2,1,2,2,1,2,2,2,2,,,
156,4,2,,,,,,,,,,,,
156,5,2,,,,,,,,,,,,
156,7,2,,,,,,,,,,,,
156,8,2,,,,,,,,,,,,
156,9,2,2,1,2,1,1,2,1,2,2,,,
157,1,2,,,,,,,,,,,,
157,2,2,,,,,,,,,,,,
157,4,2,,,,,,,,,,,,
157,5,2,,,,,,,,,,,,
157,6,2,2,1,2,2,2,2,2,2,2,,,
157,7,2,,,,,,,,,,,,
157,8,2,,,,,,,,,,,,
158,1,2,,,,,,,,,,,,
158,2,2,,,,,,,,,,,,
158,3,2,2,1,1,2,2,2,2,2,2,,,
158,4,2,,,,,,,,,,,,
158,5,2,,,,,,,,,,,,
158,7,2,,,,,,,,,,,,
158,8,2,,,,,,,,,,,,
158,9,2,2,1,2,2,2,2,2,2,2,,,
159,1,2,,,,,,,,,,,,
159,2,2,,,,,,,,,,,,
159,4,2,,,,,,,,,,,,
159,5,2,,,,,,,,,,,,
159,6,2,2,1,2,2,2,2,2,2,2,,,
159,7,2,,,,,,,,,,,,
159,8,2,,,,,,,,,,,,
160,1,2,,,,,,,,,,,,
160,2,2,,,,,,,,,,,,
160,3,2,2,1,2,2,2,2,2,2,2,,,
160,4,2,,,,,,,,,,,,
160,5,2,,,,,,,,,,,,
160,7,2,,,,,,,,,,,,
160,8,2,,,,,,,,,,,,
160,9,2,2,1,2,2,2,2,2,2,2,,,
161,1,2,,,,,,,,,,,,
161,2,2,,,,,,,,,,,,
161,4,2,,,,,,,,,,,,
161,5,2,,,,,,,,,,,,
161,6,2,2,1,2,2,2,2,2,2,2,,,
161,7,2,,,,,,,,,,,,
161,8,2,,,,,,,,,,,,
162,1,2,,,,,,,,,,,,
162,2,2,,,,,,,,,,,,
162,3,2,2,1,2,2,2,2,2,2,2,,,
162,4,2,,,,,,,,,,,,
162,5,2,,,,,,,,,,,,
162,7,2,,,,,,,,,,,,
162,8,2,,,,,,,,,,,,
162,9,2,2,1,2,2,2,2,2,2,2,,,
163,1,2,,,,,,,,,,,,
163,2,2,,,,,,,,,,,,
163,4,2,,,,,,,,,,,,
163,5,2,,,,,,,,,,,,
163,6,2,2,1,2,2,2,2,2,2,2,,,
163,7,2,,,,,,,,,,,,
163,8,2,,,,,,,,,,,,
164,1,2,,,,,,,,,,,,
164,2,2,,,,,,,,,,,,
164,3,2,2,1,2,2,2,2,2,2,2,,,
164,4,2,,,,,,,,,,,,
164,5,2,,,,,,,,,,,,
164,7,2,,,,,,,,,,,,
164,8,2,,,,,,,,,,,,
164,9,2,2,1,2,2,2,2,2,2,2,,,
165,1,2,,,,,,,,,,,,
165,2,2,,,,,,,,,,,,
165,4,2,,,,,,,,,,,,
165,5,2,,,,,,,,,,,,
165,6,2,2,1,2,2,2,2,2,2,2,,,
165,7,2,,,,,,,,,,,,
165,8,2,,,,,,,,,,,,
166,1,2,,,,,,,,,,,,
166,2,2,,,,,,,,,,,,
166,3,2,2,1,2,2,2,2,2,2,2,,,
166,4,2,,,,,,,,,,,,
166,5,2,,,,,,,,,,,,
166,7,2,,,,,,,,,,,,
166,8,2,,,,,,,,,,,,
166,9,2,2,1,2,2,2,2,2,2,2,,,
167,1,2,,,,,,,,,,,,
167,2,2,,,,,,,,,,,,
167,4,2,,,,,,,,,,,,
167,5,2,,,,,,,,,,,,
167,6,2,2,1,2,2,2,2,98,98,98,,,
167,7,2,,,,,,,,,,,,
167,8,2,,,,,,,,,,,,
168,1,2,,,,,,,,,,,,
168,2,2,,,,,,,,,,,,
168,3,2,2,1,2,2,2,2,2,2,2,,,
168,4,2,,,,,,,,,,,,
168,5,2,,,,,,,,,,,,
168,7,2,,,,,,,,,,,,
168,8,2,,,,,,,,,,,,
168,9,2,2,2,2,2,2,2,2,2,2,,,
169,1,2,,,,,,,,,,,,
169,2,2,,,,,,,,,,,,
169,4,2,,,,,,,,,,,,
169,5,2,,,,,,,,,,,,
169,6,2,2,1,1,2,2,2,2,2,2,,,
169,7,2,,,,,,,,,,,,
169,8,2,,,,,,,,,,,,
170,1,2,,,,,,,,,,,,
170,2,2,,,,,,,,,,,,
170,3,2,2,1,2,2,2,2,2,2,98,,,
170,4,2,,,,,,,,,,,,
170,5,2,,,,,,,,,,,,
170,7,2,,,,,,,,,,,,
170,8,2,,,,,,,,,,,,
170,9,2,2,1,2,2,2,2,2,2,98,,,
171,1,2,,,,,,,,,,,,
171,2,2,,,,,,,,,,,,
171,4,2,,,,,,,,,,,,
171,5,2,,,,,,,,,,,,
171,6,2,2,1,2,2,2,2,98,98,98,,,
171,7,2,,,,,,,,,,,,
172,1,2,,,,,,,,,,,,
172,2,2,,,,,,,,,,,,
172,3,2,2,1,2,2,2,2,2,2,2,,,
172,4,2,,,,,,,,,,,,
172,5,2,,,,,,,,,,,,
172,7,2,,,,,,,,,,,,
172,8,2,,,,,,,,,,,,
172,9,2,2,1,2,2,2,2,2,2,2,,,
173,1,2,,,,,,,,,,,,
173,2,2,,,,,,,,,,,,
173,4,2,,,,,,,,,,,,
173,5,2,,,,,,,,,,,,
173,6,2,2,1,2,2,2,98,98,98,98,,,
173,7,2,,,,,,,,,,,,
173,8,2,,,,,,,,,,,,
174,1,2,,,,,,,,,,,,
174,2,2,,,,,,,,,,,,
174,3,2,2,1,2,2,2,2,2,2,2,,,
174,4,2,,,,,,,,,,,,
174,5,2,,,,,,,,,,,,
174,7,2,,,,,,,,,,,,
174,8,2,,,,,,,,,,,,
174,9,2,2,1,2,2,2,2,1,2,2,,,
175,1,2,,,,,,,,,,,,
175,2,2,,,,,,,,,,,,
175,4,2,,,,,,,,,,,,
175,5,2,,,,,,,,,,,,
175,6,2,2,1,2,2,2,2,2,2,2,,,
175,7,2,,,,,,,,,,,,
175,8,2,,,,,,,,,,,,
176,1,2,,,,,,,,,,,,
176,2,2,,,,,,,,,,,,
176,3,2,2,1,2,2,2,2,2,2,2,,,
176,4,2,,,,,,,,,,,,
176,5,2,,,,,,,,,,,,
176,7,2,,,,,,,,,,,,
176,8,2,,,,,,,,,,,,
176,9,2,2,1,1,1,2,2,2,2,2,,,
177,1,2,,,,,,,,,,,,
177,2,2,,,,,,,,,,,,
177,4,2,,,,,,,,,,,,
177,5,2,,,,,,,,,,,,
177,6,2,2,1,1,2,2,2,2,2,2,,,
177,7,2,,,,,,,,,,,,
177,8,2,,,,,,,,,,,,
178,1,2,,,,,,,,,,,,
178,2,2,,,,,,,,,,,,
178,3,2,2,1,1,2,2,2,2,2,2,,,
178,4,2,,,,,,,,,,,,
178,5,2,,,,,,,,,,,,
178,7,2,,,,,,,,,,,,
178,8,2,,,,,,,,,,,,
178,9,2,2,1,1,2,2,2,2,2,2,,,
179,1,2,,,,,,,,,,,,
179,2,2,,,,,,,,,,,,
179,4,2,,,,,,,,,,,,
179,5,2,,,,,,,,,,,,
179,6,2,2,1,2,2,2,2,2,2,2,,,
179,7,2,,,,,,,,,,,,
179,8,2,,,,,,,,,,,,
180,1,2,,,,,,,,,,,,
180,2,2,,,,,,,,,,,,
180,3,2,2,2,2,2,2,2,2,2,2,,,
180,4,2,,,,,,,,,,,,
180,5,2,,,,,,,,,,,,
180,7,2,,,,,,,,,,,,
180,8,2,,,,,,,,,,,,
180,9,2,2,1,2,2,2,2,2,2,2,,,
181,1,2,,,,,,,,,,,,
181,2,2,,,,,,,,,,,,
181,4,2,,,,,,,,,,,,
181,5,2,,,,,,,,,,,,
181,6,2,2,1,2,2,2,2,2,2,2,,,
181,7,2,,,,,,,,,,,,
181,8,2,,,,,,,,,,,,
182,1,2,,,,,,,,,,,,
182,2,2,,,,,,,,,,,,
182,3,2,2,1,2,2,2,2,2,2,2,,,
182,4,2,,,,,,,,,,,,
182,5,2,,,,,,,,,,,,
182,7,2,,,,,,,,,,,,
182,8,2,,,,,,,,,,,,
182,9,2,2,1,2,2,2,2,2,2,2,,,
183,1,2,,,,,,,,,,,,
183,2,2,,,,,,,,,,,,
183,4,2,,,,,,,,,,,,
183,5,2,,,,,,,,,,,,
183,6,2,2,8,2,2,2,2,2,2,2,,,
183,7,2,,,,,,,,,,,,
183,8,2,,,,,,,,,,,,
184,1,2,,,,,,,,,,,,
184,2,2,,,,,,,,,,,,
184,3,2,2,1,2,2,2,2,2,2,2,,,
184,4,2,,,,,,,,,,,,
184,5,2,,,,,,,,,,,,
184,7,2,,,,,,,,,,,,
184,8,2,,,,,,,,,,,,
184,9,2,2,1,2,2,2,2,2,2,2,,,
185,1,2,,,,,,,,,,,,
185,2,2,,,,,,,,,,,,
185,4,2,,,,,,,,,,,,
185,5,2,,,,,,,,,,,,
185,6,2,2,1,2,2,2,2,98,98,2,,,
185,7,2,,,,,,,,,,,,
185,8,2,,,,,,,,,,,,
186,1,2,2,2,2,2,2,2,2,2,2,,,
186,3,2,2,2,2,2,2,2,2,2,2,,,
186,5,2,2,1,2,2,2,2,2,2,2,,,
186,7,2,2,2,2,2,2,2,2,2,2,,,
186,9,2,2,1,2,2,2,2,2,2,2,,,
187,2,2,2,1,2,2,2,2,2,2,2,,,
187,4,2,2,2,2,2,2,2,2,2,2,,,
187,6,2,2,1,2,2,2,2,2,2,2,,,
187,8,2,2,2,1,1,1,1,1,2,2,,,
188,1,2,2,1,2,2,2,2,2,2,2,,,
188,3,2,2,1,2,2,2,2,2,2,2,,,
188,5,2,2,1,2,2,2,2,2,2,2,,,
188,7,2,2,1,2,2,2,2,2,2,2,,,
188,9,2,2,2,2,2,2,2,2,2,2,,,
189,2,2,2,1,2,2,2,2,2,2,2,,,
189,4,2,2,1,2,2,2,2,2,2,2,,,
189,6,2,2,2,2,2,2,2,2,2,2,,,
189,8,2,2,11,2,2,2,2,2,2,2,,,
190,1,2,2,1,2,2,2,2,2,2,2,,,
190,3,2,2,1,2,2,2,2,2,2,2,,,
190,5,2,2,1,2,2,2,2,2,2,2,,,
190,7,2,2,2,2,2,2,2,2,2,2,,,
190,9,2,2,2,2,2,2,2,2,2,2,,,
191,1,2,,,,,,,,,,,,
191,2,2,,,,,,,,,,,,
191,4,2,,,,,,,,,,,,
191,5,2,,,,,,,,,,,,
191,6,2,2,1,2,2,2,2,2,2,2,,,
191,7,2,,,,,,,,,,,,
191,8,2,,,,,,,,,,,,
192,1,2,,,,,,,,,,,,
192,2,2,,,,,,,,,,,,
192,3,2,2,1,2,2,2,2,2,2,2,,,
192,4,2,,,,,,,,,,,,
192,5,2,,,,,,,,,,,,
192,7,2,,,,,,,,,,,,
192,8,2,,,,,,,,,,,,
192,9,2,2,1,2,2,2,2,2,2,2,,,
193,1,2,,,,,,,,,,,,
193,2,2,,,,,,,,,,,,
193,4,2,,,,,,,,,,,,
193,5,2,,,,,,,,,,,,
193,6,2,2,1,2,2,2,2,2,2,2,,,
193,7,2,,,,,,,,,,,,
193,8,2,,,,,,,,,,,,
194,1,2,,,,,,,,,,,,
194,2,2,,,,,,,,,,,,
194,3,2,2,1,2,2,2,2,2,2,2,,,
194,5,2,,,,,,,,,,,,
194,7,2,,,,,,,,,,,,
194,8,2,,,,,,,,,,,,
194,9,2,2,1,2,2,2,2,2,2,2,,,
195,1,2,,,,,,,,,,,,
195,2,2,,,,,,,,,,,,
195,4,2,,,,,,,,,,,,
195,5,2,,,,,,,,,,,,
195,6,2,2,1,2,2,2,2,2,2,2,,,
195,7,2,,,,,,,,,,,,
195,8,2,,,,,,,,,,,,
196,1,2,,,,,,,,,,,,
196,2,2,,,,,,,,,,,,
196,3,2,2,1,2,2,2,2,2,2,2,,,
196,4,2,,,,,,,,,,,,
196,5,2,,,,,,,,,,,,
196,7,2,,,,,,,,,,,,
196,8,2,,,,,,,,,,,,
196,9,2,2,1,2,2,2,2,2,2,2,,,
197,1,2,,,,,,,,,,,,
197,2,2,,,,,,,,,,,,
197,4,2,,,,,,,,,,,,
197,5,2,,,,,,,,,,,,
197,6,2,2,1,2,2,2,2,2,2,2,,,
197,7,2,,,,,,,,,,,,
197,8,2,,,,,,,,,,,,
198,1,2,,,,,,,,,,,,
198,2,2,,,,,,,,,,,,
198,3,2,2,1,2,2,2,2,2,2,2,,,
198,4,2,,,,,,,,,,,,
198,5,2,,,,,,,,,,,,
198,7,2,,,,,,,,,,,,
198,8,2,,,,,,,,,,,,
198,9,2,2,1,2,2,2,2,2,2,2,,,
199,1,2,,,,,,,,,,,,
199,2,2,,,,,,,,,,,,
199,4,2,,,,,,,,,,,,
199,5,2,,,,,,,,,,,,
199,6,2,2,1,2,2,2,2,2,2,2,,,
199,7,2,,,,,,,,,,,,
199,8,2,,,,,,,,,,,,
200,1,2,,,,,,,,,,,,
200,2,2,,,,,,,,,,,,
200,3,2,2,1,2,2,1,2,2,2,2,,,
200,4,2,,,,,,,,,,,,
200,5,2,,,,,,,,,,,,
200,7,2,,,,,,,,,,,,
200,8,2,,,,,,,,,,,,
200,9,2,2,30,2,2,1,2,2,2,2,,,
201,1,2,,,,,,,,,,,,
201,2,2,,,,,,,,,,,,
201,4,2,,,,,,,,,,,,
201,5,2,,,,,,,,,,,,
201,6,2,2,1,2,2,1,2,2,2,2,,,
201,7,2,,,,,,,,,,,,
201,8,2,,,,,,,,,,,,
202,1,2,,,,,,,,,,,,
202,2,2,,,,,,,,,,,,
202,3,2,2,9,2,2,1,2,2,2,2,,,
202,4,2,,,,,,,,,,,,
202,5,2,,,,,,,,,,,,
202,7,2,,,,,,,,,,,,
202,8,2,,,,,,,,,,,,
202,9,2,2,12,2,2,1,2,2,2,2,,,
203,1,2,,,,,,,,,,,,
203,2,2,,,,,,,,,,,,
203,4,2,,,,,,,,,,,,
203,5,2,,,,,,,,,,,,
203,6,2,2,1,2,2,2,2,2,2,2,,,
203,7,2,,,,,,,,,,,,
203,8,2,,,,,,,,,,,,
204,1,2,,,,,,,,,,,,
204,2,2,,,,,,,,,,,,
204,3,2,2,1,2,2,2,2,2,2,2,,,
204,4,2,,,,,,,,,,,,
204,5,2,,,,,,,,,,,,
204,9,2,2,1,2,2,2,2,2,2,2,,,
205,1,2,,,,,,,,,,,,
205,2,2,,,,,,,,,,,,
205,4,2,,,,,,,,,,,,
205,5,2,,,,,,,,,,,,
205,6,2,2,1,2,2,2,2,2,2,2,,,
205,7,2,,,,,,,,,,,,
205,8,2,,,,,,,,,,,,
206,1,2,,,,,,,,,,,,
206,2,2,,,,,,,,,,,,
206,3,2,2,1,2,2,2,2,2,2,2,,,
206,4,2,,,,,,,,,,,,
206,5,2,,,,,,,,,,,,
206,7,2,,,,,,,,,,,,
