"grappe","exploitation","passage","s11cq01","s11cq02","s11cq03","s11cq05","s11cq06","s11cq07","s11cq08","s11cq09","s11cq10","s11cq11a","s11cq11b","s11cq12","s11cq13","s11cq14a","s11cq14b","s11cq15","s11cq16a","s11cq16b","s11cq16c","s11cq17","s11cq18"
597,1,1,2,1,121,9,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,10,7,2,1,4,100,2,8
597,2,1,2,2,102,8,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,2,7,2,4,4,100,2,8
597,2,1,1,1,101,8,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,23,6,2,6,4,100,1,8
597,2,1,2,1,101,8,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,30,7,2,12,4,100,2,8
597,2,1,3,2,107,8,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,15,6,2,4,4,100,2,2
597,2,1,1,2,102,8,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,25,6,2,24,4,100,1,8
597,2,1,1,4,104,8,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,20,6,3,20,4,100,1,4
597,2,1,4,1,101,8,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,10,7,2,4,4,100,2,8
597,2,1,3,1,121,8,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,15,7,2,8,4,65,3,2
597,2,1,5,1,401,8,1,100,2,1.79769313486232e+308,2,200,2,2,1.79769313486232e+308,10,6,2,4,10,1000,2,4
597,3,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,24,6,2,15,4,100,1,5
597,3,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,15,6,2,8,4,100,1,5
597,3,1,1,3,101,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,18,6,2,10,4,100,1,5
597,3,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,10,7,2,3,4,65,1,1
597,3,1,1,4,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,20,6,2,8,4,100,1,5
597,3,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,22,6,2,5,4,100,3,4
597,3,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,5,7,2,3,4,100,2,5
597,3,1,1,2,107,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,15,6,2,3,4,100,1,1
597,5,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,20,6,2,2,4,100,1,6
597,5,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,25,6,2,3,4,100,1,6
597,5,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,22,6,2,4,4,100,1,6
597,5,1,3,2,101,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,28,6,2,26,4,100,1,6
597,5,1,4,3,101,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,5,7,2,4,4,100,1,6
597,5,1,5,1,401,1,1,100,2,1.79769313486232e+308,2,150,2,2,1.79769313486232e+308,16,6,2,1.5,10,1000,1,6
597,5,1,4,2,121,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,15,7,2,3,4,65,1,6
597,6,1,4,1,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,10,7,2,5,4,65,1,6
597,6,1,2,2,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,25,6,2,4,4,100,1,6
597,6,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,20,6,2,14,4,100,1,6
597,6,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,18,6,2,4,4,100,1,6
597,6,1,5,1,401,1,1,100,2,1.79769313486232e+308,2,250,2,2,1.79769313486232e+308,15,6,2,3,10,1000,2,4
597,6,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,28,6,2,24,4,100,1,6
597,6,1,3,2,104,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,20,6,2,15,4,100,1,6
597,7,1,4,2,401,1,1,100,2,1.79769313486232e+308,1,60,2,2,1.79769313486232e+308,15,6,2,1,10,1000,2,5
597,7,1,2,3,107,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,25,6,2,2,4,100,1,6
597,7,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,18,6,2,8,4,100,1,1
597,7,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,25,6,2,8,4,100,1,6
597,7,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,5,7,2,4,4,100,1,6
597,7,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,20,6,2,25,4,100,1,6
597,7,1,2,4,121,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,10,7,2,1,4,65,1,6
597,8,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,30,6,2,5,4,100,2,8
597,8,1,7,1,401,1,1,100,2,1.79769313486232e+308,1,100,2,2,1.79769313486232e+308,15,6,2,2.5,10,1000,2,3
597,8,1,5,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,5,7,2,12,4,100,2,8
597,8,1,3,2,104,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,18,6,2,8,4,100,2,3
597,8,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,22,6,2,9,4,100,2,8
597,8,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,25,6,2,4,4,100,2,7
597,8,1,6,1,121,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,15,7,2,4,4,65,2,5
597,9,1,2,1,101,7,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,19,6,2,1.5,4,100,1,6
597,9,1,4,2,107,7,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,15,6,2,2,4,100,1,6
597,9,1,5,2,101,7,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,5,7,2,2,4,100,1,6
597,9,1,6,1,401,7,1,100,2,1.79769313486232e+308,1,50,2,2,1.79769313486232e+308,15,6,2,0.5,10,1000,2,5
597,9,1,3,1,102,7,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,22,6,2,8,4,100,1,6
597,9,1,5,1,101,7,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,28,6,2,4,4,100,1,6
597,9,1,4,1,102,7,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,25,6,2,11,4,100,1,6
597,9,1,2,2,121,7,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,10,7,2,2,4,65,1,5
597,9,1,4,3,102,7,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,20,6,2,10,4,100,1,6
598,1,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,26,6,2,21,4,100,2,2
598,1,1,2,2,101,1,1,100,2,1.79769313486232e+308,1,27,2,2,1.79769313486232e+308,29,6,2,30,4,100,2,2
598,1,1,2,3,121,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,20,7,2,2,4,85,2,5
598,1,1,2,4,104,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,25,7,2,3,4,100,2,5
598,2,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,16,2,2,1.79769313486232e+308,22,7,2,13,4,100,2,7
598,2,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,20,7,2,7,4,100,2,7
598,2,1,2,3,121,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,28,7,2,2,4,80,2,7
598,3,1,5,1,104,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,28,6,2,5,4,100,2,2
598,3,1,6,1,103,1,1,100,1,6,1,12,2,2,1.79769313486232e+308,20,7,2,13,4,100,2,5
598,3,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,30,6,2,2,4,100,2,2
598,3,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,18,6,2,6,4,100,2,2
598,3,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,26,6,2,2,4,100,2,2
598,3,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,22,6,2,4,4,100,2,2
598,3,1,6,2,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,20,6,2,9,4,100,2,5
598,4,1,2,2,101,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,20,7,2,17,4,100,2,2
598,4,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,25,6,2,3,4,100,2,2
598,4,1,2,3,121,1,1,100,2,1.79769313486232e+308,1,45,2,2,1.79769313486232e+308,28,6,2,3,4,85,2,2
598,5,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,28,2,2,1.79769313486232e+308,25,7,3,27,4,100,2,7
598,5,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,30,6,1,1,4,100,2,7
598,6,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,27,7,2,2,4,100,2,7
598,6,1,2,2,101,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,30,6,2,2,4,100,2,7
598,6,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,30,7,2,2,4,100,2,7
598,7,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,60,2,2,1.79769313486232e+308,28,7,2,48,4,100,2,8
598,7,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,65,2,2,1.79769313486232e+308,23,7,2,55,4,100,2,9
598,7,1,3,2,121,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,30,7,2,2,4,85,2,2
598,7,1,4,1,101,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,20,7,2,4,4,100,2,7
598,8,1,1,4,121,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,30,7,2,2,4,85,2,7
598,8,1,1,3,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,24,7,2,6,4,100,2,7
598,8,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,26,7,2,8,4,100,2,7
598,8,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,17,2,2,1.79769313486232e+308,20,7,2,12,4,100,2,7
598,9,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,29,7,2,18,4,100,2,7
598,9,1,4,2,102,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,20,7,2,2,4,100,2,7
598,9,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,25,7,2,26,4,100,2,7
598,9,1,4,1,121,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,24,7,2,2,4,85,2,7
599,1,1,3,1,102,1,2,80,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,2,6,2,2,4,100,2,7
599,1,1,1,1,102,1,2,80,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,29,5,2,4,4,100,2,7
599,1,1,3,2,121,1,1,100,2,1.79769313486232e+308,1,3.5,2,2,1.79769313486232e+308,2,6,2,2,4,100,2,7
599,2,1,2,1,401,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,25,5,2,1200,1,1,2,5
599,2,1,3,1,104,1,2,80,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,27,5,2,4,4,100,2,5
599,2,1,5,1,101,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,1,6,2,7,4,100,2,5
599,2,1,4,1,102,1,2,80,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,27,5,2,7,4,100,2,5
599,2,1,1,1,104,1,2,80,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,20,5,2,2,4,100,2,5
599,2,1,6,1,103,1,1,100,1,5,1,60,2,1,11000,5,6,2,4,4,70,2,5
599,3,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,1,6,2,2.5,4,100,2,5
599,3,1,1,2,401,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,28,5,3,700,1,1,2,5
599,3,1,1,3,102,1,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,30,5,2,6,4,100,2,5
599,3,1,1,3,120,1,2,25,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,30,5,2,30,1,1,2,5
599,3,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,1,6,3,5,4,100,2,5
599,3,1,1,1,104,1,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,27,5,2,7,4,100,2,5
599,3,1,1,4,401,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,28,5,3,300,1,1,2,5
599,4,1,1,1,401,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,27,5,3,900,1,1,2,5
599,4,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,27,5,3,6,4,100,2,5
599,4,1,6,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,5,6,2,3,4,100,2,5
599,4,1,5,1,102,1,2,75,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,5,6,2,2,4,100,2,5
599,4,1,4,1,102,1,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,2,6,2,4,4,100,2,5
599,5,1,1,3,123,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,2,6,2,1,4,100,2,7
599,5,1,3,2,121,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,3,6,2,2,4,100,2,7
599,5,1,1,2,401,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,1,6,1,700,1,1,2,7
599,5,1,1,1,104,1,2,75,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,29,5,2,4,4,100,2,7
599,5,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,2,6,1,7,4,100,2,7
599,6,1,3,1,120,1,2,25,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,28,5,3,50,1,1,2,7
599,6,1,2,2,120,1,2,25,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,28,5,3,50,1,1,2,7
599,6,1,2,2,102,1,2,75,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,28,5,3,3,4,100,2,7
599,6,1,1,2,102,1,2,75,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,25,5,3,4,4,100,2,7
599,6,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,25,5,3,8,4,100,2,7
599,6,1,1,3,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,25,5,3,3.5,4,100,2,7
599,6,1,4,1,123,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,30,5,3,2,4,100,2,7
599,6,1,1,4,120,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,25,5,3,3,4,100,2,7
599,6,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,25,5,3,8,4,100,2,7
599,6,1,3,1,102,1,2,75,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,28,5,3,4,4,100,2,7
599,7,1,5,1,104,1,2,80,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,5,6,2,5,4,100,2,5
599,7,1,2,2,123,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,29,5,2,3,4,100,2,5
599,7,1,4,1,401,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,30,5,3,450,1,1,2,5
599,7,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,29,5,3,6,4,100,2,5
599,7,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,29,5,2,1,4,100,2,5
599,7,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,29,5,3,8,4,100,2,5
599,8,1,6,1,120,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,26,5,2,2,4,50,2,5
599,8,1,2,3,120,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,22,5,2,2,4,100,2,5
599,8,1,1,1,102,1,2,75,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,20,5,2,5,4,100,2,5
599,8,1,3,1,403,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,22,5,2,2,4,50,2,5
599,8,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,21,5,2,5,4,100,2,5
599,8,1,5,1,102,1,2,75,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,25,5,2,2,4,100,2,5
599,8,1,2,2,102,1,2,75,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,21,5,2,9,4,100,2,5
599,8,1,4,1,403,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,24,5,2,3,4,50,2,5
599,8,1,8,1,101,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,30,5,2,5,4,100,2,5
599,8,1,7,1,123,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,26,5,2,2,4,50,2,5
600,1,1,4,1,401,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,2,6,2,200,1,1,2,7
600,1,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,30,5,2,7,4,100,2,7
600,1,1,1,1,102,1,2,80,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,28,5,2,8,4,100,2,7
600,1,1,3,2,104,1,2,80,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,2,6,2,2,4,100,2,7
600,1,1,1,2,401,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,30,5,2,800,1,1,2,7
600,1,1,5,1,123,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,2,6,2,1.5,4,100,2,7
600,2,1,1,1,104,3,2,80,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,25,5,2,3,4,100,2,7
600,2,1,4,1,102,3,2,80,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,30,5,2,5,4,100,2,7
600,2,1,5,1,101,3,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,2,6,2,4,4,100,2,7
600,2,1,1,2,102,3,2,80,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,25,5,2,3,4,100,2,7
600,2,1,2,1,401,3,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,27,5,2,500,1,1,2,7
600,2,1,3,1,102,3,2,80,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,27,5,2,2,4,100,2,7
600,3,1,3,2,401,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,1,6,3,1200,1,1,2,5
600,3,1,2,1,102,1,2,75,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,1,6,3,5,4,100,2,5
600,3,1,3,1,102,1,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,3,6,3,8,4,100,2,5
600,3,1,2,1,120,1,2,25,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,6,3,50,1,1,2,5
600,3,1,1,1,120,1,2,25,2,1.79769313486232e+308,1,2,2,1,600,1,6,2,50,1,1,2,5
600,3,1,1,1,104,1,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,1,6,2,5,4,100,2,5
600,4,1,2,1,401,3,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,1,6,3,600,1,1,2,5
600,4,1,3,1,104,3,2,80,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,3,6,2,4,4,100,2,5
600,5,1,2,1,123,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,28,5,2,2,4,100,2,7
600,5,1,4,1,104,1,2,80,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,2,6,2,6.5,4,100,2,7
600,5,1,3,1,102,1,2,80,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,30,5,2,4.5,4,100,2,7
600,5,1,1,1,102,1,2,80,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,28,5,2,4,4,100,2,7
600,6,1,2,1,102,4,2,75,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,28,5,2,3,4,100,2,7
600,6,1,4,1,120,4,2,25,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,6,2,40,1,1,2,7
600,6,1,1,1,120,4,2,25,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,25,5,2,1,4,100,2,7
600,6,1,4,1,104,4,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,2,6,2,6,4,100,2,7
600,6,1,1,1,102,4,2,75,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,25,5,2,4,4,100,2,7
600,6,1,2,1,120,4,2,25,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,28,5,2,20,1,1,2,7
600,6,1,3,1,401,4,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,30,5,2,900,1,1,2,7
600,6,1,4,2,121,4,1,100,2,1.79769313486232e+308,1,20,2,1,5000,4,6,2,3,4,100,2,7
600,7,1,2,2,401,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,26,5,3,700,1,1,2,7
600,7,1,1,2,102,1,2,80,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,29,5,2,3,4,100,2,7
600,7,1,1,1,104,1,2,80,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,29,5,2,3,4,100,2,7
600,7,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,1,6,2,14,4,100,2,7
600,8,1,3,3,102,1,2,80,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,1,6,2,2.5,4,100,2,7
600,8,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,27,5,2,4,4,100,2,7
600,8,1,1,1,102,1,2,80,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,28,5,2,3,4,100,2,7
600,8,1,3,2,104,1,2,80,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,30,5,2,3.5,4,100,2,7
600,8,1,2,1,401,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,25,5,3,350,1,1,2,7
600,9,1,4,1,120,1,2,25,2,1.79769313486232e+308,1,1,2,1,1000,2,6,2,25,1,1,2,7
600,9,1,2,1,120,1,2,25,2,1.79769313486232e+308,1,2,2,1,1000,25,5,2,20,1,1,2,7
600,9,1,4,1,102,1,2,75,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,2,6,2,3.5,4,100,2,7
600,9,1,3,1,102,1,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,30,5,2,7,4,100,2,7
600,9,1,5,1,401,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,30,5,2,550,1,1,2,7
600,9,1,3,1,120,1,2,25,2,1.79769313486232e+308,1,5,2,1,2500,30,5,2,40,1,1,2,7
600,9,1,2,1,104,1,2,75,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,25,5,2,2.5,4,100,2,7
600,9,1,1,1,401,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,25,5,2,400,1,1,2,7
601,1,1,4,1,101,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,4,6,1,18,4,100,2,5
601,1,1,1,1,102,1,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,25,5,2,6,4,100,2,5
601,1,1,3,1,401,1,1,100,2,1.79769313486232e+308,1,60,2,2,1.79769313486232e+308,1,6,1,2700,1,1,2,5
601,1,1,5,1,102,1,2,75,2,1.79769313486232e+308,1,13,2,2,1.79769313486232e+308,25,5,2,9,4,100,2,5
601,2,1,3,2,401,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,2,6,3,700,1,1,2,5
601,2,1,4,1,101,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,2,6,3,7,4,100,2,5
601,2,1,3,1,102,1,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,29,5,2,6,4,100,2,5
601,2,1,1,1,102,1,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,25,5,2,4,4,100,2,5
601,3,1,3,1,120,1,2,25,2,1.79769313486232e+308,1,0.5,2,2,1.79769313486232e+308,1,6,2,20,1,1,2,7
601,3,1,4,1,101,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,2,6,2,5,4,100,2,7
601,3,1,3,3,401,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,29,5,2,200,1,1,2,7
601,3,1,3,2,104,1,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,3,6,2,8,4,100,2,7
601,3,1,3,2,120,1,2,25,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,3,6,2,50,1,1,2,7
601,3,1,5,1,102,1,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,3,6,2,5,4,100,2,7
601,3,1,3,1,102,1,2,75,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,1,6,2,3,4,100,2,7
601,3,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,30,5,2,4,4,100,2,7
601,3,1,5,1,120,1,2,25,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,3,6,2,50,1,1,2,7
601,4,1,2,1,401,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,27,5,3,400,1,1,2,7
601,4,1,7,1,101,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,30,5,3,4,4,100,2,7
601,4,1,9,1,102,1,2,75,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,3,6,2,6,4,100,2,7
