"grappe","exploitation","passage","s11cq01","s11cq02","s11cq03","s11cq05","s11cq06","s11cq07","s11cq08","s11cq09","s11cq10","s11cq11a","s11cq11b","s11cq12","s11cq13","s11cq14a","s11cq14b","s11cq15","s11cq16a","s11cq16b","s11cq16c","s11cq17","s11cq18"
291,9,1,6,1,121,1,1,100,2,1.79769313486232e+308,1,37,2,2,1.79769313486232e+308,30,6,3,48,4,100,2,7
291,9,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,23,2,2,1.79769313486232e+308,3,6,3,24,4,100,3,7
291,9,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,17,6,2,55,4,100,3,7
291,9,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,14,2,2,1.79769313486232e+308,3,6,3,25,4,100,2,7
292,1,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,17,7,2,6,4,100,2,5
292,1,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,14,7,2,14,4,100,2,5
292,2,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,18,7,2,4,4,100,2,5
292,2,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,22,7,2,3,4,100,2,5
292,3,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,17,7,2,4,4,100,2,5
292,3,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,18,7,2,4,4,100,2,5
292,4,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,90,2,2,1.79769313486232e+308,18,7,2,21,4,100,2,5
292,6,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,22,7,2,7,4,100,2,5
292,6,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,45,2,2,1.79769313486232e+308,27,7,2,14,4,100,2,5
292,6,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,29,7,2,6,4,100,2,5
292,7,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,22,7,2,2,4,100,2,5
292,7,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,12,7,2,2,4,100,2,5
292,8,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,29,7,2,6,4,100,2,5
292,8,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,23,7,2,7,4,100,2,5
292,8,1,4,1,101,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,27,7,2,14,4,100,2,5
292,9,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,9,8,2,5,4,100,2,5
292,9,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,18,7,2,7,4,100,2,5
292,9,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,45,2,2,1.79769313486232e+308,23,7,2,14,4,100,2,5
292,9,1,5,1,120,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,9,8,2,5,6,25,2,5
293,1,1,5,2,120,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,20,8,2,2,4,100,3,4
293,1,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,2,8,2,35,4,100,2,7
293,1,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,15,8,3,10,4,100,2,4
293,1,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,10,8,2,25,4,100,2,7
293,1,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,35,2,2,1.79769313486232e+308,18,8,3,15,4,100,2,7
293,1,1,5,1,101,1,1,100,2,1.79769313486232e+308,1,3.5,2,2,1.79769313486232e+308,7,8,3,30,4,100,2,7
293,2,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,11,8,2,10,4,100,2,7
293,2,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,28,7,2,25,4,100,2,7
293,2,1,4,2,124,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,1,8,2,5,4,100,2,7
293,2,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,15,8,2,8,4,100,2,7
293,2,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,8,8,2,15,4,100,2,7
293,2,1,4,3,101,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,12,8,2,25,4,100,2,7
293,3,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,28,7,2,15,4,100,2,4
293,3,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,2,8,2,20,4,100,2,4
293,3,1,3,2,102,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,10,8,2,40,4,100,2,4
293,3,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,20,8,2,15,4,100,2,4
293,3,1,2,3,121,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,5,8,2,10,4,100,2,4
293,3,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,2.5,2,2,1.79769313486232e+308,8,8,2,15,4,100,2,4
293,4,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,12,8,2,10,4,100,2,4
293,4,1,2,2,101,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,30,7,2,10,4,100,2,7
293,4,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,16,2,2,1.79769313486232e+308,3,8,2,55,4,100,2,4
293,4,1,1,3,120,1,1,100,2,1.79769313486232e+308,1,0.25,2,2,1.79769313486232e+308,20,8,2,1,4,50,2,4
293,4,1,3,2,104,1,1,100,2,1.79769313486232e+308,1,21,2,2,1.79769313486232e+308,2,8,2,15,4,100,2,4
293,4,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,9,8,2,15,4,100,2,7
293,5,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,30,7,2,5,4,100,2,4
293,5,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,7,8,3,10,4,100,2,7
293,5,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,8,2,12,4,100,2,7
293,5,1,3,2,124,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,14,8,2,3,4,100,2,4
293,5,1,3,1,213,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,6,8,2,6,2,300,2,10
293,6,1,4,3,213,1,1,100,2,1.79769313486232e+308,1,0.5,2,2,1.79769313486232e+308,25,8,2,5,2,300,2,10
293,6,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,11,8,2,5,4,100,2,4
293,6,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,1.5,2,2,1.79769313486232e+308,30,7,2,10,4,100,2,4
293,6,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,25,7,2,20,4,100,2,4
293,6,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,20,7,2,33,4,100,2,4
293,6,1,4,1,120,1,1,100,2,1.79769313486232e+308,1,0.25,2,2,1.79769313486232e+308,20,8,2,2,4,100,2,4
293,6,1,5,1,121,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,18,8,2,7,4,100,2,7
293,6,1,6,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,29,7,2,6,4,100,2,7
293,7,1,4,4,213,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,21,8,2,12,2,300,2,10
293,7,1,4,3,124,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,20,8,3,5,4,100,1,1
293,7,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,30,7,3,15,4,100,2,4
293,7,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,15,8,2,14,4,100,2,4
293,7,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,25,7,2,20,4,100,2,4
293,7,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,2,8,2,12,4,100,2,9
293,7,1,3,2,101,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,9,8,2,10,4,100,2,4
293,7,1,4,2,102,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,10,8,2,35,4,100,2,4
293,7,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,38,2,2,1.79769313486232e+308,5,8,2,8,4,100,2,4
293,8,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,33,2,2,1.79769313486232e+308,10,8,3,10,4,100,2,4
293,8,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,2,8,2,45,4,100,2,4
293,8,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,28,7,2,12,4,100,2,4
293,8,1,2,3,104,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,15,8,2,15,4,100,2,4
293,8,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,30,7,2,25,4,100,2,4
293,9,1,1,2,104,1,1,100,2,1.79769313486232e+308,1,2.5,2,2,1.79769313486232e+308,20,7,2,5,4,100,2,7
293,9,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,9,8,3,8,4,100,2,7
293,9,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,2,8,2,10,4,100,2,7
294,1,1,3,2,121,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,10,8,2,8,4,100,2,7
294,1,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,2,8,2,12,4,100,2,7
294,1,1,3,4,104,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,9,8,2,15,4,100,2,7
294,1,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,29,7,2,10,4,100,2,7
294,1,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,4,8,2,5,4,100,2,7
294,1,1,3,3,102,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,20,7,2,7,4,100,2,7
294,2,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,27,7,2,20,4,100,1,4
294,2,1,4,1,213,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,15,8,2,10,4,100,2,4
294,2,1,2,3,104,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,5,8,2,25,4,100,2,4
294,2,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,13,2,2,1.79769313486232e+308,19,7,2,38,4,100,2,4
294,2,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,17,7,2,34,4,100,2,4
294,2,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,23,7,2,12,4,100,2,4
294,3,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,5,8,2,8,4,100,2,7
294,3,1,3,3,120,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,8,3,5,4,100,3,7
294,3,1,3,2,104,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,27,7,2,18,4,100,2,7
294,3,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,29,7,2,35,4,100,2,7
294,3,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,27,2,2,1.79769313486232e+308,12,8,2,12,4,100,2,7
294,4,1,3,2,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,4,8,2,10,4,100,2,7
294,4,1,2,2,120,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,9,7,2,2,4,100,2,7
294,4,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,1,8,2,31,4,100,2,7
294,4,1,2,3,102,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,5,7,2,25,4,100,2,7
294,4,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,29,7,2,12,4,100,2,7
294,4,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,25,7,2,55,4,100,2,7
294,5,1,2,3,102,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,2,8,2,35,4,100,2,7
294,5,1,3,1,120,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,12,8,2,1,4,100,2,7
294,5,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,24,7,2,10,4,100,2,7
294,5,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,25,7,2,15,4,100,2,7
294,5,1,2,2,104,1,1,100,2,1.79769313486232e+308,1,28,2,2,1.79769313486232e+308,30,7,2,25,4,100,2,7
294,5,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,20,7,2,12,4,100,2,7
294,6,1,1,4,104,1,1,100,2,1.79769313486232e+308,1,13,2,2,1.79769313486232e+308,10,8,2,8,4,100,2,7
294,6,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,18,7,2,35,4,100,2,7
294,6,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,6,8,2,10,4,100,2,7
294,6,1,3,2,121,1,1,100,2,1.79769313486232e+308,1,28,2,2,1.79769313486232e+308,12,8,2,7,4,100,2,7
294,6,1,1,3,121,1,1,100,2,1.79769313486232e+308,1,38,2,2,1.79769313486232e+308,15,8,2,12,4,100,2,7
294,6,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,21,7,2,25,4,100,2,7
294,7,1,3,1,120,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,15,8,2,1,4,50,2,7
294,7,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,18,7,2,42,4,100,2,7
294,7,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,27,2,2,1.79769313486232e+308,12,8,2,10,4,100,2,7
294,7,1,2,3,104,1,1,100,2,1.79769313486232e+308,1,17,2,2,1.79769313486232e+308,16,8,2,7,4,100,2,7
294,7,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,21,7,2,23,4,100,2,7
294,7,1,1,3,121,1,1,100,2,1.79769313486232e+308,1,38,2,2,1.79769313486232e+308,30,7,2,15,4,100,2,7
294,8,1,1,4,213,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,5,8,3,12,2,250,2,10
294,8,1,2,2,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,9,8,2,23,4,100,2,7
294,8,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,25,7,2,12,4,100,2,7
294,8,1,1,3,121,1,1,100,2,1.79769313486232e+308,1,28,2,2,1.79769313486232e+308,23,7,2,7,4,100,2,7
294,8,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,19,7,2,9,4,100,2,7
294,9,1,1,3,101,1,1,100,2,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,28,7,2,12,4,100,2,7
294,9,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,19,7,2,7,4,100,2,7
294,9,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,48,2,2,1.79769313486232e+308,3,8,2,25,4,100,2,7
294,9,1,2,2,102,1,1,100,2,1.79769313486232e+308,1,11,2,2,1.79769313486232e+308,21,7,2,22,4,100,2,7
294,9,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,16,2,2,1.79769313486232e+308,23,7,2,32,4,100,2,7
294,9,1,3,2,121,1,1,100,2,1.79769313486232e+308,1,29,2,2,1.79769313486232e+308,15,8,2,9,4,100,2,7
295,1,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,1,6,2,25,4,100,2,4
295,1,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,1,6,2,5,4,100,2,7
295,2,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,1,6,2,5,4,100,3,7
295,3,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,1,6,2,30,4,100,2,7
295,3,1,1,2,101,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,1,7,2,14,4,100,2,4
295,4,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,16,2,2,1.79769313486232e+308,1,7,2,35,4,100,2,7
295,4,1,3,1,120,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,1,6,2,3,1,100,3,7
295,5,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,35,2,2,1.79769313486232e+308,1,6,2,45,1,100,2,7
295,6,1,4,1,120,1,1,100,2,1.79769313486232e+308,1,6,2,1,1000,30,7,2,3,4,100,2,7
295,6,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,1,7,2,12,4,100,2,7
295,6,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,24,6,2,3,1,100,2,7
295,7,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,35,2,2,1.79769313486232e+308,1,6,2,56,4,100,2,7
295,7,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,5,7,1,9,4,100,2,4
295,7,1,3,1,120,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,1,7,3,3,4,100,2,4
295,8,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,1,7,2,30,4,100,2,7
295,8,1,1,2,104,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,1,6,2,6,4,100,2,7
295,9,1,1,2,401,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,1,6,3,150,4,100,2,7
295,9,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,35,2,2,1.79769313486232e+308,1,6,3,68,4,100,2,7
296,1,1,1,1,101,1,1,100,2,1.79769313486232e+308,2,20,2,2,1.79769313486232e+308,25,6,2,12,4,100,2,4
296,1,1,2,1,124,1,1,100,2,1.79769313486232e+308,2,3,2,2,1.79769313486232e+308,28,6,2,3,4,100,2,4
296,2,1,1,1,101,1,1,100,2,1.79769313486232e+308,2,40,2,2,1.79769313486232e+308,25,6,2,40,4,100,2,4
296,2,1,4,1,124,1,1,100,2,1.79769313486232e+308,2,5,2,2,1.79769313486232e+308,7,7,2,2,4,100,2,5
296,2,1,3,1,121,1,1,100,2,1.79769313486232e+308,2,20,2,2,1.79769313486232e+308,2,7,2,4,4,50,2,4
296,3,1,2,1,121,1,1,100,2,1.79769313486232e+308,2,90,2,2,1.79769313486232e+308,25,6,2,30,4,100,2,4
296,3,1,2,2,124,1,1,100,2,1.79769313486232e+308,4,10,2,2,1.79769313486232e+308,3,7,2,14,4,100,2,4
296,3,1,2,3,101,1,1,100,2,1.79769313486232e+308,2,40,2,2,1.79769313486232e+308,7,7,2,40,4,100,2,4
296,4,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,28,6,2,2,4,50,2,5
296,4,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,23,2,2,1.79769313486232e+308,4,7,2,20,4,100,2,4
296,5,1,3,1,124,1,1,100,2,1.79769313486232e+308,2,5,2,2,1.79769313486232e+308,4,7,2,2,4,100,2,5
296,5,1,2,1,121,1,1,100,2,1.79769313486232e+308,2,50,2,2,1.79769313486232e+308,26,6,2,21,4,100,2,4
296,5,1,1,1,101,1,1,100,2,1.79769313486232e+308,2,40,2,2,1.79769313486232e+308,23,6,2,20,4,100,2,4
296,6,1,4,1,101,1,1,100,2,1.79769313486232e+308,2,4,2,2,1.79769313486232e+308,3,7,2,5,4,100,2,5
296,6,1,2,1,124,1,1,100,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,25,6,2,1,4,100,2,5
296,6,1,2,2,121,1,1,100,2,1.79769313486232e+308,2,10,2,2,1.79769313486232e+308,28,6,2,4,4,50,2,5
296,6,1,1,1,101,1,1,100,2,1.79769313486232e+308,2,10,2,2,1.79769313486232e+308,22,6,2,6,4,100,2,4
296,7,1,4,1,104,1,1,100,2,1.79769313486232e+308,2,6,2,2,1.79769313486232e+308,4,7,2,5,4,50,2,4
296,7,1,2,1,102,1,1,100,2,1.79769313486232e+308,2,20,2,2,1.79769313486232e+308,28,6,2,12,4,100,2,4
296,7,1,3,1,121,1,1,100,2,1.79769313486232e+308,2,10,2,2,1.79769313486232e+308,30,6,2,2,4,50,2,4
296,8,1,2,1,101,1,1,100,2,1.79769313486232e+308,2,5,2,2,1.79769313486232e+308,3,7,2,3,4,50,2,5
296,8,1,1,2,121,1,1,100,2,1.79769313486232e+308,2,5,2,2,1.79769313486232e+308,29,6,2,4,4,50,2,4
296,9,1,2,1,101,1,1,100,2,1.79769313486232e+308,2,20,2,2,1.79769313486232e+308,28,6,2,13,4,100,2,4
296,9,1,3,1,121,1,1,100,2,1.79769313486232e+308,2,20,2,2,1.79769313486232e+308,2,7,2,5,4,100,2,4
296,9,1,1,1,101,1,1,100,2,1.79769313486232e+308,2,35,2,2,1.79769313486232e+308,25,6,2,20,4,100,2,4
297,1,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,11,2,2,1.79769313486232e+308,11,6,2,18,4,100,2,7
297,1,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,25,6,3,28,4,100,2,4
297,1,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,6,6,2,12,4,100,2,7
297,2,1,1,2,101,1,1,100,2,1.79769313486232e+308,1,28,2,2,1.79769313486232e+308,11,6,2,56,4,100,2,4
297,2,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,14,2,2,1.79769313486232e+308,25,6,2,16,4,100,2,7
297,2,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,35,2,2,1.79769313486232e+308,5,6,2,60,4,100,2,7
297,3,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,17,2,2,1.79769313486232e+308,10,6,2,31,4,100,2,7
297,3,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,4,6,2,7,4,100,2,7
297,3,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,15,6,2,20,4,100,2,7
297,4,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,12,6,2,14,4,100,2,7
297,4,1,1,3,121,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,21,6,2,8,4,100,2,7
297,5,1,2,2,102,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,17,6,3,22,4,100,3,7
297,5,1,1,3,124,1,1,100,2,1.79769313486232e+308,1,15,2,1,15000,20,6,2,20,4,100,2,4
297,5,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,9,6,2,3,4,100,3,7
297,5,1,1,4,120,1,1,100,2,1.79769313486232e+308,1,13,2,2,1.79769313486232e+308,27,6,2,5,4,100,2,7
297,5,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,4,6,2,3,4,100,2,7
297,5,1,1,2,101,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,12,6,2,35,4,100,2,4
297,5,1,3,1,120,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,30,6,3,3,4,100,2,7
297,6,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,10,6,3,32,4,100,2,7
297,6,1,2,1,120,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,21,6,3,7,4,100,2,7
297,6,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,9,6,2,1,4,100,3,7
297,6,1,1,3,104,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,15,6,3,38,4,100,2,7
297,7,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,17,6,2,42,4,100,2,7
297,7,1,1,2,101,1,1,100,2,1.79769313486232e+308,1,22,2,2,1.79769313486232e+308,8,6,3,23,4,100,3,7
297,7,1,2,2,120,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,12,6,2,4,4,100,2,7
297,7,1,1,3,104,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,23,6,2,21,4,100,3,7
297,8,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,33,2,2,1.79769313486232e+308,7,6,3,37,4,100,3,7
297,8,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,19,6,3,7,4,100,2,7
297,8,1,2,2,120,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,24,6,2,5,4,100,2,7
297,9,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,33,2,2,1.79769313486232e+308,11,6,2,39,4,100,2,7
297,9,1,1,3,124,1,1,100,2,1.79769313486232e+308,1,15,2,1,15000,21,6,2,24,4,100,2,7
298,1,1,1,2,124,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,12,7,2,1,4,100,2,5
298,1,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,23,7,2,5,4,100,2,5
298,2,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,24,7,2,3,4,100,2,5
298,2,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,50,2,2,1.79769313486232e+308,12,8,2,9,4,100,2,5
298,2,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,19,2,2,1.79769313486232e+308,21,7,2,7,4,100,2,5
