"grappe","exploitation","passage","typequest","s0q01","s0q02","s0q03","s0q04","s0q06","s0q09","s0q10","s0q18","s0q19","s0q20","s0q21a","s0q21b","s0q21c","s0q21d","s0q21e","s0q22a","s0q22b","s0q22c","s0q22d","s0q22e","s0q23a","s0q23b","s0q23c","s0q24","s0q25","s0q26","s0q27","s0q28","s9aq00","s9bq13","s11bq00"
1006,4,1,2,9,92,9202,1,57,1,1.79769313486232e+308,631,631,631,25,10,2017,12,31,25,10,2017,13,43,25,10,2017,1,1,1,1,9,2,2,2
1006,5,1,2,9,92,9202,1,57,1,1.79769313486232e+308,631,631,631,30,10,2017,7,19,30,10,2017,7,55,30,10,2017,1,1,1,1,7,2,2,2
1006,6,1,2,9,92,9202,1,57,1,1.79769313486232e+308,631,631,631,29,10,2017,8,25,29,10,2017,9,50,29,10,2017,1,1,1,1,15,1,2,2
1006,7,1,2,9,92,9202,1,57,1,1.79769313486232e+308,631,631,631,25,10,2017,10,13,25,10,2017,10,37,25,10,2017,1,1,1,1,3,2,2,2
1006,8,1,2,9,92,9202,1,57,1,1.79769313486232e+308,631,631,631,25,10,2017,8,45,25,10,2017,10,3,25,10,2017,1,1,1,1,10,1,2,2
1006,9,1,2,9,92,9202,1,57,1,1.79769313486232e+308,631,631,631,28,10,2017,10,11,28,10,2017,11,41,28,10,2017,1,1,1,1,11,1,2,2
1007,1,1,2,9,92,9202,1,82,1,1.79769313486232e+308,631,632,632,26,10,2017,13,41,26,10,2017,22,38,26,10,2017,1,1,1,1,6,2,2,2
1007,2,1,2,9,92,9202,1,82,1,1.79769313486232e+308,631,632,632,6,11,2017,22,42,8,11,2017,21,41,6,11,2017,1,1,1,1,9,1,2,2
1007,3,1,2,9,92,9202,1,82,1,1.79769313486232e+308,631,632,632,1,11,2017,8,36,2,11,2017,15,39,1,11,2017,1,1,1,1,8,1,2,2
1007,5,1,2,9,92,9202,1,82,1,1.79769313486232e+308,631,632,632,30,10,2017,22,16,31,10,2017,10,0,30,10,2017,1,1,1,1,6,1,2,2
1007,6,1,2,9,92,9202,1,82,1,1.79769313486232e+308,631,632,632,2,11,2017,16,29,3,11,2017,13,4,2,11,2017,1,1,1,1,6,1,2,2
1007,7,1,2,9,92,9202,1,82,1,1.79769313486232e+308,631,632,632,31,10,2017,10,0,1,11,2017,8,34,31,10,2017,1,1,1,1,14,2,1,2
1007,8,1,2,9,92,9202,1,82,1,1.79769313486232e+308,631,632,632,27,10,2017,9,31,30,10,2017,20,33,27,10,2017,1,1,1,1,6,2,2,2
1007,9,1,2,9,92,9202,1,82,1,1.79769313486232e+308,631,632,632,3,11,2017,13,10,6,11,2017,22,40,3,11,2017,1,1,1,1,9,2,2,2
1008,1,1,2,9,92,9202,1,91,1,1.79769313486232e+308,631,632,632,21,11,2017,13,23,21,11,2017,18,52,21,11,2017,1,1,1,1,12,2,2,2
1008,2,1,2,9,92,9202,1,91,1,1.79769313486232e+308,631,632,632,21,11,2017,18,54,30,11,2017,22,58,21,11,2017,1,1,1,1,42,2,2,2
1008,3,1,2,9,92,9202,1,91,1,1.79769313486232e+308,631,632,632,29,11,2017,15,4,29,11,2017,16,5,29,11,2017,1,1,1,1,5,2,2,2
1008,4,1,2,9,92,9202,1,91,1,1.79769313486232e+308,631,632,632,28,11,2017,22,10,29,11,2017,15,3,28,11,2017,1,1,1,1,18,2,2,2
1008,5,1,2,9,92,9202,1,91,1,1.79769313486232e+308,631,632,632,23,11,2017,14,5,27,11,2017,10,14,23,11,2017,1,1,1,1,50,2,2,2
1008,6,1,2,9,92,9202,1,91,1,1.79769313486232e+308,631,632,632,27,11,2017,10,15,28,11,2017,19,1,27,11,2017,1,1,1,1,30,2,2,2
1008,7,1,2,9,92,9202,1,91,1,1.79769313486232e+308,631,632,632,16,11,2017,18,8,16,11,2017,20,20,16,11,2017,1,1,1,1,23,2,2,2
1008,8,1,2,9,92,9202,1,91,1,1.79769313486232e+308,631,632,632,28,11,2017,20,43,28,11,2017,22,1,28,11,2017,1,1,1,1,6,1,2,2
1008,9,1,2,9,92,9202,1,91,2,2,631,632,632,22,11,2017,9,35,22,11,2017,10,33,22,11,2017,1,7,1,1,7,2,2,2
1009,1,1,2,9,92,9202,1,95,1,1.79769313486232e+308,631,632,632,21,11,2017,11,51,21,11,2017,13,21,21,11,2017,1,1,1,1,4,2,2,2
1009,2,1,2,9,92,9202,1,95,1,1.79769313486232e+308,631,632,632,8,11,2017,22,0,14,11,2017,12,11,8,11,2017,1,1,1,1,10,2,2,2
1009,3,1,2,9,92,9202,1,95,1,1.79769313486232e+308,631,632,632,4,11,2017,10,3,19,11,2017,10,54,4,11,2017,1,1,1,1,2,1,2,2
1009,4,1,2,9,92,9202,1,95,2,2,631,631,631,21,11,2017,13,52,22,11,2017,22,37,21,11,2017,1,1,1,1,15,2,2,2
1009,5,1,2,9,92,9202,1,95,2,1,631,632,632,22,11,2017,22,37,23,11,2017,14,4,22,11,2017,1,1,1,1,12,2,2,2
1009,6,1,2,9,92,9202,1,95,1,1.79769313486232e+308,631,632,632,14,11,2017,12,14,16,11,2017,13,48,14,11,2017,1,1,1,1,7,2,2,2
1009,7,1,2,9,92,9202,1,95,1,1.79769313486232e+308,631,632,632,16,11,2017,13,50,17,11,2017,14,25,16,11,2017,1,1,1,1,4,2,2,2
1009,8,1,2,9,92,9202,1,95,1,1.79769313486232e+308,631,632,632,19,11,2017,10,55,20,11,2017,13,23,19,11,2017,1,1,1,1,6,1,2,2
1009,9,1,2,9,92,9202,1,95,1,1.79769313486232e+308,631,632,632,20,11,2017,13,25,21,11,2017,11,46,20,11,2017,1,1,1,1,7,2,2,2
1010,1,1,2,9,93,9303,1,8,1,1.79769313486232e+308,631,636,636,13,11,2017,20,5,14,11,2017,7,57,13,11,2017,1,1,1,1,6,2,1,2
1010,2,1,2,9,93,9303,1,8,1,1.79769313486232e+308,631,636,636,18,11,2017,14,9,18,11,2017,15,18,18,11,2017,1,1,1,1,9,2,1,2
1010,3,1,2,9,93,9303,1,8,1,1.79769313486232e+308,631,636,636,13,11,2017,16,42,13,11,2017,20,5,13,11,2017,1,1,1,1,12,2,2,2
1010,4,1,2,9,93,9303,1,8,1,1.79769313486232e+308,631,636,636,18,11,2017,10,9,18,11,2017,13,28,18,11,2017,1,1,1,1,4,2,2,2
1010,5,1,2,9,93,9303,1,8,1,1.79769313486232e+308,631,636,636,16,11,2017,16,52,16,11,2017,22,11,16,11,2017,1,1,1,1,7,2,1,2
1010,6,1,2,9,93,9303,1,8,2,1,631,636,636,19,11,2017,0,7,20,11,2017,8,48,19,11,2017,1,1,1,1,9,2,2,2
1010,7,1,2,9,93,9303,1,8,1,1.79769313486232e+308,631,636,636,16,11,2017,22,15,16,11,2017,23,18,16,11,2017,1,1,1,1,4,2,2,2
1010,8,1,2,9,93,9303,1,8,1,1.79769313486232e+308,631,636,636,20,11,2017,8,50,20,11,2017,9,41,20,11,2017,1,1,1,1,2,2,2,2
1010,9,1,2,9,93,9303,1,8,1,1.79769313486232e+308,631,636,636,20,11,2017,11,27,20,11,2017,13,4,20,11,2017,1,1,1,1,13,2,2,2
1011,1,1,2,9,93,9303,1,10,1,1.79769313486232e+308,631,636,636,4,11,2017,0,24,5,11,2017,0,48,4,11,2017,1,1,1,1,12,2,2,2
1011,2,1,2,9,93,9303,1,10,1,1.79769313486232e+308,631,636,636,5,11,2017,1,9,5,11,2017,22,50,5,11,2017,1,1,1,1,7,2,2,2
1011,3,1,2,9,93,9303,1,10,1,1.79769313486232e+308,631,636,636,7,11,2017,19,32,7,11,2017,20,14,7,11,2017,1,1,1,1,4,2,2,2
1011,5,1,2,9,93,9303,1,10,1,1.79769313486232e+308,631,636,636,6,11,2017,23,19,7,11,2017,11,40,6,11,2017,1,1,1,1,7,2,2,2
1011,6,1,2,9,93,9303,1,10,1,1.79769313486232e+308,631,636,636,8,11,2017,19,59,9,11,2017,9,39,8,11,2017,1,1,1,1,22,2,2,1
1011,7,1,2,9,93,9303,1,10,1,1.79769313486232e+308,631,636,636,5,11,2017,22,58,6,11,2017,2,20,5,11,2017,1,1,1,1,20,2,2,1
1011,8,1,2,9,93,9303,1,10,1,1.79769313486232e+308,631,636,636,3,11,2017,12,58,9,11,2017,18,46,3,11,2017,1,1,1,1,18,2,2,1
1011,9,1,2,9,93,9303,1,10,1,1.79769313486232e+308,631,636,636,1,11,2017,17,57,7,11,2017,19,25,1,11,2017,1,1,1,1,36,1,2,2
1012,1,1,2,9,93,9303,1,29,1,1.79769313486232e+308,631,631,631,22,10,2017,17,11,22,10,2017,19,31,22,10,2017,1,1,1,1,32,2,2,2
1012,2,1,2,9,93,9303,1,29,1,1.79769313486232e+308,631,631,631,22,10,2017,12,11,22,10,2017,13,6,22,10,2017,1,1,1,1,5,2,2,2
1012,3,1,2,9,93,9303,1,29,1,1.79769313486232e+308,631,631,631,20,10,2017,9,37,20,10,2017,12,52,20,10,2017,1,1,1,1,19,2,2,2
1012,4,1,2,9,93,9303,1,29,1,1.79769313486232e+308,631,631,631,24,10,2017,16,37,24,10,2017,17,37,24,10,2017,1,1,1,1,8,2,2,2
1012,5,1,2,9,93,9303,1,29,1,1.79769313486232e+308,631,631,631,21,10,2017,12,35,21,10,2017,13,19,21,10,2017,1,1,1,1,4,2,2,2
1012,6,1,2,9,93,9303,1,29,1,1.79769313486232e+308,631,631,631,20,10,2017,13,24,20,10,2017,14,38,20,10,2017,1,1,1,1,7,2,2,2
1012,7,1,2,9,93,9303,1,29,1,1.79769313486232e+308,631,631,631,20,10,2017,20,10,20,10,2017,20,42,20,10,2017,1,1,1,1,1,2,1,2
1012,8,1,2,9,93,9303,1,29,1,1.79769313486232e+308,631,631,631,21,10,2017,9,36,21,10,2017,11,56,21,10,2017,1,1,1,1,17,2,2,2
1012,9,1,2,9,93,9303,1,29,1,1.79769313486232e+308,631,631,631,24,10,2017,15,36,24,10,2017,16,22,24,10,2017,1,1,1,1,7,2,2,2
1013,1,1,2,9,93,9303,1,47,1,1.79769313486232e+308,631,636,636,28,10,2017,10,11,30,10,2017,15,9,28,10,2017,1,1,1,1,9,2,2,2
1013,2,1,2,9,93,9303,1,47,1,1.79769313486232e+308,631,636,636,29,10,2017,18,32,2,11,2017,23,33,29,10,2017,1,1,1,1,10,2,2,2
1013,3,1,2,9,93,9303,1,47,1,1.79769313486232e+308,631,636,636,30,10,2017,0,31,2,11,2017,19,4,30,10,2017,1,1,1,1,12,1,2,2
1013,4,1,2,9,93,9303,1,47,1,1.79769313486232e+308,631,636,636,1,11,2017,21,51,2,11,2017,16,6,1,11,2017,1,1,1,1,15,2,2,2
1013,5,1,2,9,93,9303,1,47,1,1.79769313486232e+308,631,636,636,30,10,2017,16,39,2,11,2017,0,55,30,10,2017,1,1,1,1,10,2,2,2
1013,6,1,2,9,93,9303,1,47,1,1.79769313486232e+308,631,636,636,1,11,2017,21,53,2,11,2017,0,41,1,11,2017,1,1,1,1,18,2,2,2
1013,7,1,2,9,93,9303,1,47,1,1.79769313486232e+308,631,636,636,2,11,2017,23,41,3,11,2017,1,7,2,11,2017,1,1,1,1,10,2,2,2
1013,8,1,2,9,93,9303,1,47,1,1.79769313486232e+308,631,636,636,3,11,2017,1,28,3,11,2017,2,57,3,11,2017,1,1,1,1,9,2,2,2
1013,9,1,2,9,93,9303,1,47,1,1.79769313486232e+308,631,636,636,3,11,2017,10,10,4,11,2017,0,18,3,11,2017,1,1,1,1,7,1,2,2
1014,1,1,2,9,93,9303,1,63,1,1.79769313486232e+308,631,635,635,24,10,2017,9,53,24,10,2017,11,43,24,10,2017,1,7,1,1,3,1,2,2
1014,2,1,2,9,93,9303,1,63,1,1.79769313486232e+308,631,635,635,20,10,2017,11,13,21,10,2017,14,52,20,10,2017,1,7,1,1,6,2,2,2
1014,3,1,2,9,93,9303,1,63,1,1.79769313486232e+308,631,635,635,24,10,2017,11,54,25,10,2017,14,39,24,10,2017,1,8,1,1,16,2,2,2
1014,4,1,2,9,93,9303,1,63,1,1.79769313486232e+308,631,635,635,25,10,2017,17,27,29,10,2017,11,51,25,10,2017,1,1,1,1,9,2,2,2
1014,5,1,2,9,93,9303,1,63,1,1.79769313486232e+308,631,635,635,29,10,2017,12,50,29,10,2017,14,17,29,10,2017,1,7,1,1,7,2,2,2
1014,6,1,2,9,93,9303,1,63,1,1.79769313486232e+308,631,635,635,24,10,2017,14,43,24,10,2017,15,59,24,10,2017,1,7,1,1,6,1,2,2
1014,7,1,2,9,93,9303,1,63,1,1.79769313486232e+308,631,635,635,25,10,2017,18,5,25,10,2017,19,47,25,10,2017,1,1,1,1,11,2,2,2
1014,8,1,2,9,93,9303,1,63,1,1.79769313486232e+308,631,635,635,29,10,2017,15,34,31,10,2017,17,27,29,10,2017,1,1,1,1,5,2,2,2
1014,9,1,2,9,93,9303,1,63,1,1.79769313486232e+308,631,635,635,19,10,2017,15,16,29,10,2017,15,31,19,10,2017,1,1,1,1,4,2,2,2
1015,1,1,2,9,93,9303,1,68,1,1.79769313486232e+308,631,635,635,11,11,2017,10,58,11,11,2017,12,2,11,11,2017,1,7,1,1,8,2,2,2
1015,2,1,2,9,93,9303,1,68,1,1.79769313486232e+308,631,635,635,14,11,2017,21,47,15,11,2017,9,25,14,11,2017,1,1,1,1,3,1,2,2
1015,3,1,2,9,93,9303,1,68,1,1.79769313486232e+308,631,635,635,11,11,2017,10,13,12,11,2017,13,45,11,11,2017,1,7,1,1,7,2,2,2
1015,4,1,2,9,93,9303,1,68,1,1.79769313486232e+308,631,635,635,8,11,2017,17,5,8,11,2017,18,56,8,11,2017,1,7,1,1,5,1,2,2
1015,5,1,2,9,93,9303,1,68,1,1.79769313486232e+308,631,635,635,14,11,2017,9,27,14,11,2017,12,4,14,11,2017,1,1,1,1,8,2,2,2
1015,6,1,2,9,93,9303,1,68,1,1.79769313486232e+308,631,635,635,9,11,2017,15,46,9,11,2017,16,37,9,11,2017,1,7,1,1,6,2,2,2
1015,7,1,2,9,93,9303,1,68,1,1.79769313486232e+308,631,635,635,12,11,2017,9,35,12,11,2017,10,25,12,11,2017,1,7,1,1,3,1,2,2
1015,8,1,2,9,93,9303,1,68,1,1.79769313486232e+308,631,635,635,11,11,2017,12,14,11,11,2017,13,7,11,11,2017,1,1,1,1,3,2,2,2
1015,9,1,2,9,93,9303,1,68,1,1.79769313486232e+308,631,635,635,12,11,2017,8,31,12,11,2017,9,31,12,11,2017,1,1,1,1,6,2,2,2
1016,1,1,2,9,93,9303,1,90,1,1.79769313486232e+308,631,635,635,24,11,2017,23,28,25,11,2017,14,51,24,11,2017,1,7,1,1,10,2,2,2
1016,2,1,2,9,93,9303,1,90,1,1.79769313486232e+308,631,635,635,23,11,2017,15,51,23,11,2017,16,23,23,11,2017,1,1,3,2,3,2,2,2
1016,3,1,2,9,93,9303,1,90,1,1.79769313486232e+308,631,635,635,26,11,2017,8,50,26,11,2017,10,46,26,11,2017,1,1,1,1,13,2,2,2
1016,4,1,2,9,93,9303,1,90,1,1.79769313486232e+308,631,635,635,24,11,2017,13,36,24,11,2017,18,2,24,11,2017,1,7,1,1,5,2,2,2
1016,5,1,2,9,93,9303,1,90,1,1.79769313486232e+308,631,635,635,23,11,2017,13,27,23,11,2017,14,57,23,11,2017,1,1,1,1,8,2,2,2
1016,6,1,2,9,93,9303,1,90,1,1.79769313486232e+308,631,635,635,24,11,2017,12,17,24,11,2017,13,17,24,11,2017,1,1,1,1,1,2,2,2
1016,7,1,2,9,93,9303,1,90,1,1.79769313486232e+308,631,635,635,24,11,2017,18,31,24,11,2017,19,34,24,11,2017,1,1,1,1,9,2,2,2
1016,8,1,2,9,93,9303,1,90,1,1.79769313486232e+308,631,635,635,26,11,2017,11,14,26,11,2017,11,55,26,11,2017,1,1,1,1,4,2,2,2
1016,9,1,2,9,93,9303,1,90,1,1.79769313486232e+308,631,635,635,24,11,2017,11,12,24,11,2017,11,57,24,11,2017,1,1,1,1,4,2,2,2
1017,1,1,2,9,93,9303,1,94,1,1.79769313486232e+308,631,634,634,4,11,2017,9,24,4,11,2017,15,10,4,11,2017,1,1,1,1,26,2,2,1
1017,2,1,2,9,93,9303,1,94,1,1.79769313486232e+308,631,634,634,4,11,2017,17,21,5,11,2017,10,42,4,11,2017,1,1,1,1,11,2,1,1
1017,3,1,2,9,93,9303,1,94,1,1.79769313486232e+308,631,634,634,5,11,2017,16,20,7,11,2017,13,5,5,11,2017,1,1,1,1,19,1,2,2
1017,4,1,2,9,93,9303,1,94,1,1.79769313486232e+308,631,634,634,8,11,2017,7,46,8,11,2017,8,50,8,11,2017,1,1,1,1,12,2,2,2
1017,5,1,2,9,93,9303,1,94,1,1.79769313486232e+308,631,634,634,8,11,2017,10,8,8,11,2017,11,42,8,11,2017,1,1,1,1,8,2,2,1
1017,6,1,2,9,93,9303,1,94,1,1.79769313486232e+308,631,634,634,8,11,2017,18,19,8,11,2017,19,14,8,11,2017,1,1,1,1,9,2,2,2
1017,7,1,2,9,93,9303,1,94,1,1.79769313486232e+308,631,634,634,9,11,2017,7,34,9,11,2017,8,53,9,11,2017,1,1,1,1,15,2,2,2
1017,8,1,2,9,93,9303,1,94,1,1.79769313486232e+308,631,634,634,8,11,2017,12,47,8,11,2017,13,55,8,11,2017,1,1,1,1,11,2,2,1
1017,9,1,2,9,93,9303,1,94,1,1.79769313486232e+308,631,634,634,8,11,2017,12,4,8,11,2017,12,46,8,11,2017,1,1,1,1,6,2,2,2
1018,1,1,2,9,93,9303,1,104,1,1.79769313486232e+308,631,634,634,11,11,2017,15,54,11,11,2017,16,35,11,11,2017,1,1,1,1,7,2,2,2
1018,3,1,2,9,93,9303,1,104,1,1.79769313486232e+308,631,634,634,29,10,2017,12,36,29,10,2017,16,21,29,10,2017,1,1,1,1,11,2,2,1
1018,4,1,2,9,93,9303,1,104,1,1.79769313486232e+308,631,634,634,20,10,2017,8,38,20,10,2017,15,53,20,10,2017,1,1,1,1,3,2,1,2
1018,5,1,2,9,93,9303,1,104,1,1.79769313486232e+308,631,634,634,14,11,2017,9,30,14,11,2017,10,37,14,11,2017,1,1,1,1,9,2,2,1
1018,7,1,2,9,93,9303,1,104,1,1.79769313486232e+308,631,634,634,19,10,2017,13,25,19,10,2017,19,0,19,10,2017,1,1,1,1,6,2,1,2
1018,8,1,2,9,93,9303,1,104,1,1.79769313486232e+308,631,634,634,14,11,2017,11,11,14,11,2017,12,49,14,11,2017,1,1,1,1,16,2,2,1
1018,9,1,2,9,93,9303,1,104,1,1.79769313486232e+308,631,634,634,14,11,2017,12,49,14,11,2017,13,29,14,11,2017,1,1,1,1,3,2,2,1
1019,1,1,2,9,93,9303,1,106,1,1.79769313486232e+308,631,634,634,9,11,2017,10,54,9,11,2017,12,55,9,11,2017,1,1,1,1,10,1,1,1
1019,2,1,2,9,93,9303,1,106,1,1.79769313486232e+308,631,634,634,10,11,2017,7,31,14,11,2017,8,54,10,11,2017,1,1,1,1,16,1,2,2
1019,3,1,2,9,93,9303,1,106,1,1.79769313486232e+308,631,634,634,10,11,2017,12,59,10,11,2017,14,51,10,11,2017,1,1,1,1,21,2,1,2
1019,4,1,2,9,93,9303,1,106,1,1.79769313486232e+308,631,634,634,27,10,2017,8,58,27,10,2017,10,1,27,10,2017,1,1,1,1,5,1,2,2
1019,5,1,2,9,93,9303,1,106,1,1.79769313486232e+308,631,634,634,10,11,2017,16,54,10,11,2017,17,16,10,11,2017,1,1,1,1,4,2,2,2
1019,6,1,2,9,93,9303,1,106,1,1.79769313486232e+308,631,634,634,10,11,2017,17,16,10,11,2017,18,1,10,11,2017,1,1,1,1,9,1,2,2
1019,7,1,2,9,93,9303,1,106,1,1.79769313486232e+308,631,634,634,21,10,2017,16,34,24,10,2017,9,32,21,10,2017,1,1,1,1,10,2,2,2
1019,8,1,2,9,93,9303,1,106,1,1.79769313486232e+308,631,634,634,24,10,2017,9,35,24,10,2017,11,32,24,10,2017,1,1,1,1,8,1,2,2
1019,9,1,2,9,93,9303,1,106,1,1.79769313486232e+308,631,634,634,27,10,2017,19,6,29,10,2017,11,49,27,10,2017,1,1,1,1,11,1,2,2
1020,1,1,2,9,94,9404,1,5,1,1.79769313486232e+308,641,642,642,2,11,2017,15,14,2,11,2017,17,4,2,11,2017,1,1,1,1,3,1,2,2
1020,2,1,2,9,94,9404,1,5,1,1.79769313486232e+308,641,642,642,3,11,2017,16,21,5,11,2017,14,23,3,11,2017,1,1,1,1,6,1,1,2
1020,3,1,2,9,94,9404,1,5,1,1.79769313486232e+308,641,642,642,3,11,2017,13,31,5,11,2017,15,12,3,11,2017,1,1,1,1,4,1,2,2
1020,4,1,2,9,94,9404,1,5,1,1.79769313486232e+308,641,642,642,5,11,2017,15,24,5,11,2017,20,36,5,11,2017,1,1,1,1,9,2,2,2
1020,5,1,2,9,94,9404,1,5,1,1.79769313486232e+308,641,642,642,3,11,2017,10,14,3,11,2017,11,3,3,11,2017,1,1,1,1,6,2,2,2
1020,6,1,2,9,94,9404,1,5,1,1.79769313486232e+308,641,642,642,3,11,2017,14,20,3,11,2017,16,7,3,11,2017,1,1,1,1,14,1,2,2
1020,7,1,2,9,94,9404,1,5,1,1.79769313486232e+308,641,642,642,2,11,2017,15,25,2,11,2017,16,13,2,11,2017,1,1,1,1,5,2,2,2
1020,8,1,2,9,94,9404,1,5,1,1.79769313486232e+308,641,642,642,2,11,2017,10,30,2,11,2017,11,30,2,11,2017,1,1,1,1,7,1,1,2
1020,9,1,2,9,94,9404,1,5,1,1.79769313486232e+308,641,642,642,2,11,2017,11,47,2,11,2017,14,32,2,11,2017,1,1,1,1,10,1,1,2
1021,1,1,2,9,94,9404,1,32,1,1.79769313486232e+308,641,642,642,21,10,2017,21,33,22,10,2017,21,52,21,10,2017,1,1,1,1,16,1,1,2
1021,2,1,2,9,94,9404,1,32,1,1.79769313486232e+308,641,642,642,24,10,2017,19,50,25,10,2017,21,6,24,10,2017,1,7,1,1,16,1,1,2
1021,3,1,2,9,94,9404,1,32,1,1.79769313486232e+308,641,642,642,18,10,2017,20,42,20,10,2017,12,10,18,10,2017,1,1,1,1,16,1,2,2
1021,4,1,2,9,94,9404,1,32,1,1.79769313486232e+308,641,642,642,21,10,2017,12,10,21,10,2017,14,20,21,10,2017,1,1,1,1,15,1,1,2
1021,5,1,2,9,94,9404,1,32,1,1.79769313486232e+308,641,642,642,22,10,2017,21,55,23,10,2017,8,8,22,10,2017,1,1,1,1,7,1,1,2
1021,6,1,2,9,94,9404,1,32,1,1.79769313486232e+308,641,642,642,20,10,2017,12,12,26,10,2017,17,48,20,10,2017,1,1,1,1,18,1,1,2
1021,7,1,2,9,94,9404,1,32,1,1.79769313486232e+308,641,642,642,26,10,2017,21,52,26,10,2017,23,10,26,10,2017,1,7,1,1,8,1,1,2
1021,8,1,2,9,94,9404,1,32,1,1.79769313486232e+308,641,642,642,26,10,2017,23,10,27,10,2017,23,32,26,10,2017,1,1,1,1,14,1,1,2
1021,9,1,2,9,94,9404,1,32,1,1.79769313486232e+308,641,642,642,23,10,2017,23,18,24,10,2017,19,14,23,10,2017,1,1,1,1,20,1,1,2
1022,1,1,2,9,94,9404,1,35,1,1.79769313486232e+308,641,642,642,27,10,2017,9,4,27,10,2017,10,14,27,10,2017,1,1,1,1,4,1,1,2
1022,2,1,2,9,94,9404,1,35,1,1.79769313486232e+308,641,642,642,26,10,2017,10,48,26,10,2017,12,7,26,10,2017,1,1,1,1,6,1,2,2
1022,3,1,2,9,94,9404,1,35,1,1.79769313486232e+308,641,642,642,28,10,2017,10,47,28,10,2017,12,15,28,10,2017,1,1,1,1,8,2,2,2
1022,4,1,2,9,94,9404,1,35,1,1.79769313486232e+308,641,642,642,26,10,2017,13,5,26,10,2017,14,15,26,10,2017,1,1,1,1,7,1,1,2
1022,5,1,2,9,94,9404,1,35,1,1.79769313486232e+308,641,642,642,26,10,2017,14,52,28,10,2017,23,7,26,10,2017,1,1,1,1,19,1,1,2
1022,6,1,2,9,94,9404,1,35,1,1.79769313486232e+308,641,642,642,27,10,2017,14,20,27,10,2017,15,17,27,10,2017,1,1,1,1,6,2,1,2
1022,7,1,2,9,94,9404,1,35,1,1.79769313486232e+308,641,642,642,27,10,2017,10,31,27,10,2017,11,49,27,10,2017,1,1,1,1,11,1,1,2
1022,8,1,2,9,94,9404,1,35,1,1.79769313486232e+308,641,642,642,28,10,2017,9,43,28,10,2017,10,42,28,10,2017,1,1,1,1,5,1,2,2
1022,9,1,2,9,94,9404,1,35,1,1.79769313486232e+308,641,642,642,27,10,2017,15,57,27,10,2017,16,36,27,10,2017,1,1,1,1,3,1,1,2
1023,1,1,2,9,94,9404,1,41,1,1.79769313486232e+308,641,641,641,2,11,2017,9,39,2,11,2017,10,28,2,11,2017,1,1,1,1,7,2,1,2
1023,2,1,2,9,94,9404,1,41,1,1.79769313486232e+308,641,641,641,2,11,2017,10,33,2,11,2017,11,27,2,11,2017,1,1,1,1,6,1,1,2
1023,3,1,2,9,94,9404,1,41,1,1.79769313486232e+308,641,641,641,2,11,2017,14,59,2,11,2017,16,37,2,11,2017,1,1,1,1,15,2,2,2
1023,4,1,2,9,94,9404,1,41,1,1.79769313486232e+308,641,641,641,3,11,2017,12,22,3,11,2017,14,23,3,11,2017,1,1,1,1,15,1,2,2
1023,5,1,2,9,94,9404,1,41,1,1.79769313486232e+308,641,641,641,6,11,2017,11,6,6,11,2017,12,3,6,11,2017,1,1,1,1,11,2,2,2
1023,6,1,2,9,94,9404,1,41,1,1.79769313486232e+308,641,641,641,6,11,2017,12,3,6,11,2017,12,51,6,11,2017,1,1,1,1,10,1,2,2
1023,7,1,2,9,94,9404,1,41,1,1.79769313486232e+308,641,641,641,6,11,2017,12,51,6,11,2017,13,26,6,11,2017,1,1,1,1,7,2,2,2
1023,8,1,2,9,94,9404,1,41,1,1.79769313486232e+308,641,641,641,6,11,2017,13,27,6,11,2017,14,13,6,11,2017,1,1,1,1,11,2,2,2
1023,9,1,2,9,94,9404,1,41,1,1.79769313486232e+308,641,641,641,2,11,2017,12,5,2,11,2017,13,22,2,11,2017,1,1,1,1,6,2,2,2
1024,1,1,2,9,94,9404,1,74,1,1.79769313486232e+308,641,643,643,25,10,2017,13,2,25,10,2017,14,15,25,10,2017,1,1,1,1,4,2,1,2
1024,2,1,2,9,94,9404,1,74,1,1.79769313486232e+308,641,643,643,25,10,2017,14,23,25,10,2017,15,27,25,10,2017,1,1,1,1,3,2,2,2
1024,3,1,2,9,94,9404,1,74,1,1.79769313486232e+308,641,643,643,27,10,2017,8,50,27,10,2017,10,35,27,10,2017,1,1,1,1,9,2,2,2
1024,4,1,2,9,94,9404,1,74,1,1.79769313486232e+308,641,643,643,26,10,2017,11,2,26,10,2017,12,15,26,10,2017,1,2,1,1,5,2,2,2
1024,5,1,2,9,94,9404,1,74,1,1.79769313486232e+308,641,643,643,25,10,2017,15,47,26,10,2017,10,25,25,10,2017,1,1,1,1,16,1,2,2
1024,6,1,2,9,94,9404,1,74,1,1.79769313486232e+308,641,643,643,25,10,2017,8,37,25,10,2017,12,55,25,10,2017,1,1,1,1,36,2,2,2
1024,7,1,2,9,94,9404,1,74,1,1.79769313486232e+308,641,643,643,24,10,2017,11,27,24,10,2017,13,55,24,10,2017,1,1,1,1,14,1,2,2
1024,8,1,2,9,94,9404,1,74,1,1.79769313486232e+308,641,643,643,24,10,2017,14,16,24,10,2017,15,13,24,10,2017,1,1,1,1,7,2,2,2
1024,9,1,2,9,94,9404,1,74,1,1.79769313486232e+308,641,643,643,24,10,2017,15,41,24,10,2017,18,15,24,10,2017,1,1,1,1,13,1,2,2
