"grappe","exploitation","passage","s11a1q01","s11a1q02","s11a1q03a","s11a1q03d","s11a1q04","s11a1q05","s11a1q06"
385,5,1,1,1,1,1,1,1,1
385,6,1,1,1,1,1,1,1,1
385,6,1,3,1,1,1,1,1,1
385,7,1,2,1,1,1,1,1,1
385,8,1,1,1,1,1,1,1,1
385,9,1,1,1,1,1,1,1,1
386,1,1,2,1,1,1,1,2,1
386,1,1,1,1,1,1,1,2,1
386,1,1,3,1,1,1,1,2,1
386,3,1,2,3,3,1,1,2,1
386,3,1,4,3,3,1,1,2,1
386,3,1,3,3,3,1,1,2,1
386,4,1,4,1,1,1,1,2,1
386,4,1,2,1,1,1,1,2,1
386,4,1,1,1,1,1,1,2,1
386,5,1,1,1,1,1,1,2,1
386,5,1,2,1,1,1,1,2,1
386,6,1,1,1,1,1,1,2,1
386,6,1,2,1,1,1,1,2,1
386,7,1,5,1,1,1,1,2,1
386,7,1,4,1,1,1,1,2,1
386,7,1,2,1,1,1,1,2,1
386,7,1,3,1,1,1,1,2,1
386,8,1,1,1,1,1,1,2,1
386,8,1,2,1,1,1,1,2,1
386,8,1,3,1,1,1,1,2,1
386,8,1,6,1,1,1,1,2,1
386,8,1,4,1,1,1,1,2,1
386,9,1,4,6,6,1,1,2,1
386,9,1,5,6,6,1,1,2,1
386,9,1,1,6,6,1,1,2,1
386,9,1,2,6,6,1,1,2,1
387,1,1,3,1,1,1,1,2,1
387,1,1,4,1,1,1,1,2,1
387,1,1,5,1,1,1,1,2,1
387,1,1,1,1,1,1,1,2,1
387,2,1,1,1,1,1,1,2,1
387,2,1,4,1,1,1,1,2,1
387,2,1,3,1,1,1,1,2,1
387,3,1,1,1,1,1,1,2,1
387,3,1,2,1,1,1,1,2,1
387,3,1,4,1,1,1,1,2,1
387,3,1,5,1,1,1,1,2,1
387,4,1,3,1,1,1,1,2,1
387,4,1,2,1,1,1,1,2,1
387,5,1,2,1,1,1,1,2,1
387,5,1,3,1,1,1,1,2,1
387,6,1,4,1,1,1,1,2,1
387,6,1,1,1,1,1,1,2,1
387,6,1,2,1,1,1,1,2,1
387,7,1,3,1,1,1,1,2,1
387,7,1,4,1,1,1,1,2,1
387,7,1,2,1,1,1,1,2,1
387,8,1,5,1,1,1,1,2,1
387,8,1,3,1,1,1,1,2,1
387,8,1,1,1,1,1,1,2,1
387,8,1,4,1,1,1,1,2,1
387,9,1,1,3,3,1,1,2,1
388,1,1,1,1,1,1,1,2,1
388,1,1,3,1,1,1,1,2,1
388,1,1,4,1,1,1,1,2,1
388,1,1,5,1,1,1,1,2,1
388,2,1,1,1,1,1,1,2,1
388,2,1,4,1,1,1,1,2,1
388,2,1,2,1,1,1,1,2,1
388,3,1,2,1,1,1,1,2,1
388,3,1,3,1,1,1,1,2,1
388,4,1,2,1,1,1,1,2,1
388,4,1,1,1,1,1,1,2,1
388,4,1,3,1,1,1,1,2,1
388,5,1,1,1,1,1,1,2,1
388,5,1,3,1,1,1,1,2,1
388,6,1,1,1,1,1,1,2,1
388,6,1,3,1,1,1,1,2,1
388,6,1,4,1,1,1,1,2,1
388,7,1,2,1,1,1,1,2,1
388,7,1,1,1,1,1,1,2,1
388,7,1,5,1,1,1,1,2,1
388,7,1,3,1,1,1,1,2,1
388,8,1,1,7,7,1,1,2,1
388,8,1,2,7,7,1,1,2,1
388,8,1,4,7,7,1,1,2,1
388,9,1,4,1,1,1,1,1,1
388,9,1,3,1,1,1,1,2,1
388,9,1,2,1,1,1,1,2,1
389,1,1,1,1,1,1,1,2,1
389,1,1,3,1,1,1,1,2,1
389,2,1,2,1,1,1,1,2,1
389,4,1,1,1,1,1,1,2,1
389,5,1,3,1,1,1,1,2,2
389,5,1,2,1,1,1,1,2,1
389,5,1,4,1,1,1,1,2,2
389,6,1,2,1,1,1,1,2,1
389,7,1,1,1,1,1,1,2,1
389,8,1,2,1,1,1,1,2,1
389,9,1,2,1,1,1,1,2,1
390,1,1,3,1,1,1,1,2,2
390,1,1,2,1,1,1,1,2,2
390,3,1,2,1,1,1,1,2,1
390,4,1,2,1,1,1,1,2,1
390,5,1,1,1,1,1,1,2,1
390,6,1,2,1,1,1,1,2,1
390,6,1,4,1,1,1,1,2,1
390,6,1,3,1,1,1,1,2,1
390,7,1,1,1,1,1,1,2,1
390,7,1,7,1,1,1,1,2,2
390,7,1,6,1,1,1,1,2,2
390,7,1,5,1,1,1,1,2,2
390,7,1,4,1,1,1,2,2,2
390,7,1,2,1,1,1,1,2,1
390,9,1,2,1,1,1,1,2,2
391,1,1,1,1,1,1,1,2,1
391,2,1,1,1,1,1,1,2,1
391,2,1,3,3,3,2,2,2,1
391,2,1,4,8,8,2,2,2,1
391,3,1,2,1,1,1,1,2,1
391,3,1,3,2,2,2,2,2,1
391,3,1,4,2,2,2,2,2,1
391,3,1,5,6,6,2,2,2,1
391,4,1,2,2,1,1,1,2,1
391,4,1,3,2,1,1,1,2,1
391,4,1,4,2,1,1,1,2,1
391,4,1,5,2,1,1,1,2,1
391,5,1,4,2,2,2,2,2,1
391,5,1,2,4,4,2,2,2,1
391,5,1,3,5,5,2,2,2,1
391,6,1,2,1,1,1,1,2,1
391,6,1,3,1,1,1,1,2,1
391,8,1,3,1,1,1,1,2,1
391,8,1,2,1,1,1,1,2,1
391,8,1,4,4,4,2,2,2,1
391,9,1,1,1,1,1,1,2,1
391,9,1,2,1,1,1,1,2,1
392,7,1,2,1,1,1,1,2,2
392,8,1,2,1,1,1,1,2,1
392,8,1,3,1,1,1,1,1,1
394,1,1,3,1,1,1,1,2,1
394,1,1,1,1,1,1,1,2,1
394,1,1,5,1,1,1,1,2,2
394,1,1,2,1,1,1,1,2,1
394,2,1,4,1,2,2,2,2,1
394,2,1,5,1,7,2,2,2,1
394,3,1,1,6,1,1,1,2,1
394,4,1,1,4,1,1,1,2,1
394,4,1,3,4,1,1,1,2,2
394,5,1,2,1,1,1,1,2,1
394,5,1,3,1,1,1,1,2,1
394,6,1,1,5,1,1,1,2,1
394,6,1,2,5,1,1,1,2,1
394,7,1,4,1,1,1,1,2,1
394,7,1,3,1,1,1,1,2,1
394,7,1,2,1,1,1,1,2,1
394,8,1,2,1,1,1,1,2,1
394,9,1,2,1,1,1,1,2,1
395,1,1,2,1,1,1,1,2,1
395,1,1,3,1,8,2,2,2,1
395,3,1,2,1,1,1,1,2,1
395,3,1,3,1,2,2,2,2,1
395,4,1,1,1,1,1,1,2,1
395,4,1,3,1,2,2,1,2,1
395,5,1,3,1,5,2,2,2,1
395,5,1,1,1,1,1,1,2,1
395,5,1,2,1,1,1,1,2,1
395,6,1,2,1,1,1,1,1,1
395,6,1,1,1,1,1,1,1,1
395,7,1,2,1,1,1,1,2,1
395,9,1,1,1,1,1,1,2,1
395,9,1,3,2,2,2,2,2,1
395,9,1,4,6,6,2,2,2,1
396,1,1,4,1,11,2,2,2,1
396,1,1,5,1,10,2,2,2,1
396,1,1,1,1,1,1,1,2,1
396,1,1,3,1,3,2,2,2,1
396,2,1,1,1,1,1,1,1,1
396,2,1,2,1,1,1,1,1,1
396,2,1,4,1,7,2,2,1,1
396,3,1,3,1,4,2,2,2,1
396,3,1,1,1,1,1,1,2,1
396,3,1,2,1,1,1,1,2,1
396,4,1,4,1,2,2,2,2,1
396,4,1,1,1,1,1,1,2,1
396,4,1,3,1,5,2,2,1,1
396,5,1,11,1,25,2,2,1,1
396,5,1,7,1,13,2,2,1,1
396,5,1,1,1,1,1,1,1,1
396,5,1,10,1,10,2,2,1,1
396,5,1,5,1,5,2,2,1,1
396,5,1,3,1,1,1,1,1,1
396,5,1,9,1,21,2,2,1,1
396,5,1,8,1,20,1,2,1,1
396,5,1,2,1,1,1,1,1,1
396,5,1,6,12,1,1,2,1,1
396,5,1,12,24,24,1,2,1,1
396,6,1,3,1,2,2,2,2,1
396,6,1,4,1,1,1,1,2,1
396,6,1,5,1,11,2,2,2,1
396,6,1,2,1,1,1,1,2,1
396,7,1,2,1,1,1,1,2,1
396,7,1,3,1,1,1,1,2,1
396,7,1,1,1,1,1,1,2,1
396,7,1,5,13,13,2,2,2,1
396,8,1,1,1,1,1,1,2,1
396,8,1,5,1,15,2,2,2,1
396,8,1,2,1,1,1,1,2,1
396,8,1,3,2,2,2,2,2,1
396,8,1,4,8,8,2,2,2,1
396,9,1,2,1,1,1,1,1,1
396,9,1,4,1,3,2,2,1,1
396,9,1,1,1,1,1,1,1,1
396,9,1,5,1,11,1,2,1,1
396,9,1,3,1,1,1,1,1,1
397,1,1,1,1,1,1,1,2,1
397,2,1,1,1,1,1,1,2,1
397,4,1,2,1,1,1,1,2,2
397,4,1,1,1,1,1,1,2,1
397,5,1,2,1,1,1,1,2,1
397,6,1,1,1,1,1,1,2,1
397,6,1,2,1,1,1,1,2,1
397,7,1,2,1,1,1,1,2,1
397,8,1,2,1,1,1,1,2,1
397,9,1,2,1,1,1,1,2,2
398,1,1,1,1,1,1,1,2,1
398,4,1,1,1,1,1,1,2,1
398,7,1,1,1,7,1,1,2,1
398,9,1,2,1,1,1,1,2,1
399,1,1,2,15,1,1,1,1,2
399,1,1,1,15,1,1,1,1,1
399,3,1,2,13,1,1,1,1,2
399,4,1,1,6,1,1,1,1,1
399,4,1,2,6,1,1,1,3,2
399,4,1,4,6,7,2,2,2,2
399,5,1,1,7,1,1,1,1,1
399,6,1,1,1,1,1,1,1,1
399,7,1,2,1,1,1,1,3,2
399,8,1,2,1,1,1,1,2,1
399,9,1,3,1,2,2,2,2,2
399,9,1,2,1,1,1,1,2,2
399,9,1,1,1,1,1,1,1,1
400,9,1,2,4,2,2,2,2,2
401,1,1,2,1,1,1,1,1,1
401,4,1,1,14,14,1,1,1,1
401,5,1,2,1,1,1,1,1,1
401,7,1,2,1,1,1,1,1,1
401,8,1,2,15,15,1,1,2,1
401,9,1,1,13,13,1,1,1,1
402,1,1,3,1,9,2,2,2,2
402,1,1,2,1,2,2,2,1,2
402,1,1,4,1,14,2,2,2,2
402,2,1,2,7,2,2,2,2,2
402,2,1,3,7,3,2,2,2,2
402,3,1,4,21,2,2,2,2,2
402,3,1,2,21,1,1,1,1,2
402,3,1,1,21,1,1,1,1,1
402,4,1,1,1,1,1,1,1,1
402,6,1,3,1,1,1,2,2,2
402,6,1,1,1,1,1,1,2,1
402,8,1,1,1,1,1,1,1,1
402,8,1,4,1,9,2,2,2,2
402,8,1,5,1,16,2,2,2,2
402,8,1,2,1,2,2,2,2,2
402,9,1,3,11,6,2,2,2,2
402,9,1,2,11,2,2,2,2,2
403,2,1,1,1,1,1,1,2,1
403,6,1,2,1,1,1,1,2,1
403,8,1,1,4,1,1,1,1,1
403,8,1,3,4,1,1,1,1,1
403,9,1,1,16,1,1,1,1,1
404,1,1,3,1,7,1,1,2,1
404,1,1,2,1,7,1,1,2,1
404,2,1,2,1,1,1,1,2,1
404,2,1,1,1,1,1,1,2,1
404,3,1,2,1,2,2,1,2,1
404,5,1,1,1,1,1,1,2,1
404,5,1,2,1,1,1,1,2,1
404,6,1,1,1,1,1,1,2,1
404,7,1,1,23,1,1,1,2,1
404,7,1,4,23,1,1,1,2,1
404,7,1,3,23,1,1,1,2,1
404,8,1,2,1,1,1,1,2,1
404,8,1,3,1,1,1,1,2,1
405,2,1,2,11,1,1,1,2,1
405,3,1,1,1,1,1,1,2,1
405,5,1,1,1,1,1,1,2,1
405,5,1,3,1,1,1,1,2,1
405,6,1,2,1,1,1,1,2,1
405,6,1,1,1,1,1,1,2,1
405,7,1,3,1,1,1,1,2,1
405,7,1,2,1,1,1,1,2,1
405,8,1,1,1,1,1,1,2,1
405,8,1,2,1,1,1,1,2,1
405,9,1,2,1,1,1,1,2,1
406,1,1,1,15,1,1,1,2,1
406,1,1,3,15,1,1,1,2,1
406,2,1,2,2,2,1,1,2,1
406,2,1,3,2,2,1,1,2,1
406,3,1,1,2,1,1,1,2,1
406,3,1,3,2,1,1,1,2,1
406,4,1,1,1,1,1,1,2,1
406,4,1,3,1,1,1,1,2,1
406,5,1,3,15,1,1,1,2,1
406,5,1,2,15,1,1,1,2,1
406,5,1,1,15,1,1,1,2,1
406,6,1,3,1,1,1,1,2,1
406,6,1,2,1,1,1,1,2,1
406,7,1,2,1,13,1,1,2,1
406,7,1,4,1,13,1,1,2,1
406,7,1,1,1,13,1,1,2,1
406,8,1,2,1,1,1,1,2,1
406,9,1,2,1,1,1,1,2,1
407,2,1,1,8,1,1,1,2,1
407,4,1,2,1,1,1,1,2,1
407,5,1,1,1,1,1,1,2,1
407,5,1,2,1,1,1,1,2,1
407,6,1,2,4,1,1,1,2,1
407,6,1,1,4,1,1,1,2,1
407,6,1,4,4,1,1,1,2,1
407,7,1,4,9,1,1,1,2,1
407,7,1,1,9,1,1,1,2,1
407,7,1,2,9,1,1,1,2,1
407,8,1,2,1,1,1,1,2,1
407,8,1,1,1,1,1,1,2,1
408,1,1,1,1,1,1,1,1,1
408,2,1,4,1,12,2,2,1,1
408,2,1,2,1,2,2,2,1,1
408,2,1,1,1,1,1,1,1,1
408,3,1,1,1,1,1,1,1,1
408,4,1,1,1,1,1,1,1,1
408,5,1,1,1,1,1,1,1,1
408,6,1,1,1,1,1,1,1,1
408,8,1,1,1,1,1,1,1,1
408,9,1,2,1,1,1,1,1,1
409,1,1,2,1,1,1,1,1,1
409,3,1,1,1,1,1,1,1,1
409,4,1,2,1,1,1,1,1,1
409,5,1,1,1,1,1,1,1,1
409,6,1,2,1,1,1,1,1,1
409,7,1,1,1,1,1,1,1,1
409,8,1,2,1,1,1,1,1,1
409,9,1,1,1,1,1,1,1,1
410,1,1,1,3,1,1,1,1,1
410,2,1,1,1,1,1,1,1,1
410,3,1,2,1,1,1,1,2,1
410,4,1,2,1,1,1,1,1,1
410,5,1,1,1,1,1,1,1,1
410,6,1,2,1,1,1,1,2,1
410,7,1,1,1,1,1,1,1,1
410,8,1,2,1,1,1,1,1,1
410,9,1,1,1,1,1,1,1,1
411,1,1,1,1,1,1,1,2,1
411,2,1,1,1,1,1,1,2,1
411,4,1,2,1,1,1,1,1,1
411,6,1,2,1,1,1,1,2,1
411,6,1,3,1,1,1,1,2,1
411,8,1,3,1,1,1,1,1,1
411,8,1,1,1,1,1,1,1,1
411,9,1,1,1,1,1,1,2,1
411,9,1,2,1,1,1,1,2,1
412,2,1,3,1,1,1,1,2,2
412,2,1,2,1,1,1,1,2,2
412,3,1,3,38,1,1,1,2,2
412,3,1,1,38,1,1,1,2,1
412,3,1,2,38,1,1,1,2,2
412,4,1,1,1,1,1,1,2,1
412,6,1,1,1,1,1,1,2,1
412,7,1,1,7,1,1,1,2,1
412,8,1,2,1,1,1,1,2,2
412,9,1,1,5,1,1,1,2,1
413,1,1,4,18,1,1,1,2,1
413,1,1,1,18,1,1,1,2,1
413,1,1,3,18,1,1,1,2,1
413,2,1,1,1,1,1,1,2,1
413,2,1,4,1,1,1,1,2,1
413,2,1,3,1,1,1,1,2,1
413,3,1,1,1,1,1,1,2,1
413,3,1,3,1,1,1,1,2,1
413,4,1,3,1,1,1,1,2,1
413,4,1,2,1,1,1,1,2,1
413,4,1,1,1,1,1,1,2,1
413,5,1,2,15,1,1,1,2,1
413,5,1,1,15,1,1,1,2,1
413,5,1,4,15,1,1,1,2,1
413,7,1,2,14,1,1,1,2,1
413,8,1,1,12,1,1,1,2,1
413,8,1,2,12,1,1,1,2,1
413,9,1,2,14,1,1,1,2,1
413,9,1,1,14,1,1,1,2,1
414,1,1,1,16,1,1,1,2,1
414,2,1,2,4,1,1,1,2,1
414,3,1,2,1,1,1,1,2,1
414,3,1,3,1,1,1,1,2,1
414,5,1,3,5,1,1,1,2,1
414,5,1,1,5,1,1,1,2,1
414,7,1,2,12,1,1,1,2,1
414,9,1,1,7,1,1,1,2,1
415,2,1,1,1,1,1,1,1,1
415,2,1,3,1,1,1,1,1,1
415,2,1,2,1,1,1,1,1,1
415,5,1,2,4,1,1,1,1,1
415,7,1,2,5,1,1,1,2,1
415,8,1,1,1,1,1,1,1,1
415,9,1,3,7,1,1,1,1,1
415,9,1,2,7,1,1,1,1,1
416,1,1,2,1,1,1,2,2,1
416,2,1,2,1,1,1,2,2,1
416,4,1,2,7,7,1,1,2,1
416,5,1,2,1,1,1,1,2,1
416,6,1,1,1,1,1,1,2,1
416,6,1,2,1,1,1,1,2,1
416,7,1,2,1,1,1,1,2,1
416,8,1,2,1,1,1,1,2,1
417,1,1,2,1,1,1,1,2,1
417,1,1,3,1,1,1,1,2,1
417,2,1,2,1,1,1,1,2,1
417,3,1,1,2,2,1,1,2,1
417,4,1,1,1,1,1,1,2,1
417,5,1,2,1,1,1,1,2,1
417,5,1,3,1,1,1,1,2,1
417,5,1,4,1,1,1,1,2,1
417,6,1,3,1,1,1,1,2,2
417,6,1,1,1,1,1,1,2,2
417,7,1,2,1,1,1,1,2,1
417,7,1,3,1,1,1,1,2,1
417,8,1,1,1,1,1,1,2,1
418,1,1,3,1,1,1,1,2,2
418,1,1,2,1,1,1,1,2,2
418,1,1,1,1,1,1,1,2,2
418,1,1,5,1,1,1,1,2,2
418,2,1,4,1,15,1,1,2,2
418,2,1,1,1,15,1,1,2,2
418,2,1,3,1,15,1,1,2,2
418,2,1,2,1,15,1,1,2,2
418,3,1,2,8,1,1,1,2,1
418,3,1,3,8,1,1,1,2,2
418,4,1,3,1,1,1,1,2,2
418,4,1,1,1,1,1,1,2,1
418,5,1,4,1,1,1,1,2,1
418,5,1,2,1,1,1,1,2,1
418,5,1,3,1,1,1,1,2,1
418,6,1,2,1,1,1,1,2,2
418,7,1,1,1,1,1,1,2,1
418,7,1,2,1,1,1,1,2,1
418,8,1,2,17,1,1,1,2,2
418,8,1,3,17,1,1,1,2,1
418,9,1,1,13,1,1,1,2,2
418,9,1,2,13,1,1,1,2,2
419,1,1,3,1,1,1,1,1,1
419,1,1,1,1,1,1,1,1,1
419,4,1,2,1,1,1,1,1,1
419,5,1,2,1,1,1,1,2,1
419,5,1,3,1,1,1,1,2,1
419,7,1,2,1,1,1,1,1,1
419,9,1,3,1,1,1,1,1,1
419,9,1,2,1,1,1,1,1,1
420,3,1,3,1,1,1,1,1,1
420,3,1,1,1,1,1,1,1,1
420,5,1,2,1,1,1,1,1,1
420,5,1,1,1,1,1,1,1,1
420,8,1,1,1,1,1,1,2,1
421,4,1,1,1,1,1,1,2,1
421,5,1,2,1,1,1,1,2,1
421,7,1,2,1,1,1,1,2,1
421,9,1,3,1,1,1,1,1,1
421,9,1,1,1,1,1,1,1,1
422,1,1,6,1,1,1,1,2,1
422,1,1,5,1,1,1,1,2,1
422,1,1,1,1,1,1,1,2,1
422,1,1,2,1,1,1,1,2,1
422,1,1,4,1,1,1,1,2,1
422,1,1,7,1,1,1,1,2,1
422,2,1,2,1,1,1,1,2,1
422,3,1,1,1,1,1,1,2,1
422,5,1,5,36,1,1,1,2,1
422,5,1,1,36,1,1,1,2,1
422,5,1,8,36,1,1,1,2,1
422,5,1,6,36,1,1,1,2,1
422,5,1,2,36,1,1,1,2,1
422,5,1,7,36,1,1,1,2,1
422,5,1,4,36,1,1,1,2,1
422,6,1,5,39,1,1,1,2,1
422,6,1,4,39,1,1,1,2,1
422,6,1,3,39,1,1,1,2,1
422,6,1,1,39,1,1,1,2,1
422,6,1,6,39,1,1,1,2,1
422,8,1,3,1,13,1,1,1,1
422,8,1,1,1,13,1,1,1,1
422,8,1,2,1,13,1,1,1,1
422,9,1,2,1,1,1,1,1,1
422,9,1,1,1,1,1,1,1,1
423,1,1,1,9,1,1,1,2,1
423,1,1,2,9,1,1,1,2,1
423,2,1,3,10,1,1,1,2,1
423,2,1,2,10,1,1,1,2,1
423,4,1,2,15,1,1,1,2,1
423,4,1,1,15,1,1,1,2,1
423,5,1,1,1,1,1,1,2,1
423,7,1,1,8,1,1,1,2,1
423,7,1,2,8,1,1,1,2,1
423,8,1,2,1,1,1,1,2,1
423,9,1,2,1,1,1,1,2,1
424,1,1,3,15,1,1,1,2,1
424,1,1,1,15,1,1,1,2,1
424,1,1,2,15,1,1,1,2,1
424,1,1,5,15,1,1,1,2,1
424,2,1,1,6,1,1,1,2,1
424,2,1,2,6,1,1,1,2,1
424,3,1,1,6,1,1,1,2,1
424,3,1,3,6,1,1,1,2,1
424,3,1,2,6,1,1,1,2,1
424,4,1,2,1,1,1,1,2,1
424,4,1,1,1,1,1,1,2,1
424,5,1,2,1,1,1,1,2,1
424,5,1,3,1,1,1,1,2,1
424,6,1,1,1,1,1,1,2,1
424,6,1,2,1,1,1,1,2,1
424,6,1,4,1,1,1,1,2,1
424,6,1,3,1,1,1,1,2,1
424,7,1,1,1,1,1,1,2,1
424,7,1,2,1,1,1,1,2,1
424,7,1,4,1,1,1,1,2,1
424,8,1,4,1,1,1,1,2,1
424,8,1,1,1,1,1,1,2,1
424,8,1,2,1,1,1,1,2,1
425,1,1,2,1,1,1,1,2,2
425,2,1,2,1,1,1,1,2,1
425,2,1,4,1,1,1,1,2,1
425,2,1,3,1,1,1,1,2,1
425,3,1,2,1,1,1,1,2,2
425,3,1,3,1,1,1,1,2,2
425,4,1,5,40,1,1,1,2,2
425,4,1,6,40,1,1,1,2,2
425,4,1,2,40,1,1,1,2,1
425,4,1,3,40,1,1,1,2,2
425,4,1,1,40,1,1,1,2,1
425,5,1,4,1,1,1,1,2,2
425,5,1,1,1,1,1,1,2,1
425,5,1,3,1,1,1,1,2,2
425,6,1,3,1,1,1,1,2,2
425,6,1,2,1,1,1,1,2,2
425,7,1,1,12,1,1,1,2,1
425,7,1,3,12,1,1,1,2,2
425,8,1,1,12,1,1,1,2,1
425,9,1,1,1,1,1,1,2,1
425,9,1,4,1,1,1,1,2,1
425,9,1,3,1,1,1,1,2,1
426,1,1,2,22,1,1,1,2,1
426,1,1,1,22,1,1,1,2,1
426,2,1,1,1,1,1,1,2,1
426,3,1,1,1,1,1,1,1,1
426,3,1,3,1,1,1,1,1,1
426,5,1,3,47,1,1,2,2,1
426,5,1,2,47,1,1,2,2,1
426,6,1,1,5,1,1,1,1,1
426,7,1,1,1,1,1,1,1,1
426,8,1,2,1,5,1,1,1,1
426,9,1,1,9,9,1,1,1,1
426,9,1,3,9,9,1,1,1,1
427,1,1,2,1,1,1,1,2,1
427,1,1,1,1,1,1,1,2,1
427,3,1,2,1,1,1,1,2,1
427,3,1,3,1,1,1,1,2,1
427,3,1,4,1,1,1,1,2,1
427,4,1,4,1,1,1,1,2,1
427,4,1,1,1,1,1,1,2,1
427,4,1,2,1,1,1,1,2,1
427,5,1,1,1,1,1,1,2,1
427,6,1,1,1,1,1,1,2,1
427,6,1,2,1,1,1,1,2,1
427,8,1,4,1,1,1,1,2,1
427,8,1,3,1,1,1,1,2,1
427,8,1,1,1,1,1,1,2,1
427,9,1,1,1,1,1,1,2,1
428,1,1,1,1,1,1,1,2,1
428,1,1,2,1,1,1,1,2,1
428,1,1,3,1,1,1,1,2,1
428,2,1,1,1,1,1,1,2,1
428,2,1,2,1,1,1,1,2,1
428,3,1,3,1,1,1,1,2,1
428,3,1,2,1,1,1,1,2,1
428,5,1,2,1,1,1,1,2,1
428,5,1,1,1,1,1,1,2,1
428,6,1,2,1,1,1,1,2,1
428,8,1,2,1,1,1,1,2,1
428,9,1,3,1,1,1,1,2,1
428,9,1,2,1,1,1,1,2,1
429,2,1,2,1,1,1,1,2,2
429,4,1,2,1,1,1,1,2,1
429,5,1,2,1,1,1,1,2,1
429,6,1,2,1,1,1,1,2,1
429,6,1,4,1,1,1,1,2,1
429,6,1,1,1,1,1,1,2,1
429,7,1,1,1,1,1,1,2,1
429,8,1,4,1,1,1,1,2,1
429,8,1,5,1,1,1,1,2,1
429,8,1,1,1,1,1,1,2,1
429,8,1,2,1,1,1,1,2,1
429,9,1,1,1,1,1,1,2,1
429,9,1,2,1,1,1,1,2,1
430,1,1,3,1,1,1,1,2,1
430,1,1,1,1,1,1,1,2,1
430,1,1,2,1,1,1,1,2,1
430,2,1,1,1,1,1,1,2,1
430,3,1,2,1,1,1,1,2,1
430,4,1,1,1,1,1,1,2,1
430,5,1,1,1,1,1,1,2,1
430,6,1,1,1,1,1,1,2,1
430,7,1,3,1,1,1,1,2,1
430,7,1,1,1,1,1,1,2,1
430,7,1,4,1,1,1,1,2,1
430,8,1,2,1,1,1,1,2,1
430,9,1,1,1,1,1,1,2,1
430,9,1,2,1,1,1,1,2,1
436,4,1,2,32,1,1,1,2,1
437,5,1,2,22,1,1,1,2,1
437,7,1,3,3,1,1,1,2,2
437,7,1,2,3,1,1,1,2,2
438,6,1,1,1,1,1,1,2,1
438,7,1,1,9,1,1,1,2,1
438,8,1,2,28,1,1,1,2,1
438,9,1,2,1,1,1,2,2,1
439,5,1,1,1,1,1,1,2,1
439,9,1,1,1,1,1,2,2,1
440,7,1,2,1,1,1,1,2,1
441,3,1,2,2,1,1,1,3,1
443,1,1,2,1,1,1,1,1,2
443,3,1,3,1,1,1,1,2,1
443,3,1,1,1,1,1,1,1,1
443,4,1,2,22,1,1,1,1,1
443,6,1,2,1,1,1,1,2,1
443,8,1,2,11,1,1,1,1,2
443,9,1,2,1,1,1,1,1,2
445,1,1,1,9,1,1,1,2,1
445,2,1,2,1,1,1,1,2,2
445,6,1,2,1,1,1,1,2,2
447,1,1,2,1,1,1,1,2,2
447,3,1,1,1,1,1,1,2,1
449,1,1,3,1,1,1,2,2,1
449,1,1,1,1,1,1,1,1,1
450,5,1,2,1,1,1,2,2,1
450,7,1,2,1,1,1,1,2,1
451,5,1,1,1,1,1,1,2,1
452,2,1,2,22,1,1,1,1,1
452,3,1,1,1,1,1,1,2,1
452,3,1,3,1,1,1,1,2,1
452,4,1,4,13,4,2,1,1,2
452,4,1,1,13,1,1,1,1,1
452,4,1,3,13,3,1,1,1,2
452,6,1,1,1,1,1,1,2,1
452,6,1,4,1,1,1,1,2,1
452,6,1,3,1,1,1,1,2,1
452,7,1,1,1,1,1,1,1,1
452,7,1,3,1,1,1,1,1,1
452,8,1,2,1,1,1,1,1,1
452,9,1,2,1,1,1,1,2,1
452,9,1,1,1,1,1,1,2,1
453,1,1,1,1,1,1,1,2,1
453,1,1,3,1,1,1,1,2,1
453,2,1,2,2,2,1,1,2,1
453,4,1,2,1,1,1,1,2,1
453,4,1,1,1,1,1,1,2,1
453,5,1,1,3,3,1,1,2,1
453,5,1,3,3,3,1,1,2,1
453,6,1,3,1,1,1,1,2,1
453,6,1,1,1,1,1,1,2,1
453,7,1,5,1,1,1,1,2,1
453,7,1,1,1,1,1,1,2,1
453,7,1,2,1,1,1,1,2,1
453,7,1,3,1,1,1,1,2,1
453,8,1,1,1,1,1,1,2,1
453,8,1,4,1,1,1,1,2,1
453,8,1,2,1,1,1,1,2,1
453,9,1,4,18,1,1,1,2,1
453,9,1,2,18,1,1,1,2,1
453,9,1,3,18,1,1,1,2,1
455,2,1,2,1,1,1,1,2,1
455,3,1,1,1,1,1,1,2,1
455,3,1,2,1,1,1,1,2,1
455,3,1,3,1,1,1,1,2,1
455,4,1,1,11,1,1,1,2,1
455,4,1,3,11,1,1,1,2,1
455,4,1,4,11,1,1,1,2,1
455,5,1,4,9,1,1,1,2,1
455,5,1,2,9,1,1,1,2,1
455,5,1,3,9,1,1,1,2,1
455,6,1,2,1,1,1,2,2,1
455,7,1,1,1,1,1,1,2,1
455,7,1,2,1,1,1,1,2,1
455,8,1,3,1,1,1,1,2,1
455,8,1,2,1,1,1,1,2,1
455,9,1,1,1,1,1,1,2,1
456,1,1,2,4,1,1,1,2,2
456,1,1,3,4,1,1,1,2,2
456,2,1,2,1,1,1,1,2,2
456,2,1,1,1,1,1,1,2,1
456,4,1,1,1,1,1,1,2,2
456,5,1,2,16,1,1,1,2,1
456,5,1,1,16,1,1,1,2,1
