"grappe","exploitation","passage","s9q00","s9q01","s9q02a","s9q02d","s9q02e","s9q02f","s9q03","s9q04","s9q05","s9q06","s9q07","s9q08","s9q09","s9q10","s9q11","s9q12a","s9q12b"
189,8,1,1,1,1,1,58,1.79769313486232e+308,5,1,56,3,1,20,5,1,4,150000,4
190,3,1,1,2,2,2,42,1.79769313486232e+308,4,1,45,1,2,1.79769313486232e+308,2,1,3,15000,1
190,4,1,1,1,2,2,47,1.79769313486232e+308,1,1,30,3,1,5,2,1,6,35000,4
190,5,1,1,1,1,1,38,1.79769313486232e+308,4,1,40,3,2,1.79769313486232e+308,6,1,3,10000,1
190,6,1,1,2,2,2,24,1.79769313486232e+308,4,1,18,2,2,1.79769313486232e+308,2,1,3,7500,1
190,7,1,1,2,2,2,36,1.79769313486232e+308,4,1,56,3,2,1.79769313486232e+308,2,1,3,20000,2
190,8,1,1,2,2,2,27,1.79769313486232e+308,4,1,35,3,2,1.79769313486232e+308,2,1,3,25000,1
192,9,1,1,1,1,1,69,1.79769313486232e+308,2,1,38,3,1,4,3,1,3,500000,3
196,9,1,1,1,1,1,68,1.79769313486232e+308,2,1,8,1,1,8,4,1,3,99999998,1
198,3,1,1,1,1,1,66,1.79769313486232e+308,2,1,30,1,1,10,6,1,3,2000000,4
198,6,1,1,9,1,1,83,1.79769313486232e+308,2,1,32,1,1,5,4,1,3,400000,5
201,9,1,1,1,1,1,48,1.79769313486232e+308,2,2,18,1,1,17,2,1,4,20000,5
203,3,1,1,1,1,1,44,1.79769313486232e+308,4,2,46,1,1,8,5,1,3,300000,4
203,6,1,1,1,1,1,44,1.79769313486232e+308,4,1,24,1,1,3,6,1,3,450000,3
206,3,1,1,1,1,1,50,1.79769313486232e+308,5,1,35,1,2,1.79769313486232e+308,4,1,4,50000,4
207,6,1,1,1,1,2,54,1.79769313486232e+308,2,1,36,2,1,12,4,1,3,30000,1
208,6,1,1,1,1,1,70,1.79769313486232e+308,2,1,40,2,1,28,4,1,3,100000,2
210,6,1,1,1,1,1,42,1.79769313486232e+308,2,1,26,2,1,4,2,1,3,50000,2
211,6,1,1,1,1,1,54,1.79769313486232e+308,4,1,35,1,2,1.79769313486232e+308,2,1,3,25000,4
212,3,1,1,1,1,1,50,1.79769313486232e+308,2,1,30,1,1,2,2,1,3,100000,1
212,9,1,1,1,1,1,62,1.79769313486232e+308,2,1,35,1,1,17,4,1,3,100000,2
215,3,1,1,22,1,1,70,1.79769313486232e+308,2,1,41,1,1,10,4,1,3,240000,4
215,6,1,1,5,5,1,34,1.79769313486232e+308,4,1,22,5,1,0,2,1,3,300000,2
215,9,1,1,1,1,1,57,1.79769313486232e+308,4,1,50,1,1,2,3,1,3,15000,3
216,3,1,1,8,8,1,27,1.79769313486232e+308,4,1,25,4,1,13,2,3,7,80000,5
216,6,1,1,7,1,1,61,1.79769313486232e+308,2,1,21,1,1,10,3,1,1,75000,5
216,9,1,1,1,1,1,60,1.79769313486232e+308,2,1,20,5,1,0,2,1,3,10000,4
219,6,1,1,1,1,1,42,1.79769313486232e+308,4,1,44,1,1,4,2,1,3,20000,4
219,9,1,1,1,1,1,50,1.79769313486232e+308,4,1,30,3,2,1.79769313486232e+308,2,1,4,30000,4
220,6,1,1,1,1,1,61,1.79769313486232e+308,2,1,34,6,1,5,2,1,6,50000,4
221,6,1,1,1,1,1,67,1.79769313486232e+308,2,1,30,6,1,20,2,1,4,1500,2
226,3,1,1,1,1,1,47,1.79769313486232e+308,4,1,40,5,2,1.79769313486232e+308,2,1,2,2500,5
226,6,1,1,1,1,1,36,1.79769313486232e+308,4,1,24,3,1,3,4,1,3,40000,5
227,3,1,1,1,1,1,73,1.79769313486232e+308,5,1,30,3,1,0,4,1,4,50000,1
227,6,1,1,1,1,1,75,1.79769313486232e+308,5,2,39,5,1,0,3,1,3,50000,1
229,6,1,1,1,1,1,32,1.79769313486232e+308,1,1,33,1,1,14,6,1,6,70000,5
230,9,1,1,1,1,1,70,1.79769313486232e+308,2,1,24,3,1,1,2,1,4,40000,5
233,3,1,1,1,1,1,48,1.79769313486232e+308,4,1,45,1,1,5,4,1,3,50000,3
233,6,1,1,3,1,1,76,1.79769313486232e+308,2,1,26,1,1,3,2,1,4,35000,4
233,9,1,1,1,1,1,37,1.79769313486232e+308,4,1,34,1,1,0,3,1,6,85000,4
234,6,1,1,3,1,1,61,1.79769313486232e+308,2,1,35,5,1,15,3,1,3,30000,2
234,9,1,1,4,1,1,79,1.79769313486232e+308,2,1,40,1,1,3,3,1,3,50000,3
235,9,1,1,1,1,1,57,1.79769313486232e+308,2,1,40,1,1,3,3,1,4,50000,3
237,3,1,1,13,1,1,60,1.79769313486232e+308,2,1,37,1,1,10,2,3,3,450000,5
237,6,1,1,1,1,1,31,1.79769313486232e+308,4,1,998,1,1,7,2,1,3,50000,5
243,9,1,1,1,1,1,54,1.79769313486232e+308,2,1,30,2,1,2,2,1,4,100000,5
244,3,1,1,1,1,1,45,1.79769313486232e+308,4,1,38,4,1,0,2,3,6,100000,4
244,6,1,1,1,1,1,42,1.79769313486232e+308,4,1,38,4,2,1.79769313486232e+308,2,3,7,75000,4
246,3,1,1,1,1,1,40,1.79769313486232e+308,5,1,998,3,1,37,2,1,6,25000,1
246,6,1,1,1,1,1,29,1.79769313486232e+308,3,2,67,1,2,1.79769313486232e+308,3,1,6,45000,1
246,9,1,1,1,1,1,42,1.79769313486232e+308,5,1,38,6,2,1.79769313486232e+308,2,1,2,75000,1
247,6,1,1,1,1,1,45,1.79769313486232e+308,4,1,38,1,2,1.79769313486232e+308,1,1,6,15000,1
247,9,1,1,1,1,1,42,1.79769313486232e+308,4,1,38,3,1,20,2,1,6,30000,1
250,6,1,1,1,1,1,65,1.79769313486232e+308,2,1,998,2,1,1,2,1,4,50000,5
250,9,1,1,1,1,1,35,1.79769313486232e+308,5,1,34,1,2,1.79769313486232e+308,2,1,4,75000,5
256,9,1,1,6,1,1,87,1.79769313486232e+308,2,1,25,4,1,5,6,1,3,100000,2
257,3,1,1,1,1,1,55,1.79769313486232e+308,1,1,45,1,1,20,2,1,3,30000,2
258,3,1,1,11,11,1,24,1.79769313486232e+308,4,1,23,2,2,1.79769313486232e+308,3,1,3,5000,1
259,9,1,1,12,12,1,57,1.79769313486232e+308,3,1,32,3,1,0,2,1,2,35000,2
260,3,1,1,1,1,1,37,1.79769313486232e+308,4,1,998,4,1,7,5,1,3,300000,5
260,6,1,1,1,1,1,68,1.79769313486232e+308,2,1,30,4,1,10,2,1,4,25000,4
260,9,1,1,1,1,1,46,1.79769313486232e+308,3,1,25,1,1,6,3,1,6,100000,5
261,3,1,1,1,1,1,37,1.79769313486232e+308,6,1,40,4,2,1.79769313486232e+308,4,1,7,25000,5
261,9,1,2,5,5,1,29,1.79769313486232e+308,3,1,22,3,1,2,6,1,7,700000,5
262,3,1,1,1,1,1,47,1.79769313486232e+308,6,1,60,1,2,1.79769313486232e+308,2,1,7,500000,1
262,9,1,1,2,29,2,59,1.79769313486232e+308,2,1,43,3,1,1,4,1,3,80000,1
263,3,1,3,1,1,1,67,1.79769313486232e+308,2,1,26,3,1,3,1,1,3,5000,1
263,6,1,1,8,1,1,40,1.79769313486232e+308,4,1,30,2,1,3,2,1,3,35000,2
263,9,1,2,5,1,1,65,1.79769313486232e+308,2,1,25,2,1,2,3,1,3,100000,3
265,3,1,1,1,1,1,55,1.79769313486232e+308,2,1,26,4,1,2,4,1,6,50000,5
266,3,1,1,1,1,1,50,1.79769313486232e+308,1,1,60,2,1,10,6,1,3,100000,4
266,9,1,1,2,2,1,31,1.79769313486232e+308,4,1,26,4,1,6,2,1,3,50000,5
267,3,1,1,1,1,1,54,1.79769313486232e+308,4,1,47,1,1,1,5,1,3,1000000,4
267,6,1,2,1,1,1,55,1.79769313486232e+308,6,1,30,2,2,1.79769313486232e+308,1,1,7,30000,1
267,9,1,1,2,2,2,47,1.79769313486232e+308,4,1,42,4,1,0,3,1,3,100000,3
268,3,1,1,15,15,1,69,1.79769313486232e+308,4,1,50,5,1,3,4,1,6,150000,4
268,6,1,1,1,1,1,50,1.79769313486232e+308,5,1,43,3,2,1.79769313486232e+308,2,1,7,500000,5
268,9,1,1,11,1,1,56,1.79769313486232e+308,3,1,72,1,2,1.79769313486232e+308,4,1,3,150000,4
269,9,1,1,1,1,1,66,1.79769313486232e+308,2,1,40,6,1,9,6,1,3,320000,4
276,3,1,1,1,1,1,52,1.79769313486232e+308,4,1,30,1,1,15,2,1,4,25000,4
277,3,1,1,1,2,2,31,1.79769313486232e+308,3,2,40,1,2,1.79769313486232e+308,4,1,5,60000,4
277,6,1,1,1,1,1,37,1.79769313486232e+308,4,1,24,1,1,15,6,1,3,200000,4
278,3,1,1,1,1,1,59,1.79769313486232e+308,4,1,30,6,1,18,2,1,6,50000,4
280,1,1,1,2,2,2,43,1.79769313486232e+308,4,1,40,6,2,1.79769313486232e+308,2,1,3,25000,2
280,2,1,1,6,6,1,23,1.79769313486232e+308,6,1,998,1,2,1.79769313486232e+308,1,1,7,25000,4
280,4,1,1,2,2,2,23,1.79769313486232e+308,3,1,38,1,2,1.79769313486232e+308,2,1,3,15000,4
280,5,1,2,1,1,1,68,1.79769313486232e+308,2,1,35,6,1,0,3,1,3,20000,2
280,6,1,1,2,2,2,24,1.79769313486232e+308,4,1,45,1,2,1.79769313486232e+308,3,1,3,25000,4
280,7,1,1,2,2,2,27,1.79769313486232e+308,5,1,998,5,2,1.79769313486232e+308,2,1,3,15000,2
280,8,1,1,5,5,2,49,1.79769313486232e+308,2,2,33,1,1,0,2,1,3,5000,1
281,2,1,1,1,1,1,66,1.79769313486232e+308,2,1,39,3,1,0,3,1,3,50000,2
281,3,1,1,1,1,2,71,1.79769313486232e+308,5,1,998,4,2,1.79769313486232e+308,3,2,3,75000,4
281,4,1,2,1,1,2,61,1.79769313486232e+308,2,1,39,2,1,7,4,1,3,50000,1
281,6,1,1,2,2,2,24,1.79769313486232e+308,3,1,32,1,2,1.79769313486232e+308,2,1,6,30000,4
281,7,1,1,1,1,1,75,1.79769313486232e+308,6,1,998,1,2,1.79769313486232e+308,1,1,7,30000,4
281,8,1,2,1,1,1,67,1.79769313486232e+308,2,2,35,5,1,0,1,1,3,5000,3
281,9,1,1,1,1,1,40,1.79769313486232e+308,4,1,34,2,1,5,2,1,3,15000,4
282,1,1,1,1,1,2,80,1.79769313486232e+308,2,1,42,4,1,0,2,1,6,40000,4
282,2,1,1,1,1,2,58,1.79769313486232e+308,2,2,33,2,1,6,2,1,3,20000,2
282,3,1,1,1,1,1,63,1.79769313486232e+308,4,1,61,6,2,1.79769313486232e+308,3,1,3,85000,4
282,4,1,1,1,1,1,47,1.79769313486232e+308,4,1,39,2,1,0,3,1,3,20000,4
282,5,1,1,2,2,2,29,1.79769313486232e+308,4,1,40,2,2,1.79769313486232e+308,4,1,3,100000,4
282,7,1,1,1,1,1,37,1.79769313486232e+308,4,1,32,1,1,0,4,1,6,50000,4
282,8,1,2,6,7,2,48,1.79769313486232e+308,4,1,45,2,2,1.79769313486232e+308,2,1,3,25000,2
282,9,1,1,2,2,2,51,1.79769313486232e+308,4,1,42,2,2,1.79769313486232e+308,3,1,3,40000,3
283,4,1,1,10,10,2,69,1.79769313486232e+308,2,1,35,5,1,12,6,1,3,50000,1
283,8,1,1,1,1,2,54,1.79769313486232e+308,2,1,37,6,2,1.79769313486232e+308,3,1,7,100000,1
283,9,1,1,1,5,2,40,1.79769313486232e+308,1,1,55,6,2,1.79769313486232e+308,5,1,1,65000,1
284,1,1,1,2,2,2,37,1.79769313486232e+308,1,1,56,1,1,15,5,1,3,200000,1
284,2,1,1,1,1,1,45,1.79769313486232e+308,6,1,35,1,2,1.79769313486232e+308,5,1,7,100000,4
286,6,1,1,1,1,1,39,1.79769313486232e+308,4,1,45,2,1,2,2,1,3,50000,5
287,9,1,1,1,1,1,41,1.79769313486232e+308,4,1,37,5,1,0,2,1,4,100000,5
290,3,1,1,4,1,1,72,1.79769313486232e+308,2,1,29,1,1,4,3,1,3,100000,5
290,6,1,1,1,1,1,50,1.79769313486232e+308,4,2,26,1,1,7,3,1,4,50000,4
290,9,1,1,3,1,1,84,1.79769313486232e+308,4,1,56,6,1,24,2,1,6,120000,5
291,9,1,1,1,1,1,37,1.79769313486232e+308,4,1,33,2,1,4,4,1,4,150000,4
292,3,1,1,1,1,1,60,1.79769313486232e+308,2,1,32,2,1,2,3,1,3,150000,5
295,3,1,1,1,1,1,42,1.79769313486232e+308,4,1,28,2,1,7,4,1,4,50000,4
300,6,1,1,1,1,1,45,1.79769313486232e+308,4,1,38,1,1,23,2,1,7,25000,4
302,3,1,1,1,1,2,47,1.79769313486232e+308,3,2,75,2,2,1.79769313486232e+308,2,1,3,50000,4
302,6,1,1,1,1,1,40,1.79769313486232e+308,4,1,30,1,1,7,3,1,3,75000,4
302,9,1,1,1,1,1,50,1.79769313486232e+308,2,1,18,1,1,1,4,1,6,25000,4
303,6,1,1,1,1,1,68,1.79769313486232e+308,2,1,40,3,1,3,4,1,4,50000,4
304,3,1,1,1,1,1,56,1.79769313486232e+308,4,1,43,1,1,2,2,1,6,60000,1
304,6,1,1,1,1,1,50,1.79769313486232e+308,4,2,998,1,1,12,2,1,6,35000,1
304,9,1,1,1,1,1,48,1.79769313486232e+308,4,2,35,1,1,0,2,1,6,40000,5
305,3,1,1,1,1,1,50,1.79769313486232e+308,5,1,40,1,2,1.79769313486232e+308,2,1,6,50000,1
305,6,1,1,1,1,1,48,1.79769313486232e+308,4,1,45,1,1,12,2,1,6,90000,1
305,9,1,1,1,1,1,53,1.79769313486232e+308,4,1,40,1,1,0,2,1,6,30000,1
306,9,1,1,1,1,1,52,1.79769313486232e+308,2,1,32,1,1,5,5,1,3,200000,5
309,6,1,1,1,1,1,48,1.79769313486232e+308,4,1,1,1,1,1,2,1,6,45000,1
309,9,1,1,1,1,1,57,1.79769313486232e+308,4,1,1,1,1,1,2,1,6,35000,1
310,3,1,1,1,1,1,70,1.79769313486232e+308,5,1,79,1,2,1.79769313486232e+308,1,3,3,40000,4
310,9,1,1,1,1,1,44,1.79769313486232e+308,4,1,25,1,1,20,4,1,2,150000,4
311,3,1,1,1,1,1,60,1.79769313486232e+308,2,1,22,1,1,18,4,1,3,100000,3
312,3,1,2,1,1,2,45,1.79769313486232e+308,5,1,50,1,2,1.79769313486232e+308,1,3,4,25000,4
312,6,1,1,1,1,1,35,1.79769313486232e+308,4,1,27,1,1,25,4,1,3,100000,3
312,9,1,1,6,6,2,55,1.79769313486232e+308,4,1,29,1,1,29,2,1,6,45000,2
313,6,1,1,2,2,2,60,1.79769313486232e+308,2,1,42,1,1,10,4,1,3,60000,4
317,9,1,2,1,1,1,70,1.79769313486232e+308,2,1,39,1,1,14,5,1,3,300000,4
318,6,1,1,1,1,1,72,1.79769313486232e+308,3,1,52,1,1,15,5,1,3,300000,5
320,3,1,1,1,1,1,69,1.79769313486232e+308,4,1,58,3,1,15,4,1,3,500000,3
320,6,1,2,1,1,1,63,1.79769313486232e+308,2,1,30,1,1,4,4,1,5,50000,3
321,6,1,1,18,1,1,81,1.79769313486232e+308,2,1,29,6,1,0,3,1,5,200000,3
323,9,1,1,1,1,1,67,1.79769313486232e+308,4,1,998,1,1,2,6,1,4,20000,5
324,3,1,1,1,1,1,75,1.79769313486232e+308,3,1,998,1,1,0,2,1,4,85000,5
324,6,1,1,1,1,1,41,1.79769313486232e+308,4,1,98,2,2,1.79769313486232e+308,2,1,4,85000,5
324,9,1,1,1,1,1,42,1.79769313486232e+308,6,1,98,1,2,1.79769313486232e+308,2,1,4,50000,5
325,3,1,1,1,1,1,57,1.79769313486232e+308,3,1,998,1,2,1.79769313486232e+308,2,1,6,100000,5
325,6,1,1,1,1,1,45,1.79769313486232e+308,4,1,998,1,2,1.79769313486232e+308,2,1,6,75000,5
327,3,1,1,1,1,1,55,1.79769313486232e+308,3,1,30,1,1,0,3,1,3,50000,3
328,3,1,1,15,15,1,39,1.79769313486232e+308,2,1,39,1,2,1.79769313486232e+308,2,1,2,370000,3
329,3,1,1,1,1,1,51,1.79769313486232e+308,1,1,35,1,1,10,2,1,6,50000,4
329,6,1,2,4,1,1,98,1.79769313486232e+308,2,2,28,3,1,5,1,1,6,50000,4
329,9,1,1,16,1,1,68,1.79769313486232e+308,4,1,44,1,1,20,2,1,6,75000,4
330,3,1,1,1,1,1,67,1.79769313486232e+308,2,1,32,1,1,10,2,1,3,25000,5
330,6,1,2,4,1,1,63,1.79769313486232e+308,3,1,30,1,1,15,1,1,6,30000,4
330,9,1,1,1,1,1,35,1.79769313486232e+308,4,1,31,4,1,10,2,1,2,25000,5
331,3,1,1,9,1,1,65,1.79769313486232e+308,4,1,53,1,1,20,2,1,6,50000,4
331,9,1,1,1,1,1,47,1.79769313486232e+308,2,1,29,5,1,5,1,1,6,50000,4
332,3,1,1,1,1,1,21,1.79769313486232e+308,5,1,30,3,1,5,1,1,3,10000,2
334,6,1,1,12,1,1,56,1.79769313486232e+308,2,1,35,1,1,10,4,1,3,1000000,4
334,9,1,1,31,1,1,62,1.79769313486232e+308,3,1,32,1,1,12,4,1,3,100000,4
336,6,1,1,1,1,1,50,1.79769313486232e+308,2,1,30,1,1,4,3,1,4,50000,3
339,3,1,1,2,2,1,52,1.79769313486232e+308,4,1,55,6,1,30,6,1,3,50000,4
343,6,1,1,1,1,1,52,1.79769313486232e+308,4,1,30,1,1,6,2,1,3,50000,5
345,1,1,1,1,1,2,58,1.79769313486232e+308,2,1,998,3,2,1.79769313486232e+308,4,1,3,250000,4
345,3,1,1,2,1,1,25,1.79769313486232e+308,4,1,998,3,2,1.79769313486232e+308,2,1,3,15000,4
345,4,1,1,5,6,2,30,1.79769313486232e+308,5,1,998,6,2,1.79769313486232e+308,4,1,3,5000,4
345,5,1,1,11,11,1,25,1.79769313486232e+308,5,1,23,4,2,1.79769313486232e+308,3,1,3,23500,4
345,7,1,1,2,2,2,28,1.79769313486232e+308,1,1,31,3,1,0,3,1,2,40000,4
345,8,1,1,4,1,1,65,1.79769313486232e+308,6,1,998,6,2,1.79769313486232e+308,2,1,3,40000,1
345,9,1,1,2,2,2,49,1.79769313486232e+308,6,1,998,4,2,1.79769313486232e+308,1,1,7,75000,4
346,2,1,1,1,1,1,46,1.79769313486232e+308,6,1,998,1,2,1.79769313486232e+308,2,1,7,45000,4
346,5,1,1,4,4,2,26,1.79769313486232e+308,4,1,32,2,2,1.79769313486232e+308,2,1,2,25000,4
346,9,1,1,2,2,2,17,1.79769313486232e+308,1,1,27,6,1,20,1,1,3,25000,3
347,1,1,2,2,2,2,26,1.79769313486232e+308,4,1,30,4,1,2,2,1,3,20000,5
347,2,1,1,6,6,2,25,1.79769313486232e+308,2,1,35,4,1,3,3,1,6,11500,5
347,3,1,2,1,1,1,38,1.79769313486232e+308,6,2,36,2,2,1.79769313486232e+308,4,1,7,700000,1
347,4,1,1,2,2,2,27,1.79769313486232e+308,6,1,40,2,2,1.79769313486232e+308,1,1,6,5000,5
347,5,1,1,2,2,2,29,1.79769313486232e+308,5,1,30,4,2,1.79769313486232e+308,3,1,3,11500,5
347,6,1,1,2,2,2,40,1.79769313486232e+308,5,2,33,4,2,1.79769313486232e+308,3,1,3,10000,5
347,8,1,4,7,7,2,43,1.79769313486232e+308,4,1,52,4,2,1.79769313486232e+308,2,1,6,5000,5
347,9,1,2,2,2,2,40,1.79769313486232e+308,2,1,30,1,1,4,3,1,6,20000,5
348,1,1,2,2,2,2,22,1.79769313486232e+308,5,1,26,4,2,1.79769313486232e+308,1,1,3,5000,5
348,2,1,4,3,3,1,57,1.79769313486232e+308,4,1,37,5,1,0,2,1,3,35000,5
348,3,1,3,4,4,2,17,1.79769313486232e+308,3,2,37,4,1,4,4,1,3,20000,5
348,4,1,3,2,2,2,45,1.79769313486232e+308,4,2,36,4,2,1.79769313486232e+308,5,3,3,50000,5
348,5,1,1,1,1,1,32,1.79769313486232e+308,4,1,40,1,2,1.79769313486232e+308,3,1,3,40000,5
348,6,1,1,1,1,1,39,1.79769313486232e+308,4,2,44,6,1,0,2,1,3,100000,5
348,7,1,1,1,1,1,52,1.79769313486232e+308,2,1,30,4,2,1.79769313486232e+308,2,1,3,30000,5
348,8,1,1,2,2,2,30,1.79769313486232e+308,2,1,38,4,2,1.79769313486232e+308,2,1,6,30000,5
348,9,1,3,1,1,1,46,1.79769313486232e+308,6,1,40,4,2,1.79769313486232e+308,3,1,7,30000,5
349,1,1,1,1,1,1,32,1.79769313486232e+308,4,1,37,4,1,2,2,1,3,20000,5
349,2,1,1,2,2,2,51,1.79769313486232e+308,2,2,31,6,1,0,2,1,3,10000,5
349,3,1,1,2,2,2,25,1.79769313486232e+308,4,1,35,2,2,1.79769313486232e+308,3,1,3,10000,5
349,4,1,1,2,1,1,50,1.79769313486232e+308,6,1,55,1,2,1.79769313486232e+308,2,1,3,2000,5
349,5,1,2,7,7,2,28,1.79769313486232e+308,4,2,25,4,1,0,2,1,3,20000,3
349,6,1,1,2,2,2,30,1.79769313486232e+308,4,1,28,4,1,2,2,1,3,5000,5
349,7,1,1,1,1,1,57,1.79769313486232e+308,2,1,35,4,2,1.79769313486232e+308,2,1,3,50000,2
349,8,1,1,1,1,1,45,1.79769313486232e+308,2,2,30,3,2,1.79769313486232e+308,2,1,3,10000,5
349,9,1,1,2,2,2,27,1.79769313486232e+308,4,2,17,2,2,1.79769313486232e+308,3,1,3,5000,5
350,1,1,1,2,2,2,25,1.79769313486232e+308,4,1,47,6,2,1.79769313486232e+308,2,1,3,20000,5
350,4,1,1,2,2,2,21,1.79769313486232e+308,1,1,23,2,1,1,3,1,3,15000,5
350,7,1,1,1,1,1,28,1.79769313486232e+308,3,1,75,1,2,1.79769313486232e+308,2,1,3,10000,5
352,5,1,2,13,1,1,48,1.79769313486232e+308,6,1,28,2,2,1.79769313486232e+308,2,1,2,7500,5
352,6,1,1,5,1,1,45,1.79769313486232e+308,4,1,998,4,1,16,6,1,6,200000,5
353,2,1,1,1,1,1,39,1.79769313486232e+308,6,2,40,1,2,1.79769313486232e+308,1,1,7,50000,5
353,4,1,1,7,7,1,22,1.79769313486232e+308,5,1,40,5,2,1.79769313486232e+308,3,1,3,10000,5
353,5,1,1,1,1,1,64,1.79769313486232e+308,6,1,58,6,2,1.79769313486232e+308,1,1,3,5000,5
353,7,1,1,2,5,2,37,1.79769313486232e+308,5,1,25,1,2,1.79769313486232e+308,2,1,3,10000,5
354,1,1,1,1,1,1,53,1.79769313486232e+308,6,1,68,5,2,1.79769313486232e+308,2,1,7,75000,1
354,2,1,1,1,1,1,46,1.79769313486232e+308,5,1,27,5,1,3,2,1,3,10000,5
354,5,1,2,1,1,2,47,1.79769313486232e+308,6,1,70,6,2,1.79769313486232e+308,2,1,6,15000,5
354,7,1,1,1,1,1,57,1.79769313486232e+308,5,1,40,5,1,0,4,1,3,30000,5
354,8,1,1,2,2,2,35,1.79769313486232e+308,4,1,40,6,2,1.79769313486232e+308,3,1,3,5000,5
355,1,1,2,2,2,2,30,1.79769313486232e+308,4,2,42,5,2,1.79769313486232e+308,4,1,7,15000,5
355,2,1,1,1,1,1,32,1.79769313486232e+308,4,1,25,1,2,1.79769313486232e+308,1,1,7,10000,5
355,4,1,1,2,2,2,27,1.79769313486232e+308,4,2,23,6,2,1.79769313486232e+308,2,1,7,15000,5
355,6,1,1,1,1,1,23,1.79769313486232e+308,1,1,27,2,2,1.79769313486232e+308,1,1,7,55000,5
355,7,1,1,1,1,1,27,1.79769313486232e+308,1,1,30,1,2,1.79769313486232e+308,1,1,3,15000,5
357,6,1,1,1,10,1,40,1.79769313486232e+308,4,1,14,1,1,2,2,1,2,2000,4
357,9,1,1,1,2,2,65,1.79769313486232e+308,2,1,28,4,1,0,2,1,3,20000,2
358,3,1,1,4,1,1,73,1.79769313486232e+308,4,1,50,3,1,30,2,1,4,25000,4
358,6,1,1,12,1,1,62,1.79769313486232e+308,2,1,18,2,1,0,4,1,3,100000,3
359,3,1,1,1,1,1,60,1.79769313486232e+308,2,1,30,1,1,10,4,1,3,50000,5
359,6,1,1,2,2,2,45,1.79769313486232e+308,1,2,27,2,1,3,2,1,3,15000,1
363,6,1,1,1,1,1,27,1.79769313486232e+308,4,1,30,1,2,1.79769313486232e+308,3,1,3,75000,5
364,3,1,1,1,1,1,57,1.79769313486232e+308,4,1,49,3,1,18,2,1,4,75000,5
364,6,1,1,7,7,2,37,1.79769313486232e+308,4,1,57,4,2,1.79769313486232e+308,2,1,6,70000,5
365,3,1,1,19,19,2,23,1.79769313486232e+308,4,1,45,4,2,1.79769313486232e+308,2,1,3,70000,5
365,9,1,1,8,8,1,27,1.79769313486232e+308,5,1,50,4,2,1.79769313486232e+308,2,1,3,50000,5
366,3,1,1,1,1,1,68,1.79769313486232e+308,2,1,38,1,1,2,2,1,3,150000,5
367,3,1,1,1,1,1,45,1.79769313486232e+308,2,1,26,1,1,2,2,1,3,40000,5
367,6,1,1,1,1,1,60,1.79769313486232e+308,2,1,33,2,1,3,2,1,3,60000,5
367,9,1,1,1,1,1,40,1.79769313486232e+308,4,1,36,1,1,3,2,1,3,75000,5
368,9,1,1,1,1,1,63,1.79769313486232e+308,2,1,34,1,1,21,2,1,6,60000,4
371,9,1,1,1,1,1,70,1.79769313486232e+308,2,1,44,1,1,1,1,1,3,20000,2
372,3,1,1,1,1,1,32,1.79769313486232e+308,4,2,30,4,1,1,6,1,6,20000,5
373,3,1,1,1,2,2,50,1.79769313486232e+308,2,2,30,1,1,15,3,1,3,6000,4
373,9,1,1,1,1,1,58,1.79769313486232e+308,4,1,43,4,2,1.79769313486232e+308,2,1,4,25000,4
374,6,1,1,1,1,1,43,1.79769313486232e+308,4,1,35,1,1,5,2,1,3,150,5
374,9,1,1,1,2,2,25,1.79769313486232e+308,4,1,36,1,2,1.79769313486232e+308,2,1,3,30000,5
377,3,1,1,1,1,1,47,1.79769313486232e+308,1,1,40,2,2,1.79769313486232e+308,1,3,7,20000,4
379,6,1,1,1,1,1,61,1.79769313486232e+308,2,2,40,2,1,10,1,1,3,10000,4
379,9,1,1,1,1,1,53,1.79769313486232e+308,3,1,38,4,1,12,2,1,3,100000,3
380,3,1,1,1,1,1,60,1.79769313486232e+308,2,1,35,5,1,5,3,1,3,100000,2
384,6,1,1,1,1,1,34,1.79769313486232e+308,4,1,32,3,1,14,2,1,4,50000,4
384,9,1,1,1,1,1,47,1.79769313486232e+308,4,1,60,1,1,4,4,1,2,50000,4
386,3,1,2,2,2,2,75,1.79769313486232e+308,4,2,42,3,2,1.79769313486232e+308,1,1,6,50000,4
386,9,1,1,1,1,1,82,1.79769313486232e+308,2,2,38,5,1,9,2,1,6,100000,4
387,3,1,1,1,1,1,48,1.79769313486232e+308,4,1,40,6,1,12,2,1,6,150000,4
387,6,1,1,1,1,1,53,1.79769313486232e+308,1,2,30,4,1,5,1,1,6,75000,4
388,9,1,1,1,1,1,57,1.79769313486232e+308,4,2,30,4,1,4,2,1,6,100000,4
391,6,1,1,1,1,1,60,1.79769313486232e+308,4,1,41,1,1,4,4,1,4,100000,4
396,9,1,1,1,1,1,60,1.79769313486232e+308,2,1,30,5,1,4,3,1,3,25000,3
402,3,1,1,21,21,1,28,1.79769313486232e+308,3,1,25,1,1,3,1,1,6,30000,5
402,6,1,1,36,1,1,46,1.79769313486232e+308,4,1,35,1,1,5,4,1,3,50000,5
404,9,1,1,1,1,1,48,1.79769313486232e+308,2,2,998,6,2,1.79769313486232e+308,2,1,6,25000,4
405,3,1,1,1,4,2,19,1.79769313486232e+308,2,2,40,1,1,30,4,1,3,50000,4
405,9,1,1,2,1,1,73,1.79769313486232e+308,3,1,19,4,1,6,2,1,4,40000,4
