"grappe","exploitation","passage","s9q00","s9q01","s9q02a","s9q02d","s9q02e","s9q02f","s9q03","s9q04","s9q05","s9q06","s9q07","s9q08","s9q09","s9q10","s9q11","s9q12a","s9q12b"
697,6,1,1,1,1,1,29,1.79769313486232e+308,4,1,98,1,2,1.79769313486232e+308,1,1,6,10000,1
698,3,1,1,1,1,1,41,1.79769313486232e+308,2,1,26,1,1,0,2,1,3,50000,2
698,9,1,1,1,1,1,74,1.79769313486232e+308,2,1,26,4,1,3,2,1,3,75000,3
699,9,1,1,1,1,1,33,1.79769313486232e+308,4,1,25,4,1,1,4,1,4,150000,2
701,9,1,2,1,1,1,55,1.79769313486232e+308,2,1,25,1,1,1,3,1,4,400000,5
704,3,1,1,6,1,1,69,1.79769313486232e+308,2,1,24,1,1,0,4,1,4,150000,5
705,9,1,1,1,1,1,35,1.79769313486232e+308,2,1,26,1,1,2,2,1,4,20000,5
706,9,1,1,1,1,1,57,1.79769313486232e+308,2,1,28,5,1,4,4,1,6,25000,2
707,6,1,1,1,1,1,45,1.79769313486232e+308,6,1,41,1,2,1.79769313486232e+308,2,1,7,36000,5
707,9,1,1,2,1,1,38,1.79769313486232e+308,6,1,51,6,2,1.79769313486232e+308,5,1,7,600000,5
708,6,1,1,31,1,1,65,1.79769313486232e+308,2,1,28,1,1,1,3,1,4,100000,5
708,9,1,1,1,2,2,32,1.79769313486232e+308,2,1,20,1,2,1.79769313486232e+308,4,1,6,5000,4
709,9,1,1,8,6,2,63,1.79769313486232e+308,2,1,26,4,1,4,2,1,3,15000,5
711,3,1,1,1,14,2,26,1.79769313486232e+308,4,1,34,1,1,1,4,1,3,15000,4
712,3,1,1,1,1,1,72,1.79769313486232e+308,2,1,36,1,1,4,4,1,3,100000,5
712,6,1,1,1,1,1,62,1.79769313486232e+308,2,1,29,1,1,0,2,1,3,10000,5
713,6,1,1,1,1,1,51,1.79769313486232e+308,2,1,25,1,1,3,3,1,2,100000,4
713,9,1,1,1,1,1,40,1.79769313486232e+308,1,1,23,1,1,2,3,1,5,50000,4
714,3,1,1,2,2,2,55,1.79769313486232e+308,2,1,34,1,1,4,4,1,2,50000,4
714,6,1,1,6,1,1,67,1.79769313486232e+308,2,1,40,1,1,3,4,1,4,300000,4
716,6,1,1,8,1,1,50,1.79769313486232e+308,4,1,28,1,1,0,4,1,4,200000,5
717,6,1,1,1,1,1,60,1.79769313486232e+308,2,1,20,1,1,1,3,1,4,20000,4
717,9,1,1,1,1,1,42,1.79769313486232e+308,5,1,30,1,2,1.79769313486232e+308,2,1,3,25000,4
734,3,1,1,1,1,1,55,1.79769313486232e+308,4,1,40,1,1,27,4,1,3,100000,2
734,6,1,1,1,1,1,62,1.79769313486232e+308,4,1,98,1,1,20,4,1,3,50000,1
734,9,1,1,1,1,1,57,1.79769313486232e+308,4,1,98,1,1,20,4,1,3,50000,1
735,3,1,1,1,1,1,37,1.79769313486232e+308,4,1,32,1,2,1.79769313486232e+308,4,1,3,50000,2
735,6,1,1,1,1,1,38,1.79769313486232e+308,4,1,28,1,1,4,4,1,3,50000,1
735,9,1,1,1,1,1,42,1.79769313486232e+308,3,1,30,1,2,1.79769313486232e+308,4,1,3,75000,1
739,3,1,1,1,1,1,53,1.79769313486232e+308,2,1,22,1,1,3,2,1,4,100000,4
739,6,1,1,1,1,1,57,1.79769313486232e+308,1,1,27,1,1,5,2,1,4,10000,1
739,9,1,1,1,1,1,59,1.79769313486232e+308,4,1,31,1,1,4,4,1,4,250000,4
740,6,1,1,1,9,1,36,1.79769313486232e+308,4,1,36,1,1,5,2,1,2,50000,4
740,9,1,1,1,1,1,44,1.79769313486232e+308,4,1,998,1,1,2,2,1,2,60000,4
747,3,1,1,1,1,1,51,1.79769313486232e+308,1,1,32,1,1,5,2,1,4,25000,1
747,6,1,1,1,1,1,62,1.79769313486232e+308,4,1,47,1,1,5,2,1,4,20000,1
747,9,1,1,1,1,1,58,1.79769313486232e+308,4,1,35,1,1,4,2,1,4,15000,1
748,3,1,1,1,1,1,60,1.79769313486232e+308,1,1,27,1,1,2,2,1,4,10000,1
748,6,1,1,1,1,1,38,1.79769313486232e+308,1,1,32,1,1,2,2,1,4,15000,1
748,9,1,1,1,1,1,37,1.79769313486232e+308,1,1,36,1,1,4,2,1,4,25000,1
749,3,1,1,1,1,1,59,1.79769313486232e+308,1,1,28,1,1,5,2,1,4,30000,1
749,6,1,1,1,1,1,59,1.79769313486232e+308,1,1,36,1,1,4,2,1,4,10000,1
749,9,1,1,1,1,1,57,1.79769313486232e+308,1,1,32,1,1,5,2,1,4,15000,1
759,3,1,2,4,4,1,50,1.79769313486232e+308,4,1,30,5,1,4,3,1,7,180000,5
760,3,1,1,1,1,1,67,1.79769313486232e+308,2,1,30,2,1,11,2,1,3,30000,4
760,6,1,1,1,1,1,76,1.79769313486232e+308,2,1,24,1,1,0,2,1,3,15000,5
760,9,1,1,1,1,1,53,1.79769313486232e+308,2,2,21,2,1,1,2,1,4,65000,5
761,3,1,1,2,2,2,46,1.79769313486232e+308,4,1,40,1,2,1.79769313486232e+308,2,1,4,25000,4
761,9,1,1,1,3,2,42,1.79769313486232e+308,3,1,18,1,1,18,1,1,6,5000,3
762,3,1,1,6,1,1,39,1.79769313486232e+308,4,1,24,1,1,22,2,1,6,5000,4
762,6,1,1,2,2,2,65,1.79769313486232e+308,4,1,47,1,1,7,4,1,5,20000,4
774,9,1,1,4,1,1,32,1.79769313486232e+308,4,1,20,1,1,1,3,1,4,30000,4
775,3,1,1,1,1,1,36,1.79769313486232e+308,4,1,30,4,1,5,2,1,3,15000,3
785,3,1,1,1,1,1,50,1.79769313486232e+308,4,1,998,5,2,1.79769313486232e+308,3,1,4,50000,2
785,6,1,1,1,1,1,50,1.79769313486232e+308,4,1,35,1,2,1.79769313486232e+308,4,1,4,150000,1
786,9,1,1,1,1,1,47,1.79769313486232e+308,4,1,32,1,1,8,4,1,3,184000,4
801,3,1,1,1,1,1,34,1.79769313486232e+308,4,1,28,1,2,1.79769313486232e+308,3,1,3,35000,2
802,9,1,1,1,1,1,69,1.79769313486232e+308,4,1,998,2,1,6,3,1,3,60000,2
803,3,1,1,1,1,1,40,1.79769313486232e+308,4,1,38,1,1,3,4,1,3,200000,4
804,3,1,1,1,1,1,37,1.79769313486232e+308,4,1,29,1,1,3,4,1,3,100000,2
804,6,1,1,1,1,1,41,1.79769313486232e+308,4,1,30,1,1,3,4,1,3,100000,2
813,6,1,1,2,2,2,35,1.79769313486232e+308,4,1,40,1,2,1.79769313486232e+308,2,1,6,40000,4
819,3,1,1,1,2,2,25,1.79769313486232e+308,4,1,27,1,2,1.79769313486232e+308,4,1,2,80000,4
819,6,1,1,1,7,2,26,1.79769313486232e+308,1,1,34,1,2,1.79769313486232e+308,4,1,4,75000,4
819,9,1,2,1,1,2,59,1.79769313486232e+308,5,1,33,1,2,1.79769313486232e+308,4,1,3,10000,4
831,3,1,1,1,1,1,74,1.79769313486232e+308,5,1,998,5,1,3,2,1,2,50000,4
831,9,1,1,1,1,1,65,1.79769313486232e+308,2,1,18,3,1,0,4,1,6,50000,5
832,6,1,1,1,2,2,19,1.79769313486232e+308,4,1,35,1,2,1.79769313486232e+308,4,1,3,60000,4
832,9,1,1,1,1,1,59,1.79769313486232e+308,5,1,36,1,2,1.79769313486232e+308,3,1,3,80000,4
833,6,1,1,1,1,2,50,1.79769313486232e+308,2,1,35,1,1,3,4,1,3,80000,4
833,9,1,1,1,9,2,65,1.79769313486232e+308,2,1,29,1,1,5,4,1,3,100000,4
835,9,1,1,1,1,1,56,1.79769313486232e+308,2,1,23,4,1,0,3,1,3,50000,1
837,9,1,1,1,1,1,29,1.79769313486232e+308,5,1,22,1,2,1.79769313486232e+308,1,1,3,75000,5
839,1,1,1,1,7,1,3,6,6,2,45,1,1,0,2,1,3,55000,5
839,2,1,1,1,1,2,59,1.79769313486232e+308,2,1,30,1,1,3,2,1,3,60000,5
839,8,1,1,2,1,1,40,1.79769313486232e+308,1,1,46,1,2,1.79769313486232e+308,3,1,3,100000,5
839,9,1,1,2,1,1,38,1.79769313486232e+308,4,1,42,4,2,1.79769313486232e+308,2,1,3,50000,5
840,1,1,1,1,2,1,21,1.79769313486232e+308,4,2,41,3,1,0,2,1,1,200000,5
840,4,1,1,2,3,1,7,1.79769313486232e+308,5,2,34,1,2,1.79769313486232e+308,1,1,2,10000,5
840,9,1,1,2,1,1,54,1.79769313486232e+308,4,2,30,6,2,1.79769313486232e+308,2,1,2,50000,5
845,6,1,1,1,1,2,61,1.79769313486232e+308,4,1,59,1,2,1.79769313486232e+308,2,1,3,25000,2
847,3,1,2,1,1,1,40,1.79769313486232e+308,4,1,37,1,2,1.79769313486232e+308,2,1,3,7500,1
853,3,1,1,1,1,1,41,1.79769313486232e+308,4,1,998,1,2,1.79769313486232e+308,3,1,4,50000,4
853,6,1,1,1,1,1,35,1.79769313486232e+308,4,1,998,1,2,1.79769313486232e+308,3,1,4,250000,4
854,6,1,1,1,1,1,50,1.79769313486232e+308,5,1,998,1,2,1.79769313486232e+308,3,1,4,75000,4
856,6,1,1,1,1,1,52,1.79769313486232e+308,2,1,24,1,1,0,1,1,4,50000,4
856,9,1,1,1,1,2,47,1.79769313486232e+308,5,1,35,1,2,1.79769313486232e+308,3,1,3,50000,4
857,6,1,1,1,1,1,45,1.79769313486232e+308,4,1,998,1,2,1.79769313486232e+308,3,1,4,50000,4
861,6,1,1,1,1,1,40,1.79769313486232e+308,4,1,32,1,1,2,2,1,3,75000,2
861,9,1,1,1,1,1,60,1.79769313486232e+308,4,1,998,1,1,2,4,1,3,112000,2
862,3,1,1,1,1,1,35,1.79769313486232e+308,4,1,998,1,1,2,2,1,4,100000,2
862,9,1,1,1,1,1,50,1.79769313486232e+308,4,1,32,1,1,2,2,1,2,50000,1
863,3,1,1,1,1,1,65,1.79769313486232e+308,4,1,998,1,1,2,2,1,4,50000,2
863,6,1,1,1,1,1,56,1.79769313486232e+308,4,1,998,1,1,2,2,1,4,100000,3
863,9,1,1,1,1,1,50,1.79769313486232e+308,2,1,998,1,1,2,2,1,3,75000,3
870,6,1,1,1,1,1,38,1.79769313486232e+308,4,1,25,1,1,2,3,1,4,250000,4
870,9,1,1,1,1,1,60,1.79769313486232e+308,3,1,33,1,1,1,4,1,3,10000,1
871,9,1,1,1,1,1,77,1.79769313486232e+308,2,1,35,1,1,2,4,1,4,50000,5
872,3,1,1,10,10,2,58,1.79769313486232e+308,2,1,32,1,2,1.79769313486232e+308,4,1,5,50000,5
874,3,1,1,1,1,2,53,1.79769313486232e+308,3,2,30,4,1,7,1,1,3,15000,1
874,6,1,1,1,1,1,42,1.79769313486232e+308,1,1,55,6,2,1.79769313486232e+308,1,1,3,25000,2
875,9,1,1,1,1,1,42,1.79769313486232e+308,4,1,42,4,1,1,1,1,3,50000,1
877,3,1,1,1,1,1,45,1.79769313486232e+308,4,1,35,1,1,2,2,1,3,100000,2
877,6,1,1,1,1,1,47,1.79769313486232e+308,4,1,998,1,1,1,4,1,3,50000,2
877,9,1,1,1,1,1,52,1.79769313486232e+308,2,1,28,1,1,3,3,1,4,30000,3
885,9,1,1,2,2,2,32,1.79769313486232e+308,4,1,42,1,2,1.79769313486232e+308,4,1,3,70000,4
887,3,1,1,1,1,1,42,1.79769313486232e+308,3,1,40,1,1,12,1,1,3,50000,4
888,3,1,1,1,1,2,36,1.79769313486232e+308,3,2,50,1,2,1.79769313486232e+308,2,2,3,10000,4
888,6,1,1,1,1,2,44,1.79769313486232e+308,3,2,45,1,1,0,1,1,6,30000,4
896,9,1,1,1,1,1,60,1.79769313486232e+308,5,1,42,1,2,1.79769313486232e+308,4,1,6,75000,2
912,6,1,1,1,1,1,25,1.79769313486232e+308,4,1,998,1,2,1.79769313486232e+308,4,1,4,25000,4
912,9,1,1,1,3,2,10,1.79769313486232e+308,1,1,35,1,2,1.79769313486232e+308,1,1,3,10000,1
913,3,1,1,1,2,2,6,1.79769313486232e+308,3,1,40,1,2,1.79769313486232e+308,3,1,3,25000,1
913,9,1,1,1,5,2,17,1.79769313486232e+308,4,1,998,1,2,1.79769313486232e+308,4,1,6,25000,4
916,3,1,1,1,1,2,50,1.79769313486232e+308,2,2,19,1,1,10,1,2,3,30000,4
917,3,1,2,1,9,1,71,1.79769313486232e+308,4,1,58,4,1,30,2,1,6,10000,2
917,9,1,1,1,1,1,54,1.79769313486232e+308,4,1,998,6,1,0,2,1,6,50000,1
918,3,1,1,1,1,1,38,1.79769313486232e+308,5,1,60,4,2,1.79769313486232e+308,2,1,3,20000,4
918,9,1,1,1,1,1,87,1.79769313486232e+308,2,1,40,1,2,1.79769313486232e+308,2,1,6,70000,4
920,6,1,1,3,2,2,75,1.79769313486232e+308,2,1,45,6,2,1.79769313486232e+308,2,1,3,50000,2
920,9,1,1,1,1,1,30,1.79769313486232e+308,3,1,30,1,1,17,1,1,4,20000,4
928,6,1,1,1,1,1,40,1.79769313486232e+308,4,1,24,1,1,3,6,1,4,50000,4
928,9,1,1,1,1,1,43,1.79769313486232e+308,2,1,20,1,1,3,6,1,3,10000,1
929,6,1,1,1,1,1,50,1.79769313486232e+308,4,1,45,1,1,5,4,1,4,50000,4
933,1,1,1,1,1,2,77,1.79769313486232e+308,2,1,39,4,1,3,2,1,3,20000,1
933,2,1,1,1,1,1,37,1.79769313486232e+308,4,1,50,1,1,3,1,1,3,75000,4
933,5,1,1,1,1,1,73,1.79769313486232e+308,2,1,37,4,1,4,2,1,3,30000,1
933,8,1,1,1,1,2,70,1.79769313486232e+308,2,2,47,6,1,4,2,1,3,50000,2
934,1,1,1,1,1,2,43,1.79769313486232e+308,2,1,20,1,1,2,2,1,6,50000,4
934,2,1,1,1,1,2,33,1.79769313486232e+308,4,2,36,3,1,4,2,1,3,30000,2
934,3,1,1,1,1,2,55,1.79769313486232e+308,2,1,30,5,1,2,4,1,3,100000,2
934,5,1,2,1,1,1,85,1.79769313486232e+308,2,2,37,1,1,5,2,1,3,30000,2
934,8,1,1,1,2,2,23,1.79769313486232e+308,4,1,998,6,2,1.79769313486232e+308,2,1,1,200000,3
935,5,1,1,1,1,2,47,1.79769313486232e+308,2,2,30,5,1,3,2,1,6,15000,4
935,8,1,1,1,1,1,68,1.79769313486232e+308,2,2,28,4,1,3,2,1,6,50000,4
936,1,1,1,1,1,2,57,1.79769313486232e+308,4,2,56,1,1,15,2,1,6,30000,4
936,3,1,1,1,2,2,60,1.79769313486232e+308,2,1,30,5,1,3,2,1,6,60000,4
936,4,1,1,1,1,2,37,1.79769313486232e+308,4,1,40,6,2,1.79769313486232e+308,6,1,6,50000,4
936,6,1,1,1,1,2,47,1.79769313486232e+308,1,1,998,1,1,3,1,1,3,35000,1
936,8,1,1,1,1,2,72,1.79769313486232e+308,2,1,42,5,1,4,2,1,3,40000,1
937,2,1,1,1,1,1,35,1.79769313486232e+308,4,1,998,5,1,3,2,1,6,25000,4
937,3,1,1,1,1,1,34,1.79769313486232e+308,4,2,37,4,1,3,2,1,3,40000,3
937,4,1,1,1,2,2,27,1.79769313486232e+308,4,1,998,6,1,8,2,1,6,40000,4
937,8,1,1,1,1,1,70,1.79769313486232e+308,4,2,45,5,1,6,2,1,3,75000,4
937,9,1,1,1,5,2,56,1.79769313486232e+308,4,1,998,5,1,9,2,1,6,50000,4
940,9,1,1,1,2,1,11,1.79769313486232e+308,2,1,30,1,1,0,3,1,3,50000,2
941,9,1,1,1,1,1,52,1.79769313486232e+308,4,1,34,1,1,20,3,1,4,50000,4
943,3,1,1,1,1,1,45,1.79769313486232e+308,4,1,30,1,1,5,4,1,4,10000,4
944,3,1,1,1,1,1,31,1.79769313486232e+308,4,1,25,1,1,2,4,1,3,30000,4
948,6,1,1,2,2,2,59,1.79769313486232e+308,2,1,35,1,1,15,2,1,3,15000,1
950,3,1,1,1,4,1,20,1.79769313486232e+308,3,1,60,6,2,1.79769313486232e+308,2,1,3,100000,4
954,3,1,1,1,2,2,42,1.79769313486232e+308,4,1,32,2,2,1.79769313486232e+308,3,1,3,40000,4
954,9,1,1,1,1,1,51,1.79769313486232e+308,4,1,42,1,2,1.79769313486232e+308,4,1,3,35000,3
955,3,1,1,1,1,1,54,1.79769313486232e+308,4,1,29,1,2,1.79769313486232e+308,4,1,3,45000,3
956,3,1,1,1,8,2,50,1.79769313486232e+308,3,1,32,1,2,1.79769313486232e+308,4,1,3,45000,1
956,9,1,1,1,1,1,47,1.79769313486232e+308,1,1,98,1,2,1.79769313486232e+308,4,1,3,30000,1
964,6,1,1,1,1,1,70,1.79769313486232e+308,2,2,35,2,1,15,2,1,2,30000,4
964,9,1,1,1,1,1,32,1.79769313486232e+308,4,1,30,1,1,3,3,1,4,10000,1
965,3,1,1,1,1,1,25,1.79769313486232e+308,4,1,18,1,1,2,2,1,3,15000,2
965,9,1,1,1,1,1,35,1.79769313486232e+308,4,1,45,2,1,1,2,1,3,50000,2
966,9,1,1,1,1,2,31,1.79769313486232e+308,1,1,45,2,1,1,3,1,3,30000,1
967,3,1,1,1,1,1,82,1.79769313486232e+308,3,1,30,1,1,10,2,1,3,50000,2
967,9,1,1,1,1,2,40,1.79769313486232e+308,2,1,22,2,1,18,4,1,3,10000,2
972,3,1,1,1,1,1,56,1.79769313486232e+308,4,1,30,2,1,2,4,1,3,75000,2
972,6,1,1,1,1,1,56,1.79769313486232e+308,4,1,25,1,1,3,4,1,1,50000,3
972,9,1,1,1,1,1,45,1.79769313486232e+308,4,1,25,2,1,2,4,1,3,100000,4
976,3,1,1,1,1,1,56,1.79769313486232e+308,4,1,34,2,1,5,2,1,3,125000,3
976,6,1,1,1,1,1,60,1.79769313486232e+308,4,1,30,2,1,4,4,2,3,100000,2
976,9,1,1,1,1,1,56,1.79769313486232e+308,4,1,35,3,1,5,4,1,3,150000,3
986,6,1,1,2,2,2,40,1.79769313486232e+308,1,1,56,1,1,6,3,1,7,10000,1
987,1,1,1,2,2,2,63,1.79769313486232e+308,2,1,998,1,1,6,3,1,3,50000,5
987,2,1,1,1,1,1,38,1.79769313486232e+308,4,1,998,3,1,0,2,1,3,25000,5
987,5,1,1,1,1,1,48,1.79769313486232e+308,4,1,998,3,1,0,4,1,3,20000,5
987,8,1,1,1,1,1,66,1.79769313486232e+308,4,1,998,1,1,0,2,1,3,75000,5
988,2,1,1,1,1,1,52,1.79769313486232e+308,3,2,998,1,1,8,4,1,3,10000,1
988,4,1,1,12,12,1,45,1.79769313486232e+308,2,2,998,1,2,1.79769313486232e+308,4,1,3,75000,5
989,6,1,1,1,1,1,56,1.79769313486232e+308,6,2,998,1,2,1.79769313486232e+308,5,1,3,20000,5
989,7,1,1,1,1,1,32,1.79769313486232e+308,5,1,20,2,1,4,6,1,3,150000,4
989,9,1,1,1,1,1,69,1.79769313486232e+308,2,1,34,4,1,5,3,1,3,30000,5
990,5,1,1,2,2,2,35,1.79769313486232e+308,4,1,25,1,2,1.79769313486232e+308,4,1,2,100000,5
991,2,1,1,1,1,1,69,1.79769313486232e+308,4,1,998,3,1,1,3,1,3,75000,5
991,4,1,1,1,1,1,53,1.79769313486232e+308,4,1,40,6,1,8,6,1,3,250000,5
992,4,1,1,2,2,2,30,1.79769313486232e+308,4,1,998,6,2,1.79769313486232e+308,3,1,3,50000,5
992,7,1,2,2,2,2,40,1.79769313486232e+308,4,1,998,4,2,1.79769313486232e+308,6,1,3,35000,5
993,1,1,1,2,2,2,45,1.79769313486232e+308,4,1,42,3,1,2,6,1,3,200000,3
993,2,1,2,2,2,2,23,1.79769313486232e+308,5,1,998,6,2,1.79769313486232e+308,3,3,3,4500,4
993,4,1,1,3,2,2,65,1.79769313486232e+308,2,1,40,6,2,1.79769313486232e+308,5,1,3,500000,5
993,7,1,1,7,1,1,50,1.79769313486232e+308,4,1,998,1,1,25,5,1,3,300000,5
993,9,1,1,2,2,2,34,1.79769313486232e+308,4,2,998,1,2,1.79769313486232e+308,6,1,3,50000,5
994,6,1,1,1,1,2,44,1.79769313486232e+308,4,1,998,2,2,1.79769313486232e+308,3,1,3,10000,5
994,9,1,1,1,1,1,53,1.79769313486232e+308,4,1,40,2,1,13,4,1,6,100000,5
995,3,1,1,2,2,2,60,1.79769313486232e+308,2,1,37,3,1,16,4,1,2,25000,5
995,4,1,1,1,1,2,40,1.79769313486232e+308,2,1,23,1,1,19,4,1,3,35000,1
995,7,1,1,2,1,1,65,1.79769313486232e+308,2,1,40,1,1,39,4,1,3,50000,1
995,9,1,1,10,12,2,62,1.79769313486232e+308,2,2,37,1,1,20,4,1,6,25000,5
996,8,1,1,3,3,2,50,1.79769313486232e+308,2,2,22,6,1,21,4,1,2,60000,5
997,3,1,1,1,1,1,45,1.79769313486232e+308,5,1,998,6,2,1.79769313486232e+308,2,1,7,15000,1
997,5,1,1,2,2,2,25,1.79769313486232e+308,1,2,998,1,2,1.79769313486232e+308,3,1,3,38500,1
997,8,1,1,4,4,2,31,1.79769313486232e+308,4,1,28,4,2,1.79769313486232e+308,3,1,3,15000,5
998,2,1,1,2,1,1,35,1.79769313486232e+308,5,1,40,1,2,1.79769313486232e+308,4,1,3,100000,5
998,7,1,1,1,1,1,53,1.79769313486232e+308,5,1,30,1,2,1.79769313486232e+308,4,1,7,50000,5
998,8,1,1,3,1,1,67,1.79769313486232e+308,2,1,29,4,1,3,5,1,4,250000,5
1000,3,1,1,2,2,2,29,1.79769313486232e+308,1,1,40,1,1,1,5,1,3,100000,1
1000,8,1,1,2,2,2,24,1.79769313486232e+308,1,1,998,1,1,0,5,1,3,50000,1
1001,1,1,1,2,2,2,38,1.79769313486232e+308,1,1,45,1,1,0,5,1,3,100000,1
1001,2,1,1,2,2,1,29,1.79769313486232e+308,4,1,40,6,1,0,3,1,3,30000,5
1001,4,1,1,2,2,2,45,1.79769313486232e+308,1,1,50,1,1,0,6,1,3,100000,1
1002,1,1,1,1,1,1,50,1.79769313486232e+308,4,1,41,1,2,1.79769313486232e+308,4,1,3,75000,1
1002,2,1,2,1,1,2,45,1.79769313486232e+308,3,1,49,1,2,1.79769313486232e+308,5,1,6,25000,4
1002,3,1,1,1,1,1,30,1.79769313486232e+308,6,1,37,6,2,1.79769313486232e+308,4,1,6,100000,5
1002,4,1,1,2,2,2,22,1.79769313486232e+308,4,2,35,4,2,1.79769313486232e+308,6,1,3,50000,1
1002,5,1,1,2,2,2,15,1.79769313486232e+308,3,2,47,6,2,1.79769313486232e+308,1,1,3,10000,5
1002,6,1,1,2,2,2,21,1.79769313486232e+308,4,2,25,4,2,1.79769313486232e+308,1,1,3,15000,2
1002,8,1,1,2,2,2,46,1.79769313486232e+308,4,1,36,5,2,1.79769313486232e+308,5,1,2,175000,4
1002,9,1,2,1,1,2,50,1.79769313486232e+308,2,2,28,3,1,2,5,1,3,75000,1
1003,1,1,1,1,1,1,48,1.79769313486232e+308,4,1,50,5,1,5,6,1,2,100000,1
1003,2,1,1,1,1,1,44,1.79769313486232e+308,4,1,38,4,1,2,6,1,6,100000,5
1003,3,1,2,2,4,2,17,1.79769313486232e+308,5,2,46,6,2,1.79769313486232e+308,2,1,1,5000,5
1003,4,1,1,1,1,1,47,1.79769313486232e+308,4,1,51,4,1,5,5,1,1,300000,4
1003,5,1,1,2,2,2,48,1.79769313486232e+308,4,1,50,3,2,1.79769313486232e+308,6,1,6,700000,4
1003,6,1,1,2,2,2,40,1.79769313486232e+308,3,2,68,1,2,1.79769313486232e+308,2,1,6,75000,5
1003,7,1,1,2,2,1,27,1.79769313486232e+308,4,2,29,4,2,1.79769313486232e+308,3,1,3,10000,5
1003,8,1,1,3,3,1,48,1.79769313486232e+308,4,2,55,6,1,10,5,1,3,200000,5
1003,9,1,1,1,1,2,57,1.79769313486232e+308,2,1,30,5,1,3,5,1,3,75000,1
1004,4,1,1,1,1,1,50,1.79769313486232e+308,2,1,23,6,1,0,5,1,3,100000,5
1004,5,1,2,12,12,1,31,1.79769313486232e+308,4,1,998,1,1,12,5,1,3,75000,1
1004,8,1,2,1,1,2,58,1.79769313486232e+308,2,2,32,6,1,13,6,1,3,100000,1
1005,1,1,1,3,3,2,33,1.79769313486232e+308,5,1,33,5,2,1.79769313486232e+308,2,1,6,10000,5
1005,2,1,1,2,2,1,18,1.79769313486232e+308,5,2,45,6,2,1.79769313486232e+308,5,1,3,50000,5
1005,3,1,1,1,1,1,42,1.79769313486232e+308,4,1,39,5,2,1.79769313486232e+308,5,1,2,225000,5
1005,4,1,1,3,3,2,27,1.79769313486232e+308,3,1,50,1,2,1.79769313486232e+308,4,1,3,10000,5
1005,5,1,1,2,2,2,40,1.79769313486232e+308,4,1,43,5,2,1.79769313486232e+308,5,1,6,250000,1
1005,7,1,1,1,1,1,56,1.79769313486232e+308,6,1,56,5,2,1.79769313486232e+308,1,1,2,20000,5
1005,8,1,1,1,1,1,60,1.79769313486232e+308,2,1,36,4,1,2,6,1,3,100000,1
1005,9,1,1,1,1,1,44,1.79769313486232e+308,2,2,22,3,1,2,5,1,6,75000,5
1006,6,1,3,1,1,2,80,1.79769313486232e+308,2,2,25,6,1,5,5,1,3,100000,1
1006,8,1,1,5,5,2,28,1.79769313486232e+308,5,2,998,4,2,1.79769313486232e+308,6,3,3,300000,5
1006,9,1,1,1,2,2,55,1.79769313486232e+308,5,1,998,1,2,1.79769313486232e+308,4,1,7,900000,5
1007,2,1,1,1,1,1,35,1.79769313486232e+308,6,1,998,1,2,1.79769313486232e+308,6,3,7,0,5
1007,3,1,1,3,1,1,57,1.79769313486232e+308,4,1,998,1,1,3,5,1,7,0,5
1007,5,1,1,2,1,2,62,1.79769313486232e+308,2,1,998,1,1,0,5,1,7,0,1
1007,6,1,1,1,3,2,90,1.79769313486232e+308,2,2,998,1,1,5,6,1,7,0,1
1008,8,1,1,2,1,1,54,1.79769313486232e+308,4,2,998,3,1,5,5,1,3,50000,5
1009,3,1,1,2,1,1,31,1.79769313486232e+308,4,1,998,1,2,1.79769313486232e+308,5,1,3,0,5
1009,8,1,1,3,1,2,78,1.79769313486232e+308,5,2,32,1,2,1.79769313486232e+308,5,1,6,50000,5
1011,9,1,1,1,18,1,24,1.79769313486232e+308,4,1,35,3,1,2,4,1,3,240000,4
1013,3,1,1,1,1,1,73,1.79769313486232e+308,2,1,36,2,2,1.79769313486232e+308,3,1,3,50000,3
1013,9,1,2,2,2,2,41,1.79769313486232e+308,4,1,27,3,2,1.79769313486232e+308,3,1,3,100000,4
1014,1,1,2,1,2,2,67,1.79769313486232e+308,6,2,35,4,2,1.79769313486232e+308,3,1,6,20000,5
1014,6,1,1,1,1,1,44,1.79769313486232e+308,5,1,46,4,2,1.79769313486232e+308,3,1,6,30000,4
1015,2,1,1,1,1,2,62,1.79769313486232e+308,4,1,52,3,1,26,6,1,6,50000,5
1015,4,1,1,1,1,1,56,1.79769313486232e+308,4,1,54,5,1,10,3,1,3,200000,4
1015,7,1,1,1,1,1,27,1.79769313486232e+308,4,2,34,4,2,1.79769313486232e+308,5,1,7,300000,5
1017,3,1,1,12,12,2,27,1.79769313486232e+308,6,1,34,4,2,1.79769313486232e+308,1,1,6,45000,5
1019,1,1,1,1,1,1,55,1.79769313486232e+308,2,1,27,3,1,5,2,1,3,50000,5
1019,2,1,1,2,2,2,53,1.79769313486232e+308,1,1,58,6,1,0,3,1,3,100000,1
1019,4,1,1,1,1,2,30,1.79769313486232e+308,6,1,38,4,2,1.79769313486232e+308,2,1,3,50000,5
1019,6,1,1,7,7,2,27,1.79769313486232e+308,2,1,35,2,2,1.79769313486232e+308,2,1,3,25000,5
1019,8,1,1,8,1,1,35,1.79769313486232e+308,6,1,47,1,2,1.79769313486232e+308,3,2,7,18000,5
