"grappe","passage","exploitation","s6q00","s6q01","s6q02","s6q03","s6q04","s6q05","s6q06","s6q07a","s6q07b","s6q08","s6q09a","s6q09b","s6q09c","s6q10","s6q11a","s6q11b","s6q11c","s6q12","s6q13","s6q14","s6q15","s6q16a","s6q16b"
500,1,6,1,3,3,3,1,3,2,13,13,30,3,0,5,30,3,0,5,3,1,1,1,3,2
500,1,7,1,3,4,5,1,3,2,14,14,150,20,0,5,150,20,0,5,4,1,1,6,2,1
500,1,8,1,4,2,5,1,3,2,13,13,100,15,0,10,100,15,0,10,4,1,1,1,2,3
500,1,9,1,4,2,7,1,3,2,13,13,30,3,0,3,30,3,0,3,4,1,1,1,3,2
501,1,1,1,3,2,4,1,5,3,14,14,100,8,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,1,2,3,1
501,1,2,1,3,2,5,3,3,2,14,14,100,5,0,2,100,10,0,2,2,1,1,1,3,2
501,1,3,1,1,3,1,1,3,2,12,11,50,3,0,2,50,0,0,0,1,1,2,1,3,4
501,1,4,1,3,2,5,1,3,2,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,2,1,3,4
501,1,5,1,2,4,1,1,2,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,2,1,3,4
501,1,6,1,3,2,5,3,3,2,13,11,100,2,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,1,1,3,2
501,1,7,1,2,6,1,3,2,2,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,2,1,3,2
501,1,8,1,2,3,1,1,1,1,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,1,3,4
501,1,9,1,3,2,5,3,5,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,1,1,3,2
502,1,1,1,3,2,5,3,5,3,14,14,50,5,0,2,50,5,0,2,4,1,1,7,2,3
502,1,2,1,3,2,5,1,3,2,14,14,50,1,0,2,50,1,0,2,4,1,1,1,2,3
502,1,3,1,3,2,5,1,1,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1,1,1,2,3
502,1,4,1,3,2,5,1,3,1,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1,1,1,2,3
502,1,5,1,3,2,5,1,3,2,14,14,20,2,0,4,20,2,0,2,4,1,1,1,2,3
502,1,6,1,3,4,1,1,1,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,2,1,2,1
502,1,7,1,3,2,5,1,3,2,14,14,50,3,0,5,50,3,0,5,4,1,1,1,2,3
502,1,8,1,3,6,1,1,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1,2,1,2,3
502,1,9,1,1,3,1,1,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,1,2,3
503,1,1,1,3,2,5,3,3,3,13,13,20,5,0,10,20,5,0,10,3,1,1,1,2,3
503,1,2,1,3,3,5,1,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1,1,1,3,2
503,1,3,1,3,1,5,1,3,2,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1,1,1,2,3
503,1,4,1,3,2,5,3,3,3,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,2,2,2,1
503,1,5,1,3,1,5,1,3,2,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1,1,1,3,0
503,1,6,1,3,3,5,3,5,3,14,14,80,4,0,8,80,4,0,8,4,1,1,1,2,3
503,1,7,1,3,2,5,3,5,3,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1,1,1,1,3
503,1,8,1,2,3,1,1,1,1,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1,1,3,0
503,1,9,1,3,2,5,1,3,2,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1,1,1,2,3
504,1,1,1,3,2,5,1,3,2,52,52,4000,20,0,3,4000,25,0,3,3,1,1,1,2,3
504,1,2,1,2,5,1,1,1,2,14,14,100,5,0,2,100,6,0,2,3,1,2,7,2,3
504,1,3,1,2,2,7,1,1,2,14,14,100,3,0,1,110,5,0,1,3,1,2,6,8,8
504,1,4,1,6,2,1,1,3,2,14,14,100,3,0,1,200,10,0,3,4,1,1,7,2,3
504,1,5,1,3,2,1,2,1,2,14,14,100,3,0,2,150,7,0,2,3,1,1,6,2,3
504,1,6,1,2,3,5,3,3,2,14,14,50,2,0,1,70,5,0,1,3,1,2,6,2,3
504,1,7,1,3,2,5,1,3,2,14,14,100,3,0,2,120,5,0,2,4,1,1,7,4,3
504,1,8,1,2,3,1,1,3,1,14,14,100,5,0,2,150,8,0,2,3,1,2,1,2,3
504,1,9,1,3,2,5,1,3,2,14,14,100,3,0,1,110,7,0,2,3,1,1,6,2,3
505,1,1,1,2,6,1,3,3,2,14,14,100,8,0,1,100,8,0,1,4,1,2,7,2,3
505,1,2,1,2,13,1,3,5,2,14,14,100,8,0,1,100,8,0,1,3,4,2,1,2,3
505,1,3,1,3,3,5,1,3,2,14,14,100,4,0,1,100,5,0,1,4,1,1,1,2,3
505,1,4,1,3,2,5,3,3,2,14,14,150,8,0,1,150,8,0,1,4,1,1,1,2,3
505,1,5,1,3,3,5,3,5,3,14,14,100,7,0,1,100,8,0,1,4,1,1,7,2,3
505,1,6,1,1,2,5,1,1,1,11,11,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,1,3,4
505,1,7,2,3,3,1,3,3,2,14,14,100,10,0,1,150,12,0,1,3,1,1,1,2,3
505,1,8,3,2,5,1,1,3,2,13,13,10,1,0,1,10,1,0,1,4,4,2,6,2,3
505,1,9,1,2,2,1,3,3,2,14,14,100,10,0,1,100,10,0,1,4,1,1,6,2,3
506,1,1,1,3,12,1,1,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,1,1,2,3
506,1,2,2,2,5,5,1,1,1,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,1,2,3
506,1,3,2,3,2,1,1,1,1,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,2,1,2,3
506,1,4,1,3,2,7,3,5,3,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,1,1,2,3
506,1,5,1,3,1,5,3,5,3,13,13,100,10,0,1,100,10,0,1,4,4,1,6,3,0
506,1,6,1,3,2,5,3,5,3,13,13,30,1,0,1,30,1,0,1,3,1,1,6,2,3
506,1,7,2,2,6,6,1,1,1,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,1,2,3
506,1,8,1,2,5,5,1,3,2,14,14,100,5,0,1,100,10,0,1,3,1,2,1,2,3
506,1,9,1,3,2,5,3,5,3,14,14,100,5,0,1,100,7,0,1,3,1,1,6,2,3
507,1,1,2,3,4,1,3,3,2,14,14,50,2,0,1,50,2,0,1,3,1,1,1,2,3
507,1,2,1,3,2,1,1,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,1,1,2,3
507,1,3,1,3,2,5,1,3,2,14,14,100,4,0,1,100,4,0,1,3,1,1,1,2,3
507,1,4,1,3,4,1,3,3,2,14,14,100,4,0,1,100,4,0,1,3,4,1,1,2,3
507,1,5,2,2,2,5,3,5,3,14,14,100,6,0,1,100,7,0,1,3,4,2,6,3,8
507,1,6,9,2,6,1,1,3,1,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,2,1,2,3
507,1,7,1,2,3,7,3,3,2,14,14,100,8,0,1,100,8,0,1,3,1,2,1,2,3
507,1,8,1,3,2,5,3,3,2,14,14,100,5,0,1,100,5,0,1,3,1,1,1,2,3
507,1,9,1,3,8,1,3,5,2,14,14,100,5,0,1,100,5,0,1,4,4,2,7,2,3
508,1,1,2,3,2,2,3,5,3,22,22,100,4,0,30,100,4,0,35,3,4,2,7,2,3
508,1,2,2,3,4,2,2,3,2,22,22,10,3,0,15,10,3,0,15,3,4,2,7,1,3
508,1,3,1,3,10,2,3,5,3,22,22,70,5,0,30,70,5,0,30,3,4,2,7,1,3
508,1,4,2,3,2,2,3,3,3,22,22,100,3,0,4,100,3,0,6,3,2,2,7,1,3
508,1,5,6,3,18,2,3,3,3,22,22,10,5,0,15,10,5,0,15,3,4,2,7,1,3
508,1,6,20,3,21,2,3,3,1,22,22,120,10,0,6,120,10,0,6,3,4,2,6,1,3
508,1,7,1,3,16,2,3,3,2,22,22,15,5,0,15,15,5,0,20,3,4,2,7,2,3
508,1,8,1,3,5,2,3,5,3,22,22,50,5,0,10,50,5,0,10,3,4,2,7,1,3
508,1,9,6,3,13,2,3,5,2,31,31,50,1,0,2,50,1,0,2,3,4,2,7,1,3
509,1,1,1,3,5,2,3,5,3,22,22,20,2,0,2,20,2,0,2,3,4,2,6,1,3
509,1,2,1,3,7,2,3,3,3,22,22,20,5,0,1,20,5,0,1,4,4,2,6,1,3
509,1,3,2,3,10,2,3,5,3,34,34,10,2,0,2,10,2,0,2,3,4,2,6,1,3
509,1,4,1,3,7,2,3,5,3,32,32,100,5,0,3,100,5,0,3,3,4,2,6,1,3
509,1,5,1,3,16,2,3,5,3,34,34,40,3,0,5,40,3,0,5,4,4,2,6,1,3
509,1,6,1,3,14,2,3,5,4,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,4,2,6,1,3
509,1,7,1,3,7,2,3,5,2,22,22,100,5,0,5,100,5,0,5,3,4,2,6,1,3
509,1,8,1,3,16,2,3,5,3,22,22,200,10,0,5,200,10,0,5,3,4,2,6,1,3
509,1,9,1,3,7,2,3,5,3,22,22,100,5,0,5,100,5,0,5,3,4,2,6,1,3
510,1,1,1,3,18,2,3,3,2,14,14,20,15,0,10,20,15,0,20,3,4,2,6,1,3
510,1,2,1,3,9,2,3,5,3,14,14,100,2,0,3,100,3,0,5,3,4,2,6,1,3
510,1,3,1,3,14,2,3,5,3,14,14,100,2,0,5,100,2,0,5,3,4,2,6,1,3
510,1,4,1,3,21,2,3,3,2,14,14,40,2,0,5,40,0,0,5,4,4,2,6,1,3
510,1,5,1,3,9,3,3,3,2,22,22,100,2,0,5,100,2,0,5,4,4,2,6,1,3
510,1,6,1,3,5,2,3,3,3,22,22,100,5,0,10,100,5,0,10,3,4,2,6,1,3
510,1,7,1,3,6,2,3,3,3,22,22,10,2,0,5,10,2,0,5,4,4,2,6,1,3
510,1,8,1,3,18,2,3,3,2,22,22,30,5,0,10,30,5,0,10,3,4,2,6,1,3
510,1,9,1,3,6,2,3,3,2,22,22,50,2,0,5,50,2,0,50,3,4,2,6,1,3
511,1,1,1,3,4,2,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,2,6,1,3
511,1,2,1,3,10,2,3,3,3,34,34,50,3,0,10,50,3,0,10,3,4,2,6,1,3
511,1,3,1,3,5,2,3,5,3,34,34,30,2,0,10,30,2,0,10,3,4,2,6,1,3
511,1,4,1,3,8,2,3,5,3,22,22,50,2,0,6,50,2,0,6,4,4,2,6,1,3
511,1,5,1,3,5,2,3,5,3,22,22,25,2,0,10,25,2,0,10,4,4,2,6,1,3
511,1,6,2,3,4,2,3,3,2,12,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,4,2,6,1,3
511,1,7,1,3,11,2,3,3,3,22,22,50,3,0,5,50,3,0,5,4,4,2,6,1,3
511,1,8,1,3,4,2,3,5,3,22,22,30,1,0,2,30,1,0,2,4,4,2,6,1,3
511,1,9,1,3,8,2,3,5,3,22,22,50,2,0,5,50,2,0,5,4,4,2,6,1,3
512,1,1,1,3,15,1,3,3,2,34,34,50,1,0,5,50,1,0,5,3,4,2,1,1,3
512,1,2,1,3,3,1,3,3,3,34,34,50,2,0,20,50,2,0,20,4,4,2,6,1,3
512,1,3,1,3,7,1,3,3,2,34,34,200,5,0,10,200,5,0,10,3,4,2,1,1,3
512,1,4,1,3,2,1,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,2,7,1,3
512,1,5,1,3,2,1,3,3,2,34,34,50,3,0,5,50,3,0,5,4,4,2,1,1,3
512,1,6,1,3,10,1,3,3,2,34,34,50,3,0,10,50,3,0,10,3,4,2,1,1,3
512,1,7,1,3,12,1,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,4,2,1,1,3
512,1,8,1,3,4,1,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,4,2,1,1,3
512,1,9,1,3,2,1,3,3,2,34,34,100,3,0,10,100,3,0,10,3,4,2,6,1,3
513,1,1,1,3,5,5,3,3,2,34,34,300,5,0,30,300,5,0,15,3,2,1,1,2,3
513,1,2,1,3,14,1,1,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,2,1,2,0
513,1,3,1,3,4,5,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,3,1,0
513,1,4,2,3,6,1,1,1,2,32,32,100,3,0,30,100,3,0,15,3,1,2,1,1,2
513,1,5,2,3,6,1,1,1,1,14,14,100,5,0,30,100,5,0,15,1,1,2,1,2,3
513,1,6,1,3,9,1,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,4,2,3,2,0
513,1,7,1,3,2,5,1,3,2,14,14,800,15,0,5,800,15,0,5,3,1,2,1,3,0
513,1,8,1,3,8,1,3,3,2,34,34,120,5,0,30,120,5,0,20,3,2,2,1,2,0
513,1,9,2,3,6,2,3,3,3,34,34,100,3,0,30,100,3,0,10,3,4,2,1,1,2
514,1,1,1,3,5,2,3,5,3,34,34,100,2,0,10,100,2,0,10,3,4,2,3,1,0
514,1,2,1,3,3,2,3,3,2,34,34,100,2,0,3,100,2,0,3,3,4,2,6,1,0
514,1,3,1,3,6,2,3,3,2,34,34,200,5,0,2,200,5,0,2,4,4,2,6,1,0
514,1,4,1,3,5,2,3,5,4,31,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,2,3,1,0
514,1,5,17,3,11,2,3,5,3,34,34,100,10,0,10,100,10,0,10,3,4,2,6,1,0
514,1,6,11,3,7,2,3,3,4,22,22,100,10,0,20,100,10,0,20,3,4,2,3,1,0
514,1,7,1,3,10,2,3,3,2,32,32,100,2,0,10,100,2,0,10,3,4,2,3,1,0
514,1,8,1,3,4,2,3,3,3,34,34,400,10,0,15,400,10,0,15,3,4,2,6,1,0
514,1,9,1,3,8,2,3,3,3,22,22,30,1,0,5,30,1,0,5,4,4,2,3,1,0
515,1,1,1,3,9,2,3,5,4,22,22,30,2,0,2,30,2,0,2,3,4,2,3,1,0
515,1,2,1,3,4,2,3,3,2,22,22,250,10,0,10,250,10,0,10,3,4,2,3,1,2
515,1,3,1,3,4,2,3,5,4,34,34,100,2,0,5,100,2,0,5,4,4,2,3,1,0
515,1,4,1,3,9,2,3,5,4,34,34,100,2,0,10,100,2,0,10,3,4,2,3,1,0
515,1,5,1,3,14,2,3,5,4,34,34,130,4,0,2,130,4,0,2,3,4,2,3,1,0
515,1,6,1,3,7,2,3,3,2,34,34,150,7,0,5,150,7,0,5,3,4,2,6,1,2
515,1,7,1,3,11,2,3,3,4,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,2,3,1,0
515,1,8,1,3,6,2,3,3,4,34,34,100,5,0,10,100,5,0,10,3,4,2,3,1,2
515,1,9,1,3,15,2,3,5,4,34,34,300,10,0,10,300,10,0,10,4,4,2,3,1,0
516,1,1,1,3,19,2,3,5,4,22,22,100,3,0,4,100,3,0,4,3,4,2,6,1,0
516,1,2,1,3,3,2,3,4,4,22,22,50,2,0,5,50,2,0,5,3,2,2,3,1,0
516,1,3,1,3,8,2,3,5,4,34,34,20,1,0,5,20,1,0,5,3,4,2,3,1,2
516,1,4,3,3,8,2,3,3,4,22,22,20,1,0,5,20,1,0,5,3,2,2,3,1,0
516,1,5,1,3,6,2,3,5,4,22,22,30,2,0,3,30,2,0,3,3,4,2,3,1,0
516,1,6,13,3,14,2,3,5,4,34,34,300,10,0,8,300,10,0,8,3,4,2,3,1,3
516,1,7,1,3,3,2,3,3,3,34,34,300,10,0,30,300,10,0,30,3,2,2,6,1,3
516,1,8,1,3,12,2,3,3,4,34,34,140,3,0,5,140,3,0,5,3,4,2,6,1,0
516,1,9,1,3,7,2,3,3,3,22,22,80,10,0,5,80,10,0,5,4,4,2,3,1,0
517,1,1,1,3,7,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
517,1,2,16,3,10,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
517,1,3,1,3,9,1,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
517,1,4,1,3,10,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
517,1,5,1,3,7,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
517,1,6,1,3,12,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
517,1,7,1,3,5,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
517,1,8,16,3,21,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
517,1,9,1,3,9,1,3,5,3,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
518,1,1,21,3,20,1,3,5,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
518,1,2,1,3,26,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
518,1,3,1,3,15,1,3,5,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
518,1,4,1,3,4,1,3,3,3,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,3,1,3
518,1,5,1,3,9,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
518,1,6,1,3,9,1,3,5,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
518,1,7,1,3,16,1,3,5,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
518,1,8,1,3,15,1,3,5,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
518,1,9,1,3,9,1,3,5,3,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
519,1,1,1,3,5,1,3,5,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,3,1,3
519,1,2,1,3,22,1,3,5,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
519,1,3,1,3,9,1,3,5,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
519,1,4,1,3,6,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
519,1,5,1,3,3,2,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
519,1,6,1,3,12,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
519,1,7,1,3,18,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
519,1,8,1,3,10,1,3,5,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
519,1,9,1,3,10,1,3,3,2,21,31,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,2,6,1,3
520,1,1,1,3,8,2,3,5,3,34,34,100,5,0,25,100,5,0,20,3,4,2,6,1,3
520,1,2,1,3,8,2,3,3,2,34,34,40,5,0,5,40,6,0,5,3,4,2,6,2,3
520,1,3,1,3,5,2,3,5,3,34,34,50,5,0,20,50,5,0,20,3,4,2,7,1,3
520,1,4,1,3,16,2,3,3,2,34,34,40,20,0,30,40,20,0,35,3,4,2,6,2,3
520,1,5,1,3,7,2,3,5,3,34,34,100,15,0,15,100,15,0,15,3,4,2,6,1,3
520,1,6,11,3,12,2,3,5,3,34,34,500,15,0,20,500,15,0,20,3,4,2,6,2,3
520,1,7,9,3,7,2,3,3,2,34,34,50,3,0,20,50,3,0,15,3,4,2,6,2,3
520,1,8,1,3,3,2,2,5,3,34,34,10,10,0,15,10,10,0,15,3,4,2,6,1,3
520,1,9,1,3,4,2,3,5,3,34,34,3,2,0,3,2,2,0,15,3,4,2,6,1,3
521,1,1,1,3,8,2,3,3,3,43,34,10,3,0,2,30,5,0,20,3,4,2,6,1,3
521,1,2,1,3,4,2,3,5,3,34,34,10,2,0,5,10,2,0,5,3,4,2,7,2,3
521,1,3,3,3,9,2,2,3,3,34,34,15,5,0,10,15,5,0,10,3,4,2,6,2,3
521,1,4,1,3,8,2,3,3,2,43,34,110,20,0,3,100,20,0,20,3,2,2,6,1,3
521,1,5,1,3,12,2,3,3,2,34,34,50,2,0,3,50,2,0,3,3,4,2,6,2,3
521,1,6,1,3,12,2,3,3,3,34,34,25,15,0,45,25,15,0,45,3,2,2,7,1,3
521,1,7,1,3,7,2,3,3,3,34,34,4,5,0,2,4,5,0,2,3,4,2,7,1,2
521,1,8,4,3,6,2,3,3,3,43,34,5,1,0,2,27,15,0,20,3,2,2,7,1,3
521,1,9,13,3,29,2,3,3,2,43,34,300,30,0,2,50,50,0,15,3,4,2,6,2,3
522,1,1,1,3,5,2,3,3,2,34,34,70,5,0,10,70,5,0,10,4,4,1,6,1,2
522,1,2,1,3,4,2,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,1,6,1,2
522,1,3,1,3,4,2,3,3,2,21,21,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,1,6,1,3
