"grappe","exploitation","passage","typequest","s0q01","s0q02","s0q03","s0q04","s0q09","s0q10","s0q18","s0q19","s0q20","s0q21a","s0q21b","s0q21c","s0q21d","s0q21e","s0q22a","s0q22b","s0q22c","s0q22d","s0q22e","s0q23a","s0q23b","s0q23c","s0q25","s0q26","s0q27","s0q28","s8aq00"
21,8,2,1,1,11,1119,2,1,1.79769313486232e+308,21,24,24,8,1,2018,13,31,30,1,2018,13,41,8,1,2018,1,2,1,19,1
22,1,2,1,1,11,1119,2,1,1.79769313486232e+308,11,14,14,12,1,2018,16,35,12,1,2018,17,38,12,1,2018,1,1,1,9,1
22,2,2,1,1,11,1119,2,1,1.79769313486232e+308,11,14,14,12,1,2018,17,38,27,1,2018,12,7,12,1,2018,1,1,1,10,1
22,3,2,2,1,11,1119,2,1,1.79769313486232e+308,11,14,14,14,1,2018,10,34,30,1,2018,16,21,14,1,2018,1,1,1,5,1
22,4,2,1,1,11,1119,2,1,1.79769313486232e+308,11,14,14,12,1,2018,20,32,27,1,2018,13,41,12,1,2018,1,1,1,11,1
22,5,2,1,1,11,1119,2,1,1.79769313486232e+308,11,14,14,13,1,2018,9,47,27,1,2018,17,17,13,1,2018,1,2,1,36,1
22,6,2,2,1,11,1119,2,1,1.79769313486232e+308,11,14,14,13,1,2018,21,19,28,1,2018,11,11,13,1,2018,1,1,1,13,1
22,7,2,1,1,11,1119,2,1,1.79769313486232e+308,11,14,14,13,1,2018,22,19,28,1,2018,12,52,13,1,2018,1,1,1,11,1
22,8,2,1,1,11,1119,2,1,1.79769313486232e+308,11,14,14,13,1,2018,22,31,28,1,2018,13,42,13,1,2018,1,1,1,16,1
22,9,2,2,1,11,1119,2,1,1.79769313486232e+308,11,14,14,14,1,2018,9,45,29,1,2018,11,14,14,1,2018,1,1,1,17,1
23,1,2,1,1,11,1120,2,1,1.79769313486232e+308,11,14,14,30,1,2018,21,36,30,1,2018,22,26,30,1,2018,1,1,1,15,2
23,2,2,1,1,11,1120,2,1,1.79769313486232e+308,11,14,14,30,1,2018,22,26,30,1,2018,22,50,30,1,2018,1,1,2,6,2
23,3,2,2,1,11,1120,2,1,1.79769313486232e+308,11,14,14,22,12,2017,11,11,30,1,2018,13,40,22,12,2017,1,1,1,5,2
23,4,2,1,1,11,1120,2,1,1.79769313486232e+308,11,14,14,30,1,2018,22,51,30,1,2018,23,22,30,1,2018,1,1,1,7,1
23,5,2,1,1,11,1120,2,1,1.79769313486232e+308,11,14,14,30,1,2018,23,23,30,1,2018,23,48,30,1,2018,1,1,1,5,2
23,6,2,2,1,11,1120,2,1,1.79769313486232e+308,11,14,14,30,1,2018,13,40,30,1,2018,16,9,30,1,2018,1,1,1,11,2
23,7,2,1,1,11,1120,2,1,1.79769313486232e+308,11,14,14,30,1,2018,23,54,31,1,2018,0,30,30,1,2018,1,1,1,13,2
23,9,2,2,1,11,1120,2,1,1.79769313486232e+308,11,14,14,30,1,2018,16,21,30,1,2018,19,26,30,1,2018,1,1,1,21,1
25,1,2,2,1,11,1101,3,1,1.79769313486232e+308,21,26,26,16,1,2018,10,27,16,1,2018,11,1,16,1,2018,1,1,1,15,1
25,2,2,2,1,11,1101,3,1,1.79769313486232e+308,21,26,26,16,1,2018,22,5,17,1,2018,22,48,16,1,2018,7,1,1,9,1
25,3,2,2,1,11,1101,3,1,1.79769313486232e+308,21,26,26,17,1,2018,22,56,17,1,2018,23,13,17,1,2018,1,1,1,7,2
25,4,2,2,1,11,1101,3,1,1.79769313486232e+308,21,26,26,17,1,2018,23,22,18,1,2018,0,6,17,1,2018,1,1,1,5,1
25,5,2,2,1,11,1101,3,1,1.79769313486232e+308,21,26,26,18,1,2018,6,53,18,1,2018,8,19,18,1,2018,1,1,1,14,1
25,6,2,2,1,11,1101,3,1,1.79769313486232e+308,21,26,26,18,1,2018,8,20,18,1,2018,8,35,18,1,2018,1,1,1,8,2
25,7,2,2,1,11,1101,3,1,1.79769313486232e+308,21,26,26,18,1,2018,9,45,18,1,2018,10,35,18,1,2018,1,1,1,21,1
25,8,2,2,1,11,1101,3,1,1.79769313486232e+308,21,26,26,18,1,2018,8,37,18,1,2018,9,27,18,1,2018,1,1,1,3,1
25,9,2,2,1,11,1101,3,1,1.79769313486232e+308,21,26,26,18,1,2018,22,7,19,1,2018,0,35,18,1,2018,1,1,1,48,1
26,1,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,6,1,2018,11,5,7,1,2018,8,58,6,1,2018,1,1,1,4,2
26,2,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,7,1,2018,9,0,7,1,2018,10,24,7,1,2018,1,1,1,8,2
26,3,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,7,1,2018,10,26,7,1,2018,23,46,7,1,2018,1,1,1,9,1
26,4,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,7,1,2018,23,51,8,1,2018,0,2,7,1,2018,1,1,1,6,2
26,5,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,8,1,2018,9,11,8,1,2018,9,54,8,1,2018,1,1,1,10,2
26,6,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,8,1,2018,9,55,8,1,2018,23,0,8,1,2018,1,1,1,10,1
26,7,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,8,1,2018,23,0,8,1,2018,23,49,8,1,2018,1,1,1,22,1
26,8,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,8,1,2018,23,49,8,1,2018,23,58,8,1,2018,1,1,1,9,2
26,9,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,8,1,2018,23,59,9,1,2018,1,25,8,1,2018,1,1,1,8,2
27,1,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,9,1,2018,1,26,9,1,2018,7,12,9,1,2018,1,1,1,7,2
27,2,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,9,1,2018,7,13,9,1,2018,7,30,9,1,2018,1,1,1,22,2
27,3,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,9,1,2018,7,30,9,1,2018,9,34,9,1,2018,1,1,1,8,1
27,4,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,9,1,2018,9,35,9,1,2018,10,15,9,1,2018,1,1,1,9,1
27,5,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,9,1,2018,10,16,9,1,2018,22,30,9,1,2018,1,1,1,12,2
27,6,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,9,1,2018,22,31,9,1,2018,22,39,9,1,2018,1,1,1,4,2
27,7,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,9,1,2018,22,39,9,1,2018,23,20,9,1,2018,1,1,1,5,2
27,8,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,9,1,2018,23,20,9,1,2018,23,39,9,1,2018,1,1,1,10,1
27,9,2,2,1,11,1101,3,1,1.79769313486232e+308,11,12,12,9,1,2018,23,39,9,1,2018,23,59,9,1,2018,1,1,1,13,1
28,1,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,16,1,2018,17,12,16,1,2018,18,6,16,1,2018,1,1,1,2,2
28,2,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,16,1,2018,18,6,16,1,2018,18,40,16,1,2018,1,1,1,4,2
28,3,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,16,1,2018,18,40,16,1,2018,19,38,16,1,2018,1,1,1,12,2
28,4,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,16,1,2018,19,38,16,1,2018,20,6,16,1,2018,1,1,1,15,2
28,5,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,16,1,2018,20,7,16,1,2018,20,30,16,1,2018,1,1,1,14,2
28,6,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,16,1,2018,20,30,16,1,2018,20,45,16,1,2018,1,1,1,6,2
28,7,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,16,1,2018,20,45,16,1,2018,21,3,16,1,2018,1,1,1,8,2
28,8,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,16,1,2018,21,4,16,1,2018,21,22,16,1,2018,1,1,1,7,2
28,9,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,16,1,2018,21,22,16,1,2018,21,35,16,1,2018,1,1,1,5,2
29,1,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,13,15,17,1,2018,13,41,17,1,2018,1,1,1,3,2
29,2,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,13,41,17,1,2018,14,3,17,1,2018,1,1,1,13,2
29,3,2,2,1,11,1101,3,1,1.79769313486232e+308,11,11,13,17,1,2018,14,3,17,1,2018,14,15,17,1,2018,1,1,1,4,2
29,4,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,14,15,17,1,2018,14,27,17,1,2018,1,1,1,3,2
29,5,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,14,27,17,1,2018,15,18,17,1,2018,1,1,1,10,2
29,6,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,15,18,17,1,2018,15,43,17,1,2018,1,2,1,17,2
29,7,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,15,44,17,1,2018,15,54,17,1,2018,1,1,1,5,2
29,8,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,15,55,17,1,2018,16,5,17,1,2018,1,1,1,4,2
29,9,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,16,6,17,1,2018,16,21,17,1,2018,1,1,1,5,2
30,1,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,20,12,2017,9,34,17,1,2018,16,30,20,12,2017,1,1,1,3,2
30,2,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,16,30,17,1,2018,17,10,17,1,2018,1,1,1,13,2
30,3,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,16,1,2018,15,18,17,1,2018,17,59,16,1,2018,1,2,1,30,2
30,4,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,18,4,17,1,2018,18,22,17,1,2018,1,2,1,30,2
30,5,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,18,23,17,1,2018,18,35,17,1,2018,1,1,1,7,2
30,6,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,18,35,17,1,2018,18,45,17,1,2018,1,2,1,18,2
30,7,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,18,45,17,1,2018,21,53,17,1,2018,1,2,1,27,1
30,8,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,21,13,17,1,2018,21,25,17,1,2018,1,2,1,20,2
30,9,2,2,1,11,1101,3,1,1.79769313486232e+308,11,13,13,17,1,2018,21,26,17,1,2018,21,35,17,1,2018,1,1,1,5,2
31,1,2,2,1,11,1101,3,1,1.79769313486232e+308,21,25,25,7,1,2018,11,58,7,1,2018,17,35,7,1,2018,1,1,1,13,1
31,2,2,2,1,11,1101,3,1,1.79769313486232e+308,21,25,25,30,12,2017,7,38,30,12,2017,13,30,30,12,2017,1,1,1,3,2
31,3,2,2,1,11,1101,3,1,1.79769313486232e+308,21,25,25,9,1,2018,10,57,9,1,2018,15,1,9,1,2018,1,1,1,12,1
31,4,2,2,1,11,1101,3,1,1.79769313486232e+308,21,25,25,7,1,2018,17,45,10,1,2018,15,29,7,1,2018,1,1,1,19,1
31,5,2,2,1,11,1101,3,1,1.79769313486232e+308,21,25,25,30,12,2017,13,32,30,12,2017,15,18,30,12,2017,1,1,1,5,2
31,6,2,2,1,11,1101,3,1,1.79769313486232e+308,21,25,25,8,1,2018,12,4,8,1,2018,13,49,8,1,2018,1,1,1,6,1
31,7,2,2,1,11,1101,3,1,1.79769313486232e+308,21,25,25,9,1,2018,15,4,10,1,2018,12,23,9,1,2018,1,1,1,13,1
31,8,2,2,1,11,1101,3,1,1.79769313486232e+308,21,25,25,7,1,2018,10,0,7,1,2018,10,32,7,1,2018,1,1,1,2,2
31,9,2,2,1,11,1101,3,1,1.79769313486232e+308,21,25,25,7,1,2018,10,33,7,1,2018,11,57,7,1,2018,1,1,1,2,1
32,1,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,17,1,2018,18,19,17,1,2018,19,3,17,1,2018,1,1,1,2,2
32,2,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,17,1,2018,19,4,17,1,2018,19,12,17,1,2018,1,1,1,5,2
32,3,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,17,1,2018,19,13,20,1,2018,14,2,17,1,2018,1,1,1,17,2
32,4,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,17,1,2018,19,15,20,1,2018,14,12,17,1,2018,1,1,1,15,2
32,5,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,17,1,2018,19,18,17,1,2018,19,38,17,1,2018,1,1,1,17,2
32,6,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,17,1,2018,19,39,17,1,2018,19,46,17,1,2018,1,1,1,5,2
32,7,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,17,1,2018,19,46,17,1,2018,20,9,17,1,2018,1,1,1,8,2
32,8,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,17,1,2018,20,10,17,1,2018,20,20,17,1,2018,1,1,1,4,2
32,9,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,17,1,2018,20,21,17,1,2018,20,31,17,1,2018,1,1,4,7,2
33,1,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,18,1,2018,18,56,20,1,2018,12,27,18,1,2018,1,1,1,11,2
33,2,2,2,1,11,1101,3,1,1.79769313486232e+308,11,11,16,18,1,2018,18,57,18,1,2018,19,10,18,1,2018,1,1,1,7,2
33,3,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,18,1,2018,19,10,18,1,2018,19,23,18,1,2018,1,1,1,6,2
33,4,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,18,1,2018,19,24,18,1,2018,19,42,18,1,2018,1,1,1,8,2
33,5,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,18,1,2018,19,42,18,1,2018,20,1,18,1,2018,1,1,1,8,2
33,6,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,18,1,2018,20,2,20,1,2018,12,14,18,1,2018,1,1,1,14,2
33,7,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,20,1,2018,12,14,20,1,2018,12,54,20,1,2018,1,1,1,15,2
33,8,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,20,1,2018,12,55,20,1,2018,13,18,20,1,2018,1,1,1,23,2
33,9,2,2,1,11,1101,3,1,1.79769313486232e+308,11,16,16,20,1,2018,13,18,20,1,2018,13,27,20,1,2018,1,1,7,5,2
35,1,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,2,1,2018,10,55,2,1,2018,11,6,2,1,2018,1,1,1,3,2
35,2,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,2,1,2018,8,19,2,1,2018,8,49,2,1,2018,1,2,6,8,2
35,3,2,2,1,12,1201,2,1,1.79769313486232e+308,31,32,32,25,12,2017,8,31,25,12,2017,9,13,25,12,2017,1,3,3,5,2
35,4,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,25,12,2017,7,55,25,12,2017,8,24,25,12,2017,1,1,1,3,1
35,5,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,2,1,2018,8,59,6,1,2018,8,50,2,1,2018,1,1,1,19,1
35,6,2,2,1,12,1201,2,1,1.79769313486232e+308,31,32,32,25,12,2017,11,0,6,1,2018,7,58,25,12,2017,1,1,1,4,1
35,7,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,2,1,2018,10,21,2,1,2018,10,30,2,1,2018,1,1,1,10,2
35,8,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,2,1,2018,10,30,6,1,2018,8,39,2,1,2018,1,1,1,6,1
35,9,2,2,1,12,1201,2,1,1.79769313486232e+308,31,32,32,25,12,2017,9,38,6,1,2018,8,21,25,12,2017,1,9,9,19,1
36,1,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,2,1,2018,11,7,2,1,2018,11,22,2,1,2018,1,1,1,8,2
36,2,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,25,12,2017,14,21,8,1,2018,9,57,25,12,2017,1,1,1,17,1
36,3,2,2,1,12,1201,2,1,1.79769313486232e+308,31,32,32,2,1,2018,11,23,2,1,2018,12,30,2,1,2018,1,1,1,5,2
36,4,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,2,1,2018,14,39,8,1,2018,10,35,2,1,2018,1,4,4,21,1
36,5,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,2,1,2018,15,32,8,1,2018,9,32,2,1,2018,1,1,1,22,1
36,6,2,2,1,12,1201,2,1,1.79769313486232e+308,31,32,32,3,1,2018,6,37,8,1,2018,10,17,3,1,2018,1,1,1,11,1
36,7,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,3,1,2018,15,28,8,1,2018,10,26,3,1,2018,1,1,1,10,1
36,8,2,1,1,12,1201,2,1,1.79769313486232e+308,31,32,32,4,1,2018,8,55,4,1,2018,9,7,4,1,2018,1,1,1,7,2
36,9,2,2,1,12,1201,2,1,1.79769313486232e+308,31,32,32,25,12,2017,13,53,25,12,2017,14,12,25,12,2017,1,1,1,3,2
37,1,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,23,12,2017,10,6,22,1,2018,18,49,23,12,2017,1,1,1,16,1
37,2,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,12,3,22,1,2018,1,22,3,1,2018,1,1,1,10,1
37,3,2,2,1,12,1202,2,1,1.79769313486232e+308,31,36,36,24,12,2017,18,17,17,1,2018,19,46,24,12,2017,1,1,1,5,2
37,4,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,12,8,22,1,2018,1,30,3,1,2018,1,1,1,8,1
37,5,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,12,15,22,1,2018,14,1,3,1,2018,1,1,1,13,1
37,6,2,2,1,12,1202,2,1,1.79769313486232e+308,31,36,36,24,12,2017,18,58,22,1,2018,1,52,24,12,2017,1,1,1,6,1
37,7,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,18,47,17,1,2018,20,45,3,1,2018,1,1,1,6,2
37,8,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,19,3,22,1,2018,2,0,3,1,2018,1,1,1,4,1
37,9,2,2,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,11,53,22,1,2018,2,19,3,1,2018,1,1,1,13,1
38,1,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,30,12,2017,13,14,22,1,2018,2,27,30,12,2017,1,1,1,11,1
38,2,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,9,48,18,1,2018,12,3,3,1,2018,1,1,1,6,2
38,3,2,2,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,9,56,22,1,2018,2,42,3,1,2018,1,1,1,11,1
38,4,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,10,54,18,1,2018,12,35,3,1,2018,1,1,1,7,2
38,5,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,11,0,22,1,2018,2,48,3,1,2018,1,1,1,13,1
38,6,2,2,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,11,8,18,1,2018,19,36,3,1,2018,1,1,1,5,2
38,7,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,11,20,22,1,2018,2,53,3,1,2018,1,1,1,11,1
38,8,2,1,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,11,34,22,1,2018,2,56,3,1,2018,1,1,1,18,1
38,9,2,2,1,12,1202,2,1,1.79769313486232e+308,31,36,36,3,1,2018,11,42,22,1,2018,3,2,3,1,2018,1,1,1,9,2
39,1,2,1,1,12,1203,2,1,1.79769313486232e+308,31,33,33,9,1,2018,14,53,9,1,2018,16,45,9,1,2018,1,1,1,15,1
39,2,2,1,1,12,1203,2,1,1.79769313486232e+308,31,33,33,9,1,2018,16,59,10,1,2018,11,22,9,1,2018,1,1,1,22,1
39,3,2,2,1,12,1203,2,1,1.79769313486232e+308,31,33,33,10,1,2018,8,42,10,1,2018,15,42,10,1,2018,1,1,1,19,1
39,4,2,1,1,12,1203,2,1,1.79769313486232e+308,31,33,33,10,1,2018,11,32,10,1,2018,13,11,10,1,2018,1,1,1,16,1
39,5,2,1,1,12,1203,2,1,1.79769313486232e+308,31,33,33,10,1,2018,13,25,11,1,2018,13,26,10,1,2018,1,1,1,35,1
39,6,2,2,1,12,1203,2,1,1.79769313486232e+308,31,33,33,10,1,2018,17,53,11,1,2018,13,54,10,1,2018,1,1,1,7,1
39,7,2,1,1,12,1203,2,1,1.79769313486232e+308,31,33,33,10,1,2018,20,31,10,1,2018,22,4,10,1,2018,1,1,1,10,1
39,8,2,1,1,12,1203,2,1,1.79769313486232e+308,31,33,33,10,1,2018,22,4,11,1,2018,9,47,10,1,2018,1,1,1,12,1
39,9,2,2,1,12,1203,2,1,1.79769313486232e+308,31,33,33,22,1,2018,13,34,22,1,2018,1.79769313486232e+308,1.79769313486232e+308,22,1,2018,1,1,1,15,1
40,1,2,1,1,12,1203,2,1,1.79769313486232e+308,31,33,33,12,1,2018,10,43,12,1,2018,10,54,12,1,2018,1,1,1,15,1
40,2,2,1,1,12,1203,2,1,1.79769313486232e+308,31,33,33,12,1,2018,10,56,13,1,2018,10,26,12,1,2018,1,1,1,10,1
40,3,2,2,1,12,1203,2,1,1.79769313486232e+308,31,33,33,13,1,2018,10,29,16,1,2018,10,58,13,1,2018,1,1,1,8,1
40,4,2,1,1,12,1203,2,1,1.79769313486232e+308,31,33,33,14,1,2018,10,11,14,1,2018,11,14,14,1,2018,1,1,1,10,1
40,6,2,2,1,12,1203,2,1,1.79769313486232e+308,31,33,33,14,1,2018,11,50,14,1,2018,13,36,14,1,2018,1,1,1,21,1
40,7,2,1,1,12,1203,2,1,1.79769313486232e+308,31,33,33,14,1,2018,13,37,14,1,2018,14,16,14,1,2018,1,1,1,8,1
40,8,2,1,1,12,1203,2,1,1.79769313486232e+308,31,33,33,14,1,2018,14,17,14,1,2018,14,36,14,1,2018,1,1,1,35,1
40,9,2,2,1,12,1203,2,1,1.79769313486232e+308,31,33,33,14,1,2018,16,19,16,1,2018,11,55,14,1,2018,1,1,1,11,1
41,1,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,24,1,2018,12,48,24,1,2018,14,58,24,1,2018,1,1,1,29,1
41,2,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,24,1,2018,16,40,24,1,2018,17,35,24,1,2018,1,1,1,9,1
41,3,2,2,1,12,1203,2,1,1.79769313486232e+308,31,35,35,27,1,2018,11,26,27,1,2018,17,24,27,1,2018,1,1,1,15,1
41,4,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,25,1,2018,11,23,25,1,2018,13,42,25,1,2018,1,1,1,12,1
41,5,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,24,1,2018,17,36,24,1,2018,19,44,24,1,2018,1,1,1,12,1
41,6,2,2,1,12,1203,2,1,1.79769313486232e+308,31,35,35,28,1,2018,12,23,28,1,2018,16,54,28,1,2018,1,1,1,22,1
41,7,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,25,1,2018,16,21,25,1,2018,20,16,25,1,2018,1,1,1,26,1
41,8,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,25,1,2018,13,43,25,1,2018,16,19,25,1,2018,1,1,1,10,1
41,9,2,2,1,12,1203,2,1,1.79769313486232e+308,31,35,35,26,1,2018,15,27,26,1,2018,19,47,26,1,2018,1,1,1,15,1
42,1,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,16,1,2018,12,36,16,1,2018,15,49,16,1,2018,1,1,1,10,1
42,2,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,16,1,2018,15,52,17,1,2018,12,35,16,1,2018,1,1,1,20,1
42,3,2,2,1,12,1203,2,1,1.79769313486232e+308,31,35,35,21,1,2018,11,47,21,1,2018,14,53,21,1,2018,1,1,1,7,1
42,4,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,17,1,2018,12,36,17,1,2018,14,50,17,1,2018,1,1,1,14,1
42,5,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,17,1,2018,14,51,18,1,2018,0,21,17,1,2018,1,1,1,31,1
42,6,2,2,1,12,1203,2,1,1.79769313486232e+308,31,35,35,20,1,2018,12,10,21,1,2018,11,45,20,1,2018,1,1,1,6,1
42,7,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,19,1,2018,7,50,19,1,2018,10,37,19,1,2018,1,1,1,32,1
42,8,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,19,1,2018,11,21,20,1,2018,12,2,19,1,2018,1,1,1,16,1
42,9,2,2,1,12,1203,2,1,1.79769313486232e+308,31,35,35,21,1,2018,14,55,21,1,2018,18,49,21,1,2018,1,1,1,11,1
43,1,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,16,1,2018,12,13,16,1,2018,13,59,16,1,2018,1,1,1,8,1
43,2,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,16,1,2018,14,50,16,1,2018,15,44,16,1,2018,1,1,1,30,1
43,3,2,2,1,12,1203,2,1,1.79769313486232e+308,31,35,35,17,1,2018,8,57,17,1,2018,18,54,17,1,2018,1,1,1,7,1
43,4,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,17,1,2018,10,28,17,1,2018,11,20,17,1,2018,1,1,1,13,1
43,5,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,17,1,2018,18,13,17,1,2018,18,45,17,1,2018,1,1,1,5,1
43,6,2,2,1,12,1203,2,1,1.79769313486232e+308,31,35,35,17,1,2018,18,55,20,1,2018,12,47,17,1,2018,1,1,1,11,1
43,7,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,18,1,2018,9,10,20,1,2018,14,59,18,1,2018,1,1,1,33,1
43,8,2,1,1,12,1203,2,1,1.79769313486232e+308,31,35,35,18,1,2018,9,57,20,1,2018,15,38,18,1,2018,1,1,1,15,1
43,9,2,2,1,12,1203,2,1,1.79769313486232e+308,31,35,35,18,1,2018,9,57,22,1,2018,10,27,18,1,2018,1,1,1,22,1
44,1,2,1,1,12,1203,2,1,1.79769313486232e+308,31,34,34,15,1,2018,20,22,24,1,2018,20,11,15,1,2018,1,1,1,14,1
44,2,2,1,1,12,1203,2,1,1.79769313486232e+308,31,34,34,18,1,2018,19,49,25,1,2018,10,32,18,1,2018,1,1,1,6,1
44,3,2,2,1,12,1203,2,1,1.79769313486232e+308,31,34,34,18,1,2018,19,55,25,1,2018,10,13,18,1,2018,1,1,1,7,1
44,4,2,1,1,12,1203,2,1,1.79769313486232e+308,31,34,34,18,1,2018,20,2,24,1,2018,19,44,18,1,2018,1,1,1,14,1
44,5,2,1,1,12,1203,2,1,1.79769313486232e+308,31,34,34,18,1,2018,20,8,25,1,2018,10,50,18,1,2018,1,1,1,14,1
