"grappe","exploitation","passage","typequest","s0q01","s0q02","s0q03","s0q04","s0q09","s0q10","s0q18","s0q19","s0q20","s0q21a","s0q21b","s0q21c","s0q21d","s0q21e","s0q22a","s0q22b","s0q22c","s0q22d","s0q22e","s0q23a","s0q23b","s0q23c","s0q25","s0q26","s0q27","s0q28","s8aq00"
284,8,2,2,2,25,2501,3,1,1.79769313486232e+308,181,182,182,18,1,2018,17,19,18,1,2018,17,41,18,1,2018,1,1,1,7,2
284,9,2,2,2,25,2501,3,1,1.79769313486232e+308,181,182,182,15,1,2018,19,9,15,1,2018,19,21,15,1,2018,1,1,1,3,2
285,1,2,1,2,26,2603,2,1,1.79769313486232e+308,181,185,185,24,1,2018,23,18,25,1,2018,8,45,24,1,2018,1,1,1,14,1
285,2,2,1,2,26,2603,2,1,1.79769313486232e+308,181,185,185,24,1,2018,13,59,24,1,2018,16,45,24,1,2018,1,1,1,38,1
285,3,2,2,2,26,2603,2,1,1.79769313486232e+308,181,185,185,29,1,2018,10,16,29,1,2018,11,36,29,1,2018,1,2,1,28,1
285,4,2,1,2,26,2603,2,1,1.79769313486232e+308,181,185,185,24,1,2018,10,1,24,1,2018,11,43,24,1,2018,1,1,1,15,1
285,5,2,1,2,26,2603,2,1,1.79769313486232e+308,181,185,185,24,1,2018,12,31,24,1,2018,13,56,24,1,2018,1,1,1,17,1
285,6,2,2,2,26,2603,2,1,1.79769313486232e+308,181,185,185,25,1,2018,8,57,29,1,2018,14,5,25,1,2018,1,1,1,7,1
285,7,2,1,2,26,2603,2,1,1.79769313486232e+308,181,185,185,24,1,2018,16,46,24,1,2018,18,55,24,1,2018,1,1,1,5,1
285,8,2,1,2,26,2603,2,1,1.79769313486232e+308,181,185,185,24,1,2018,11,44,24,1,2018,12,27,24,1,2018,1,1,1,4,2
285,9,2,2,2,26,2603,2,1,1.79769313486232e+308,181,185,185,25,1,2018,9,0,29,1,2018,12,15,25,1,2018,1,1,1,22,1
286,1,2,1,2,26,2603,2,1,1.79769313486232e+308,191,194,194,8,1,2018,9,9,8,1,2018,10,7,8,1,2018,1,1,1,8,1
286,2,2,1,2,26,2603,2,1,1.79769313486232e+308,191,194,194,18,12,2017,23,2,8,1,2018,15,25,18,12,2017,1,1,1,24,1
286,3,2,2,2,26,2603,2,1,1.79769313486232e+308,191,194,194,9,1,2018,10,3,9,1,2018,19,32,9,1,2018,1,1,1,25,1
286,4,2,1,2,26,2603,2,1,1.79769313486232e+308,191,194,194,8,1,2018,15,25,8,1,2018,17,37,8,1,2018,1,1,1,7,1
286,5,2,1,2,26,2603,2,1,1.79769313486232e+308,191,194,194,8,1,2018,20,0,8,1,2018,21,26,8,1,2018,1,1,1,12,1
286,6,2,2,2,26,2603,2,1,1.79769313486232e+308,191,194,194,9,1,2018,19,32,9,1,2018,21,48,9,1,2018,1,1,1,6,1
286,7,2,1,2,26,2603,2,1,1.79769313486232e+308,191,194,194,8,1,2018,21,27,8,1,2018,23,4,8,1,2018,1,1,1,16,1
286,8,2,1,2,26,2603,2,1,1.79769313486232e+308,191,194,194,8,1,2018,23,5,9,1,2018,10,3,8,1,2018,1,1,1,11,1
286,9,2,2,2,26,2603,2,1,1.79769313486232e+308,191,194,194,10,1,2018,7,30,10,1,2018,9,37,10,1,2018,1,1,1,8,1
287,1,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,12,1,2018,7,15,12,1,2018,7,52,12,1,2018,1,1,1,8,1
287,2,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,18,12,2017,23,5,12,1,2018,13,43,18,12,2017,1,1,1,7,1
287,3,2,2,2,26,2601,2,1,1.79769313486232e+308,191,194,194,13,1,2018,10,58,13,1,2018,12,34,13,1,2018,1,1,1,6,1
287,4,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,12,1,2018,13,43,12,1,2018,14,28,12,1,2018,1,1,1,7,1
287,5,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,12,1,2018,14,29,12,1,2018,14,54,12,1,2018,1,1,1,5,1
287,6,2,2,2,26,2601,2,1,1.79769313486232e+308,191,194,194,13,1,2018,8,21,13,1,2018,9,37,13,1,2018,1,1,1,7,1
287,7,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,12,1,2018,14,55,12,1,2018,17,31,12,1,2018,1,1,1,3,1
287,8,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,12,1,2018,17,31,12,1,2018,18,11,12,1,2018,1,1,1,6,1
287,9,2,2,2,26,2601,2,1,1.79769313486232e+308,191,194,194,12,1,2018,21,53,12,1,2018,23,33,12,1,2018,1,1,1,5,1
288,1,2,1,2,26,2601,2,1,1.79769313486232e+308,191,196,196,2,1,2018,11,57,3,1,2018,10,33,2,1,2018,1,1,1,6,1
288,3,2,2,2,26,2601,2,1,1.79769313486232e+308,191,196,196,4,1,2018,22,12,5,1,2018,8,17,4,1,2018,1,1,1,3,1
288,4,2,1,2,26,2601,2,1,1.79769313486232e+308,191,196,196,3,1,2018,12,33,3,1,2018,15,2,3,1,2018,1,1,1,8,1
288,5,2,1,2,26,2601,2,1,1.79769313486232e+308,191,196,196,3,1,2018,15,12,3,1,2018,16,44,3,1,2018,1,1,1,10,1
288,6,2,2,2,26,2601,2,1,1.79769313486232e+308,191,196,196,6,1,2018,9,59,6,1,2018,15,6,6,1,2018,1,1,1,7,1
288,8,2,1,2,26,2601,2,1,1.79769313486232e+308,191,196,196,4,1,2018,11,53,4,1,2018,13,47,4,1,2018,1,1,1,11,1
288,9,2,2,2,26,2601,2,1,1.79769313486232e+308,191,196,196,5,1,2018,8,18,5,1,2018,18,1,5,1,2018,1,1,1,6,1
289,1,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,14,1,2018,10,54,14,1,2018,11,34,14,1,2018,1,1,1,15,1
289,2,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,18,12,2017,23,6,14,1,2018,12,14,18,12,2017,1,1,1,8,1
289,3,2,2,2,26,2601,2,1,1.79769313486232e+308,191,194,194,14,1,2018,14,22,14,1,2018,16,57,14,1,2018,1,1,1,8,1
289,4,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,14,1,2018,12,14,14,1,2018,12,48,14,1,2018,1,1,1,8,1
289,5,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,14,1,2018,12,48,14,1,2018,13,17,14,1,2018,1,1,1,7,1
289,6,2,2,2,26,2601,2,1,1.79769313486232e+308,191,194,194,14,1,2018,16,57,14,1,2018,18,34,14,1,2018,1,1,1,6,1
289,7,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,14,1,2018,13,17,14,1,2018,13,44,14,1,2018,1,1,1,13,1
289,8,2,1,2,26,2601,2,1,1.79769313486232e+308,191,194,194,14,1,2018,13,44,14,1,2018,14,22,14,1,2018,1,1,1,7,1
289,9,2,2,2,26,2601,2,1,1.79769313486232e+308,191,194,194,15,1,2018,8,51,15,1,2018,14,8,15,1,2018,1,1,1,12,1
290,1,2,1,2,26,2601,2,1,1.79769313486232e+308,191,196,196,29,12,2017,17,4,12,1,2018,13,55,29,12,2017,1,1,1,19,1
290,2,2,1,2,26,2601,2,1,1.79769313486232e+308,191,196,196,9,1,2018,23,44,12,1,2018,16,5,9,1,2018,1,1,1,28,1
290,3,2,2,2,26,2601,2,1,1.79769313486232e+308,191,196,196,20,12,2017,9,48,19,1,2018,15,10,20,12,2017,1,1,1,13,1
290,4,2,1,2,26,2601,2,1,1.79769313486232e+308,191,196,196,9,1,2018,23,52,10,1,2018,0,56,9,1,2018,1,1,1,4,1
290,5,2,1,2,26,2601,2,1,1.79769313486232e+308,191,196,196,9,1,2018,23,39,4,2,2018,12,6,9,1,2018,1,1,1,31,1
290,6,2,2,2,26,2601,2,1,1.79769313486232e+308,191,196,196,7,1,2018,9,42,17,1,2018,4,16,7,1,2018,1,1,1,7,1
290,7,2,1,2,26,2601,2,1,1.79769313486232e+308,191,196,196,9,1,2018,23,54,16,1,2018,16,44,9,1,2018,1,1,1,18,1
290,8,2,1,2,26,2601,2,1,1.79769313486232e+308,191,196,196,8,1,2018,18,10,8,1,2018,19,10,8,1,2018,1,1,1,8,1
290,9,2,2,2,26,2601,2,1,1.79769313486232e+308,191,196,196,19,1,2018,15,12,31,1,2018,15,31,19,1,2018,1,1,1,22,1
291,1,2,1,2,26,2601,2,1,1.79769313486232e+308,191,192,192,21,1,2018,14,11,23,1,2018,21,3,21,1,2018,1,1,1,9,1
291,2,2,1,2,26,2601,2,1,1.79769313486232e+308,191,192,192,24,1,2018,21,26,24,1,2018,22,11,24,1,2018,1,1,1,10,1
291,3,2,2,2,26,2601,2,1,1.79769313486232e+308,191,192,192,24,1,2018,22,12,24,1,2018,23,25,24,1,2018,1,1,1,7,1
291,4,2,1,2,26,2601,2,1,1.79769313486232e+308,191,192,192,24,1,2018,23,25,24,1,2018,23,50,24,1,2018,1,1,1,11,1
291,5,2,1,2,26,2601,2,1,1.79769313486232e+308,191,192,192,24,1,2018,23,50,25,1,2018,0,24,24,1,2018,1,1,1,7,1
291,6,2,2,2,26,2601,2,1,1.79769313486232e+308,191,192,192,25,1,2018,0,24,25,1,2018,1,7,25,1,2018,1,1,1,5,1
291,7,2,1,2,26,2601,2,1,1.79769313486232e+308,191,192,192,26,1,2018,15,11,26,1,2018,15,35,26,1,2018,1,1,1,10,1
291,8,2,1,2,26,2601,2,1,1.79769313486232e+308,191,192,192,26,1,2018,15,37,26,1,2018,15,56,26,1,2018,1,1,1,8,1
291,9,2,2,2,26,2601,2,1,1.79769313486232e+308,191,192,192,26,1,2018,15,56,26,1,2018,16,57,26,1,2018,1,1,1,6,1
292,1,2,1,2,26,2608,2,1,1.79769313486232e+308,191,195,195,7,1,2018,8,8,10,1,2018,12,15,7,1,2018,1,1,1,12,1
292,2,2,1,2,26,2608,2,1,1.79769313486232e+308,191,195,195,10,1,2018,12,17,10,1,2018,13,33,10,1,2018,1,1,1,5,1
292,3,2,2,2,26,2608,2,1,1.79769313486232e+308,191,195,195,12,1,2018,13,20,13,1,2018,8,5,12,1,2018,1,1,1,7,1
292,4,2,1,2,26,2608,2,1,1.79769313486232e+308,191,195,195,10,1,2018,13,35,10,1,2018,14,37,10,1,2018,1,1,1,7,1
292,6,2,2,2,26,2608,2,1,1.79769313486232e+308,191,195,195,13,1,2018,8,8,29,1,2018,16,57,13,1,2018,1,1,1,15,1
292,7,2,1,2,26,2608,2,1,1.79769313486232e+308,191,195,195,11,1,2018,9,55,11,1,2018,11,28,11,1,2018,1,1,1,7,1
292,8,2,1,2,26,2608,2,1,1.79769313486232e+308,191,195,195,8,1,2018,7,29,12,1,2018,13,20,8,1,2018,1,1,1,14,1
292,9,2,2,2,26,2608,2,1,1.79769313486232e+308,191,195,195,14,1,2018,17,9,19,1,2018,12,49,14,1,2018,1,1,1,11,1
293,1,2,1,2,26,2608,2,1,1.79769313486232e+308,191,193,191,17,1,2018,14,57,18,1,2018,14,33,17,1,2018,1,1,1,10,1
293,2,2,1,2,26,2608,2,1,1.79769313486232e+308,191,193,191,17,1,2018,15,2,18,1,2018,20,56,17,1,2018,1,1,1,7,1
293,3,2,2,2,26,2608,2,1,1.79769313486232e+308,191,193,191,17,1,2018,15,12,20,1,2018,11,32,17,1,2018,1,1,1,11,1
293,4,2,1,2,26,2608,2,1,1.79769313486232e+308,191,193,191,17,1,2018,15,23,26,1,2018,20,44,17,1,2018,1,1,1,11,1
293,5,2,1,2,26,2608,2,1,1.79769313486232e+308,191,193,191,22,1,2018,20,48,25,1,2018,12,19,22,1,2018,1,1,1,7,1
293,6,2,2,2,26,2608,2,1,1.79769313486232e+308,191,193,191,26,1,2018,21,1,28,1,2018,13,52,26,1,2018,1,1,1,10,1
293,7,2,1,2,26,2608,2,1,1.79769313486232e+308,191,193,191,28,1,2018,18,44,30,1,2018,19,54,28,1,2018,1,1,1,11,1
293,8,2,1,2,26,2608,2,1,1.79769313486232e+308,191,193,191,30,1,2018,19,56,31,1,2018,15,14,30,1,2018,1,1,1,13,1
293,9,2,2,2,26,2608,2,1,1.79769313486232e+308,191,193,191,30,1,2018,20,26,31,1,2018,19,35,30,1,2018,1,1,1,3,1
294,1,2,1,2,26,2602,2,1,1.79769313486232e+308,191,193,191,31,1,2018,19,41,1,2,2018,13,6,31,1,2018,1,1,1,4,1
294,2,2,1,2,26,2602,2,1,1.79769313486232e+308,191,193,191,1,2,2018,13,7,1,2,2018,14,24,1,2,2018,1,1,1,15,1
294,3,2,2,2,26,2602,2,1,1.79769313486232e+308,191,193,191,2,2,2018,12,34,2,2,2018,19,24,2,2,2018,1,1,1,9,1
294,4,2,1,2,26,2602,2,1,1.79769313486232e+308,191,193,191,1,2,2018,14,27,1,2,2018,20,59,1,2,2018,1,1,1,22,1
294,5,2,1,2,26,2602,2,1,1.79769313486232e+308,191,193,191,1,2,2018,21,0,1,2,2018,22,50,1,2,2018,1,1,1,18,1
294,6,2,2,2,26,2602,2,1,1.79769313486232e+308,191,193,191,2,2,2018,19,25,2,2,2018,22,9,2,2,2018,1,1,1,10,1
294,7,2,1,2,26,2602,2,1,1.79769313486232e+308,191,193,191,1,2,2018,22,51,1,2,2018,23,49,1,2,2018,1,1,1,12,1
294,8,2,1,2,26,2602,2,1,1.79769313486232e+308,191,193,191,1,2,2018,23,49,2,2,2018,0,41,1,2,2018,1,1,1,15,1
294,9,2,2,2,26,2602,2,1,1.79769313486232e+308,191,193,191,2,2,2018,22,9,3,2,2018,18,59,2,2,2018,1,1,1,10,1
295,1,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,26,1,2018,19,57,26,1,2018,20,22,26,1,2018,1,1,1,4,1
295,2,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,26,1,2018,20,22,26,1,2018,20,40,26,1,2018,1,1,1,5,1
295,3,2,2,2,26,2604,2,1,1.79769313486232e+308,191,192,192,26,1,2018,20,41,26,1,2018,21,22,26,1,2018,1,1,1,5,1
295,4,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,26,1,2018,21,23,26,1,2018,21,56,26,1,2018,1,1,1,5,1
295,5,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,26,1,2018,21,56,26,1,2018,22,14,26,1,2018,1,1,1,5,1
295,6,2,2,2,26,2604,2,1,1.79769313486232e+308,191,192,192,26,1,2018,22,14,26,1,2018,22,53,26,1,2018,1,1,1,3,1
295,7,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,26,1,2018,22,53,26,1,2018,23,22,26,1,2018,1,1,1,5,1
295,8,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,27,1,2018,19,3,27,1,2018,19,24,27,1,2018,1,1,1,6,1
295,9,2,2,2,26,2604,2,1,1.79769313486232e+308,191,192,192,27,1,2018,19,25,27,1,2018,20,4,27,1,2018,1,1,1,4,1
296,1,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,17,12,2017,14,13,10,1,2018,22,36,17,12,2017,1,1,1,17,1
296,2,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,10,1,2018,22,40,11,1,2018,9,40,10,1,2018,1,1,1,14,1
296,3,2,2,2,26,2604,2,1,1.79769313486232e+308,191,197,197,11,1,2018,11,42,11,1,2018,14,53,11,1,2018,1,1,1,16,1
296,4,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,11,1,2018,10,52,11,1,2018,11,33,11,1,2018,1,1,1,19,1
296,5,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,11,1,2018,14,58,11,1,2018,15,40,11,1,2018,1,1,1,14,1
296,6,2,2,2,26,2604,2,1,1.79769313486232e+308,191,197,197,12,1,2018,11,11,12,1,2018,14,49,12,1,2018,1,1,1,17,1
296,7,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,11,1,2018,15,41,11,1,2018,16,11,11,1,2018,1,1,1,16,1
296,8,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,11,1,2018,16,12,11,1,2018,16,38,11,1,2018,1,1,1,9,1
296,9,2,2,2,26,2604,2,1,1.79769313486232e+308,191,197,197,12,1,2018,14,52,12,1,2018,16,58,12,1,2018,1,1,1,9,1
297,1,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,27,1,2018,20,15,27,1,2018,20,34,27,1,2018,1,1,1,12,1
297,2,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,27,1,2018,20,35,27,1,2018,21,8,27,1,2018,1,1,1,14,1
297,3,2,2,2,26,2604,2,1,1.79769313486232e+308,191,192,192,27,1,2018,21,9,27,1,2018,21,42,27,1,2018,1,1,1,7,1
297,4,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,27,1,2018,21,43,27,1,2018,22,10,27,1,2018,1,1,1,8,1
297,5,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,27,1,2018,22,10,27,1,2018,22,46,27,1,2018,1,1,1,12,1
297,6,2,2,2,26,2604,2,1,1.79769313486232e+308,191,192,192,27,1,2018,22,46,27,1,2018,1.79769313486232e+308,1.79769313486232e+308,27,1,2018,1,1,1,9,1
297,7,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,28,1,2018,19,8,28,1,2018,19,32,28,1,2018,1,1,1,6,1
297,8,2,1,2,26,2604,2,1,1.79769313486232e+308,191,192,192,28,1,2018,19,33,28,1,2018,19,53,28,1,2018,1,1,1,8,1
297,9,2,2,2,26,2604,2,1,1.79769313486232e+308,191,192,192,28,1,2018,19,55,28,1,2018,20,30,28,1,2018,1,1,1,10,1
298,1,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,17,12,2017,13,54,13,1,2018,11,43,17,12,2017,1,1,1,6,1
298,2,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,13,1,2018,11,45,13,1,2018,19,48,13,1,2018,1,1,1,9,1
298,3,2,2,2,26,2604,2,1,1.79769313486232e+308,191,197,197,19,12,2017,21,14,15,1,2018,21,41,19,12,2017,1,1,1,5,1
298,4,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,13,1,2018,22,46,13,1,2018,23,51,13,1,2018,1,1,1,9,1
298,5,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,14,1,2018,9,56,14,1,2018,13,59,14,1,2018,1,1,1,5,1
298,6,2,2,2,26,2604,2,1,1.79769313486232e+308,191,197,197,15,1,2018,21,42,15,1,2018,23,32,15,1,2018,1,1,1,12,1
298,7,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,14,1,2018,14,0,14,1,2018,15,9,14,1,2018,1,1,1,12,1
298,8,2,1,2,26,2604,2,1,1.79769313486232e+308,191,197,197,14,1,2018,20,15,14,1,2018,23,5,14,1,2018,1,1,1,8,1
298,9,2,2,2,26,2604,2,1,1.79769313486232e+308,191,197,197,16,1,2018,15,53,16,1,2018,17,22,16,1,2018,1,1,1,8,1
299,1,2,1,2,26,2604,2,1,1.79769313486232e+308,191,196,196,1,2,2018,18,49,1,2,2018,19,48,1,2,2018,1,1,1,10,1
299,2,2,1,2,26,2604,2,1,1.79769313486232e+308,191,196,196,1,2,2018,22,26,1,2,2018,23,27,1,2,2018,1,1,1,8,1
299,3,2,2,2,26,2604,2,1,1.79769313486232e+308,191,196,196,1,2,2018,16,6,1,2,2018,18,46,1,2,2018,1,1,1,8,1
299,4,2,1,2,26,2604,2,1,1.79769313486232e+308,191,196,196,1,2,2018,23,28,2,2,2018,0,20,1,2,2018,1,1,1,7,1
299,5,2,1,2,26,2604,2,1,1.79769313486232e+308,191,196,196,2,2,2018,0,21,2,2,2018,1,6,2,2,2018,1,1,1,15,1
299,6,2,2,2,26,2604,2,1,1.79769313486232e+308,191,196,196,2,2,2018,14,29,2,2,2018,16,14,2,2,2018,1,1,1,10,1
299,7,2,1,2,26,2604,2,1,1.79769313486232e+308,191,196,196,3,2,2018,17,36,3,2,2018,17,54,3,2,2018,1,1,1,14,1
299,8,2,1,2,26,2604,2,1,1.79769313486232e+308,191,196,196,2,2,2018,17,18,3,2,2018,4,9,2,2,2018,1,1,1,8,1
299,9,2,2,2,26,2604,2,1,1.79769313486232e+308,191,196,196,2,2,2018,16,17,2,2,2018,17,13,2,2,2018,1,1,1,4,1
300,1,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,17,1,2018,17,30,17,1,2018,18,27,17,1,2018,1,1,1,10,1
300,2,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,19,1,2018,11,41,19,1,2018,17,49,19,1,2018,1,1,1,19,1
300,3,2,2,2,26,2605,2,1,1.79769313486232e+308,181,185,185,16,1,2018,12,47,16,1,2018,19,6,16,1,2018,1,1,1,12,1
300,4,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,18,1,2018,11,4,18,1,2018,14,45,18,1,2018,1,1,1,24,1
300,5,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,19,1,2018,17,51,20,1,2018,19,1,19,1,2018,1,1,1,11,1
300,6,2,2,2,26,2605,2,1,1.79769313486232e+308,181,185,185,16,1,2018,19,7,29,1,2018,16,16,16,1,2018,1,1,1,10,1
300,7,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,18,1,2018,18,29,19,1,2018,11,39,18,1,2018,1,1,1,29,1
300,8,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,17,1,2018,18,31,18,1,2018,11,2,17,1,2018,1,1,1,11,1
300,9,2,2,2,26,2605,2,1,1.79769313486232e+308,181,185,185,16,1,2018,10,12,16,1,2018,12,45,16,1,2018,1,1,1,7,1
301,1,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,23,1,2018,10,54,23,1,2018,12,2,23,1,2018,1,1,1,19,1
301,2,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,23,1,2018,13,49,23,1,2018,17,51,23,1,2018,1,1,1,18,1
301,3,2,2,2,26,2605,2,1,1.79769313486232e+308,181,185,185,19,12,2017,13,37,29,1,2018,17,37,19,12,2017,1,1,1,42,1
301,4,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,22,1,2018,12,41,22,1,2018,14,39,22,1,2018,1,1,1,4,1
301,5,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,22,1,2018,11,44,22,1,2018,12,40,22,1,2018,1,1,1,13,1
301,6,2,2,2,26,2605,2,1,1.79769313486232e+308,181,185,185,26,1,2018,10,21,26,1,2018,18,48,26,1,2018,1,1,1,24,1
301,7,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,22,1,2018,14,52,22,1,2018,16,28,22,1,2018,1,1,1,10,1
301,8,2,1,2,26,2605,2,1,1.79769313486232e+308,181,185,185,23,1,2018,12,4,23,1,2018,13,48,23,1,2018,1,1,1,14,1
301,9,2,2,2,26,2605,2,1,1.79769313486232e+308,181,185,185,26,1,2018,18,54,29,1,2018,16,44,26,1,2018,1,1,1,16,1
302,1,2,1,2,26,2605,2,1,1.79769313486232e+308,181,183,183,21,1,2018,18,51,21,1,2018,19,35,21,1,2018,1,1,1,11,1
302,2,2,1,2,26,2605,2,1,1.79769313486232e+308,181,183,183,22,1,2018,6,31,22,1,2018,14,48,22,1,2018,1,1,1,16,1
302,3,2,2,2,26,2605,2,1,1.79769313486232e+308,181,183,183,20,1,2018,19,29,20,1,2018,21,27,20,1,2018,1,1,1,2,1
302,4,2,1,2,26,2605,2,1,1.79769313486232e+308,181,183,183,22,1,2018,14,49,22,1,2018,16,4,22,1,2018,1,1,1,30,1
302,5,2,1,2,26,2605,2,1,1.79769313486232e+308,181,183,183,21,1,2018,19,37,21,1,2018,23,13,21,1,2018,1,1,1,18,1
302,6,2,2,2,26,2605,2,1,1.79769313486232e+308,181,183,183,20,1,2018,21,32,20,1,2018,23,17,20,1,2018,1,1,1,16,1
302,7,2,1,2,26,2605,2,1,1.79769313486232e+308,181,183,183,22,1,2018,16,4,22,1,2018,20,37,22,1,2018,1,1,1,9,1
302,8,2,1,2,26,2605,2,1,1.79769313486232e+308,181,183,183,22,1,2018,20,38,22,1,2018,22,13,22,1,2018,1,1,1,24,1
302,9,2,2,2,26,2605,2,1,1.79769313486232e+308,181,183,183,21,1,2018,10,27,21,1,2018,16,41,21,1,2018,1,1,1,29,1
303,1,2,1,2,26,2606,2,1,1.79769313486232e+308,181,183,183,19,1,2018,13,57,19,1,2018,15,41,19,1,2018,1,1,1,7,1
303,2,2,1,2,26,2606,2,1,1.79769313486232e+308,181,183,183,19,1,2018,15,43,19,1,2018,17,5,19,1,2018,1,1,1,21,1
303,3,2,2,2,26,2606,2,1,1.79769313486232e+308,181,183,183,20,1,2018,11,14,20,1,2018,12,46,20,1,2018,1,1,1,10,1
303,4,2,1,2,26,2606,2,1,1.79769313486232e+308,181,183,183,19,1,2018,20,45,19,1,2018,22,9,19,1,2018,1,1,1,9,1
303,5,2,1,2,26,2606,2,1,1.79769313486232e+308,181,183,183,19,1,2018,22,9,19,1,2018,23,5,19,1,2018,1,1,1,11,1
303,6,2,2,2,26,2606,2,1,1.79769313486232e+308,181,183,183,18,1,2018,16,3,18,1,2018,19,52,18,1,2018,1,1,1,10,1
303,7,2,1,2,26,2606,2,1,1.79769313486232e+308,181,183,183,20,1,2018,9,27,20,1,2018,10,15,20,1,2018,1,1,1,43,1
303,8,2,1,2,26,2606,2,1,1.79769313486232e+308,181,183,183,20,1,2018,10,15,20,1,2018,11,12,20,1,2018,1,1,1,10,1
303,9,2,2,2,26,2606,2,1,1.79769313486232e+308,181,183,183,18,1,2018,19,54,18,1,2018,22,39,18,1,2018,1,1,1,5,1
304,1,2,1,2,27,2711,2,1,1.79769313486232e+308,201,203,203,20,12,2017,15,22,30,12,2017,3,13,20,12,2017,1,2,1,16,1
304,2,2,1,2,27,2711,2,1,1.79769313486232e+308,201,203,203,28,12,2017,21,38,30,12,2017,8,17,28,12,2017,1,1,1,13,1
304,3,2,2,2,27,2711,2,1,1.79769313486232e+308,201,203,203,28,12,2017,21,39,30,12,2017,12,35,28,12,2017,1,1,1,11,1
304,4,2,1,2,27,2711,2,1,1.79769313486232e+308,201,203,203,29,12,2017,22,55,30,12,2017,13,21,29,12,2017,1,1,1,14,1
304,5,2,1,2,27,2711,2,1,1.79769313486232e+308,201,203,203,30,12,2017,13,23,30,12,2017,13,33,30,12,2017,1,1,5,10,1
304,6,2,2,2,27,2711,2,1,1.79769313486232e+308,201,203,203,30,12,2017,14,49,30,12,2017,15,28,30,12,2017,1,1,1,14,2
304,7,2,1,2,27,2711,2,1,1.79769313486232e+308,201,205,203,30,12,2017,15,29,30,12,2017,17,25,30,12,2017,1,1,7,11,1
304,8,2,1,2,27,2711,2,1,1.79769313486232e+308,201,203,203,30,12,2017,17,26,30,12,2017,21,36,30,12,2017,1,1,8,10,1
304,9,2,2,2,27,2711,2,1,1.79769313486232e+308,201,203,203,30,12,2017,21,36,30,12,2017,22,23,30,12,2017,1,2,9,16,1
305,1,2,1,2,27,2711,2,1,1.79769313486232e+308,201,203,203,28,12,2017,21,59,29,12,2017,7,18,28,12,2017,1,1,1,12,1
305,2,2,1,2,27,2711,2,1,1.79769313486232e+308,201,203,203,29,12,2017,7,21,29,12,2017,8,22,29,12,2017,1,1,2,12,1
305,3,2,2,2,27,2711,2,1,1.79769313486232e+308,201,203,203,29,12,2017,8,23,31,12,2017,16,36,29,12,2017,1,1,1,10,1
305,4,2,1,2,27,2711,2,1,1.79769313486232e+308,201,203,203,31,12,2017,16,36,31,12,2017,17,3,31,12,2017,1,1,4,6,1
305,5,2,1,2,27,2711,2,1,1.79769313486232e+308,201,203,203,31,12,2017,17,4,1,1,2018,8,52,31,12,2017,1,2,5,19,1
