"grappe","exploitation","passage","s11a2q01","s11a2q02","s11a2q03","s11a2q04a","s11a2q04b","s11a2q04c","s11a2q05a","s11a2q05b","s11a2q05c"
176,8,1,1,101,1.79769313486232e+308,2,4,100,3,4,100
176,9,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
177,1,1,1,101,1.79769313486232e+308,1,4,100,1,4,100
177,2,1,1,101,1.79769313486232e+308,4,1,4,1,4,50
177,3,1,1,101,1,101,1,2,100,1,4
177,4,1,1,101,1.79769313486232e+308,1,4,50,1,4,100
177,6,1,1,101,1,10,4,100,9,4,100
177,7,1,1,101,1.79769313486232e+308,1,4,50,2,4,100
177,8,1,1,101,1.79769313486232e+308,1,4,100,40,1,40
177,9,1,1,101,1,1,4,100,4,4,100
178,1,1,1,101,1.79769313486232e+308,1,4,100,1,4,100
178,3,1,1,101,1,2,4,100,3,4,100
178,5,1,1,101,1.79769313486232e+308,12,1,12,2,4,100
178,7,1,1,101,1.79769313486232e+308,1,4,50,2,4,100
178,8,1,1,101,1.79769313486232e+308,2,4,100,4,4,100
178,9,1,1,101,1,1,4,100,4,4,100
179,1,1,1,101,1.79769313486232e+308,2,4,50,2,4,5
179,2,1,1,103,1.79769313486232e+308,20,1,20,0,1.79769313486232e+308,1.79769313486232e+308
179,3,1,1,101,1,10,4,100,20,4,100
179,4,1,1,101,1.79769313486232e+308,10,1,25,10,1,25
179,5,1,1,103,1.79769313486232e+308,5,4,100,5,4,100
179,6,1,1,101,1,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
179,7,1,1,102,1.79769313486232e+308,40,1,40,40,1,40
179,8,1,1,101,1.79769313486232e+308,10,1,50,10,1,50
179,9,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
180,1,1,1,102,1.79769313486232e+308,1,4,100,1,4,100
180,2,1,1,102,1.79769313486232e+308,20,1,20,40,1,40
180,4,1,1,102,1.79769313486232e+308,1,1,45,2,4,50
180,5,1,2,103,1.79769313486232e+308,1,4,50,2,4,100
180,6,1,1,102,1,1,4,100,1,4,50
180,7,1,1,101,1.79769313486232e+308,1,4,100,1,4,50
180,8,1,2,101,1.79769313486232e+308,1,4,100,1,4,50
180,9,1,1,103,1,1,4,50,2,4,100
181,1,1,1,101,1.79769313486232e+308,2,4,100,4,4,100
181,2,1,1,101,1.79769313486232e+308,2,4,100,3,4,100
181,3,1,1,101,1,2,4,100,3,4,100
181,4,1,1,103,1.79769313486232e+308,5,4,100,1,4,100
181,5,1,1,101,1.79769313486232e+308,5,4,100,6,4,100
181,6,1,1,101,1,3,4,100,4,4,100
181,7,1,1,101,1.79769313486232e+308,2,4,100,4,2,100
181,8,1,1,101,1.79769313486232e+308,2,4,100,5,4,100
181,9,1,1,101,1,25,1,50,1,4,100
182,1,1,1,101,1.79769313486232e+308,3,4,100,3,4,100
182,2,1,1,102,1.79769313486232e+308,1,4,100,1,4,50
182,3,1,1,101,1,1,4,100,20,4,100
182,4,1,1,101,1.79769313486232e+308,4,4,100,20,4,100
182,5,1,1,101,1.79769313486232e+308,15,4,100,2,4,100
182,6,1,1,103,1,1,4,100,1,4,100
182,8,1,1,102,1.79769313486232e+308,1,4,100,1,4,100
182,9,1,1,101,1,4,4,100,6,4,100
183,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
183,2,1,1,101,1.79769313486232e+308,4,4,100,2,4,100
183,3,1,1,102,1,4,4,100,2,4,100
183,4,1,1,101,1.79769313486232e+308,2,4,100,1,4,100
183,5,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
183,6,1,1,104,1,3,4,100,1,4,100
183,7,1,1,101,1.79769313486232e+308,1,4,100,2,4,100
183,8,1,1,101,1.79769313486232e+308,2,4,100,1,4,100
183,9,1,1,101,1,3,4,100,2,4,100
184,1,1,1,101,1.79769313486232e+308,2,4,100,3,4,100
184,2,1,1,101,1.79769313486232e+308,2,4,100,1,4,100
184,3,1,1,101,1,5,4,100,2,4,100
184,4,1,1,102,1.79769313486232e+308,4,4,100,1,4,100
184,5,1,1,101,1.79769313486232e+308,1,4,100,2,4,100
184,6,1,1,101,1,3,4,100,2,4,100
184,7,1,1,102,1.79769313486232e+308,3,4,100,7,4,100
184,8,1,1,102,1.79769313486232e+308,3,4,100,4,4,100
184,9,1,1,102,1,2,4,100,1,4,100
185,1,1,1,101,1.79769313486232e+308,5,4,100,7,4,100
185,2,1,1,101,1.79769313486232e+308,3,4,100,2,4,100
185,3,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
185,4,1,1,102,1.79769313486232e+308,2,4,100,2,4,100
185,5,1,1,101,1.79769313486232e+308,2,4,100,1,4,100
185,6,1,1,101,1,4,4,100,2,4,100
185,7,1,2,102,1.79769313486232e+308,2,4,100,2,4,100
185,8,1,1,101,1.79769313486232e+308,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
185,9,1,1,102,1,4,4,100,2,4,100
189,6,1,1,103,1,30,1,1,50,1,1
189,8,1,1,101,1,1,4,50,2,4,50
191,1,1,1,103,1.79769313486232e+308,3,4,50,3,4,50
191,3,1,1,103,1,5,4,50,3,4,50
191,4,1,2,101,1.79769313486232e+308,4,4,100,2,4,100
191,5,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
191,6,1,2,103,1,2,4,50,2,4,50
191,7,1,2,103,1.79769313486232e+308,4,4,50,2,4,50
191,9,1,2,103,1,1,4,50,1,4,50
192,1,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
192,2,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
192,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
192,4,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
192,5,1,1,101,1.79769313486232e+308,5,4,100,4,4,100
192,6,1,1,101,1,2,4,100,2,4,100
192,7,1,1,101,1.79769313486232e+308,2,4,100,4,4,100
192,8,1,1,101,1.79769313486232e+308,2,4,100,2,4,100
192,9,1,1,101,1,10,4,100,6,4,100
193,1,1,1,101,1.79769313486232e+308,5,4,100,2,4,100
193,2,1,1,101,1.79769313486232e+308,6,4,100,2,4,100
193,3,1,2,101,1,2,4,100,2,4,100
193,4,1,1,101,1.79769313486232e+308,3,4,100,2,4,100
193,5,1,1,102,1.79769313486232e+308,3,4,100,1,4,100
193,6,1,1,102,1,5,4,100,1,4,100
193,7,1,2,104,1.79769313486232e+308,5,4,100,1,4,100
193,8,1,1,104,1.79769313486232e+308,5,4,100,2,4,100
193,9,1,2,104,1,4,4,100,1,4,100
194,1,1,1,101,1.79769313486232e+308,4,4,100,2,4,100
194,2,1,1,101,1.79769313486232e+308,6,4,100,2,4,100
194,3,1,1,101,1,3,4,100,4,4,100
194,5,1,1,101,1.79769313486232e+308,2,4,100,2,4,100
194,6,1,1,101,1,2,4,100,2,4,100
194,7,1,1,102,1.79769313486232e+308,5,4,100,2,4,100
194,8,1,1,102,1.79769313486232e+308,5,4,100,2,4,100
194,9,1,1,101,1,7,4,100,4,4,100
195,1,1,1,103,1.79769313486232e+308,6,4,50,3,4,50
195,2,1,1,101,1.79769313486232e+308,3,4,100,0,1.79769313486232e+308,1.79769313486232e+308
195,3,1,2,104,1,1,4,100,1,4,50
195,4,1,1,101,1.79769313486232e+308,5,4,100,2,4,100
195,5,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
195,6,1,2,101,1,3,4,100,1,4,100
195,7,1,1,103,1.79769313486232e+308,5,4,100,3,4,100
196,1,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
196,2,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
196,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
196,4,1,1,101,1.79769313486232e+308,7,4,100,5,4,100
196,6,1,1,102,1,5,4,100,6,4,100
197,1,1,1,101,1.79769313486232e+308,3,4,100,5,4,100
197,2,1,1,101,1.79769313486232e+308,3,2,300,2,2,300
197,3,1,1,102,1,2,4,100,1,4,100
197,4,1,1,101,1.79769313486232e+308,7,4,100,0,1.79769313486232e+308,1.79769313486232e+308
197,5,1,2,102,1.79769313486232e+308,2,4,100,4,4,100
197,6,1,1,101,1,3,2,300,2,2,250
197,7,1,1,101,1.79769313486232e+308,5,4,100,2,4,100
197,8,1,2,101,1.79769313486232e+308,4,4,100,4,4,100
197,9,1,2,104,7,4,4,100,2,4,100
198,1,1,1,101,1.79769313486232e+308,5,2,300,3,2,300
198,2,1,2,104,1.79769313486232e+308,4,4,100,2,4,100
198,3,1,2,104,1,2,4,100,1,4,100
198,4,1,2,102,1.79769313486232e+308,4,4,100,2,4,100
198,5,1,1,101,1.79769313486232e+308,3,4,100,2,4,100
198,7,1,1,102,1.79769313486232e+308,7,4,100,3,4,100
198,8,1,1,102,1.79769313486232e+308,5,4,100,3,4,100
198,9,1,2,104,1,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
199,1,1,1,101,1.79769313486232e+308,10,4,100,8,4,100
199,2,1,1,101,1.79769313486232e+308,4,4,100,3,4,100
199,3,1,1,101,1,4,4,100,6,4,100
199,4,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
199,5,1,1,101,1.79769313486232e+308,4,4,100,3,4,100
199,6,1,1,101,1,4,4,100,2,4,100
199,7,1,1,101,1.79769313486232e+308,4,4,100,2,4,100
199,8,1,1,101,1.79769313486232e+308,5,4,100,2,4,100
199,9,1,1,101,1,6,4,100,4,4,100
200,1,1,1,102,1.79769313486232e+308,1,4,25,2,4,50
200,3,1,1,103,1,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
200,4,1,1,102,1.79769313486232e+308,6,4,100,3,4,100
200,5,1,1,103,1.79769313486232e+308,1,4,30,0,1.79769313486232e+308,1.79769313486232e+308
200,6,1,1,102,1,1,4,50,2,4,50
200,7,1,1,102,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
200,8,1,1,101,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
200,9,1,1,102,1,3,4,50,2,4,100
201,1,1,1,103,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
201,2,1,1,102,1.79769313486232e+308,1,4,100,2,4,100
201,3,1,1,102,4,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
201,4,1,1,102,1.79769313486232e+308,1,4,100,1,4,100
201,5,1,1,103,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
201,6,1,1,103,1,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
201,7,1,1,102,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
201,8,1,1,102,1.79769313486232e+308,1,4,100,2,4,100
201,9,1,1,103,1,1,4,15,0,1.79769313486232e+308,1.79769313486232e+308
202,2,1,1,102,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
202,3,1,1,102,9,1,4,50,2,4,50
202,4,1,1,102,1.79769313486232e+308,1,4,50,1,4,100
202,5,1,1,102,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
202,6,1,1,101,1,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
202,7,1,1,102,1.79769313486232e+308,1,4,30,0,1.79769313486232e+308,1.79769313486232e+308
202,8,1,1,102,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
202,9,1,1,102,1,2,4,100,1,4,50
203,1,1,2,102,1.79769313486232e+308,2,4,100,1,4,100
203,2,1,1,101,1.79769313486232e+308,3,4,100,1,4,100
203,3,1,1,101,1,4,4,100,0,1.79769313486232e+308,1.79769313486232e+308
203,4,1,1,102,1.79769313486232e+308,2,4,100,3,4,100
203,5,1,1,101,1.79769313486232e+308,6,4,100,4,4,100
203,6,1,1,102,1,3,4,100,2,4,100
203,7,1,1,104,1.79769313486232e+308,2,4,100,2,4,100
203,8,1,2,104,1.79769313486232e+308,3,4,100,4,4,100
203,9,1,1,101,1,5,4,100,3,4,100
204,1,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
204,2,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
204,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
204,4,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
204,5,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
204,6,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
204,9,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
205,1,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
205,2,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
205,3,1,1,101,1,10,1,50,0,1.79769313486232e+308,1.79769313486232e+308
205,4,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
205,5,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
205,6,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
205,7,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
205,8,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
205,9,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
206,1,1,1,101,1.79769313486232e+308,2,4,100,2,4,100
206,2,1,1,101,1.79769313486232e+308,1,4,100,2,4,100
206,3,1,1,101,1,1,4,100,1,4,50
206,4,1,1,101,1.79769313486232e+308,2,4,100,3,4,100
206,5,1,1,101,1.79769313486232e+308,2,4,100,1,4,100
206,6,1,1,101,1,1,5,25,0,1.79769313486232e+308,1.79769313486232e+308
206,7,1,1,101,1.79769313486232e+308,1,4,100,1,4,100
206,8,1,1,101,1.79769313486232e+308,2,4,100,2,4,100
206,9,1,1,101,1,1,4,100,3,4,100
207,1,1,1,101,1.79769313486232e+308,10,4,100,5,4,100
207,2,1,1,101,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
207,3,1,1,101,1,2,4,100,1,4,100
207,4,1,1,101,1.79769313486232e+308,3,4,100,0,1.79769313486232e+308,1.79769313486232e+308
207,5,1,1,102,1.79769313486232e+308,4,4,100,2,4,100
207,6,1,1,101,1,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
207,7,1,1,101,1.79769313486232e+308,2,4,100,1,4,100
207,8,1,1,101,1.79769313486232e+308,2,4,100,1,4,50
207,9,1,1,101,1,1,4,100,1,4,50
208,1,1,1,101,1.79769313486232e+308,3,4,100,0,1.79769313486232e+308,1.79769313486232e+308
208,2,1,1,101,1.79769313486232e+308,10,4,100,12,4,100
208,4,1,2,102,1.79769313486232e+308,3,4,100,5,4,100
208,5,1,1,101,1.79769313486232e+308,3,4,100,6,4,100
208,6,1,2,103,1,2,4,50,1,4,50
208,7,1,1,101,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
208,8,1,1,101,1.79769313486232e+308,2,4,100,1,4,100
208,9,1,1,101,1,3,4,100,2,4,100
209,1,1,1,102,1.79769313486232e+308,2,4,100,5,4,100
209,2,1,1,101,1.79769313486232e+308,1,4,100,2,4,100
209,3,1,1,101,1,2,4,100,1,4,100
209,4,1,1,102,1.79769313486232e+308,1,4,100,2,4,100
209,5,1,1,102,1.79769313486232e+308,2,4,100,4,4,100
209,6,1,1,102,1,3,4,100,2,4,100
209,7,1,1,101,1.79769313486232e+308,2,4,100,1,4,100
209,8,1,1,101,1.79769313486232e+308,2,4,100,4,4,100
209,9,1,1,101,1,4,4,100,3,4,100
210,1,1,1,101,1.79769313486232e+308,5,4,100,7,4,100
210,2,1,1,101,1.79769313486232e+308,4,4,100,3,4,100
210,3,1,2,103,1,2,4,100,1,4,100
210,4,1,1,101,1.79769313486232e+308,3,4,100,2,4,100
210,5,1,1,101,1.79769313486232e+308,1,4,100,2,4,100
210,6,1,1,101,1,4,4,100,3,4,100
210,7,1,1,101,1.79769313486232e+308,5,4,100,6,4,100
210,8,1,1,101,1.79769313486232e+308,4,4,100,6,4,100
210,9,1,1,101,1,4,4,100,4,4,100
211,1,1,1,101,1.79769313486232e+308,2,4,100,1,4,100
211,2,1,1,101,1.79769313486232e+308,6,4,100,7,4,100
211,3,1,1,101,1,10,4,100,13,4,100
211,4,1,1,101,1.79769313486232e+308,4,4,100,6,4,100
211,5,1,1,101,1.79769313486232e+308,3,4,100,3,4,100
211,6,1,2,103,1,2,4,100,4,4,100
211,7,1,1,101,1.79769313486232e+308,2,4,100,3,4,100
211,8,1,1,101,1.79769313486232e+308,3,4,100,2,4,100
211,9,1,2,104,1,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
212,1,1,1,101,1.79769313486232e+308,3,4,100,4,4,100
212,2,1,1,101,1.79769313486232e+308,2,4,100,1,4,3
212,3,1,1,103,1,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
212,4,1,1,101,1.79769313486232e+308,3,4,100,0,1.79769313486232e+308,1.79769313486232e+308
212,5,1,1,101,1.79769313486232e+308,12,4,100,7,4,100
212,6,1,1,101,1,2,4,100,1,4,100
212,7,1,1,101,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
212,8,1,1,101,1.79769313486232e+308,5,4,100,6,4,100
212,9,1,1,101,1,4,4,100,6,4,100
213,1,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
213,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
213,4,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
213,5,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
213,7,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
213,8,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
213,9,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
214,1,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
214,2,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
214,3,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
214,4,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
214,5,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
214,6,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
214,7,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
214,8,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
214,9,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
215,1,1,1,102,1.79769313486232e+308,4,4,50,2,4,50
215,2,1,2,0,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
215,3,1,2,104,1,2,4,100,2,4,100
215,4,1,1,102,1.79769313486232e+308,2,4,100,4,4,100
215,5,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
215,6,1,1,104,5,10,4,100,5,4,100
215,7,1,1,102,1.79769313486232e+308,5,4,100,20,4,100
215,8,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
215,9,1,1,102,1,20,4,100,4,4,100
216,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1,2,200
216,2,1,6,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
216,3,1,1,102,8,2,4,100,4,4,100
216,4,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
216,5,1,1,102,1.79769313486232e+308,20,4,100,15,4,100
216,6,1,2,102,7,6,2,500,2,2,500
216,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,2,100
216,8,1,3,103,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
216,9,1,4,103,1,60,1,1,200,1,1
217,2,1,1,102,1.79769313486232e+308,5,4,100,3,4,100
217,3,1,1,104,5,4,4,100,3,4,100
217,4,1,1,104,1.79769313486232e+308,4,4,100,2,4,100
217,5,1,3,104,1.79769313486232e+308,10,4,100,25,4,100
217,6,1,1,104,1,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
217,7,1,1,104,1.79769313486232e+308,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
217,8,1,1,104,1.79769313486232e+308,2,4,100,2,4,100
217,9,1,1,104,4,2,4,100,3,4,100
218,1,1,1,102,1.79769313486232e+308,3,4,100,4,4,100
218,2,1,1,102,1.79769313486232e+308,2,4,100,5,4,100
218,4,1,1,104,1.79769313486232e+308,14,4,100,20,4,100
218,5,1,1,101,1.79769313486232e+308,10,4,100,12,4,100
218,6,1,1,102,1,2,4,100,5,4,100
218,7,1,1,104,1.79769313486232e+308,1,4,100,2,4,100
218,8,1,1,104,1.79769313486232e+308,2,4,100,4,4,100
218,9,1,1,103,1,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
219,1,1,1,102,1.79769313486232e+308,10,4,100,14,4,100
219,2,1,1,103,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
219,3,1,1,102,1,3,4,100,1,4,100
219,4,1,1,102,1.79769313486232e+308,8,4,100,15,4,100
219,5,1,1,102,1.79769313486232e+308,10,4,100,8,4,100
219,6,1,1,102,1,5,4,100,3,4,100
219,7,1,1,102,1.79769313486232e+308,2,4,100,4,4,100
219,8,1,1,102,1.79769313486232e+308,3,4,100,5,4,100
219,9,1,1,102,1,3,4,100,5,4,100
220,1,1,2,104,1.79769313486232e+308,6,4,100,10,4,100
220,2,1,1,104,1.79769313486232e+308,2,4,100,4,4,100
220,3,1,1,102,1,2,4,100,3,4,100
220,4,1,1,104,1.79769313486232e+308,5,4,100,6,4,100
220,5,1,2,103,1.79769313486232e+308,3,4,100,10,4,100
220,6,1,1,104,2,4,4,100,1,4,100
220,7,1,1,104,1.79769313486232e+308,3,4,100,6,4,100
220,8,1,1,102,1.79769313486232e+308,3,4,100,5,4,100
220,9,1,1,103,1,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
221,1,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,2,525
221,2,1,2,103,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,9,4,900
221,3,1,1,104,1,15,4,150,7,2,300
221,4,1,2,102,1.79769313486232e+308,1,4,50,1,4,100
221,5,1,1,104,1.79769313486232e+308,3,4,300,45,4,450
221,7,1,1,104,1.79769313486232e+308,1,4,25,3,4,300
221,8,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,3,4,300
222,1,1,1,104,1.79769313486232e+308,2,4,100,5,2,250
222,2,1,2,104,1.79769313486232e+308,2,4,200,15,2,600
222,3,1,1,104,1,500,1,1,10,4,100
222,4,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,10,4,100
222,5,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,2,2,800
222,6,1,2,104,1,0,1.79769313486232e+308,1.79769313486232e+308,30,4,300
222,7,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,6,4,600
222,8,1,4,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,100,4,10
223,1,1,1,102,1.79769313486232e+308,4,4,100,7,4,100
223,2,1,1,104,1.79769313486232e+308,7,4,100,9,4,100
223,3,1,1,104,1,17,4,100,20,4,100
223,5,1,1,104,1.79769313486232e+308,5,4,100,2,4,100
223,7,1,2,104,1.79769313486232e+308,2,4,100,3,4,100
223,9,1,1,104,1,6,4,100,9,4,100
224,1,1,1,104,1.79769313486232e+308,1,4,100,2,4,100
224,2,1,1,103,1.79769313486232e+308,2,4,100,1,4,100
224,3,1,1,102,1,8,4,100,2,4,100
224,4,1,1,103,1.79769313486232e+308,4,4,100,6,4,100
224,5,1,1,103,1.79769313486232e+308,3,4,100,0,1.79769313486232e+308,1.79769313486232e+308
224,6,1,1,103,1,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
224,7,1,1,103,1.79769313486232e+308,2,4,100,3,4,100
224,8,1,1,103,1.79769313486232e+308,2,4,100,1,4,100
224,9,1,1,103,1,1,4,100,2,4,100
225,1,1,1,102,1.79769313486232e+308,3,4,100,2,4,100
225,2,1,1,104,1.79769313486232e+308,3,4,100,2,4,100
225,7,1,1,101,1.79769313486232e+308,4,4,100,2,4,100
226,1,1,1,104,1.79769313486232e+308,4,4,100,3,4,100
226,2,1,1,102,1.79769313486232e+308,2,4,100,3,4,100
226,3,1,1,102,1,1,4,100,5,4,100
226,4,1,1,102,1.79769313486232e+308,2,4,100,4,4,100
226,6,1,1,102,1,1,4,100,3,4,100
226,7,1,1,102,1.79769313486232e+308,3,4,100,4,4,100
226,8,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
226,9,1,2,101,1,5,4,100,6,4,100
227,1,1,2,104,1.79769313486232e+308,10,4,40,12,4,120
227,2,1,2,104,1.79769313486232e+308,200,4,200,200,4,200
227,4,1,1,104,1.79769313486232e+308,10,4,100,20,4,100
227,5,1,1,102,1.79769313486232e+308,20,4,200,10,1,100
