"grappe","exploitation","passage","s11a2q01","s11a2q02","s11a2q03","s11a2q04a","s11a2q04b","s11a2q04c","s11a2q05a","s11a2q05b","s11a2q05c"
59,5,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,80,8,2.5
59,6,1,1,104,1,0,1.79769313486232e+308,1.79769313486232e+308,80,8,2.5
59,7,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,140,8,2.5
59,8,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,120,8,2.5
59,9,1,1,104,1,0,1.79769313486232e+308,1.79769313486232e+308,150,8,2.5
60,1,1,2,103,1.79769313486232e+308,2,1,50,0,1.79769313486232e+308,1.79769313486232e+308
60,2,1,2,102,1.79769313486232e+308,1,1,100,3,4,50
60,3,1,2,103,1,1,1,100,0,1.79769313486232e+308,1.79769313486232e+308
60,4,1,1,101,1.79769313486232e+308,2,1,50,4,1,50
60,5,1,2,103,1.79769313486232e+308,2,1,50,0,1.79769313486232e+308,1.79769313486232e+308
60,6,1,1,102,1,2,1,100,3,1,50
60,7,1,2,103,1.79769313486232e+308,1,4,50,1,4,50
60,8,1,1,101,1.79769313486232e+308,100,4,100,3,4,50
60,9,1,1,102,1,3,4,100,3,4,50
61,1,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
61,2,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
61,3,1,1,101,1,1,4,100,2,4,100
61,4,1,1,103,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1,4,50
61,5,1,1,101,1.79769313486232e+308,2,4,100,1,4,50
61,6,1,1,102,1,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
61,7,1,2,103,1.79769313486232e+308,2,4,50,1,4,50
61,8,1,1,102,1.79769313486232e+308,1,4,100,1,4,50
61,9,1,1,101,1,3,4,100,1,4,100
62,1,1,1,101,1.79769313486232e+308,4,4,50,2,4,100
62,2,1,1,101,1.79769313486232e+308,3,4,50,6,2,30
62,3,1,2,103,1,1,4,25,1,4,50
62,4,1,1,101,1.79769313486232e+308,2,4,100,3,4,50
62,5,1,1,103,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
62,6,1,1,103,1,2,4,50,1,4,50
62,7,1,1,102,1.79769313486232e+308,2,4,100,3,4,100
62,8,1,1,101,1.79769313486232e+308,3,4,100,2,4,100
62,9,1,2,103,1,0,1.79769313486232e+308,1.79769313486232e+308,1,4,25
63,1,1,1,102,1.79769313486232e+308,1,4,100,2,4,100
63,2,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
63,3,1,1,102,1,2,4,100,2,4,100
63,4,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
63,5,1,1,104,1.79769313486232e+308,2,4,100,3,4,100
63,6,1,1,102,1,3,4,100,2,4,100
63,7,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
63,8,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
63,9,1,1,104,1,1,4,100,2,4,100
64,1,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,80,8,2.5
64,2,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,100,8,2.5
64,3,1,2,102,1,60,8,2.5,300,8,2.5
64,4,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,50,8,2.5
64,5,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,40,8,2.5
64,6,1,1,102,1,20,8,2.5,80,8,2.5
64,7,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,100,8,2.5
64,8,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,60,8,2.5
64,9,1,2,102,1,30,8,2.5,250,8,2.5
65,1,1,1,102,1.79769313486232e+308,1,4,50,1,4,100
65,2,1,1,102,1.79769313486232e+308,1,4,1,1,4,50
65,3,1,1,102,1,1,4,100,1,4,100
65,4,1,1,102,1.79769313486232e+308,3,4,50,1,4,100
65,5,1,1,102,1.79769313486232e+308,5,4,50,1,4,100
65,6,1,1,102,1,2,4,100,1,4,100
65,7,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
65,8,1,1,102,1.79769313486232e+308,1,4,100,2,4,100
65,9,1,1,102,1,1,4,100,1,4,50
66,2,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
66,8,1,3,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,400,8,2.5
67,1,1,4,102,1.79769313486232e+308,67,8,167.5,205,8,512.5
67,2,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,200,8,500
67,3,1,2,104,13,0,1.79769313486232e+308,1.79769313486232e+308,85,8,212.5
67,4,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,250,8,625
67,5,1,2,102,1.79769313486232e+308,65,8,162.5,200,8,500
67,6,1,1,102,1,95,8,237.5,120,8,300
67,7,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,85,8,213
67,8,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,15,8,38
67,9,1,1,102,1,150,8,375,0,1.79769313486232e+308,1.79769313486232e+308
68,1,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,400
68,3,1,1,102,1,5,4,500,0,1.79769313486232e+308,1.79769313486232e+308
68,4,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
68,5,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
68,6,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
68,7,1,1,101,1.79769313486232e+308,80,8,200,160,8,400
68,8,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,95,8,238
68,9,1,2,102,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
69,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,5,4,500
69,2,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
69,3,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,120,8,300
69,4,1,1,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,6,4,600
69,5,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,6,4,600
69,6,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,150,8,375
69,7,1,2,101,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,4,4,400
69,8,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,2,4,200
69,9,1,1,101,1,0,1.79769313486232e+308,1.79769313486232e+308,95,8,238
70,1,1,1,102,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
70,2,1,1,102,1.79769313486232e+308,2,4,100,1,4,50
70,3,1,1,102,1,2,4,100,1,4,100
70,4,1,1,102,1.79769313486232e+308,1,4,100,1,4,100
70,5,1,1,102,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
70,6,1,1,102,1,3,4,50,1,4,50
70,7,1,1,102,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
70,8,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
70,9,1,1,102,1,3,4,100,1,4,100
71,2,1,1,102,1.79769313486232e+308,40,8,2.5,500,8,2.5
71,3,1,1,102,1,300,8,2.5,800,8,2.5
71,4,1,1,101,1.79769313486232e+308,100,8,2.5,500,8,2.5
71,5,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,300,8,2.5
71,6,1,2,102,1,50,8,2.5,500,8,2.5
71,7,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,200,8,2.5
71,8,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,100,8,2.5
71,9,1,1,102,1,80,8,2.5,800,8,2.5
72,1,1,1,103,1.79769313486232e+308,3,4,50,0,1.79769313486232e+308,1.79769313486232e+308
72,2,1,1,102,1.79769313486232e+308,3,4,100,8,4,100
72,3,1,1,102,1,3,4,100,20,4,100
72,8,1,1,104,1.79769313486232e+308,3,4,50,17,4,50
73,1,1,1,103,1.79769313486232e+308,2,4,50,1,4,50
73,2,1,1,103,1.79769313486232e+308,1,4,50,2,4,50
73,3,1,1,103,1,3,4,50,2,4,50
73,4,1,1,103,1.79769313486232e+308,2,4,50,1,4,50
73,5,1,1,103,1.79769313486232e+308,2,4,50,1,4,50
73,6,1,1,104,1,3,4,50,2,4,50
73,7,1,1,103,1.79769313486232e+308,2,4,50,1,4,50
73,8,1,1,104,1.79769313486232e+308,1,4,50,2,4,50
73,9,1,1,104,1,2,4,50,1,4,50
74,6,1,1,102,1,1,4,100,8,4,100
74,8,1,1,104,1.79769313486232e+308,3,4,100,15,4,100
74,9,1,1,103,1,2,4,50,8,4,50
75,1,1,1,103,1.79769313486232e+308,3,4,100,2,4,100
75,3,1,1,103,1,1,4,50,1,4,50
75,4,1,1,102,1.79769313486232e+308,1,4,100,2,4,100
75,5,1,1,103,1.79769313486232e+308,1,4,50,2,4,50
75,6,1,1,102,1,2,4,100,3,4,100
75,7,1,1,103,1.79769313486232e+308,2,4,50,1,4,50
75,8,1,1,103,1.79769313486232e+308,2,4,50,3,4,50
75,9,1,1,102,3,4,4,50,1,4,50
76,1,1,1,104,1.79769313486232e+308,2,4,100,2,4,100
76,2,1,1,104,1.79769313486232e+308,2,4,100,2,4,100
76,3,1,1,104,1,3,4,50,2,4,50
76,4,1,1,102,1.79769313486232e+308,3,4,100,2,4,100
76,5,1,1,103,1.79769313486232e+308,2,4,50,3,4,50
76,6,1,1,103,1,2,4,50,1,4,50
76,7,1,1,104,1.79769313486232e+308,3,4,50,2,4,100
76,8,1,1,103,1.79769313486232e+308,3,4,120,3,4,120
76,9,1,1,104,1,3,4,50,1,4,50
77,1,1,1,102,1.79769313486232e+308,2,4,100,15,4,100
77,2,1,1,102,1.79769313486232e+308,2,4,100,20,4,100
77,3,1,1,102,1,1,4,100,10,4,100
77,4,1,1,104,1.79769313486232e+308,2,4,50,15,4,50
77,5,1,1,102,1.79769313486232e+308,1,4,50,10,4,50
77,6,1,1,104,1,2,4,50,10,4,50
77,7,1,1,102,1.79769313486232e+308,2,4,100,10,4,100
77,8,1,1,107,1.79769313486232e+308,1,4,50,10,4,50
77,9,1,1,103,1,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
78,1,1,1,102,1.79769313486232e+308,1,4,100,5,4,100
78,2,1,1,102,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
78,3,1,1,104,1,2,4,50,10,4,50
78,4,1,1,102,1.79769313486232e+308,1,4,50,12,4,50
78,5,1,1,104,1.79769313486232e+308,1,4,100,8,4,50
78,6,1,1,107,1,1,4,50,15,4,50
78,7,1,1,104,1.79769313486232e+308,1,4,100,10,4,100
78,8,1,1,104,1.79769313486232e+308,1,4,50,12,4,50
78,9,1,1,104,1,1,4,100,10,4,100
79,1,1,1,104,1.79769313486232e+308,2,4,100,10,4,100
79,2,1,1,102,1.79769313486232e+308,2,4,50,15,4,50
79,3,1,1,107,1,1,4,100,15,4,100
79,4,1,1,104,1.79769313486232e+308,4,4,50,16,4,50
79,5,1,1,104,1.79769313486232e+308,1,4,100,8,4,100
79,6,1,1,102,1,1,4,100,12,4,100
79,7,1,1,102,1.79769313486232e+308,2,4,50,15,4,50
79,8,1,1,104,1.79769313486232e+308,1,4,100,5,4,100
79,9,1,1,104,1,2,4,50,8,4,50
80,1,1,1,102,1.79769313486232e+308,1,4,100,1,4,100
80,2,1,1,104,1.79769313486232e+308,1,4,100,3,4,50
80,3,1,1,103,1,2,4,50,1,4,50
80,4,1,1,104,1.79769313486232e+308,2,4,50,2,4,50
80,5,1,1,102,1.79769313486232e+308,1,4,50,2,4,50
80,6,1,1,104,1,3,4,50,1,4,50
80,7,1,1,103,1.79769313486232e+308,1,4,50,1,4,50
80,8,1,1,104,1.79769313486232e+308,2,4,50,1,4,50
80,9,1,1,104,1,1,4,50,2,4,50
81,1,1,1,107,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1,4,50
81,2,1,1,104,1.79769313486232e+308,1,4,50,1,4,50
81,3,1,1,102,1,10,4,100,6,4,100
81,4,1,1,102,1.79769313486232e+308,1,4,100,1,4,50
81,5,1,1,104,1.79769313486232e+308,2,4,100,3,4,100
81,6,1,1,104,9,6,4,100,5,4,100
81,7,1,1,104,1.79769313486232e+308,2,4,100,3,4,100
81,8,1,1,104,1.79769313486232e+308,5,4,100,3,4,100
81,9,1,1,104,1,1,4,100,1,4,120
82,1,1,1,104,1.79769313486232e+308,5,4,50,7,4,50
82,2,1,1,104,1.79769313486232e+308,4,4,50,3,4,50
82,3,1,1,104,1,2,4,50,4,4,50
82,4,1,1,104,1.79769313486232e+308,3,4,50,3,4,50
82,5,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,2,4,50
82,6,1,1,102,1,4,4,50,5,4,50
82,7,1,1,104,1.79769313486232e+308,3,4,50,3,4,50
82,8,1,1,104,1.79769313486232e+308,1,4,50,2,4,50
82,9,1,1,104,1,2,4,50,4,4,50
83,1,1,1,104,1.79769313486232e+308,1,4,50,5,4,50
83,2,1,1,104,1.79769313486232e+308,1,4,100,7,4,100
83,3,1,1,104,1,1,4,100,5,4,100
83,4,1,1,104,1.79769313486232e+308,2,3,50,10,4,100
83,5,1,1,104,1.79769313486232e+308,2,4,100,10,4,100
83,6,1,1,104,1,3,4,100,15,4,100
83,7,1,1,104,1.79769313486232e+308,2,4,100,14,4,100
83,8,1,1,104,1.79769313486232e+308,1,4,100,20,4,100
83,9,1,1,104,1,2,4,100,20,4,100
84,1,1,2,102,1.79769313486232e+308,3,7,35,1,4,50
84,2,1,2,104,1.79769313486232e+308,1,4,50,1,4,50
84,3,1,1,103,1,1,4,50,1,4,50
84,4,1,1,107,1.79769313486232e+308,4,7,40,0,1.79769313486232e+308,1.79769313486232e+308
84,5,1,1,103,1.79769313486232e+308,1,4,50,2,4,50
84,6,1,1,102,1,1,4,100,1,4,50
84,7,1,2,102,1.79769313486232e+308,1,4,50,1,4,50
84,8,1,1,102,1.79769313486232e+308,2,4,50,1,4,50
84,9,1,1,103,1,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
86,1,1,1,104,1.79769313486232e+308,1,4,50,10,4,50
86,2,1,1,104,1.79769313486232e+308,3,4,100,20,4,100
86,3,1,1,104,1,1,4,50,10,4,50
86,4,1,1,104,1.79769313486232e+308,2,4,100,12,4,100
86,6,1,1,102,1,3,4,100,15,4,100
86,7,1,1,102,1.79769313486232e+308,5,4,100,50,4,50
86,8,1,1,104,1.79769313486232e+308,2,4,50,10,4,50
86,9,1,1,104,1,3,4,50,25,4,50
87,1,1,1,104,1.79769313486232e+308,3,4,50,2,4,100
87,2,1,1,104,1.79769313486232e+308,2,4,50,3,4,50
87,3,1,1,102,1,40,4,50,20,4,50
87,4,1,1,104,1.79769313486232e+308,1,4,100,2,4,100
87,5,1,1,102,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
87,6,1,1,102,1,20,4,50,20,4,50
87,7,1,1,102,1.79769313486232e+308,2,4,100,4,4,50
87,8,1,1,102,1.79769313486232e+308,15,4,100,17,4,100
87,9,1,1,102,1,16,4,50,8,4,50
88,1,1,1,104,1.79769313486232e+308,3,4,50,2,4,50
88,2,1,1,104,1.79769313486232e+308,5,4,100,4,4,100
88,3,1,1,104,1,10,4,50,20,4,50
88,4,1,1,104,1.79769313486232e+308,2,4,50,1,4,50
88,5,1,1,104,1.79769313486232e+308,4,4,50,3,4,50
88,6,1,1,104,1,20,4,100,30,4,100
88,7,1,4,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
88,8,1,1,104,1.79769313486232e+308,3,4,50,2,4,50
88,9,1,1,104,1,4,4,50,2,4,50
89,1,1,1,104,1.79769313486232e+308,3,4,50,2,4,50
89,2,1,1,104,1.79769313486232e+308,3,4,50,2,4,50
89,3,1,1,102,1,2,4,100,1,4,50
89,4,1,1,102,1.79769313486232e+308,2,4,50,3,4,50
89,5,1,1,103,1.79769313486232e+308,3,4,50,2,4,50
89,6,1,1,104,1,2,4,50,1,4,50
89,7,1,1,103,1.79769313486232e+308,1,4,50,2,4,50
89,8,1,1,104,1.79769313486232e+308,1,4,100,2,4,100
89,9,1,1,102,1,2,4,50,3,4,50
90,1,1,1,104,1.79769313486232e+308,2,4,50,2,4,50
90,2,1,1,102,1.79769313486232e+308,1,4,50,1,4,50
90,3,1,1,104,7,1,4,50,1,4,50
90,4,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
90,5,1,1,104,1.79769313486232e+308,2,4,50,1,4,50
90,6,1,1,104,1,1,4,25,1,4,50
90,7,1,1,104,1.79769313486232e+308,1,4,25,1,4,50
90,8,1,1,102,1.79769313486232e+308,1,4,50,2,4,50
90,9,1,1,104,1,1,4,50,1,4,75
91,3,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
91,6,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
91,9,1,1,102,1,1,4,100,2,4,100
92,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
92,2,1,1,104,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
92,3,1,1,102,1,6,4,100,9,4,100
92,4,1,1,103,1.79769313486232e+308,1,4,100,3,4,100
92,5,1,1,102,1.79769313486232e+308,3,4,100,6,4,100
92,6,1,1,101,1,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
92,8,1,1,101,1.79769313486232e+308,3,4,50,4,4,50
93,1,1,1,102,1.79769313486232e+308,3,4,100,4,4,100
93,2,1,3,104,1.79769313486232e+308,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
93,3,1,1,102,1,4,4,50,6,4,50
93,4,1,1,102,1.79769313486232e+308,3,4,100,5,4,100
93,5,1,3,101,1.79769313486232e+308,1,4,100,2,4,100
93,6,1,1,102,1,4,4,100,10,4,100
93,7,1,2,103,1.79769313486232e+308,2,4,100,4,4,100
93,8,1,1,102,1.79769313486232e+308,2,4,100,3,4,100
93,9,1,1,102,1,2,4,100,10,4,100
95,1,1,1,102,1.79769313486232e+308,3,4,100,5,4,100
95,3,1,1,102,1,1,4,100,1,4,100
95,4,1,1,102,1.79769313486232e+308,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
95,5,1,1,103,1.79769313486232e+308,4,1,8,2,4,50
95,8,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,8,4,100
95,9,1,1,102,1,10,4,50,15,4,50
96,1,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
96,2,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
96,3,1,1,103,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
96,4,1,1,102,1.79769313486232e+308,3,4,50,1,4,100
96,5,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1,4,50
96,6,1,1,102,1,2,5,45,0,1.79769313486232e+308,1.79769313486232e+308
96,7,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
96,8,1,1,104,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
96,9,1,1,102,1,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
97,2,1,1,104,1.79769313486232e+308,5,4,100,2,4,100
97,3,1,1,102,1,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
97,4,1,1,101,1.79769313486232e+308,50,1,50,0,1.79769313486232e+308,1.79769313486232e+308
97,5,1,1,104,1.79769313486232e+308,200,1,200,0,1.79769313486232e+308,1.79769313486232e+308
97,6,1,1,104,1,200,1,200,50,1,50
97,7,1,1,102,1.79769313486232e+308,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
97,8,1,2,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
97,9,1,1,102,1,20,4,100,15,4,100
98,1,1,1,102,1.79769313486232e+308,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
98,2,1,1,101,1.79769313486232e+308,2,4,50,0,1.79769313486232e+308,1.79769313486232e+308
98,3,1,1,102,1,3,4,100,2,4,100
98,4,1,1,102,1.79769313486232e+308,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
98,5,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
98,6,1,1,102,1,2,4,100,2,4,100
98,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
98,8,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
98,9,1,1,101,1,1,4,100,1,4,100
99,1,1,1,102,1.79769313486232e+308,2,4,100,2,4,100
99,2,1,1,102,1.79769313486232e+308,3,4,50,0,1.79769313486232e+308,1.79769313486232e+308
99,3,1,1,102,1,10,1,10,0,1.79769313486232e+308,1.79769313486232e+308
99,4,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
99,5,1,1,102,1.79769313486232e+308,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
99,6,1,1,102,1,1,4,100,3,4,100
99,7,1,1,101,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
99,8,1,1,101,1.79769313486232e+308,5,4,100,0,1.79769313486232e+308,1.79769313486232e+308
100,1,1,2,104,1.79769313486232e+308,3,4,100,3,4,100
100,2,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
100,3,1,1,101,1,2,4,100,1,4,100
100,4,1,1,102,1.79769313486232e+308,5,4,100,2,4,100
100,5,1,3,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
100,6,1,2,102,1,4,4,100,3,4,100
100,7,1,1,101,1.79769313486232e+308,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
100,8,1,1,102,1.79769313486232e+308,4,4,100,2,4,100
100,9,1,1,102,1,1,1,50,1,4,50
101,1,1,2,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
101,2,1,1,101,1.79769313486232e+308,2,4,100,0,1.79769313486232e+308,1.79769313486232e+308
101,3,1,2,102,1,1,4,50,1,4,50
101,4,1,1,101,1.79769313486232e+308,2,4,100,1,4,100
101,5,1,3,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
101,6,1,1,101,1,2,4,100,1,4,100
101,7,1,1,101,1.79769313486232e+308,3,4,50,2,4,50
101,8,1,3,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
101,9,1,1,102,1,3,4,100,2,4,100
102,1,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
102,2,1,1,102,1.79769313486232e+308,2,4,200,1,4,100
102,3,1,1,102,1,1,4,100,1,4,0
102,4,1,1,102,1.79769313486232e+308,2,4,200,0,1.79769313486232e+308,1.79769313486232e+308
102,5,1,1,102,1.79769313486232e+308,1,4,100,1,4,100
102,6,1,1,102,1,1,4,50,1,4,100
102,7,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
102,9,1,1,102,1,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
103,3,1,1,102,1,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
103,4,1,1,102,1.79769313486232e+308,1,4,50,1,4,70
103,5,1,1,101,1.79769313486232e+308,1,4,100,3,4,300
103,6,1,1,0,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
103,7,1,1,102,1.79769313486232e+308,1,4,100,1,4,80
103,8,1,1,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
103,9,1,1,104,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
104,3,1,1,103,1,1,4,50,1,4,40
104,6,1,1,102,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
106,1,1,1,104,1.79769313486232e+308,2,4,150,2,4,200
106,2,1,1,102,1.79769313486232e+308,3,4,300,5,4,500
106,3,1,1,102,1,1,4,100,3,4,300
106,4,1,1,102,1.79769313486232e+308,1,4,20,0,1.79769313486232e+308,1.79769313486232e+308
106,5,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1,4,60
106,6,1,1,102,1,3,4,300,7,4,700
106,7,1,1,102,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
106,8,1,1,102,1.79769313486232e+308,8,4,800,12,4,120
106,9,1,1,102,1,3,4,300,3,4,250
107,1,1,1,102,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
107,2,1,1,102,1.79769313486232e+308,3,4,50,1,4,100
107,3,1,1,102,1,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
107,4,1,1,102,1.79769313486232e+308,1,5,45,1,4,50
107,5,1,1,102,1.79769313486232e+308,1,4,100,3,4,50
107,6,1,2,104,1,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
107,7,1,1,102,1.79769313486232e+308,2,4,100,3,4,50
107,8,1,1,102,1.79769313486232e+308,1,4,50,0,1.79769313486232e+308,1.79769313486232e+308
107,9,1,1,102,1,1,4,100,1,4,50
108,1,1,1,102,1.79769313486232e+308,1,4,100,1,5,35
108,2,1,1,102,1.79769313486232e+308,2,4,100,1,4,50
108,3,1,1,102,1,1,4,100,0,1.79769313486232e+308,1.79769313486232e+308
108,4,1,1,102,1.79769313486232e+308,2,4,100,1,4,100
108,5,1,1,102,1.79769313486232e+308,2,4,100,2,4,100
108,6,1,1,102,1,1,4,100,1,4,100
108,7,1,2,104,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308
108,8,1,1,102,1.79769313486232e+308,1,4,1,3,4,50
108,9,1,1,102,1,1,3,150,1,3,80
