"grappe","exploitation","passage","s5q01","s5q02","s5q03","s5q04","s5q05","s5q06","s5q07","s5q08","s5q09","s5q10","s5q11"
285,3,1,1,2,2,2,2,2,2,2,2,2,2
285,6,1,1,2,2,2,2,2,2,2,2,2,2
285,9,1,1,2,2,2,2,2,2,2,2,2,2
286,3,1,1,2,2,2,2,2,2,2,2,2,2
286,6,1,1,2,2,2,2,2,2,2,2,2,2
286,9,1,1,2,2,2,2,2,2,2,2,2,2
287,3,1,1,2,2,2,2,2,2,2,2,2,2
287,6,1,1,2,2,2,2,2,2,2,2,2,2
287,9,1,1,2,2,2,2,2,2,2,2,2,2
288,3,1,1,2,2,2,2,2,2,2,2,2,2
288,6,1,3,2,2,2,2,2,2,2,2,2,2
288,9,1,1,2,2,2,2,2,2,2,2,2,2
289,3,1,1,2,2,2,2,2,2,2,2,2,2
289,6,1,1,2,2,2,2,2,2,2,2,2,2
289,9,1,1,2,2,2,2,2,2,2,2,2,2
290,3,1,4,2,2,2,2,2,2,2,2,2,2
290,6,1,1,2,2,2,2,2,2,2,2,2,2
290,9,1,3,2,2,2,2,2,2,2,2,2,2
291,3,1,1,2,2,2,2,2,2,2,2,2,2
291,6,1,1,2,2,2,2,2,2,2,2,2,2
291,9,1,1,2,2,2,2,2,2,2,2,2,2
292,3,1,1,2,2,2,2,2,2,2,2,2,2
292,6,1,1,2,2,2,2,2,2,2,2,2,2
292,9,1,7,2,2,2,2,2,2,2,2,2,2
293,3,1,1,2,2,2,2,2,2,2,2,2,2
293,6,1,1,2,2,2,2,2,2,2,2,2,2
293,9,1,1,2,2,2,2,2,2,2,2,2,2
294,3,1,1,2,2,2,2,2,2,2,2,2,2
294,6,1,1,2,2,2,2,2,2,2,2,2,2
294,9,1,1,2,2,2,2,2,2,2,2,2,2
295,3,1,1,2,2,2,2,2,2,2,2,2,2
295,6,1,1,2,2,2,1,1,2,2,2,1,1
295,9,1,1,1,2,2,1,2,2,2,2,2,1
296,3,1,1,2,2,2,2,2,2,2,2,2,2
296,6,1,1,2,2,2,2,2,2,2,2,2,2
296,9,1,1,2,2,2,2,2,2,2,2,2,2
297,3,1,1,2,2,2,2,2,2,2,2,2,2
297,6,1,1,2,2,2,2,2,2,2,2,2,2
297,9,1,1,2,2,2,2,2,2,2,2,2,2
298,3,1,1,2,2,2,2,2,2,2,2,2,2
298,6,1,1,2,2,2,2,2,2,2,2,2,2
298,9,1,1,2,2,2,2,2,2,2,2,2,2
299,3,1,1,2,2,2,2,2,2,2,2,2,2
299,6,1,1,2,2,2,2,2,2,2,2,2,2
299,9,1,1,2,2,2,2,2,2,2,2,2,2
300,3,1,5,2,2,2,2,2,2,2,2,2,2
300,6,1,1,2,2,2,2,2,2,2,2,2,2
300,9,1,1,2,2,2,2,2,2,2,2,2,2
301,3,1,1,2,2,2,2,2,2,2,2,2,2
301,6,1,1,2,2,2,2,2,2,2,2,2,2
301,9,1,1,2,2,2,2,2,2,2,2,2,2
302,3,1,1,2,2,2,2,2,2,2,2,2,2
302,6,1,1,2,2,2,2,2,2,2,2,2,2
302,9,1,1,2,2,2,2,2,2,2,2,2,2
303,3,1,1,2,2,1,2,2,2,2,2,2,1
303,6,1,1,2,2,2,2,2,2,2,2,2,2
303,9,1,2,2,2,2,2,2,2,2,2,2,2
304,3,1,1,1,1,2,2,2,2,2,2,2,1
304,6,1,1,2,2,2,2,2,2,2,2,2,2
304,9,1,1,1,2,2,2,2,2,2,2,2,1
305,3,1,1,2,2,2,2,2,2,2,2,2,2
305,6,1,1,2,2,2,2,2,2,2,2,2,2
305,9,1,1,2,2,2,2,2,2,2,2,2,2
306,3,1,1,2,2,2,2,2,2,2,2,2,2
306,6,1,1,2,2,2,2,2,2,2,2,2,2
306,9,1,1,2,2,2,2,2,2,2,2,2,2
309,3,1,1,2,2,2,2,2,2,2,2,2,2
309,6,1,1,2,2,2,2,2,2,2,2,2,2
309,9,1,1,2,2,2,2,2,2,2,2,2,2
310,3,1,1,2,2,2,2,2,2,2,2,2,2
310,6,1,1,2,2,2,2,2,2,2,2,2,2
310,9,1,1,2,2,2,2,2,2,2,2,2,2
311,3,1,1,2,2,2,2,2,2,2,2,2,2
311,6,1,1,2,2,2,2,2,2,2,2,2,2
311,9,1,1,2,2,2,2,2,2,2,2,2,2
312,3,1,1,2,2,2,2,2,2,1,2,2,1
312,6,1,1,2,2,2,2,2,2,2,2,2,2
312,9,1,1,2,2,2,1,2,2,2,2,2,1
313,3,1,4,2,1,2,1,2,2,2,2,2,1
313,6,1,2,2,2,2,2,2,2,2,2,2,2
313,9,1,2,2,2,2,2,2,2,2,2,2,2
316,3,1,1,2,2,2,2,2,2,2,2,2,2
316,6,1,1,2,2,2,2,2,2,2,2,2,2
316,9,1,1,2,2,2,2,2,2,2,2,2,2
317,3,1,1,2,2,2,2,2,2,2,2,2,2
317,6,1,1,2,2,2,2,2,2,2,2,2,2
317,9,1,3,2,2,2,1,2,2,2,2,2,1
318,3,1,1,2,2,2,2,2,2,2,2,2,2
318,6,1,1,2,2,2,2,2,2,2,2,2,2
318,9,1,1,2,2,2,2,2,2,2,2,2,2
319,3,1,1,2,2,2,2,2,2,2,2,2,2
319,6,1,1,2,2,2,2,2,2,2,2,2,2
319,9,1,1,2,2,2,2,2,2,2,2,2,2
320,3,1,1,2,2,1,2,2,2,2,2,2,1
320,6,1,1,2,2,2,2,2,2,2,2,2,2
320,9,1,1,1,2,2,2,2,2,2,2,2,1
321,3,1,1,2,2,2,1,2,2,2,2,2,1
321,6,1,18,2,2,2,2,2,2,2,2,2,2
321,9,1,1,2,2,2,2,2,2,2,2,2,2
322,3,1,1,2,2,2,1,2,2,2,2,2,1
322,6,1,7,2,2,2,2,2,2,2,2,2,2
322,9,1,4,2,2,2,1,2,2,2,2,2,1
323,3,1,1,2,2,2,2,2,2,2,2,2,2
323,6,1,1,2,2,2,2,2,2,2,2,2,2
323,9,1,1,2,2,2,2,2,2,2,2,2,2
324,3,1,1,2,2,2,2,2,2,2,2,2,2
324,6,1,1,2,2,2,2,2,2,2,2,2,2
324,9,1,1,2,2,2,2,2,2,2,2,2,2
325,3,1,1,2,2,2,2,2,2,2,2,2,2
325,6,1,1,2,2,2,2,2,2,2,2,2,2
325,9,1,1,2,2,2,2,2,2,2,2,2,2
326,3,1,1,2,2,2,1,2,2,2,2,2,2
326,6,1,1,2,2,2,2,2,2,2,2,2,2
326,9,1,1,2,2,2,2,2,2,2,2,2,2
327,3,1,1,2,2,2,2,2,2,2,2,2,2
327,6,1,39,2,2,2,2,2,2,2,2,2,2
327,9,1,3,2,2,1,2,2,2,2,2,2,2
328,3,1,15,2,2,2,2,2,2,2,2,2,2
328,6,1,32,2,2,2,2,2,2,2,2,2,2
328,9,1,15,2,2,2,2,2,2,2,2,2,2
329,3,1,1,2,2,2,2,2,2,2,2,2,2
329,6,1,4,2,2,2,2,2,2,2,2,2,2
329,9,1,16,2,2,2,2,2,2,2,2,2,2
330,3,1,1,2,2,2,2,2,2,2,2,2,2
330,6,1,4,2,2,2,2,2,2,2,2,2,2
330,9,1,1,2,2,2,2,2,2,2,2,2,2
331,3,1,9,2,2,2,2,2,2,2,2,2,2
331,6,1,1,2,2,2,2,2,2,2,2,2,2
331,9,1,1,2,2,2,2,2,2,2,2,2,2
332,3,1,1,2,2,2,2,2,2,2,2,2,2
332,6,1,1,2,2,2,2,2,2,2,2,2,2
332,9,1,1,2,2,2,2,2,2,2,2,2,2
333,3,1,1,2,2,2,2,2,2,2,2,2,2
333,6,1,1,2,2,2,2,2,2,2,2,2,2
333,9,1,1,2,2,2,2,2,2,2,2,2,2
334,3,1,1,2,2,2,2,2,2,2,2,2,2
334,6,1,12,2,2,2,1,2,2,2,2,2,1
334,9,1,31,2,2,2,1,2,2,2,2,2,1
335,3,1,1,2,2,2,2,2,2,2,2,2,2
335,6,1,14,2,2,2,1,2,2,2,2,2,1
335,9,1,1,2,2,2,2,2,2,2,2,2,2
336,3,1,8,2,2,2,2,2,2,2,2,2,2
336,6,1,1,2,2,2,2,2,2,2,2,2,2
336,9,1,8,2,2,2,2,2,2,2,2,2,2
337,3,1,1,1,2,2,2,2,2,2,2,2,1
337,6,1,1,1,2,2,2,2,2,2,2,2,1
337,9,1,6,1,2,2,1,2,2,2,2,2,1
338,3,1,13,2,2,2,2,2,2,2,2,2,2
338,6,1,1,2,2,2,2,2,2,2,2,2,2
338,9,1,14,2,2,2,2,2,2,2,2,2,2
339,3,1,2,2,2,2,2,2,2,2,2,2,2
339,6,1,1,2,2,2,2,2,2,2,2,2,2
339,9,1,14,2,2,2,2,2,2,2,2,2,2
340,3,1,1,2,2,2,2,2,2,2,2,2,2
340,6,1,20,2,2,2,2,2,2,2,2,2,2
340,9,1,14,2,2,2,2,2,2,2,2,2,2
341,3,1,1,2,2,2,2,2,2,2,2,2,2
341,6,1,1,2,2,2,2,2,2,2,2,2,2
341,9,1,1,2,2,2,2,2,2,2,2,2,2
342,3,1,12,2,2,2,2,2,2,2,2,2,2
342,6,1,4,2,2,2,2,2,2,2,2,2,2
342,9,1,12,2,2,2,2,2,2,2,2,2,2
343,3,1,1,2,2,2,2,2,2,2,2,2,2
343,6,1,1,2,2,2,2,2,2,2,2,2,2
343,9,1,1,1,2,1,2,2,2,2,2,2,1
344,3,1,1,2,2,2,1,2,2,2,2,2,1
344,6,1,2,2,2,2,2,2,2,2,2,2,2
344,9,1,2,2,2,2,2,2,2,2,2,2,2
345,1,1,1,1,2,2,2,2,2,2,2,2,1
345,2,1,2,2,2,2,2,1,2,2,2,2,2
345,3,1,2,2,2,2,2,2,2,2,2,2,2
345,4,1,6,2,2,2,2,2,2,2,2,2,2
345,5,1,11,2,2,2,2,2,2,2,2,2,2
345,6,1,8,2,2,2,2,2,2,2,2,1,1
345,7,1,2,2,2,2,2,2,2,2,2,2,2
345,8,1,4,2,2,2,2,2,2,2,2,2,2
345,9,1,2,2,2,2,2,2,2,2,2,2,2
346,1,1,2,2,2,2,2,2,2,2,2,2,2
346,2,1,1,2,2,2,2,2,2,2,2,2,2
346,3,1,2,2,2,2,2,2,2,2,2,2,2
346,4,1,2,1,2,2,2,2,2,2,2,2,1
346,5,1,4,2,2,2,2,2,2,2,2,2,2
346,6,1,2,2,2,2,2,2,1,2,2,2,2
346,7,1,1,2,2,2,2,2,2,2,2,2,2
346,8,1,2,2,2,2,2,2,2,2,2,2,2
346,9,1,2,2,2,2,2,2,2,2,2,2,2
347,1,1,2,2,2,2,2,2,2,2,2,2,2
347,2,1,6,2,2,2,2,2,2,1,2,2,1
347,3,1,2,2,2,2,1,2,2,2,2,2,1
347,4,1,2,1,2,2,2,2,2,2,2,2,1
347,5,1,2,2,2,2,2,2,2,2,2,2,2
347,6,1,1,2,2,2,2,2,2,2,2,2,2
347,7,1,1,2,2,2,2,2,2,2,2,2,2
347,8,1,7,1,2,2,2,2,2,2,2,2,1
347,9,1,2,2,1,2,2,2,2,2,2,1,1
348,1,1,2,2,1,2,2,2,2,2,2,2,1
348,2,1,13,2,2,2,1,2,2,2,2,2,1
348,3,1,7,2,2,2,1,2,2,1,2,2,1
348,4,1,2,2,1,2,2,2,2,2,2,2,1
348,5,1,1,2,2,2,2,2,2,2,2,1,1
348,6,1,2,2,2,2,1,2,2,2,2,2,1
348,7,1,8,2,2,2,1,2,2,2,2,2,1
348,8,1,2,2,2,2,1,2,2,2,2,1,1
348,9,1,1,2,2,2,2,2,2,2,2,2,2
349,1,1,1,2,2,2,2,2,2,2,2,2,2
349,2,1,11,2,2,2,1,2,2,2,2,2,1
349,3,1,2,2,2,2,2,2,2,2,2,2,2
349,4,1,2,2,2,2,2,2,2,2,2,2,2
349,5,1,7,2,2,2,1,2,2,1,2,2,1
349,6,1,2,2,2,2,1,2,2,2,2,2,1
349,7,1,1,2,1,2,2,2,2,2,2,2,1
349,8,1,9,2,2,2,1,2,2,2,2,2,1
349,9,1,2,2,2,2,2,2,2,1,2,2,1
350,1,1,2,2,2,2,2,2,1,2,2,2,1
350,2,1,2,2,2,2,2,2,2,2,2,2,2
350,3,1,10,2,2,2,2,2,2,2,2,2,2
350,4,1,2,2,2,2,2,2,2,2,2,2,2
350,5,1,2,2,2,2,2,2,2,2,2,2,2
350,6,1,998,2,2,2,2,2,2,2,2,2,2
350,7,1,1,2,2,2,2,2,2,2,2,2,2
350,8,1,6,2,2,2,2,2,2,2,2,2,2
350,9,1,2,2,2,2,2,2,2,2,2,2,2
351,1,1,1,2,2,2,2,2,2,2,2,2,2
351,2,1,1,2,2,2,2,2,2,2,2,2,2
351,3,1,2,2,2,2,2,2,1,2,2,2,2
351,4,1,8,2,2,2,2,2,2,2,2,2,2
351,5,1,2,1,2,1,2,2,2,2,2,1,1
351,6,1,2,2,2,2,2,2,2,2,2,2,2
351,7,1,1,2,2,2,2,2,2,1,2,2,2
351,8,1,2,2,2,2,1,2,2,2,2,1,1
351,9,1,1,2,2,2,2,2,2,2,2,2,2
352,1,1,1,2,1,1,2,2,2,2,2,2,1
352,2,1,8,2,2,2,2,2,2,2,2,2,2
352,3,1,2,2,2,2,2,2,2,2,2,2,2
352,4,1,2,2,2,2,2,2,2,2,2,1,1
352,5,1,17,2,2,2,2,2,2,2,2,1,1
352,6,1,5,1,2,2,2,2,1,2,2,1,1
352,7,1,1,2,2,2,2,2,2,2,2,2,2
352,8,1,2,1,2,2,2,2,2,2,2,1,1
352,9,1,2,2,1,2,2,2,2,2,2,2,1
353,1,1,8,2,2,2,1,2,2,2,2,2,1
353,2,1,2,2,2,2,1,2,2,2,2,2,1
353,3,1,2,2,2,2,1,2,2,2,2,2,1
353,4,1,2,2,2,2,2,2,2,2,2,1,1
353,5,1,1,2,2,2,2,2,2,2,2,2,2
353,6,1,1,2,2,2,2,2,2,2,2,2,2
353,7,1,5,1,2,2,2,2,2,2,2,2,1
353,8,1,2,2,1,2,2,2,2,1,2,1,1
353,9,1,2,2,2,2,1,2,2,2,2,2,1
354,1,1,1,2,2,2,2,2,2,2,2,2,2
354,2,1,1,2,2,2,2,2,2,2,2,2,2
354,3,1,2,1,2,2,1,2,1,2,2,2,1
354,4,1,2,2,2,2,1,2,2,2,2,2,1
354,5,1,1,2,2,2,2,2,2,2,2,2,2
354,6,1,2,2,2,2,2,2,2,2,2,2,2
354,7,1,1,2,2,2,2,2,2,2,2,2,2
354,8,1,2,1,2,2,2,2,2,2,2,2,1
354,9,1,2,2,1,2,2,2,2,2,2,2,1
355,1,1,2,2,2,2,2,2,2,2,2,2,2
355,2,1,1,2,2,2,2,2,2,1,2,2,1
355,3,1,1,2,2,2,2,2,2,2,2,2,2
355,4,1,2,2,2,2,2,2,2,2,2,2,2
355,5,1,2,2,2,2,2,2,2,2,2,2,2
355,6,1,1,2,1,2,2,2,2,2,2,2,1
355,7,1,1,2,2,2,2,2,2,2,2,2,2
355,8,1,1,1,2,2,1,2,2,2,2,2,1
355,9,1,2,2,2,2,2,2,2,2,2,2,2
356,1,1,1,2,2,2,2,2,2,2,2,2,2
356,2,1,9,2,2,2,2,2,2,2,2,2,2
356,3,1,1,2,2,2,2,2,2,2,2,2,2
356,4,1,1,2,2,2,2,2,2,2,2,2,2
356,5,1,1,2,2,2,2,2,2,2,2,2,2
356,6,1,1,2,2,2,2,2,2,2,2,2,2
356,7,1,1,2,2,2,2,2,2,2,2,2,2
356,8,1,1,2,2,2,2,2,2,2,2,2,2
356,9,1,1,2,2,2,2,2,2,2,2,2,2
357,3,1,1,1,2,2,2,2,2,2,2,2,1
357,6,1,10,1,2,2,2,2,2,2,2,2,1
357,9,1,1,1,2,2,2,2,2,2,2,2,1
358,3,1,1,1,2,2,2,2,2,2,2,2,1
358,6,1,1,1,2,2,2,2,2,2,2,2,1
358,9,1,1,1,2,2,2,2,2,2,2,2,1
359,3,1,1,2,2,2,2,2,2,2,2,2,2
359,6,1,1,2,2,2,2,2,2,2,2,2,2
359,9,1,1,2,2,2,2,2,2,2,2,2,2
360,3,1,1,1,2,2,2,2,2,2,2,2,1
360,6,1,1,1,2,2,2,2,2,2,2,2,1
360,9,1,1,2,2,2,2,2,2,2,2,2,2
361,3,1,1,2,2,2,2,2,2,2,2,2,2
361,6,1,1,2,2,2,2,2,2,2,2,2,2
361,9,1,1,2,2,2,2,2,2,2,2,2,2
362,3,1,1,2,2,2,2,2,2,2,2,2,2
362,6,1,1,2,2,2,2,2,2,2,2,2,2
362,9,1,1,2,2,2,2,2,2,2,2,2,2
363,3,1,1,2,2,2,2,2,2,2,2,2,2
363,6,1,1,2,2,2,2,2,2,2,2,2,2
363,9,1,1,2,2,2,2,2,2,2,2,2,2
364,3,1,1,2,2,2,2,2,2,2,2,2,2
364,6,1,1,2,2,2,2,2,2,2,2,2,2
364,9,1,1,2,2,2,2,2,2,2,2,2,2
365,3,1,1,1,2,2,2,2,2,2,2,2,1
365,6,1,1,2,2,2,2,2,2,2,2,2,2
365,9,1,1,2,2,2,2,2,2,2,2,2,2
366,3,1,1,2,2,2,2,2,2,2,2,2,2
366,6,1,1,1,2,2,2,2,2,2,2,2,2
366,9,1,1,1,2,2,2,2,2,2,2,2,1
367,3,1,1,2,2,2,2,2,2,2,2,2,2
367,6,1,1,2,2,2,2,2,2,2,2,2,2
367,9,1,1,2,2,2,2,2,2,2,2,2,2
368,3,1,1,2,2,2,2,2,2,2,2,2,2
368,6,1,1,2,2,2,2,2,2,2,2,2,2
368,9,1,1,2,2,2,2,2,2,2,2,2,2
369,3,1,1,2,2,2,2,2,2,2,2,2,2
369,6,1,1,2,2,2,2,2,2,2,2,2,2
369,9,1,1,2,2,2,2,2,2,2,2,2,2
370,3,1,1,2,2,2,2,2,2,2,2,2,2
370,6,1,1,2,2,2,2,2,2,2,2,2,2
370,9,1,1,2,2,2,2,2,2,2,2,2,2
371,3,1,1,2,2,2,2,2,2,2,2,2,2
371,6,1,1,2,2,2,2,1,2,2,2,2,1
371,9,1,1,2,2,2,2,2,2,2,2,2,2
372,3,1,1,2,2,2,2,2,2,2,2,2,2
372,6,1,1,2,2,2,2,2,2,2,2,2,2
372,9,1,1,2,2,2,2,2,2,2,2,2,2
373,3,1,1,2,2,2,2,2,2,2,2,2,2
373,6,1,1,2,2,2,2,2,2,2,2,2,2
373,9,1,1,2,2,2,2,2,2,2,2,2,2
374,3,1,1,2,2,2,2,2,2,2,2,2,2
374,6,1,1,2,2,2,2,2,2,2,2,2,2
374,9,1,1,1,2,2,2,2,2,2,2,2,2
375,3,1,1,1,2,2,2,2,2,2,2,2,1
375,6,1,1,1,1,2,2,2,2,2,2,1,1
375,9,1,1,1,1,2,2,2,2,2,2,2,1
376,3,1,1,2,2,2,2,2,2,2,2,2,2
376,6,1,1,2,2,2,2,2,2,2,2,2,2
376,9,1,1,2,2,2,2,2,2,2,2,2,2
377,3,1,1,2,2,2,2,2,2,2,2,2,2
377,6,1,1,2,2,2,2,2,2,2,2,2,2
377,9,1,13,2,2,2,2,2,2,2,2,2,2
378,3,1,11,2,2,2,2,2,2,2,2,2,2
378,6,1,1,2,2,2,2,2,2,2,2,2,2
378,9,1,21,2,2,2,2,2,2,2,2,2,2
379,3,1,1,2,2,2,1,2,2,2,2,2,1
379,6,1,1,1,1,2,2,2,2,2,2,2,2
379,9,1,1,2,2,2,2,2,1,2,2,2,1
380,3,1,1,1,2,2,2,2,2,2,2,2,1
380,6,1,7,2,2,2,1,2,2,2,2,2,1
380,9,1,1,2,2,2,2,2,2,2,2,2,2
382,3,1,1,1,2,2,2,2,2,2,2,2,1
382,6,1,6,2,2,2,2,2,2,2,2,2,2
382,9,1,1,2,2,2,2,2,1,2,2,1,1
383,3,1,1,2,2,2,2,2,2,2,2,2,2
383,6,1,1,2,2,2,2,2,2,2,2,2,2
383,9,1,1,2,2,2,2,2,2,2,2,2,2
384,3,1,1,2,2,2,2,2,2,2,2,2,2
384,6,1,1,2,2,2,2,2,2,2,2,2,2
384,9,1,1,2,2,2,2,2,2,2,2,2,2
385,3,1,1,2,2,2,2,2,2,2,2,2,2
385,6,1,1,2,2,2,2,2,2,2,2,2,2
385,9,1,1,2,2,2,2,2,2,2,2,2,2
386,3,1,3,1,2,2,1,2,2,2,2,1,1
386,6,1,1,1,2,2,1,2,2,2,2,2,2
386,9,1,1,1,2,2,1,2,2,2,2,2,2
387,3,1,1,1,2,2,2,2,2,1,2,2,2
387,6,1,1,2,2,2,2,2,2,2,2,2,2
387,9,1,1,2,2,2,2,2,2,2,2,2,2
388,3,1,1,2,2,2,2,2,2,2,2,2,2
388,6,1,1,2,2,2,2,2,2,2,2,2,2
388,9,1,1,1,2,2,2,2,2,2,2,2,2
389,3,1,1,1,2,2,2,2,2,2,2,2,2
389,6,1,1,2,2,2,2,2,2,2,2,2,2
389,9,1,1,1,2,2,2,2,2,2,2,2,1
390,3,1,1,2,2,2,2,2,2,2,2,2,2
390,6,1,1,2,2,2,2,2,2,2,2,2,2
390,9,1,1,2,2,2,2,2,2,2,2,2,2
391,3,1,1,1,2,2,2,2,2,2,2,1,2
391,6,1,1,1,2,1,2,2,2,1,2,2,1
391,9,1,1,1,2,2,2,2,2,2,2,2,2
392,3,1,1,2,2,2,2,2,2,2,2,2,2
392,9,1,1,2,2,2,2,2,2,2,2,2,2
394,3,1,6,2,2,2,2,2,2,2,2,2,2
394,6,1,5,2,2,2,2,2,2,2,2,2,2
394,9,1,1,2,2,2,2,2,2,2,2,2,2
395,3,1,1,1,2,2,2,2,2,2,2,2,1
395,6,1,1,2,2,2,1,2,2,2,2,2,1
395,9,1,1,2,2,1,2,2,2,2,2,2,2
396,3,1,1,2,2,2,2,2,2,2,2,2,2
396,6,1,1,2,2,2,2,2,2,2,2,2,2
396,9,1,1,2,2,2,2,2,2,2,2,2,2
397,3,1,1,2,2,2,1,2,2,2,2,2,1
397,6,1,1,2,2,2,2,2,2,2,2,2,2
397,9,1,1,2,2,2,2,2,2,2,2,2,2
398,3,1,1,2,2,1,1,2,2,2,2,2,1
398,6,1,1,2,2,2,2,2,1,2,2,2,1
398,9,1,1,2,1,2,2,2,2,2,2,2,1
399,3,1,13,1,2,2,2,2,2,2,2,2,2
399,6,1,1,2,2,2,2,2,2,2,2,2,2
399,9,1,1,2,2,2,2,2,2,2,2,2,2
400,3,1,1,2,2,2,2,2,2,2,2,2,2
400,6,1,1,2,2,2,2,2,2,2,2,2,2
400,9,1,4,2,2,2,2,2,2,2,2,2,2
401,3,1,1,2,2,2,2,2,2,2,2,2,2
401,6,1,14,2,2,2,2,1,2,2,2,2,1
401,9,1,13,2,2,2,2,2,2,2,2,2,2
402,3,1,21,2,2,2,1,2,2,2,2,2,2
402,6,1,36,2,2,2,2,2,2,2,2,2,2
402,9,1,11,2,2,2,2,2,2,2,2,2,2
403,3,1,1,1,2,2,2,2,2,2,2,2,1
403,6,1,1,2,1,2,2,2,2,2,2,2,1
403,9,1,16,2,1,2,2,2,2,2,2,2,1
404,3,1,1,2,2,2,2,2,2,2,2,2,2
404,6,1,1,2,2,2,2,2,2,2,2,2,2
404,9,1,1,2,2,2,2,2,2,2,2,2,2
405,3,1,1,2,2,2,2,2,2,2,2,1,2
405,6,1,1,2,2,2,2,2,2,2,2,2,2
405,9,1,2,1,2,2,2,2,2,2,2,2,1
406,3,1,2,2,2,2,2,2,2,2,2,2,2
406,6,1,1,2,2,2,1,2,2,2,2,2,1
406,9,1,1,2,2,2,2,2,2,2,2,2,2
407,3,1,1,2,2,2,2,2,2,2,2,2,2
407,6,1,4,2,2,2,2,2,2,2,2,2,2
407,9,1,1,2,2,2,2,2,2,2,2,2,2
408,3,1,1,2,2,1,2,2,2,2,2,2,1
408,6,1,1,2,2,2,2,2,2,2,2,2,2
408,9,1,1,2,2,2,2,2,2,2,2,2,2
409,3,1,1,2,2,1,2,2,2,2,2,2,1
409,6,1,1,2,2,2,2,2,2,2,2,2,2
409,9,1,1,2,2,2,2,2,2,2,2,2,2
410,3,1,1,2,2,2,2,2,2,2,2,2,2
410,6,1,1,2,2,2,2,2,2,2,2,2,2
410,9,1,1,2,2,2,1,2,2,2,2,2,1
411,3,1,1,2,2,2,1,2,2,2,2,2,1
411,6,1,1,2,2,2,2,2,2,2,2,2,2
411,9,1,1,2,2,2,2,2,2,2,2,2,2
412,3,1,38,2,2,2,2,2,2,2,2,2,2
412,6,1,1,2,2,2,2,2,2,2,2,2,2
412,9,1,5,2,2,2,2,2,2,2,2,2,2
413,3,1,1,2,2,2,2,2,2,2,2,2,2
413,6,1,19,2,2,2,2,2,2,2,2,2,2
413,9,1,14,2,2,2,2,2,2,2,2,2,2
414,3,1,1,2,2,2,2,2,2,2,2,2,2
414,6,1,1,1,2,2,2,2,2,2,2,2,2
414,9,1,7,2,2,2,2,2,2,2,2,2,2
415,3,1,1,2,2,2,2,2,2,2,2,2,2
415,9,1,7,2,1,2,2,2,2,2,2,2,2
416,3,1,1,2,2,2,2,2,2,2,2,2,2
416,6,1,1,2,2,2,2,2,2,2,2,2,2
416,9,1,1,2,2,2,2,2,2,2,2,2,2
417,3,1,2,2,2,2,2,2,2,2,2,2,2
417,6,1,1,2,2,2,2,2,2,2,2,2,2
417,9,1,1,2,2,2,2,2,2,2,2,2,2
418,3,1,8,2,2,2,2,2,2,2,2,2,2
418,6,1,1,2,2,2,2,2,2,2,2,2,2
418,9,1,13,2,2,2,2,2,2,2,2,2,2
419,3,1,1,2,2,2,2,2,2,2,2,2,2
419,9,1,1,2,2,2,2,2,2,2,2,2,2
420,3,1,1,2,2,2,2,2,2,2,2,2,2
420,6,1,1,2,2,2,2,2,2,2,2,2,2
421,9,1,1,2,2,2,2,2,2,2,2,2,2
422,3,1,1,2,2,2,2,1,2,2,2,2,2
422,6,1,39,2,2,2,2,1,2,2,2,2,2
422,9,1,1,2,2,2,2,2,2,2,2,2,2
423,3,1,1,2,2,2,2,2,2,2,2,2,2
423,6,1,5,2,2,2,2,2,2,2,2,2,2
423,9,1,1,2,2,2,2,2,2,2,2,2,2
424,3,1,6,2,2,2,2,2,2,2,2,2,2
424,6,1,1,2,2,2,2,2,2,2,2,2,2
424,9,1,1,2,2,2,2,2,2,2,2,2,2
425,3,1,1,2,2,2,1,2,2,2,2,2,1
425,6,1,1,2,2,2,2,2,2,2,2,2,2
425,9,1,1,2,2,2,2,2,2,2,2,2,2
426,3,1,1,2,2,2,2,2,2,2,2,2,2
426,6,1,5,2,2,2,2,2,2,2,2,2,2
426,9,1,9,2,2,2,1,1,2,2,2,2,2
427,3,1,1,2,2,2,2,2,1,2,2,2,1
427,6,1,1,2,2,2,2,2,2,2,2,2,2
427,9,1,1,2,2,2,2,2,2,2,2,2,2
428,3,1,1,2,2,2,2,2,2,2,2,2,2
428,6,1,1,2,2,2,2,2,2,2,2,2,2
428,9,1,1,2,2,2,2,2,2,2,2,2,2
429,3,1,1,2,2,2,2,2,2,2,2,2,2
429,6,1,1,2,2,2,2,2,2,2,2,2,2
429,9,1,1,2,2,2,2,2,2,2,2,2,2
430,3,1,1,2,2,2,2,2,2,2,2,2,2
430,6,1,1,2,2,2,2,2,2,2,2,1,1
430,9,1,1,2,2,2,2,2,2,2,2,2,2
431,1,1,1,2,2,2,2,2,2,2,2,2,2
431,2,1,5,2,2,2,2,2,2,2,2,2,2
431,3,1,1,2,2,2,2,2,2,2,2,2,2
431,4,1,2,2,2,2,2,2,2,2,2,2,2
431,5,1,1,2,2,2,1,2,2,2,2,2,1
431,6,1,2,2,1,2,2,2,2,2,2,2,1
431,7,1,1,2,2,2,1,2,2,2,2,2,2
431,8,1,4,2,2,2,1,2,2,2,2,2,2
431,9,1,2,2,2,2,2,2,2,2,2,2,2
432,1,1,1,2,2,2,2,2,1,2,2,2,2
432,2,1,1,2,2,1,2,2,2,2,2,2,1
