"grappe","exploitation","passage","s5q01","s5q02","s5q03","s5q04","s5q05","s5q06","s5q07","s5q08","s5q09","s5q10","s5q11"
569,9,1,1,1,2,1,2,2,2,2,2,2,1
570,3,1,2,2,2,2,2,2,2,2,2,2,2
570,6,1,5,2,2,2,2,2,2,2,2,1,1
570,9,1,1,2,1,2,2,2,2,2,2,2,1
571,3,1,1,2,2,2,1,1,2,2,2,2,1
571,6,1,10,2,2,2,1,2,2,2,2,2,1
571,9,1,1,2,2,2,2,2,1,2,2,2,1
572,3,1,1,2,2,2,2,2,2,2,2,2,2
572,6,1,1,2,2,2,2,2,2,2,2,2,2
572,9,1,1,1,2,2,2,2,2,2,2,2,1
573,3,1,2,2,2,2,2,2,2,2,2,2,2
573,6,1,1,2,2,2,2,2,2,2,2,2,2
573,9,1,2,2,2,2,2,2,2,2,2,2,2
574,3,1,2,2,2,2,2,2,2,2,2,2,2
574,6,1,2,2,2,2,2,2,2,2,2,2,2
574,9,1,1,2,2,2,2,2,2,2,2,2,2
575,3,1,1,2,1,2,2,2,2,2,2,2,1
575,6,1,1,2,2,2,2,2,2,2,2,2,2
575,9,1,1,2,2,2,2,2,2,2,2,2,2
576,3,1,1,2,2,2,2,2,2,2,2,2,2
576,6,1,1,2,2,2,2,2,2,2,2,2,2
576,9,1,1,2,2,2,2,2,2,2,2,2,2
577,3,1,1,2,2,2,2,2,2,2,2,2,2
577,6,1,1,2,2,2,2,2,2,2,2,2,2
577,9,1,1,2,2,2,2,2,2,2,2,2,2
578,3,1,1,2,2,2,2,2,2,2,2,2,2
578,6,1,1,2,2,2,2,2,2,2,2,2,2
578,9,1,1,2,2,2,2,2,2,2,2,2,2
579,3,1,1,2,2,2,2,2,2,2,2,2,2
579,6,1,1,2,2,2,2,2,2,2,2,2,2
579,9,1,20,2,2,2,2,2,2,2,2,2,2
580,3,1,1,2,2,2,2,2,2,2,2,2,2
580,6,1,1,1,2,2,2,2,2,2,2,2,1
580,9,1,1,2,2,2,2,2,2,2,2,2,2
581,3,1,1,2,2,2,2,2,2,2,2,2,2
581,6,1,3,2,2,2,2,2,2,2,2,2,2
581,9,1,9,2,2,2,2,2,2,2,2,2,2
582,3,1,2,2,2,2,2,2,2,2,2,2,2
582,6,1,9,2,2,2,2,2,2,2,2,2,2
582,9,1,8,2,2,2,2,2,2,2,2,2,2
583,3,1,1,2,2,2,2,2,2,2,2,1,1
583,6,1,1,2,2,2,2,2,2,2,2,2,2
583,9,1,1,2,2,2,2,2,2,2,2,1,1
584,3,1,1,2,2,2,2,2,2,2,2,1,1
584,6,1,1,2,2,2,2,2,2,2,2,2,2
584,9,1,1,2,1,2,2,2,2,2,2,2,1
585,3,1,1,2,2,2,1,2,2,2,2,2,1
585,6,1,1,2,2,2,2,2,2,2,2,2,2
585,9,1,1,2,2,2,2,2,2,2,2,2,2
586,3,1,1,2,2,2,2,2,2,2,2,2,2
586,6,1,1,2,2,2,2,2,2,2,2,2,2
586,9,1,1,2,2,2,2,2,2,2,2,2,2
588,3,1,1,2,2,2,2,2,2,2,2,2,2
588,6,1,1,2,2,2,2,2,2,2,2,2,2
588,9,1,2,2,2,2,2,2,2,2,2,2,2
589,3,1,1,2,2,2,2,2,2,2,2,2,2
589,6,1,6,2,2,2,2,2,2,2,2,2,2
589,9,1,2,2,2,2,2,2,2,2,2,2,2
590,3,1,1,2,2,2,2,2,2,2,2,2,2
590,6,1,1,2,2,2,2,2,2,2,2,2,2
590,9,1,1,2,2,2,2,2,2,2,2,2,2
591,3,1,1,2,2,2,2,2,2,2,2,2,2
591,6,1,1,2,2,2,2,2,2,2,2,2,2
591,9,1,2,2,2,2,2,2,2,2,2,2,2
592,3,1,1,2,2,2,2,2,2,2,2,2,2
592,6,1,1,2,2,2,2,2,2,2,2,2,2
592,9,1,1,2,2,2,2,2,2,2,2,2,2
593,3,1,1,2,2,2,2,2,2,2,2,2,2
593,6,1,1,2,2,2,2,2,2,2,2,2,2
593,9,1,1,2,2,2,2,2,2,2,2,2,2
594,3,1,1,2,2,2,2,2,2,2,2,2,2
594,6,1,1,2,2,2,2,2,2,2,2,2,2
594,9,1,1,2,2,2,2,2,2,2,2,2,2
595,3,1,1,2,2,2,2,2,2,2,2,2,2
595,6,1,1,2,2,2,2,2,2,2,2,2,2
595,9,1,1,2,2,2,2,2,2,2,2,2,2
596,3,1,1,2,2,2,2,2,2,2,2,2,2
596,6,1,1,2,2,2,2,2,2,2,2,2,2
596,9,1,1,2,2,2,2,2,2,2,2,2,2
597,3,1,1,2,2,2,2,2,2,2,2,2,2
597,6,1,1,2,2,2,2,2,2,2,2,2,2
597,9,1,7,2,2,2,2,2,2,2,2,2,2
598,3,1,1,2,2,2,2,2,2,2,2,2,2
598,6,1,1,2,2,2,2,2,2,2,2,2,2
598,9,1,1,2,2,2,2,2,2,2,2,2,2
599,3,1,1,2,2,2,2,2,2,2,2,2,2
599,6,1,1,2,2,2,2,2,1,2,2,2,1
599,9,1,1,2,2,2,2,2,2,2,2,2,2
600,3,1,1,2,2,2,2,2,2,2,2,2,2
600,6,1,1,2,2,2,2,2,2,2,2,2,2
600,9,1,1,2,2,2,2,2,2,2,2,2,2
601,3,1,1,2,2,2,2,2,2,2,2,2,2
601,6,1,1,2,2,2,2,2,2,2,2,2,2
601,9,1,1,2,2,2,2,2,2,2,2,2,2
602,3,1,1,2,2,2,2,2,2,2,2,2,2
602,6,1,1,2,2,2,2,2,2,2,2,2,2
602,9,1,1,2,2,2,2,2,2,2,2,2,2
603,3,1,3,2,2,2,2,2,2,2,2,2,2
603,6,1,1,2,2,2,2,2,2,2,2,2,2
603,9,1,1,2,2,2,2,2,2,2,2,2,2
604,3,1,1,2,2,2,2,2,2,2,2,2,2
604,6,1,1,2,1,2,2,2,2,2,2,2,1
604,9,1,1,2,2,2,2,2,2,2,2,2,2
605,3,1,1,2,2,2,2,2,2,2,2,2,2
605,6,1,1,2,2,2,2,2,2,2,2,2,2
605,9,1,1,2,2,2,2,2,2,2,2,2,2
606,3,1,1,2,2,2,2,2,2,2,2,2,2
606,6,1,1,2,2,2,2,2,2,2,2,2,2
606,9,1,1,2,2,2,2,2,2,2,2,2,2
607,3,1,1,2,2,2,2,2,2,2,2,2,2
607,6,1,1,2,2,2,2,2,2,2,2,2,2
607,9,1,1,2,2,2,2,2,2,2,2,1,2
608,3,1,1,2,2,2,2,2,2,2,2,2,2
608,6,1,1,2,2,2,2,2,2,2,2,2,2
608,9,1,1,2,2,2,2,2,2,2,2,2,2
609,3,1,1,2,2,2,2,2,2,2,2,2,2
609,6,1,1,2,2,2,2,2,2,2,2,2,2
609,9,1,1,2,2,2,2,2,2,2,2,2,2
610,3,1,3,2,2,2,1,2,2,2,2,2,1
610,6,1,1,2,2,2,2,2,2,2,2,2,2
610,9,1,1,2,2,2,2,2,2,2,2,2,2
611,3,1,1,2,2,2,2,2,2,2,2,2,2
611,6,1,1,2,2,2,2,2,2,2,2,2,2
611,9,1,1,2,2,2,2,2,2,2,2,2,2
612,3,1,1,2,2,2,2,2,2,2,2,2,2
612,6,1,1,2,2,2,2,2,2,2,2,2,2
612,9,1,1,2,2,2,2,2,2,2,2,2,2
613,1,1,6,2,2,2,2,2,2,2,2,2,2
613,2,1,1,2,2,2,2,2,2,2,2,2,2
613,3,1,1,2,2,2,2,2,2,2,2,2,2
613,4,1,2,2,2,1,2,2,2,2,2,2,1
613,5,1,1,2,2,2,2,2,2,2,2,2,2
613,6,1,2,2,2,2,1,2,2,2,2,2,1
613,7,1,2,2,2,2,2,2,2,2,2,2,2
613,8,1,1,2,2,2,2,2,2,2,2,2,2
613,9,1,1,2,2,2,1,2,2,2,2,2,1
614,1,1,1,2,2,2,2,2,2,2,2,2,2
614,2,1,2,2,2,2,1,2,2,2,2,2,1
614,3,1,2,2,2,2,2,2,2,2,2,2,2
614,4,1,2,2,2,2,2,2,2,2,2,2,2
614,5,1,6,2,2,2,2,2,2,2,2,2,2
614,6,1,1,2,2,2,2,2,2,2,2,2,2
614,7,1,1,2,2,2,2,2,2,2,2,2,2
614,8,1,1,2,2,2,2,2,2,2,2,2,2
614,9,1,2,2,2,2,2,2,2,2,2,2,2
615,1,1,1,2,2,2,1,2,2,2,2,2,1
615,2,1,2,2,2,2,2,2,2,2,2,2,2
615,3,1,2,2,2,2,2,2,2,2,2,2,2
615,4,1,2,2,2,2,2,2,2,2,2,2,2
615,5,1,2,2,2,2,2,2,2,2,2,2,2
615,6,1,2,2,2,2,2,2,2,2,2,2,2
615,7,1,1,2,2,2,2,2,2,2,2,2,2
615,8,1,1,2,1,2,2,2,2,2,2,2,1
615,9,1,1,2,2,2,2,2,2,2,2,2,2
616,1,1,1,2,2,2,2,2,2,2,2,2,2
616,2,1,2,2,2,1,2,2,2,2,2,2,1
616,3,1,1,1,2,2,2,2,2,2,2,2,1
616,4,1,1,2,2,2,2,2,2,2,2,2,2
616,5,1,2,2,2,2,2,2,2,2,2,2,2
616,6,1,2,2,2,2,2,2,2,2,2,2,2
616,7,1,1,2,2,2,2,2,2,2,2,1,1
616,8,1,1,2,2,2,2,2,2,2,2,2,2
616,9,1,1,2,1,2,2,2,2,2,2,2,1
617,1,1,1,2,2,2,2,2,2,2,2,2,2
617,2,1,1,2,2,2,2,2,2,2,2,2,2
617,3,1,1,2,2,2,2,2,2,2,2,2,2
617,4,1,1,2,2,2,2,2,2,2,2,2,2
617,5,1,1,2,2,2,2,2,2,2,2,2,2
617,6,1,1,2,2,2,2,2,2,2,2,2,2
617,7,1,1,2,2,2,2,2,2,2,2,2,2
617,8,1,1,2,2,2,2,2,2,2,2,2,2
617,9,1,1,2,2,2,2,2,2,2,2,2,2
618,3,1,1,2,2,2,2,2,2,2,2,2,2
618,6,1,9,2,2,2,2,2,2,2,2,2,2
618,9,1,1,2,2,2,2,2,2,2,2,2,2
619,3,1,1,2,2,2,2,2,2,2,2,2,2
619,6,1,1,2,2,2,2,2,2,2,2,2,2
619,9,1,1,2,2,2,2,2,2,2,2,2,2
620,3,1,1,2,2,2,2,2,2,2,2,2,2
620,6,1,1,2,2,2,2,2,2,2,2,2,2
620,9,1,1,2,2,2,2,2,2,2,2,2,2
621,3,1,1,2,2,2,2,2,2,2,2,2,2
621,6,1,1,2,2,2,2,2,2,2,2,2,2
621,9,1,1,2,2,1,2,2,2,2,2,2,1
622,3,1,1,2,2,2,2,2,2,2,2,1,1
622,6,1,1,2,2,2,2,2,2,2,2,2,2
622,9,1,1,2,2,2,2,2,2,2,2,2,2
623,3,1,1,2,2,2,2,2,2,2,2,2,2
623,6,1,1,2,2,2,2,2,2,2,2,2,2
623,9,1,1,2,2,2,2,2,2,2,2,2,2
624,3,1,5,2,2,2,2,2,2,2,2,2,2
624,6,1,1,2,2,2,2,2,2,2,2,2,2
624,9,1,1,2,2,2,2,2,2,2,2,2,2
626,3,1,1,2,1,2,2,2,2,2,2,1,1
626,6,1,1,2,2,2,2,2,2,2,2,2,2
626,9,1,1,2,2,2,2,2,2,2,2,2,2
627,3,1,1,2,2,2,2,2,2,2,2,2,2
627,6,1,1,2,2,2,2,2,2,2,2,2,2
627,9,1,1,2,2,2,2,2,2,2,2,2,2
628,3,1,7,2,2,2,2,2,2,2,2,2,2
628,6,1,1,2,2,2,2,2,1,2,2,2,1
628,9,1,1,2,2,2,2,2,2,2,2,2,2
629,3,1,1,2,2,2,2,2,2,2,2,2,2
629,6,1,1,2,2,2,2,2,2,2,2,2,2
629,9,1,8,2,2,2,2,2,2,2,2,2,2
630,3,1,2,2,2,2,2,2,2,2,2,2,2
630,6,1,1,2,2,2,2,2,2,2,2,2,2
630,9,1,8,2,2,2,2,2,2,2,2,2,2
631,3,1,6,2,2,2,2,2,2,2,2,2,2
631,6,1,5,2,2,2,2,2,2,2,2,2,2
631,9,1,1,2,2,2,2,2,2,2,2,2,2
632,3,1,1,2,2,2,2,2,2,2,2,2,2
632,6,1,1,2,2,2,2,2,2,2,2,2,2
632,9,1,1,2,2,2,2,2,2,2,2,2,2
633,3,1,1,2,2,2,2,2,2,2,2,2,2
633,6,1,1,2,2,2,2,2,2,2,2,2,2
633,9,1,1,2,2,2,2,2,2,2,2,2,2
634,3,1,1,2,2,2,2,2,2,2,2,2,2
634,6,1,1,2,2,2,2,2,2,2,2,2,2
634,9,1,1,2,2,2,2,2,2,2,2,1,1
635,3,1,1,2,2,2,2,2,2,2,2,2,2
635,6,1,1,2,2,2,2,2,2,2,2,2,2
635,9,1,1,2,2,2,2,2,2,2,2,2,2
636,3,1,1,2,2,2,2,2,2,2,2,2,2
636,6,1,1,2,2,2,2,2,2,2,2,2,2
636,9,1,1,2,2,2,2,2,2,2,2,2,2
637,3,1,1,2,2,2,2,2,2,2,2,2,2
637,6,1,1,2,2,2,2,2,2,2,2,2,2
637,9,1,1,2,2,2,2,2,2,2,2,2,2
642,3,1,2,2,2,2,1,2,2,2,2,1,1
642,6,1,2,2,2,2,2,2,2,2,2,2,2
642,9,1,2,2,2,2,2,2,2,2,2,2,2
643,3,1,2,2,2,2,2,2,1,2,2,2,1
643,6,1,1,2,2,2,2,2,2,2,2,2,2
643,9,1,1,2,2,2,2,2,2,2,2,2,2
644,3,1,1,2,2,2,2,2,2,2,2,2,2
644,6,1,1,2,2,2,2,2,2,2,2,2,2
644,9,1,1,2,2,2,2,2,2,2,2,2,2
645,3,1,1,2,2,2,2,2,2,2,2,2,2
645,6,1,1,2,2,2,2,2,2,2,2,2,2
645,9,1,1,2,2,2,2,2,2,2,2,2,2
646,3,1,1,2,1,2,1,2,2,2,2,2,2
646,6,1,1,2,2,2,2,2,2,2,2,1,2
646,9,1,1,2,2,2,2,2,2,2,2,2,2
649,3,1,1,2,2,2,2,2,2,2,2,2,2
649,6,1,1,2,2,2,2,2,2,2,2,2,2
649,9,1,1,2,2,2,2,2,2,2,2,2,2
651,3,1,1,2,2,2,2,2,2,2,2,2,2
651,6,1,1,2,2,2,2,2,2,2,2,2,2
651,9,1,3,2,2,2,2,2,2,2,2,2,2
653,3,1,1,2,2,2,2,2,2,2,2,2,2
653,6,1,1,2,2,2,2,2,2,2,2,2,2
653,9,1,1,2,2,2,2,2,2,2,2,2,2
654,3,1,1,2,2,2,2,2,2,2,2,2,2
654,6,1,1,1,2,2,2,2,2,2,2,2,1
654,9,1,1,2,2,2,2,2,2,2,2,2,2
655,3,1,1,2,2,2,2,2,2,2,2,2,2
655,6,1,1,2,2,2,1,2,2,2,2,2,1
655,9,1,1,2,2,2,2,2,2,2,2,2,2
656,3,1,1,2,2,2,2,2,2,2,2,2,2
656,6,1,1,2,2,2,2,2,2,2,2,2,2
656,9,1,1,2,2,2,2,2,2,2,2,2,2
657,3,1,3,2,2,2,2,2,2,2,2,2,2
657,6,1,1,2,2,2,2,2,2,2,2,2,2
657,9,1,1,2,2,2,2,2,2,2,2,2,2
660,1,1,1,1,2,2,2,2,2,2,2,1,1
660,2,1,1,2,1,2,2,2,2,2,2,2,1
660,3,1,1,2,2,2,1,2,2,1,2,1,1
660,4,1,1,2,2,2,2,2,2,2,2,2,2
660,5,1,1,2,2,2,2,2,2,2,2,2,2
660,6,1,1,2,2,2,2,2,2,2,2,2,2
660,7,1,1,2,2,2,2,2,2,2,2,2,2
660,8,1,1,2,2,2,2,2,2,2,2,2,2
660,9,1,1,2,2,2,2,2,2,2,2,1,1
661,1,1,1,1,2,2,2,2,2,2,2,1,1
661,2,1,1,2,2,2,2,2,2,2,2,2,2
661,3,1,1,2,1,2,2,2,2,2,2,2,1
661,4,1,1,2,2,2,2,2,2,2,2,2,2
661,5,1,1,2,1,2,2,2,2,2,2,2,1
661,6,1,1,2,2,2,2,2,2,2,2,2,2
661,7,1,1,2,2,2,2,2,2,2,2,2,2
661,8,1,1,2,2,1,2,2,2,2,2,2,1
661,9,1,1,2,1,2,2,2,2,2,2,2,1
662,1,1,1,2,2,2,2,2,2,2,2,2,2
662,2,1,1,2,2,2,2,2,2,2,2,2,2
662,3,1,1,2,2,2,2,2,2,2,2,2,2
662,4,1,1,2,2,2,2,2,2,2,2,2,2
662,5,1,1,2,2,2,2,2,2,2,2,2,2
662,6,1,1,2,2,2,2,2,2,2,2,2,2
662,7,1,1,1,2,2,2,2,2,2,2,2,1
662,8,1,1,2,2,2,2,2,2,2,2,2,2
662,9,1,1,2,2,2,2,2,2,2,2,2,2
663,1,1,1,2,2,2,2,2,2,2,2,2,2
663,2,1,1,2,2,2,2,2,2,2,2,2,2
663,3,1,1,2,2,2,2,2,2,2,2,2,2
663,4,1,1,2,2,2,2,2,2,2,2,2,2
663,5,1,1,2,2,2,2,2,2,2,2,2,2
663,6,1,1,2,2,2,2,2,2,2,2,2,2
663,7,1,1,2,2,2,2,2,2,2,2,2,2
663,8,1,1,2,2,1,2,2,2,2,2,2,1
663,9,1,1,2,2,2,2,2,2,2,2,2,2
664,1,1,1,2,2,2,2,2,2,2,2,2,2
664,2,1,1,2,2,2,2,2,2,2,2,2,2
664,3,1,1,2,2,2,2,2,2,2,2,2,2
664,4,1,1,2,2,2,2,2,2,2,2,2,2
664,5,1,1,2,2,2,2,2,2,2,2,2,2
664,6,1,1,2,2,2,2,2,2,2,2,2,2
664,7,1,1,2,2,2,2,2,2,2,2,2,2
664,8,1,1,2,2,2,2,2,2,2,2,2,2
664,9,1,1,2,2,2,2,2,2,2,2,2,2
665,1,1,1,2,2,2,2,2,2,2,2,2,2
665,2,1,1,2,2,2,2,2,2,2,2,2,2
665,3,1,1,2,2,2,2,2,2,2,2,2,2
665,4,1,1,2,2,2,1,2,2,2,2,2,1
665,5,1,1,1,1,2,2,2,2,1,2,2,1
665,6,1,1,2,2,2,2,2,2,2,2,2,2
665,7,1,1,2,2,2,2,2,2,1,2,2,1
665,8,1,1,2,2,2,1,2,2,2,2,2,1
665,9,1,1,2,2,2,2,2,2,2,2,1,1
666,1,1,9,1,2,1,2,2,1,1,2,2,1
666,2,1,1,2,1,1,1,2,1,2,2,2,1
666,3,1,2,2,2,2,2,2,2,2,2,2,2
666,4,1,4,1,2,2,2,2,2,2,2,2,1
666,5,1,1,1,2,2,2,2,2,2,2,2,1
666,6,1,1,1,2,1,2,2,1,2,2,1,1
666,7,1,2,2,2,2,2,2,2,2,2,2,2
666,8,1,1,2,2,2,2,2,2,2,2,2,2
666,9,1,2,2,2,2,2,2,2,2,2,2,2
667,1,1,1,2,2,2,2,2,2,2,2,2,2
667,2,1,1,2,2,2,2,2,2,2,2,2,2
667,3,1,1,2,2,2,2,2,2,2,2,2,2
667,4,1,1,2,2,2,2,2,2,2,2,2,2
667,5,1,1,2,2,2,2,2,2,2,2,2,2
667,6,1,1,2,2,2,2,2,2,2,2,2,2
667,7,1,1,2,2,2,2,2,2,2,2,2,2
667,8,1,1,2,2,2,2,2,2,2,2,2,2
667,9,1,1,2,2,2,2,2,2,2,2,2,2
668,1,1,1,2,2,2,2,2,2,2,2,2,2
668,2,1,1,2,2,2,2,2,2,2,2,2,2
668,3,1,1,2,2,2,2,2,2,2,2,2,2
668,4,1,1,2,2,1,2,2,2,2,2,2,1
668,5,1,1,2,2,2,2,2,2,2,2,2,2
668,6,1,1,2,2,2,1,2,2,2,2,2,1
668,7,1,1,2,2,2,2,2,2,2,2,2,2
668,8,1,6,2,2,2,2,2,2,2,2,2,2
668,9,1,1,2,2,2,1,2,2,1,2,2,1
669,1,1,1,2,2,2,2,2,2,2,2,2,2
669,2,1,1,2,2,2,2,2,2,2,2,2,2
669,3,1,1,2,2,2,2,2,2,2,2,2,2
669,4,1,1,2,2,2,2,2,2,2,2,2,2
669,5,1,1,2,2,2,2,2,2,2,2,2,2
669,6,1,1,2,2,2,2,2,2,2,2,2,2
669,7,1,1,2,2,2,2,2,2,2,2,2,2
669,8,1,1,2,2,2,2,2,2,2,2,2,2
669,9,1,1,2,2,2,2,2,2,2,2,2,2
670,3,1,1,2,2,2,2,2,2,2,2,2,2
670,6,1,21,2,2,2,2,2,2,2,2,2,2
670,9,1,1,2,2,2,2,2,2,2,2,2,2
671,3,1,1,2,2,2,2,2,2,2,2,2,2
671,6,1,1,2,2,2,2,2,2,2,2,2,2
671,9,1,1,2,2,2,2,2,2,2,2,2,2
672,3,1,1,2,2,2,2,2,2,2,2,2,2
672,6,1,1,2,2,2,2,2,2,2,2,2,2
672,9,1,1,2,2,2,2,2,2,2,2,2,2
673,3,1,4,2,2,2,2,2,2,2,2,2,2
673,6,1,1,2,2,2,2,2,2,2,2,2,2
673,9,1,1,1,2,2,2,2,2,2,2,2,1
674,3,1,1,2,2,2,2,2,2,2,2,2,2
674,6,1,1,2,2,2,2,2,2,2,2,2,2
674,9,1,1,2,2,2,2,2,2,2,2,2,2
675,3,1,1,2,2,2,2,2,2,2,2,2,2
675,6,1,1,2,2,2,2,2,2,2,2,2,2
675,9,1,1,2,2,2,2,2,2,2,2,2,2
676,3,1,1,2,2,2,2,2,2,2,2,2,2
676,6,1,1,2,2,2,2,2,2,2,2,2,2
676,9,1,1,2,2,2,2,2,2,2,2,2,2
677,3,1,4,2,2,2,2,2,2,2,2,2,2
677,6,1,4,2,2,2,2,2,2,2,2,2,2
677,9,1,5,2,2,2,2,2,2,2,2,2,2
678,3,1,1,2,2,2,2,2,2,2,2,2,2
678,6,1,1,2,2,2,2,2,2,2,2,2,2
678,9,1,1,2,2,2,2,2,2,2,2,2,2
679,3,1,1,2,2,2,2,2,2,2,2,2,2
679,6,1,1,2,2,2,2,2,2,2,2,2,2
679,9,1,1,2,2,2,2,2,2,2,2,2,2
680,3,1,1,2,2,2,2,2,2,2,2,2,2
680,6,1,1,2,2,2,2,2,2,2,2,2,2
680,9,1,1,2,2,2,2,2,2,2,2,2,2
681,3,1,1,2,2,2,2,2,2,2,2,2,2
681,6,1,1,2,2,2,2,2,2,2,2,2,2
681,9,1,1,2,2,2,2,2,2,2,2,2,2
682,3,1,1,2,2,2,2,2,2,2,2,2,2
682,6,1,1,2,2,2,2,2,2,2,2,2,2
682,9,1,1,2,2,2,2,2,2,2,2,2,2
683,3,1,1,2,2,2,2,2,2,2,2,2,2
683,6,1,1,2,2,2,2,2,2,2,2,2,2
683,9,1,1,2,2,2,2,2,2,2,2,2,2
684,3,1,1,2,2,2,2,2,2,2,2,2,2
684,6,1,1,2,2,2,2,2,2,2,2,2,2
684,9,1,1,2,2,2,2,2,2,2,2,2,2
685,3,1,1,2,2,2,2,2,2,2,2,2,2
685,6,1,1,2,2,2,2,2,2,2,2,2,2
685,9,1,1,2,2,2,2,2,2,2,2,2,2
686,3,1,1,2,2,2,2,2,2,2,2,2,2
686,6,1,1,2,2,2,2,2,2,2,2,2,2
686,9,1,1,2,2,2,2,2,2,2,2,2,2
687,3,1,1,2,2,2,2,2,2,2,2,2,2
687,6,1,1,2,2,2,2,2,2,2,2,2,2
687,9,1,1,2,2,2,2,2,2,2,2,2,2
693,3,1,1,2,2,2,2,2,2,2,2,2,2
693,6,1,1,2,2,2,2,2,2,2,2,2,2
693,9,1,1,2,2,2,2,2,2,2,2,2,2
694,3,1,1,2,2,2,2,2,2,2,2,2,2
694,6,1,9,2,2,2,2,2,2,2,2,2,2
694,9,1,1,2,2,2,2,2,2,2,2,2,2
695,3,1,1,2,2,2,2,2,2,2,2,2,2
695,6,1,1,2,2,2,2,2,2,2,2,2,2
695,9,1,1,2,2,2,2,2,2,2,2,2,2
696,3,1,1,2,2,2,2,2,2,2,2,2,2
696,6,1,1,2,2,2,2,2,2,2,2,2,2
696,9,1,1,2,2,2,2,2,2,2,2,2,2
697,3,1,1,2,2,2,1,2,2,2,2,2,1
697,6,1,1,2,2,2,2,2,1,2,2,2,1
697,9,1,1,2,2,2,2,2,2,2,2,2,2
698,3,1,1,2,2,2,2,2,2,2,2,2,2
698,6,1,1,2,2,2,2,2,2,2,2,2,2
698,9,1,1,2,2,2,2,2,2,2,2,2,2
699,3,1,1,2,2,2,2,2,2,2,2,2,2
699,6,1,1,2,2,2,2,2,2,2,2,2,2
699,9,1,1,2,2,2,2,2,2,2,2,2,2
700,3,1,4,2,2,2,2,2,2,2,2,1,1
700,6,1,1,2,2,2,2,2,2,2,2,2,2
700,9,1,1,2,2,2,2,2,2,2,2,2,2
701,3,1,1,2,2,2,2,2,2,2,2,2,2
701,6,1,1,2,2,2,2,2,2,2,2,2,2
701,9,1,1,2,2,2,2,2,2,2,2,2,2
702,3,1,2,2,2,2,2,2,2,2,2,2,2
702,6,1,1,2,2,2,2,2,2,2,2,2,2
702,9,1,1,2,2,2,2,2,2,2,2,2,2
703,3,1,1,2,2,2,2,2,2,2,2,2,2
703,6,1,1,2,2,2,2,2,2,2,2,2,2
703,9,1,1,2,2,2,2,2,2,2,2,2,2
704,3,1,1,2,2,2,2,2,2,2,2,1,1
704,6,1,1,2,2,2,1,2,2,2,2,2,1
704,9,1,1,2,2,2,2,2,2,2,2,2,2
705,3,1,1,2,2,2,2,2,2,2,2,2,2
705,6,1,1,2,2,2,2,2,2,2,2,2,2
705,9,1,1,2,2,2,2,2,2,2,2,2,2
706,3,1,1,2,2,2,2,2,2,2,2,2,2
706,6,1,1,2,2,2,2,2,2,2,2,2,2
706,9,1,1,2,2,2,2,2,2,2,2,2,2
707,3,1,1,2,2,2,1,1,2,2,2,2,1
707,6,1,1,2,2,2,2,2,2,2,2,2,2
707,9,1,2,2,2,2,2,2,2,2,2,2,2
708,3,1,6,2,2,2,2,2,2,2,2,1,2
708,6,1,31,2,2,2,2,2,2,2,2,2,2
708,9,1,1,2,2,2,2,2,2,2,2,2,2
709,3,1,1,2,2,2,2,2,2,2,2,2,2
709,6,1,45,2,2,2,2,2,2,2,2,2,2
709,9,1,8,2,2,2,2,2,2,2,2,2,2
710,3,1,3,2,2,2,2,2,2,2,2,2,2
710,6,1,1,2,2,2,2,2,2,2,2,2,2
710,9,1,1,2,2,2,2,2,2,2,2,2,2
711,3,1,1,2,2,2,2,2,2,2,2,2,2
711,6,1,1,2,2,2,2,2,2,2,2,2,2
711,9,1,1,2,2,2,2,2,2,2,2,2,2
712,3,1,1,2,2,2,2,2,2,2,2,2,2
712,6,1,1,2,2,2,2,2,2,2,2,2,2
712,9,1,1,2,2,2,2,2,2,2,2,2,2
713,3,1,1,2,2,2,2,2,2,2,2,2,2
713,6,1,1,2,2,2,2,2,2,2,2,2,2
713,9,1,1,2,2,2,2,2,2,2,2,2,2
714,3,1,3,2,2,2,2,2,2,2,2,2,2
714,6,1,6,2,2,2,2,2,2,2,2,2,2
714,9,1,1,2,2,2,2,2,2,2,2,2,2
715,3,1,1,2,2,2,2,2,2,2,2,2,2
715,6,1,1,2,2,2,2,2,2,2,2,2,2
715,9,1,1,2,2,2,2,2,2,2,2,2,2
716,3,1,1,2,2,2,1,2,2,2,2,2,1
716,6,1,8,2,2,2,2,2,2,2,2,2,2
716,9,1,1,2,2,2,2,2,2,2,2,2,2
717,3,1,1,2,2,2,2,2,2,2,2,2,2
717,6,1,1,2,2,2,2,2,2,2,2,2,2
717,9,1,1,2,2,2,2,2,2,2,2,2,2
718,3,1,1,2,2,2,2,2,2,2,2,2,2
718,6,1,1,2,2,2,2,2,2,2,2,2,2
718,9,1,1,2,2,2,2,2,2,2,2,2,2
719,3,1,1,1,2,2,2,2,2,2,2,2,2
719,6,1,1,2,2,2,2,2,2,2,2,2,2
719,9,1,1,2,2,2,2,2,2,2,2,2,2
720,3,1,1,2,2,2,2,2,2,2,2,2,2
720,6,1,1,2,2,2,2,2,2,2,2,2,2
720,9,1,1,2,2,2,2,2,2,2,2,2,2
726,3,1,1,2,2,2,2,2,2,2,2,2,2
726,6,1,1,2,2,2,2,2,2,2,2,2,2
726,9,1,1,2,2,2,2,2,2,2,2,2,2
727,3,1,1,2,2,2,2,2,2,2,2,2,2
